subscription_id,customer_id,plan_id,start_date,end_date,billing_cycle,monthly_charge_inr,subscription_status
S0008434,C0008434,PL019,17-11-2025,25-01-2026,Monthly,349.0,Terminated
S0008435,C0008435,PL004,09-08-2014,,Monthly,449.0,Active
S0008436,C0008436,PL006,01-01-2014,,Annual,300.0,Active
S0008437,C0008437,PL008,26-12-2023,,Monthly,699.0,Active
S0008438,C0008438,PL010,18-06-2019,,Monthly,1299.0,Active
S0008439,C0008439,PL006,10-10-2021,,Annual,300.0,Active
S0008440,C0008440,PL018,08-11-2020,,Annual,1000.0,Active
S0008441,C0008441,PL016,16-03-2015,,Monthly,999.0,Active
S0008442,C0008442,PL001,22-01-2021,,Monthly,199.0,Active
S0008443,C0008443,PL021,06-04-2024,,Annual,4166.0,Active
S0008444,C0008444,PL005,01-01-2014,,Annual,250.0,Active
S0008445,C0008445,PL004,25-05-2022,05-06-2022,Monthly,449.0,Terminated
S0008446,C0008446,PL005,15-01-2016,,Annual,250.0,Active
S0008447,C0008447,PL004,18-01-2016,11-09-2019,Monthly,449.0,Terminated
S0008448,C0008448,PL002,10-05-2023,15-02-2025,Monthly,299.0,Terminated
S0008449,C0008449,PL004,12-03-2017,,Monthly,449.0,Active
S0008450,C0008450,PL006,12-11-2018,,Annual,300.0,Active
S0008451,C0008451,PL003,06-08-2021,,Monthly,399.0,Active
S0008452,C0008452,PL001,26-08-2019,,Monthly,199.0,Active
S0008453,C0008453,PL021,05-03-2015,,Annual,4166.0,Active
S0008454,C0008454,PL023,31-10-2020,,Monthly,99.0,Active
S0008455,C0008455,PL006,01-01-2014,,Annual,300.0,Active
S0008456,C0008456,PL007,22-05-2017,,Monthly,499.0,Active
S0008457,C0008457,PL018,01-01-2014,,Annual,1000.0,Active
S0008458,C0008458,PL020,31-05-2021,,Monthly,599.0,Active
S0008459,C0008459,PL001,03-02-2025,,Monthly,199.0,Active
S0008460,C0008460,PL019,30-09-2020,,Monthly,349.0,Active
S0008461,C0008461,PL004,29-05-2021,11-08-2022,Monthly,449.0,Terminated
S0008462,C0008462,PL019,31-03-2018,,Monthly,349.0,Active
S0008463,C0008463,PL009,08-06-2023,,Monthly,999.0,Active
S0008464,C0008464,PL005,20-07-2020,,Annual,250.0,Active
S0008465,C0008465,PL009,16-07-2014,,Monthly,999.0,Active
S0008466,C0008466,PL004,28-02-2025,,Monthly,449.0,Active
S0008467,C0008467,PL006,09-11-2024,05-01-2026,Annual,300.0,Terminated
S0008468,C0008468,PL016,01-01-2014,,Monthly,999.0,Active
S0008469,C0008469,PL016,24-10-2025,,Monthly,999.0,Active
S0008470,C0008470,PL007,17-03-2025,,Monthly,499.0,Active
S0008471,C0008471,PL001,22-12-2014,12-04-2022,Monthly,199.0,Terminated
S0008472,C0008472,PL007,12-05-2020,,Monthly,499.0,Active
S0008473,C0008473,PL011,01-01-2014,,Annual,583.0,Active
S0008474,C0008474,PL006,27-09-2021,23-03-2025,Annual,300.0,Terminated
S0008475,C0008475,PL022,24-10-2018,,Annual,8333.0,Active
S0008476,C0008476,PL009,21-07-2023,01-09-2024,Monthly,999.0,Terminated
S0008477,C0008477,PL005,15-05-2022,,Annual,250.0,Active
S0008478,C0008478,PL019,07-02-2017,15-12-2021,Monthly,349.0,Terminated
S0008479,C0008479,PL004,03-07-2015,,Monthly,449.0,Active
S0008480,C0008480,PL001,19-07-2019,,Monthly,199.0,Active
S0008481,C0008481,PL004,21-11-2017,,Monthly,449.0,Active
S0008482,C0008482,PL008,02-04-2020,,Monthly,699.0,Active
S0008483,C0008483,PL003,07-10-2014,,Monthly,399.0,Active
S0008484,C0008484,PL001,09-05-2021,,Monthly,199.0,Active
S0008485,C0008485,PL006,05-10-2019,,Annual,300.0,Active
S0008486,C0008486,PL002,13-02-2018,,Monthly,299.0,Active
S0008487,C0008487,PL008,15-06-2014,,Monthly,699.0,Active
S0008488,C0008488,PL018,07-01-2022,11-03-2024,Annual,1000.0,Terminated
S0008489,C0008489,PL004,13-06-2018,15-09-2025,Monthly,449.0,Terminated
S0008490,C0008490,PL001,11-06-2019,,Monthly,199.0,Active
S0008491,C0008491,PL005,01-01-2014,22-09-2017,Annual,250.0,Terminated
S0008492,C0008492,PL003,03-02-2016,28-07-2025,Monthly,399.0,Terminated
S0008493,C0008493,PL013,09-02-2016,,Monthly,899.0,Active
S0008494,C0008494,PL011,11-12-2023,,Annual,583.0,Active
S0008495,C0008495,PL008,22-10-2020,,Monthly,699.0,Active
S0008496,C0008496,PL003,29-06-2015,,Monthly,399.0,Active
S0008497,C0008497,PL009,20-10-2023,,Monthly,999.0,Active
S0008498,C0008498,PL003,28-09-2022,,Monthly,399.0,Active
S0008499,C0008499,PL012,23-07-2024,19-02-2026,Monthly,599.0,Terminated
S0008500,C0008500,PL003,12-10-2025,,Monthly,399.0,Active
S0008501,C0008501,PL021,01-01-2014,,Annual,4166.0,Active
S0008502,C0008502,PL017,01-01-2014,,Monthly,1499.0,Active
S0008503,C0008503,PL004,29-01-2020,,Monthly,449.0,Active
S0008504,C0008504,PL006,28-11-2019,,Annual,300.0,Active
S0008505,C0008505,PL019,22-05-2025,,Monthly,349.0,Active
S0008506,C0008506,PL012,05-03-2018,,Monthly,599.0,Active
S0008507,C0008507,PL016,11-03-2021,04-01-2022,Monthly,999.0,Terminated
S0008508,C0008508,PL004,23-03-2017,,Monthly,449.0,Active
S0008509,C0008509,PL024,31-12-2018,,Monthly,499.0,Active
S0008510,C0008510,PL003,16-02-2022,,Monthly,399.0,Active
S0008511,C0008511,PL016,22-03-2022,,Monthly,999.0,Active
S0008512,C0008512,PL004,13-11-2016,,Monthly,449.0,Active
S0008513,C0008513,PL006,14-05-2020,,Annual,300.0,Active
S0008514,C0008514,PL004,19-06-2024,17-01-2026,Monthly,449.0,Terminated
S0008515,C0008515,PL011,04-12-2016,,Annual,583.0,Active
S0008516,C0008516,PL002,05-04-2016,,Monthly,299.0,Active
S0008517,C0008517,PL011,01-01-2014,,Annual,583.0,Active
S0008518,C0008518,PL021,01-01-2014,,Annual,4166.0,Active
S0008519,C0008519,PL003,18-07-2018,,Monthly,399.0,Active
S0008520,C0008520,PL010,22-01-2014,,Monthly,1299.0,Active
S0008521,C0008521,PL006,18-07-2019,15-03-2026,Annual,300.0,Terminated
S0008522,C0008522,PL016,01-01-2014,,Monthly,999.0,Active
S0008523,C0008523,PL006,05-08-2018,,Annual,300.0,Active
S0008524,C0008524,PL019,05-05-2021,,Monthly,349.0,Active
S0008525,C0008525,PL021,01-01-2014,,Annual,4166.0,Active
S0008526,C0008526,PL005,14-07-2014,,Annual,250.0,Active
S0008527,C0008527,PL019,22-04-2018,,Monthly,349.0,Active
S0008528,C0008528,PL014,12-10-2014,,Monthly,1199.0,Active
S0008529,C0008529,PL014,24-02-2025,,Monthly,1199.0,Active
S0008530,C0008530,PL001,04-11-2024,27-10-2025,Monthly,199.0,Terminated
S0008531,C0008531,PL004,23-03-2025,15-06-2025,Monthly,449.0,Terminated
S0008532,C0008532,PL002,08-07-2022,,Monthly,299.0,Active
S0008533,C0008533,PL004,30-03-2022,22-11-2025,Monthly,449.0,Terminated
S0008534,C0008534,PL008,23-07-2023,06-11-2025,Monthly,699.0,Terminated
S0008535,C0008535,PL005,01-01-2014,04-08-2024,Annual,250.0,Terminated
S0008536,C0008536,PL002,08-10-2023,15-12-2024,Monthly,299.0,Terminated
S0008537,C0008537,PL009,25-10-2025,,Monthly,999.0,Active
S0008538,C0008538,PL005,01-01-2014,,Annual,250.0,Active
S0008539,C0008539,PL007,02-05-2015,,Monthly,499.0,Active
S0008540,C0008540,PL002,12-10-2020,,Monthly,299.0,Active
S0008541,C0008541,PL017,08-11-2016,,Monthly,1499.0,Active
S0008542,C0008542,PL009,14-06-2016,,Monthly,999.0,Active
S0008543,C0008543,PL016,14-11-2018,,Monthly,999.0,Active
S0008544,C0008544,PL009,29-06-2017,,Monthly,999.0,Active
S0008545,C0008545,PL010,25-08-2019,,Monthly,1299.0,Active
S0008546,C0008546,PL020,01-11-2022,,Monthly,599.0,Active
S0008547,C0008547,PL008,05-01-2023,,Monthly,699.0,Active
S0008548,C0008548,PL010,09-06-2021,,Monthly,1299.0,Active
S0008549,C0008549,PL019,22-08-2017,,Monthly,349.0,Active
S0008550,C0008550,PL012,22-09-2018,,Monthly,599.0,Active
S0008551,C0008551,PL015,04-04-2018,,Monthly,699.0,Active
S0008552,C0008552,PL016,11-10-2024,,Monthly,999.0,Active
S0008553,C0008553,PL015,01-01-2014,,Monthly,699.0,Active
S0008554,C0008554,PL002,26-05-2024,,Monthly,299.0,Active
S0008555,C0008555,PL013,15-11-2019,,Monthly,899.0,Active
S0008556,C0008556,PL003,06-08-2024,07-03-2026,Monthly,399.0,Terminated
S0008557,C0008557,PL016,06-10-2023,,Monthly,999.0,Active
S0008558,C0008558,PL001,22-02-2021,21-02-2023,Monthly,199.0,Terminated
S0008559,C0008559,PL011,22-09-2025,,Annual,583.0,Active
S0008560,C0008560,PL005,01-01-2014,,Annual,250.0,Active
S0008561,C0008561,PL011,05-02-2023,,Annual,583.0,Active
S0008562,C0008562,PL025,07-03-2019,27-05-2023,Monthly,799.0,Terminated
S0008563,C0008563,PL006,08-02-2026,,Annual,300.0,Active
S0008564,C0008564,PL021,17-04-2022,,Annual,4166.0,Active
S0008565,C0008565,PL005,01-01-2014,,Annual,250.0,Active
S0008566,C0008566,PL019,03-10-2023,,Monthly,349.0,Active
S0008567,C0008567,PL015,08-11-2017,25-08-2023,Monthly,699.0,Terminated
S0008568,C0008568,PL008,12-10-2024,12-11-2025,Monthly,699.0,Terminated
S0008569,C0008569,PL010,24-07-2014,,Monthly,1299.0,Active
S0008570,C0008570,PL011,03-10-2024,,Annual,583.0,Active
S0008571,C0008571,PL010,23-08-2019,,Monthly,1299.0,Active
S0008572,C0008572,PL005,01-01-2014,,Annual,250.0,Active
S0008573,C0008573,PL007,02-12-2022,,Monthly,499.0,Active
S0008574,C0008574,PL003,14-09-2014,,Monthly,399.0,Active
S0008575,C0008575,PL009,12-08-2015,,Monthly,999.0,Active
S0008576,C0008576,PL004,23-03-2016,,Monthly,449.0,Active
S0008577,C0008577,PL002,20-07-2025,,Monthly,299.0,Active
S0008578,C0008578,PL021,26-06-2017,,Annual,4166.0,Active
S0008579,C0008579,PL001,02-08-2025,,Monthly,199.0,Active
S0008580,C0008580,PL019,01-03-2017,,Monthly,349.0,Active
S0008581,C0008581,PL002,20-09-2018,,Monthly,299.0,Active
S0008582,C0008582,PL003,23-02-2023,,Monthly,399.0,Active
S0008583,C0008583,PL001,15-04-2018,,Monthly,199.0,Active
S0008584,C0008584,PL008,01-12-2024,,Monthly,699.0,Active
S0008585,C0008585,PL016,17-07-2017,,Monthly,999.0,Active
S0008586,C0008586,PL006,27-04-2020,,Annual,300.0,Active
S0008587,C0008587,PL005,01-01-2014,,Annual,250.0,Active
S0008588,C0008588,PL009,21-01-2015,,Monthly,999.0,Active
S0008589,C0008589,PL003,01-10-2022,03-03-2025,Monthly,399.0,Terminated
S0008590,C0008590,PL007,29-01-2020,,Monthly,499.0,Active
S0008591,C0008591,PL006,28-06-2025,,Annual,300.0,Active
S0008592,C0008592,PL001,26-05-2015,10-12-2021,Monthly,199.0,Terminated
S0008593,C0008593,PL002,06-02-2021,,Monthly,299.0,Active
S0008594,C0008594,PL024,10-03-2018,,Monthly,499.0,Active
S0008595,C0008595,PL023,30-11-2024,,Monthly,99.0,Active
S0008596,C0008596,PL020,08-06-2020,,Monthly,599.0,Active
S0008597,C0008597,PL003,17-11-2014,,Monthly,399.0,Active
S0008598,C0008598,PL010,13-10-2022,,Monthly,1299.0,Active
S0008599,C0008599,PL020,27-09-2019,,Monthly,599.0,Active
S0008600,C0008600,PL005,06-07-2021,,Annual,250.0,Active
S0008601,C0008601,PL005,01-01-2014,,Annual,250.0,Active
S0008602,C0008602,PL011,30-09-2014,,Annual,583.0,Active
S0008603,C0008603,PL005,01-01-2014,,Annual,250.0,Active
S0008604,C0008604,PL025,29-09-2017,,Monthly,799.0,Active
S0008605,C0008605,PL023,05-05-2025,,Monthly,99.0,Active
S0008606,C0008606,PL011,19-05-2014,,Annual,583.0,Active
S0008607,C0008607,PL002,01-03-2022,,Monthly,299.0,Active
S0008608,C0008608,PL024,29-06-2024,,Monthly,499.0,Active
S0008609,C0008609,PL004,31-12-2020,,Monthly,449.0,Active
S0008610,C0008610,PL022,04-09-2025,,Annual,8333.0,Active
S0008611,C0008611,PL005,01-01-2014,,Annual,250.0,Active
S0008612,C0008612,PL004,22-10-2014,,Monthly,449.0,Active
S0008613,C0008613,PL002,09-06-2019,29-08-2021,Monthly,299.0,Terminated
S0008614,C0008614,PL005,17-09-2025,03-01-2026,Annual,250.0,Terminated
S0008615,C0008615,PL002,07-06-2025,,Monthly,299.0,Active
S0008616,C0008616,PL024,04-09-2016,,Monthly,499.0,Active
S0008617,C0008617,PL005,01-01-2014,,Annual,250.0,Active
S0008618,C0008618,PL020,10-03-2021,,Monthly,599.0,Active
S0008619,C0008619,PL005,01-01-2014,,Annual,250.0,Active
S0008620,C0008620,PL018,01-01-2014,,Annual,1000.0,Active
S0008621,C0008621,PL003,21-06-2025,29-08-2025,Monthly,399.0,Terminated
S0008622,C0008622,PL002,27-06-2019,,Monthly,299.0,Active
S0008623,C0008623,PL006,02-04-2024,,Annual,300.0,Active
S0008624,C0008624,PL002,02-11-2023,,Monthly,299.0,Active
S0008625,C0008625,PL022,01-01-2014,,Annual,8333.0,Active
S0008626,C0008626,PL015,01-01-2014,,Monthly,699.0,Active
S0008627,C0008627,PL005,04-08-2014,,Annual,250.0,Active
S0008628,C0008628,PL003,27-02-2019,,Monthly,399.0,UNKNOWN_STATE
S0008629,C0008629,PL013,06-02-2026,,Monthly,899.0,Active
S0008630,C0008630,PL009,08-01-2020,,Monthly,999.0,Active
S0008631,C0008631,PL004,20-02-2024,,Monthly,449.0,Active
S0008632,C0008632,PL006,01-01-2014,,Annual,300.0,Active
S0008633,C0008633,PL006,01-01-2014,,Annual,300.0,Active
S0008634,C0008634,PL002,13-11-2023,,Monthly,299.0,Active
S0008635,C0008635,PL021,19-12-2015,,Annual,4166.0,Active
S0008636,C0008636,PL001,07-02-2021,,Monthly,199.0,Active
S0008637,C0008637,PL004,09-08-2025,,Monthly,449.0,Active
S0008638,C0008638,PL006,28-07-2020,,Annual,300.0,Active
S0008639,C0008639,PL021,21-05-2016,,Annual,4166.0,Active
S0008640,C0008640,PL022,01-01-2014,02-06-2015,Annual,8333.0,Terminated
S0008641,C0008641,PL014,05-10-2020,,Monthly,1199.0,Active
S0008642,C0008642,PL016,03-09-2020,,Monthly,999.0,Active
S0008643,C0008643,PL016,01-01-2014,,Monthly,999.0,Active
S0008644,C0008644,PL025,30-08-2019,27-06-2020,Monthly,799.0,Terminated
S0008645,C0008645,PL007,09-03-2017,,Monthly,499.0,Active
S0008646,C0008646,PL006,13-01-2017,,Annual,300.0,Active
S0008647,C0008647,PL004,05-02-2022,,Monthly,449.0,Active
S0008648,C0008648,PL020,25-09-2021,,Monthly,599.0,Active
S0008649,C0008649,PL001,10-09-2014,,Monthly,199.0,Active
S0008650,C0008650,PL005,11-01-2016,,Annual,250.0,Active
S0008651,C0008651,PL001,25-04-2024,,Monthly,199.0,Active
S0008652,C0008652,PL002,20-02-2020,,Monthly,299.0,Active
S0008653,C0008653,PL001,21-03-2018,15-10-2021,Monthly,199.0,Terminated
S0008654,C0008654,PL006,30-03-2021,,Annual,300.0,Active
S0008655,C0008655,PL002,11-01-2017,,Monthly,299.0,Active
S0008656,C0008656,PL009,25-03-2024,,Monthly,999.0,Active
S0008657,C0008657,PL006,17-04-2014,,Annual,300.0,Active
S0008658,C0008658,PL013,08-01-2025,,Monthly,899.0,Active
S0008659,C0008659,PL002,01-12-2014,04-02-2021,Monthly,299.0,Terminated
S0008660,C0008660,PL003,14-05-2020,,Monthly,399.0,Active
S0008661,C0008661,PL011,14-11-2023,,Annual,583.0,Active
S0008662,C0008662,PL009,25-01-2025,29-11-2025,Monthly,999.0,Terminated
S0008663,C0008663,PL006,07-07-2022,,Annual,300.0,Active
S0008664,C0008664,PL010,03-03-2015,,Monthly,1299.0,Active
S0008665,C0008665,PL008,03-02-2019,,Monthly,699.0,Active
S0008666,C0008666,PL015,01-01-2014,,Monthly,699.0,Active
S0008667,C0008667,PL021,01-01-2014,,Annual,4166.0,Active
S0008668,C0008668,PL007,17-11-2014,,Monthly,499.0,Active
S0008669,C0008669,PL002,07-11-2024,23-11-2024,Monthly,299.0,Terminated
S0008670,C0008670,PL025,07-12-2014,,Monthly,799.0,Active
S0008671,C0008671,PL001,30-11-2022,,Monthly,199.0,Active
S0008672,C0008672,PL007,20-02-2022,,Monthly,499.0,Active
S0008673,C0008673,PL017,16-05-2021,,Monthly,1499.0,Active
S0008674,C0008674,PL006,01-01-2014,,Annual,300.0,Active
S0008675,C0008675,PL002,23-09-2015,,Monthly,299.0,Active
S0008676,C0008676,PL004,04-01-2025,19-09-2025,Monthly,449.0,Terminated
S0008677,C0008677,PL004,08-12-2015,,Monthly,449.0,Active
S0008678,C0008678,PL022,01-01-2014,,Annual,8333.0,Active
S0008679,C0008679,PL001,28-04-2020,,Monthly,199.0,Active
S0008680,C0008680,PL023,02-11-2023,,Monthly,99.0,Active
S0008681,C0008681,PL002,04-08-2021,,Monthly,299.0,Active
S0008682,C0008682,PL001,12-11-2024,12-02-2026,Monthly,199.0,Terminated
S0008683,C0008683,PL006,06-04-2020,,Annual,300.0,Active
S0008684,C0008684,PL006,14-09-2018,,Annual,300.0,Active
S0008685,C0008685,PL016,24-03-2025,,Monthly,999.0,Active
S0008686,C0008686,PL008,18-11-2024,25-05-2025,Monthly,699.0,Terminated
S0008687,C0008687,PL022,01-01-2014,,Annual,8333.0,Active
S0008688,C0008688,PL002,23-11-2023,,Monthly,299.0,Active
S0008689,C0008689,PL006,11-12-2017,,Annual,300.0,Active
S0008690,C0008690,PL012,14-08-2019,,Monthly,599.0,Active
S0008691,C0008691,PL002,18-08-2019,,Monthly,299.0,Active
S0008692,C0008692,PL004,21-03-2017,,Monthly,449.0,Active
S0008693,C0008693,PL011,20-01-2024,22-12-2025,Annual,583.0,Terminated
S0008694,C0008694,PL002,22-12-2022,,Monthly,299.0,Active
S0008695,C0008695,PL004,23-01-2025,,Monthly,449.0,Active
S0008696,C0008696,PL002,16-02-2026,13-03-2026,Monthly,299.0,Terminated
S0008697,C0008697,PL006,01-01-2014,,Annual,300.0,Active
S0008698,C0008698,PL002,05-09-2016,,Monthly,299.0,Active
S0008699,C0008699,PL014,20-06-2017,,Monthly,1199.0,Active
S0008700,C0008700,PL012,07-09-2015,,Monthly,599.0,Active
S0008701,C0008701,PL002,24-08-2016,,Monthly,299.0,Active
S0008702,C0008702,PL020,20-03-2020,,Monthly,599.0,Active
S0008703,C0008703,PL017,01-01-2014,,Monthly,1499.0,Active
S0008704,C0008704,PL002,02-01-2021,,Monthly,299.0,Active
S0008705,C0008705,PL005,01-01-2014,,Annual,250.0,Active
S0008706,C0008706,PL017,23-02-2025,,Monthly,1499.0,Active
S0008707,C0008707,PL019,18-06-2016,,Monthly,349.0,Active
S0008708,C0008708,PL001,09-11-2024,,Monthly,199.0,Active
S0008709,C0008709,PL004,26-07-2016,,Monthly,449.0,Active
S0008710,C0008710,PL017,24-11-2014,,Monthly,1499.0,Active
S0008711,C0008711,PL008,18-04-2015,11-07-2019,Monthly,699.0,Terminated
S0008712,C0008712,PL005,01-01-2014,,Annual,250.0,Active
S0008713,C0008713,PL020,19-05-2017,13-10-2022,Monthly,599.0,Terminated
S0008714,C0008714,PL004,11-03-2015,,Monthly,449.0,Active
S0008715,C0008715,PL002,25-07-2025,06-11-2025,Monthly,299.0,Terminated
S0008716,C0008716,PL010,28-10-2015,,Monthly,1299.0,Active
S0008717,C0008717,PL013,01-03-2026,,Monthly,899.0,Active
S0008718,C0008718,PL001,22-05-2014,,Monthly,199.0,Active
S0008719,C0008719,PL001,20-02-2024,,Monthly,199.0,Active
S0008720,C0008720,PL001,15-12-2015,14-02-2022,Monthly,199.0,Terminated
S0008721,C0008721,PL002,09-09-2018,,Monthly,299.0,Active
S0008722,C0008722,PL010,09-07-2023,04-04-2024,Monthly,1299.0,Terminated
S0008723,C0008723,PL009,25-12-2024,,Monthly,999.0,Active
S0008724,C0008724,PL018,21-02-2021,,Annual,1000.0,Active
S0008725,C0008725,PL014,25-06-2024,,Monthly,1199.0,Active
S0008726,C0008726,PL007,16-01-2023,,Monthly,499.0,Active
S0008727,C0008727,PL001,11-07-2020,,Monthly,199.0,Active
S0008728,C0008728,PL004,10-07-2014,,Monthly,449.0,UNKNOWN_STATE
S0008729,C0008729,PL009,28-03-2015,,Monthly,999.0,Active
S0008730,C0008730,PL015,01-01-2014,04-04-2022,Monthly,699.0,Terminated
S0008731,C0008731,PL009,08-10-2017,13-10-2019,Monthly,999.0,Terminated
S0008732,C0008732,PL002,09-09-2017,,Monthly,299.0,Active
S0008733,C0008733,PL006,01-01-2014,,Annual,300.0,Active
S0008734,C0008734,PL016,12-11-2018,,Monthly,999.0,Active
S0008735,C0008735,PL010,16-03-2019,,Monthly,1299.0,Active
S0008736,C0008736,PL025,03-02-2026,09-03-2026,Monthly,799.0,Terminated
S0008737,C0008737,PL009,09-09-2016,,Monthly,999.0,Active
S0008738,C0008738,PL019,26-04-2014,,Monthly,349.0,Active
S0008739,C0008739,PL006,06-10-2023,,Annual,300.0,Active
S0008740,C0008740,PL007,24-12-2021,,Monthly,499.0,Active
S0008741,C0008741,PL001,28-01-2021,,Monthly,199.0,Active
S0008742,C0008742,PL011,01-01-2014,,Annual,583.0,Active
S0008743,C0008743,PL009,02-04-2016,,Monthly,999.0,Active
S0008744,C0008744,PL007,08-01-2014,,Monthly,499.0,Active
S0008745,C0008745,PL008,13-11-2018,,Monthly,699.0,Active
S0008746,C0008746,PL011,28-09-2019,,Annual,583.0,Active
S0008747,C0008747,PL021,29-03-2024,17-11-2025,Annual,4166.0,Terminated
S0008748,C0008748,PL018,01-01-2014,,Annual,1000.0,Active
S0008749,C0008749,PL004,27-12-2025,,Monthly,449.0,Active
S0008750,C0008750,PL015,31-08-2017,,Monthly,699.0,Active
S0008751,C0008751,PL016,13-10-2018,,Monthly,999.0,Active
S0008752,C0008752,PL002,26-01-2014,16-08-2015,Monthly,299.0,Terminated
S0008753,C0008753,PL022,01-01-2014,,Annual,8333.0,Active
S0008754,C0008754,PL003,13-11-2023,,Monthly,399.0,Active
S0008755,C0008755,PL003,27-12-2018,05-01-2020,Monthly,399.0,Terminated
S0008756,C0008756,PL009,08-08-2014,,Monthly,999.0,Active
S0008757,C0008757,PL024,14-06-2022,,Monthly,499.0,Active
S0008758,C0008758,PL001,12-09-2025,,Monthly,199.0,Active
S0008759,C0008759,PL023,14-05-2014,,Monthly,99.0,Active
S0008760,C0008760,PL013,20-04-2025,29-10-2025,Monthly,899.0,Terminated
S0008761,C0008761,PL009,23-05-2019,,Monthly,999.0,Active
S0008762,C0008762,PL023,08-07-2021,,Monthly,99.0,Active
S0008763,C0008763,PL011,24-12-2021,,Annual,583.0,Active
S0008764,C0008764,PL005,20-01-2021,18-11-2023,Annual,250.0,Terminated
S0008765,C0008765,PL005,25-11-2019,,Annual,250.0,Active
S0008766,C0008766,PL004,07-04-2020,09-02-2026,Monthly,449.0,Terminated
S0008767,C0008767,PL004,20-11-2015,,Monthly,449.0,Active
S0008768,C0008768,PL022,02-10-2019,,Annual,8333.0,Active
S0008769,C0008769,PL004,06-11-2023,,Monthly,449.0,Active
S0008770,C0008770,PL004,04-04-2022,29-07-2022,Monthly,449.0,Terminated
S0008771,C0008771,PL021,13-06-2023,,Annual,4166.0,Active
S0008772,C0008772,PL018,24-10-2021,,Annual,1000.0,Active
S0008773,C0008773,PL001,27-06-2021,,Monthly,199.0,Active
S0008774,C0008774,PL003,19-03-2015,,Monthly,399.0,Active
S0008775,C0008775,PL015,03-06-2016,,Monthly,699.0,Active
S0008776,C0008776,PL002,21-02-2022,,Monthly,299.0,Active
S0008777,C0008777,PL001,23-04-2019,,Monthly,199.0,Active
S0008778,C0008778,PL005,01-01-2014,,Annual,250.0,Active
S0008779,C0008779,PL003,17-02-2019,,Monthly,399.0,Active
S0008780,C0008780,PL011,26-08-2025,,Annual,583.0,Active
S0008781,C0008781,PL021,14-11-2022,,Annual,4166.0,Active
S0008782,C0008782,PL010,07-02-2021,,Monthly,1299.0,Active
S0008783,C0008783,PL012,03-02-2016,,Monthly,599.0,Active
S0008784,C0008784,PL006,05-11-2014,,Annual,300.0,Active
S0008785,C0008785,PL015,23-02-2017,,Monthly,699.0,Active
S0008786,C0008786,PL009,04-06-2016,,Monthly,999.0,Active
S0008787,C0008787,PL010,04-07-2016,,Monthly,1299.0,Active
S0008788,C0008788,PL005,10-10-2014,04-12-2022,Annual,250.0,Terminated
S0008789,C0008789,PL005,14-07-2017,,Annual,250.0,Active
S0008790,C0008790,PL021,01-01-2014,,Annual,4166.0,Active
S0008791,C0008791,PL001,20-03-2018,,Monthly,199.0,Active
S0008792,C0008792,PL002,04-04-2025,31-12-2025,Monthly,299.0,Terminated
S0008793,C0008793,PL004,04-05-2016,,Monthly,449.0,Active
S0008794,C0008794,PL023,03-10-2021,,Monthly,99.0,Active
S0008795,C0008795,PL020,12-08-2025,,Monthly,599.0,Active
S0008796,C0008796,PL010,01-04-2017,23-11-2023,Monthly,1299.0,Terminated
S0008797,C0008797,PL014,05-05-2023,10-02-2025,Monthly,1199.0,Terminated
S0008798,C0008798,PL003,04-01-2024,,Monthly,399.0,Active
S0008799,C0008799,PL004,11-01-2018,30-12-2022,Monthly,449.0,Terminated
S0008800,C0008800,PL006,20-01-2026,,Annual,300.0,Active
S0008801,C0008801,PL018,10-04-2015,,Annual,1000.0,Active
S0008802,C0008802,PL002,07-09-2015,,Monthly,299.0,Active
S0008803,C0008803,PL005,09-05-2019,19-09-2019,Annual,250.0,Terminated
S0008804,C0008804,PL007,16-10-2024,,Monthly,499.0,Active
S0008805,C0008805,PL007,14-11-2022,09-04-2023,Monthly,499.0,Terminated
S0008806,C0008806,PL003,11-02-2022,23-07-2023,Monthly,399.0,Terminated
S0008807,C0008807,PL013,28-02-2022,,Monthly,899.0,Active
S0008808,C0008808,PL006,05-04-2022,,Annual,300.0,Active
S0008809,C0008809,PL001,17-08-2020,,Monthly,199.0,Active
S0008810,C0008810,PL008,05-03-2016,,Monthly,699.0,Active
S0008811,C0008811,PL013,28-05-2023,01-09-2024,Monthly,899.0,Terminated
S0008812,C0008812,PL005,20-04-2021,,Annual,250.0,Active
S0008813,C0008813,PL002,25-05-2016,27-02-2020,Monthly,299.0,Terminated
S0008814,C0008814,PL009,02-07-2016,,Monthly,999.0,Active
S0008815,C0008815,PL004,09-09-2020,,Monthly,449.0,Active
S0008816,C0008816,PL006,07-07-2024,25-09-2024,Annual,300.0,Terminated
S0008817,C0008817,PL013,08-09-2014,,Monthly,899.0,Active
S0008818,C0008818,PL006,01-01-2014,,Annual,300.0,Active
S0008819,C0008819,PL011,28-07-2023,19-08-2023,Annual,583.0,Terminated
S0008820,C0008820,PL007,08-11-2025,,Monthly,499.0,Active
S0008821,C0008821,PL004,11-02-2015,,Monthly,449.0,Active
S0008822,C0008822,PL002,18-11-2024,,Monthly,299.0,Active
S0008823,C0008823,PL004,15-01-2017,,Monthly,449.0,Active
S0008824,C0008824,PL013,05-09-2022,,Monthly,899.0,Active
S0008825,C0008825,PL004,04-11-2022,,Monthly,449.0,Active
S0008826,C0008826,PL023,21-10-2017,,Monthly,99.0,Active
S0008827,C0008827,PL022,31-01-2026,,Annual,8333.0,Active
