history_id,customer_id,old_plan_id,new_plan_id,change_date,change_reason
PH0010562,C0010571,PL001,PL025,05-11-2022,Upgrade
PH0010563,C0010573,PL001,PL001,17-09-2023,Customer Request
PH0010564,C0010576,PL022,PL021,24-01-2019,Downgrade
PH0010565,C0010579,PL009,PL005,05-05-2021,Customer Request
PH0010566,C0010579,PL005,PL018,22-05-2023,Upgrade
PH0010567,C0010582,PL007,PL023,12-04-2018,Downgrade
PH0010568,C0010582,PL023,PL015,11-02-2017,Offer Migration
PH0010569,C0010582,PL015,PL012,23-08-2022,Upgrade
PH0010570,C0010584,PL005,PL019,17-10-2025,Upgrade
PH0010571,C0010586,PL025,PL016,13-01-2023,Offer Migration
PH0010572,C0010589,PL012,PL013,06-07-2021,Offer Migration
PH0010573,C0010589,PL013,PL007,15-02-2019,Downgrade
PH0010574,C0010589,PL007,PL002,29-07-2021,Customer Request
PH0010575,C0010590,PL010,PL024,17-11-2017,Customer Request
PH0010576,C0010590,PL024,PL002,30-10-2018,Upgrade
PH0010577,C0010592,PL006,PL012,11-05-2025,Downgrade
PH0010578,C0010592,PL012,PL010,02-01-2025,Downgrade
PH0010579,C0010593,PL001,PL023,04-12-2023,Offer Migration
PH0010580,C0010593,PL023,PL009,09-04-2024,Downgrade
PH0010581,C0010593,PL009,PL019,14-02-2024,Customer Request
PH0010582,C0010594,PL023,PL012,09-05-2023,Customer Request
PH0010583,C0010594,PL012,PL009,10-04-2024,Downgrade
PH0010584,C0010594,PL009,PL008,19-12-2020,Customer Request
PH0010585,C0010595,PL003,PL019,23-08-2022,Customer Request
PH0010586,C0010595,PL019,PL017,01-09-2022,Offer Migration
PH0010587,C0010596,PL004,PL011,16-05-2017,Customer Request
PH0010588,C0010598,PL021,PL014,15-11-2018,Offer Migration
PH0010589,C0010598,PL014,PL001,12-12-2017,Customer Request
PH0010590,C0010601,PL005,PL018,22-07-2019,Offer Migration
PH0010591,C0010601,PL018,PL011,02-01-2020,Customer Request
PH0010592,C0010601,PL011,PL002,29-05-2016,Customer Request
PH0010593,C0010604,PL005,PL011,09-10-2024,Offer Migration
PH0010594,C0010606,PL011,PL023,06-01-2025,Customer Request
PH0010595,C0010606,PL023,PL015,05-03-2025,Customer Request
PH0010596,C0010606,PL015,PL020,14-08-2025,Offer Migration
PH0010597,C0010607,PL011,PL020,23-02-2025,Downgrade
PH0010598,C0010607,PL020,PL006,14-08-2025,Customer Request
PH0010599,C0010612,PL001,PL003,22-05-2025,Offer Migration
PH0010600,C0010612,PL003,PL001,17-04-2023,Offer Migration
PH0010601,C0010613,PL002,PL003,18-02-2020,Upgrade
PH0010602,C0010613,PL003,PL011,16-01-2023,Upgrade
PH0010603,C0010617,PL002,PL004,01-03-2020,Customer Request
PH0010604,C0010617,PL004,PL018,26-09-2021,Customer Request
PH0010605,C0010619,PL021,PL023,16-07-2021,Customer Request
PH0010606,C0010619,PL023,PL025,28-05-2020,Offer Migration
PH0010607,C0010619,PL025,PL015,20-10-2023,Offer Migration
PH0010608,C0010622,PL015,PL007,24-09-2019,Downgrade
PH0010609,C0010622,PL007,PL020,27-08-2023,Customer Request
PH0010610,C0010623,PL024,PL024,09-05-2018,Customer Request
PH0010611,C0010624,PL006,PL006,16-10-2016,Upgrade
PH0010612,C0010624,PL006,PL019,20-06-2023,Customer Request
PH0010613,C0010627,PL001,PL002,20-07-2020,Customer Request
PH0010614,C0010627,PL002,PL014,16-08-2020,Customer Request
PH0010615,C0010627,PL014,PL007,16-03-2023,Customer Request
PH0010616,C0010630,PL005,PL018,05-05-2023,Offer Migration
PH0010617,C0010630,PL018,PL009,24-05-2016,Customer Request
PH0010618,C0010631,PL006,PL015,08-03-2016,Downgrade
PH0010619,C0010631,PL015,PL021,03-09-2016,Offer Migration
PH0010620,C0010632,PL021,PL001,21-10-2016,Upgrade
PH0010621,C0010632,PL001,PL009,20-01-2016,Offer Migration
PH0010622,C0010633,PL018,PL016,12-09-2023,Customer Request
PH0010623,C0010637,PL012,PL024,15-03-2025,Customer Request
PH0010624,C0010643,PL001,PL021,20-01-2019,Downgrade
PH0010625,C0010643,PL021,PL011,31-10-2018,Downgrade
PH0010626,C0010645,PL001,PL024,18-12-2018,Customer Request
PH0010627,C0010645,PL024,PL014,11-04-2020,Downgrade
PH0010628,C0010646,PL020,PL014,03-10-2024,Upgrade
PH0010629,C0010646,PL014,PL011,24-11-2021,Offer Migration
PH0010630,C0010647,PL017,PL016,07-10-2025,Offer Migration
PH0010631,C0010649,PL024,PL010,24-07-2020,Downgrade
PH0010632,C0010649,PL010,PL016,09-09-2022,Customer Request
PH0010633,C0010649,PL016,PL018,22-09-2023,Offer Migration
PH0010634,C0010651,PL007,PL003,13-09-2023,Downgrade
PH0010635,C0010653,PL003,PL005,08-03-2024,Upgrade
PH0010636,C0010655,PL022,PL022,14-12-2022,Downgrade
PH0010637,C0010655,PL022,PL005,21-04-2020,Offer Migration
PH0010638,C0010655,PL005,PL013,16-02-2020,Offer Migration
PH0010639,C0010656,PL015,PL013,01-12-2023,Upgrade
PH0010640,C0010656,PL013,PL013,24-04-2023,Upgrade
PH0010641,C0010656,PL013,PL004,07-03-2024,Downgrade
PH0010642,C0010657,PL018,PL016,25-03-2021,Customer Request
PH0010643,C0010657,PL016,PL009,08-08-2018,Customer Request
PH0010644,C0010660,PL007,PL022,25-06-2023,Customer Request
PH0010645,C0010660,PL022,PL021,25-06-2019,Customer Request
PH0010646,C0010660,PL021,PL009,03-06-2024,Upgrade
PH0010647,C0010661,PL019,PL002,14-01-2025,Downgrade
PH0010648,C0010661,PL002,PL001,24-04-2025,Customer Request
PH0010649,C0010662,PL008,PL003,04-12-2021,Downgrade
PH0010650,C0010662,PL003,PL025,15-12-2017,Customer Request
PH0010651,C0010662,PL025,PL013,15-04-2021,Offer Migration
PH0010652,C0010665,PL019,PL004,08-03-2017,Customer Request
PH0010653,C0010665,PL004,PL021,14-12-2022,Upgrade
PH0010654,C0010665,PL021,PL014,08-01-2015,Customer Request
PH0010655,C0010666,PL014,PL003,04-05-2025,Upgrade
PH0010656,C0010666,PL003,PL020,02-07-2025,Upgrade
PH0010657,C0010666,PL020,PL010,13-07-2025,Upgrade
PH0010658,C0010670,PL015,PL014,07-10-2021,Customer Request
PH0010659,C0010673,PL015,PL017,12-02-2023,Upgrade
PH0010660,C0010674,PL021,PL025,31-10-2016,Downgrade
PH0010661,C0010674,PL025,PL010,12-06-2021,Offer Migration
PH0010662,C0010676,PL012,PL011,10-04-2015,Customer Request
PH0010663,C0010676,PL011,PL013,15-02-2016,Customer Request
PH0010664,C0010678,PL001,PL008,17-08-2018,Downgrade
PH0010665,C0010678,PL008,PL011,19-11-2021,Downgrade
PH0010666,C0010680,PL022,PL021,21-09-2023,Offer Migration
PH0010667,C0010681,PL003,PL011,12-04-2024,Upgrade
PH0010668,C0010682,PL022,PL018,05-01-2015,Customer Request
PH0010669,C0010682,PL018,PL013,01-02-2018,Customer Request
PH0010670,C0010682,PL013,PL025,09-02-2017,Offer Migration
PH0010671,C0010683,PL012,PL020,22-07-2024,Upgrade
PH0010672,C0010685,PL006,PL007,16-02-2019,Downgrade
PH0010673,C0010689,PL003,PL005,07-09-2023,Offer Migration
PH0010674,C0010689,PL005,PL010,20-06-2021,Upgrade
PH0010675,C0010689,PL010,PL024,12-10-2023,Downgrade
PH0010676,C0010690,PL006,PL006,10-07-2025,Offer Migration
PH0010677,C0010690,PL006,PL023,27-04-2025,Downgrade
PH0010678,C0010694,PL007,PL015,18-04-2020,Offer Migration
PH0010679,C0010694,PL015,PL024,24-12-2014,Downgrade
PH0010680,C0010694,PL024,PL001,12-09-2021,Upgrade
PH0010681,C0010695,PL007,PL015,24-10-2024,Customer Request
PH0010682,C0010695,PL015,PL008,01-01-2023,Offer Migration
PH0010683,C0010695,PL008,PL016,25-11-2023,Customer Request
PH0010684,C0010697,PL019,PL005,02-07-2024,Upgrade
PH0010685,C0010698,PL001,PL006,27-07-2023,Offer Migration
PH0010686,C0010698,PL006,PL012,01-08-2023,Customer Request
PH0010687,C0010699,PL008,PL021,24-06-2017,Downgrade
PH0010688,C0010700,PL011,PL025,23-06-2024,Upgrade
PH0010689,C0010702,PL002,PL023,31-01-2025,Customer Request
PH0010690,C0010702,PL023,PL023,23-12-2022,Upgrade
PH0010691,C0010702,PL023,PL021,02-06-2023,Upgrade
PH0010692,C0010704,PL009,PL014,15-11-2014,Downgrade
PH0010693,C0010704,PL014,PL015,28-11-2014,Upgrade
PH0010694,C0010704,PL015,PL022,29-12-2014,Downgrade
PH0010695,C0010708,PL023,PL006,07-05-2021,Customer Request
PH0010696,C0010708,PL006,PL024,08-06-2023,Offer Migration
PH0010697,C0010709,PL008,PL025,08-08-2024,Downgrade
PH0010698,C0010709,PL025,PL025,02-11-2025,Downgrade
PH0010699,C0010709,PL025,PL004,01-08-2025,Upgrade
PH0010700,C0010710,PL004,PL018,29-07-2018,Customer Request
PH0010701,C0010710,PL018,PL025,01-12-2021,Offer Migration
PH0010702,C0010711,PL005,PL021,09-10-2020,Downgrade
PH0010703,C0010711,PL021,PL020,11-10-2019,Offer Migration
PH0010704,C0010711,PL020,PL006,02-07-2022,Customer Request
PH0010705,C0010712,PL007,PL016,26-02-2020,Downgrade
PH0010706,C0010713,PL007,PL008,09-01-2024,Customer Request
PH0010707,C0010713,PL008,PL010,21-05-2022,Offer Migration
PH0010708,C0010713,PL010,PL011,21-06-2023,Upgrade
PH0010709,C0010714,PL007,PL005,17-11-2025,Downgrade
PH0010710,C0010715,PL016,PL002,30-09-2025,Upgrade
PH0010711,C0010715,PL002,PL013,18-10-2025,Upgrade
PH0010712,C0010716,PL003,PL018,19-08-2020,Offer Migration
PH0010713,C0010716,PL018,PL008,11-10-2023,Downgrade
PH0010714,C0010716,PL008,PL003,19-03-2023,Downgrade
PH0010715,C0010717,PL002,PL016,01-07-2019,Downgrade
PH0010716,C0010717,PL016,PL007,11-08-2022,Downgrade
PH0010717,C0010717,PL007,PL013,30-06-2022,Offer Migration
PH0010718,C0010718,PL001,PL016,25-11-2023,Offer Migration
PH0010719,C0010722,PL006,PL004,11-03-2017,Downgrade
PH0010720,C0010722,PL004,PL019,24-05-2015,Downgrade
PH0010721,C0010722,PL019,PL016,31-07-2016,Upgrade
PH0010722,C0010724,PL012,PL025,18-03-2025,Customer Request
PH0010723,C0010724,PL025,PL008,01-06-2023,Downgrade
PH0010724,C0010724,PL008,PL014,23-04-2023,Downgrade
PH0010725,C0010726,PL004,PL024,31-03-2023,Offer Migration
PH0010726,C0010726,PL024,PL009,27-03-2024,Upgrade
PH0010727,C0010726,PL009,PL011,13-08-2021,Offer Migration
PH0010728,C0010728,PL006,PL021,06-06-2021,Customer Request
PH0010729,C0010728,PL021,PL021,14-05-2017,Downgrade
PH0010730,C0010728,PL021,PL016,02-04-2018,Downgrade
PH0010731,C0010729,PL012,PL021,03-09-2020,Customer Request
PH0010732,C0010729,PL021,PL003,18-08-2017,Downgrade
PH0010733,C0010730,PL018,PL023,19-09-2023,Downgrade
PH0010734,C0010730,PL023,PL004,22-12-2024,Downgrade
PH0010735,C0010730,PL004,PL001,09-03-2025,Upgrade
PH0010736,C0010731,PL001,PL016,10-01-2021,Offer Migration
PH0010737,C0010731,PL016,PL022,30-05-2022,Upgrade
PH0010738,C0010733,PL006,PL016,16-11-2021,Upgrade
PH0010739,C0010733,PL016,PL020,02-12-2017,Downgrade
PH0010740,C0010733,PL020,PL022,06-11-2019,Upgrade
PH0010741,C0010735,PL004,PL022,15-05-2022,Customer Request
PH0010742,C0010735,PL022,PL002,29-03-2018,Upgrade
PH0010743,C0010736,PL024,PL007,13-12-2016,Downgrade
PH0010744,C0010736,PL007,PL018,27-02-2019,Upgrade
PH0010745,C0010737,PL007,PL016,10-03-2017,Offer Migration
PH0010746,C0010737,PL016,PL021,29-11-2023,Customer Request
PH0010747,C0010738,PL012,PL025,11-12-2025,Upgrade
PH0010748,C0010740,PL009,PL025,08-12-2025,Upgrade
PH0010749,C0010741,PL018,PL003,01-12-2015,Customer Request
PH0010750,C0010741,PL003,PL012,19-09-2016,Upgrade
PH0010751,C0010741,PL012,PL002,29-10-2016,Downgrade
PH0010752,C0010742,PL006,PL025,13-03-2018,Customer Request
PH0010753,C0010742,PL025,PL005,24-08-2014,Customer Request
PH0010754,C0010743,PL017,PL012,10-04-2017,Upgrade
PH0010755,C0010745,PL017,PL010,02-09-2024,Customer Request
PH0010756,C0010745,PL010,PL012,06-05-2023,Downgrade
PH0010757,C0010747,PL002,PL002,20-06-2025,Upgrade
PH0010758,C0010747,PL002,PL005,18-04-2024,Customer Request
PH0010759,C0010747,PL005,PL014,20-12-2022,Customer Request
PH0010760,C0010749,PL010,PL010,10-08-2024,Upgrade
PH0010761,C0010749,PL010,PL011,20-11-2019,Offer Migration
PH0010762,C0010749,PL011,PL014,12-07-2024,Customer Request
PH0010763,C0010752,PL006,PL004,10-12-2014,Offer Migration
PH0010764,C0010752,PL004,PL018,10-10-2015,Offer Migration
PH0010765,C0010752,PL018,PL020,20-05-2014,Downgrade
PH0010766,C0010754,PL010,PL005,08-06-2023,Upgrade
PH0010767,C0010754,PL005,PL009,12-06-2024,Offer Migration
PH0010768,C0010755,PL023,PL010,27-05-2023,Offer Migration
PH0010769,C0010755,PL010,PL024,06-12-2021,Offer Migration
PH0010770,C0010755,PL024,PL021,01-11-2023,Upgrade
PH0010771,C0010757,PL017,PL021,14-10-2014,Customer Request
PH0010772,C0010757,PL021,PL023,14-07-2015,Customer Request
PH0010773,C0010757,PL023,PL007,29-05-2016,Downgrade
PH0010774,C0010761,PL011,PL008,22-03-2021,Offer Migration
PH0010775,C0010761,PL008,PL014,04-01-2021,Customer Request
PH0010776,C0010761,PL014,PL015,25-10-2019,Offer Migration
PH0010777,C0010765,PL001,PL019,03-09-2019,Downgrade
PH0010778,C0010765,PL019,PL024,26-08-2019,Downgrade
PH0010779,C0010765,PL024,PL004,08-05-2020,Customer Request
PH0010780,C0010766,PL003,PL010,25-05-2024,Upgrade
PH0010781,C0010768,PL004,PL023,22-10-2020,Customer Request
PH0010782,C0010768,PL023,PL025,18-03-2021,Upgrade
PH0010783,C0010771,PL020,PL002,01-04-2024,Upgrade
PH0010784,C0010771,PL002,PL007,01-11-2023,Customer Request
PH0010785,C0010771,PL007,PL002,01-07-2024,Downgrade
PH0010786,C0010772,PL022,PL009,07-10-2014,Offer Migration
PH0010787,C0010772,PL009,PL003,08-07-2014,Offer Migration
PH0010788,C0010772,PL003,PL009,07-09-2014,Customer Request
PH0010789,C0010774,PL001,PL021,24-05-2022,Offer Migration
PH0010790,C0010774,PL021,PL025,10-03-2022,Offer Migration
PH0010791,C0010774,PL025,PL002,27-08-2023,Downgrade
PH0010792,C0010775,PL002,PL021,11-07-2025,Upgrade
PH0010793,C0010775,PL021,PL011,11-07-2025,Customer Request
PH0010794,C0010776,PL006,PL018,31-03-2023,Offer Migration
PH0010795,C0010780,PL011,PL025,24-04-2021,Offer Migration
PH0010796,C0010782,PL003,PL020,07-04-2023,Downgrade
PH0010797,C0010782,PL020,PL010,23-07-2021,Customer Request
PH0010798,C0010782,PL010,PL002,01-10-2023,Upgrade
PH0010799,C0010784,PL017,PL012,08-05-2015,Customer Request
PH0010800,C0010784,PL012,PL009,26-06-2018,Upgrade
PH0010801,C0010784,PL009,PL015,22-01-2018,Offer Migration
PH0010802,C0010787,PL011,PL024,20-02-2020,Downgrade
PH0010803,C0010787,PL024,PL005,19-09-2022,Downgrade
PH0010804,C0010787,PL005,PL024,18-02-2022,Upgrade
PH0010805,C0010789,PL016,PL022,24-03-2023,Offer Migration
PH0010806,C0010789,PL022,PL014,04-09-2020,Offer Migration
PH0010807,C0010791,PL005,PL019,10-10-2019,Customer Request
PH0010808,C0010792,PL003,PL022,14-08-2020,Customer Request
PH0010809,C0010792,PL022,PL010,04-02-2020,Customer Request
PH0010810,C0010793,PL011,PL012,25-12-2021,Offer Migration
PH0010811,C0010793,PL012,PL003,28-08-2015,Upgrade
PH0010812,C0010796,PL012,PL019,23-10-2022,Customer Request
PH0010813,C0010796,PL019,PL020,01-07-2025,Offer Migration
PH0010814,C0010796,PL020,PL006,20-12-2024,Customer Request
PH0010815,C0010798,PL013,PL020,24-02-2020,Customer Request
PH0010816,C0010798,PL020,PL017,30-09-2020,Customer Request
PH0010817,C0010799,PL001,PL020,30-03-2022,Upgrade
PH0010818,C0010799,PL020,PL014,04-03-2023,Downgrade
PH0010819,C0010800,PL019,PL018,14-02-2024,Offer Migration
PH0010820,C0010800,PL018,PL001,21-04-2020,Customer Request
PH0010821,C0010801,PL009,PL002,30-04-2016,Upgrade
PH0010822,C0010801,PL002,PL019,27-10-2015,Customer Request
PH0010823,C0010802,PL004,PL012,12-08-2022,Upgrade
PH0010824,C0010803,PL004,PL011,22-04-2020,Customer Request
PH0010825,C0010803,PL011,PL017,16-01-2022,Customer Request
PH0010826,C0010804,PL015,PL019,19-07-2014,Customer Request
PH0010827,C0010804,PL019,PL005,30-04-2015,Downgrade
PH0010828,C0010804,PL005,PL021,15-02-2016,Offer Migration
PH0010829,C0010805,PL017,PL008,23-04-2024,Offer Migration
PH0010830,C0010807,PL009,PL021,21-09-2025,Customer Request
PH0010831,C0010807,PL021,PL020,29-12-2025,Downgrade
PH0010832,C0010809,PL022,PL008,07-08-2016,Customer Request
PH0010833,C0010809,PL008,PL007,21-01-2018,Downgrade
PH0010834,C0010810,PL006,PL025,01-05-2022,Customer Request
PH0010835,C0010810,PL025,PL007,03-01-2020,Customer Request
PH0010836,C0010810,PL007,PL012,06-02-2018,Downgrade
PH0010837,C0010811,PL013,PL001,04-08-2016,Offer Migration
PH0010838,C0010811,PL001,PL025,06-10-2016,Offer Migration
PH0010839,C0010814,PL003,PL013,30-04-2022,Upgrade
PH0010840,C0010814,PL013,PL013,16-02-2025,Offer Migration
PH0010841,C0010821,PL004,PL016,11-01-2019,Upgrade
PH0010842,C0010821,PL016,PL012,08-01-2018,Offer Migration
PH0010843,C0010821,PL012,PL018,10-01-2024,Offer Migration
PH0010844,C0010822,PL001,PL020,03-05-2024,Downgrade
PH0010845,C0010822,PL020,PL025,23-07-2021,Offer Migration
PH0010846,C0010822,PL025,PL019,12-08-2022,Customer Request
PH0010847,C0010823,PL006,PL015,13-04-2025,Upgrade
PH0010848,C0010823,PL015,PL004,12-06-2024,Customer Request
PH0010849,C0010824,PL007,PL001,02-10-2024,Offer Migration
PH0010850,C0010824,PL001,PL022,07-05-2022,Customer Request
PH0010851,C0010825,PL002,PL007,03-04-2023,Upgrade
PH0010852,C0010827,PL014,PL022,19-05-2021,Downgrade
PH0010853,C0010827,PL022,PL004,03-05-2022,Offer Migration
PH0010854,C0010827,PL004,PL006,07-12-2021,Offer Migration
PH0010855,C0010828,PL010,PL016,20-07-2024,Upgrade
PH0010856,C0010828,PL016,PL020,25-12-2018,Customer Request
PH0010857,C0010829,PL008,PL011,07-06-2020,Upgrade
PH0010858,C0010829,PL011,PL005,07-11-2021,Upgrade
PH0010859,C0010830,PL001,PL011,06-12-2020,Offer Migration
PH0010860,C0010830,PL011,PL022,19-04-2016,Customer Request
PH0010861,C0010830,PL022,PL008,14-07-2019,Customer Request
PH0010862,C0010831,PL024,PL023,17-04-2019,Downgrade
PH0010863,C0010833,PL002,PL009,22-10-2023,Downgrade
PH0010864,C0010833,PL009,PL025,10-10-2023,Customer Request
PH0010865,C0010838,PL022,PL004,05-04-2017,Customer Request
PH0010866,C0010838,PL004,PL023,15-12-2019,Downgrade
PH0010867,C0010838,PL023,PL020,03-04-2015,Offer Migration
PH0010868,C0010845,PL004,PL019,27-03-2023,Offer Migration
PH0010869,C0010846,PL004,PL003,24-12-2024,Offer Migration
PH0010870,C0010847,PL008,PL015,14-08-2023,Upgrade
PH0010871,C0010849,PL003,PL015,12-05-2024,Offer Migration
PH0010872,C0010852,PL011,PL012,13-09-2025,Downgrade
PH0010873,C0010852,PL012,PL020,23-09-2025,Customer Request
PH0010874,C0010852,PL020,PL021,17-04-2025,Customer Request
PH0010875,C0010855,PL003,PL010,04-04-2023,Downgrade
PH0010876,C0010855,PL010,PL025,21-10-2021,Customer Request
PH0010877,C0010855,PL025,PL008,15-05-2024,Downgrade
PH0010878,C0010856,PL011,PL020,03-10-2016,Offer Migration
PH0010879,C0010856,PL020,PL009,22-09-2018,Customer Request
PH0010880,C0010858,PL022,PL001,17-01-2018,Offer Migration
PH0010881,C0010858,PL001,PL017,21-06-2021,Offer Migration
PH0010882,C0010858,PL017,PL022,27-06-2022,Downgrade
PH0010883,C0010860,PL004,PL003,07-03-2019,Upgrade
PH0010884,C0010862,PL014,PL022,02-07-2025,Downgrade
PH0010885,C0010863,PL011,PL011,30-07-2022,Customer Request
PH0010886,C0010863,PL011,PL020,21-03-2024,Customer Request
PH0010887,C0010864,PL003,PL018,15-04-2021,Offer Migration
PH0010888,C0010864,PL018,PL025,28-06-2020,Customer Request
PH0010889,C0010866,PL020,PL008,31-05-2024,Upgrade
PH0010890,C0010868,PL004,PL018,20-04-2020,Offer Migration
PH0010891,C0010870,PL011,PL009,03-04-2019,Upgrade
PH0010892,C0010870,PL009,PL020,30-07-2022,Upgrade
PH0010893,C0010870,PL020,PL010,18-07-2014,Upgrade
PH0010894,C0010872,PL024,PL002,27-09-2023,Upgrade
PH0010895,C0010872,PL002,PL007,10-10-2021,Customer Request
PH0010896,C0010877,PL005,PL022,10-02-2018,Upgrade
PH0010897,C0010878,PL020,PL019,28-06-2022,Customer Request
PH0010898,C0010878,PL019,PL001,20-01-2022,Customer Request
PH0010899,C0010878,PL001,PL023,01-03-2017,Downgrade
PH0010900,C0010882,PL016,PL012,08-05-2022,Customer Request
PH0010901,C0010884,PL002,PL018,29-05-2022,Customer Request
PH0010902,C0010886,PL011,PL025,25-01-2024,Downgrade
PH0010903,C0010886,PL025,PL005,19-02-2023,Offer Migration
PH0010904,C0010887,PL009,PL013,24-02-2023,Offer Migration
PH0010905,C0010887,PL013,PL007,28-09-2021,Downgrade
PH0010906,C0010889,PL001,PL002,25-10-2016,Downgrade
PH0010907,C0010889,PL002,PL006,22-10-2021,Downgrade
PH0010908,C0010890,PL005,PL016,09-09-2020,Upgrade
PH0010909,C0010890,PL016,PL010,26-11-2014,Offer Migration
PH0010910,C0010890,PL010,PL013,19-08-2019,Downgrade
PH0010911,C0010893,PL009,PL006,18-10-2025,Customer Request
PH0010912,C0010893,PL006,PL001,27-08-2024,Offer Migration
PH0010913,C0010893,PL001,PL020,15-08-2025,Offer Migration
PH0010914,C0010895,PL004,PL004,06-08-2020,Offer Migration
PH0010915,C0010895,PL004,PL006,19-10-2020,Upgrade
PH0010916,C0010895,PL006,PL004,18-07-2019,Offer Migration
PH0010917,C0010896,PL016,PL019,11-11-2023,Upgrade
PH0010918,C0010897,PL006,PL019,03-04-2024,Offer Migration
PH0010919,C0010897,PL019,PL017,23-01-2020,Upgrade
PH0010920,C0010897,PL017,PL013,23-08-2019,Customer Request
PH0010921,C0010898,PL018,PL012,06-02-2024,Upgrade
PH0010922,C0010898,PL012,PL014,11-03-2024,Downgrade
PH0010923,C0010899,PL021,PL017,05-01-2025,Upgrade
PH0010924,C0010899,PL017,PL024,26-11-2025,Customer Request
PH0010925,C0010902,PL005,PL013,17-05-2025,Downgrade
PH0010926,C0010902,PL013,PL022,26-07-2024,Customer Request
PH0010927,C0010903,PL014,PL025,15-07-2023,Upgrade
PH0010928,C0010903,PL025,PL011,03-03-2025,Customer Request
PH0010929,C0010903,PL011,PL009,20-04-2022,Downgrade
PH0010930,C0010905,PL005,PL001,28-02-2024,Offer Migration
PH0010931,C0010906,PL024,PL023,29-02-2024,Customer Request
PH0010932,C0010906,PL023,PL019,26-02-2020,Offer Migration
PH0010933,C0010907,PL005,PL008,16-03-2023,Customer Request
PH0010934,C0010909,PL005,PL024,18-03-2022,Upgrade
PH0010935,C0010910,PL002,PL004,24-03-2021,Downgrade
PH0010936,C0010911,PL006,PL014,31-01-2021,Upgrade
PH0010937,C0010914,PL003,PL003,25-07-2020,Customer Request
PH0010938,C0010914,PL003,PL017,09-07-2021,Customer Request
PH0010939,C0010914,PL017,PL009,14-09-2017,Downgrade
PH0010940,C0010917,PL020,PL022,02-08-2025,Customer Request
PH0010941,C0010917,PL022,PL007,24-09-2024,Customer Request
PH0010942,C0010918,PL013,PL024,03-08-2015,Customer Request
PH0010943,C0010918,PL024,PL011,30-05-2015,Offer Migration
PH0010944,C0010918,PL011,PL017,12-07-2014,Customer Request
PH0010945,C0010919,PL002,PL003,30-10-2020,Offer Migration
PH0010946,C0010919,PL003,PL023,27-05-2022,Offer Migration
PH0010947,C0010919,PL023,PL019,14-04-2018,Customer Request
PH0010948,C0010920,PL024,PL024,14-09-2020,Upgrade
PH0010949,C0010921,PL006,PL001,16-09-2024,Offer Migration
PH0010950,C0010921,PL001,PL023,25-04-2023,Offer Migration
PH0010951,C0010922,PL011,PL022,03-05-2017,Offer Migration
PH0010952,C0010922,PL022,PL016,15-12-2023,Downgrade
PH0010953,C0010923,PL010,PL025,30-01-2022,Downgrade
PH0010954,C0010923,PL025,PL004,12-09-2021,Offer Migration
PH0010955,C0010923,PL004,PL011,01-03-2024,Downgrade
PH0010956,C0010924,PL003,PL022,04-08-2018,Customer Request
PH0010957,C0010925,PL006,PL025,22-06-2016,Upgrade
PH0010958,C0010925,PL025,PL009,07-03-2021,Offer Migration
PH0010959,C0010925,PL009,PL013,10-03-2022,Offer Migration
PH0010960,C0010926,PL010,PL007,28-04-2019,Offer Migration
PH0010961,C0010926,PL007,PL003,24-12-2019,Offer Migration
PH0010962,C0010927,PL006,PL016,05-01-2019,Upgrade
PH0010963,C0010927,PL016,PL008,12-07-2021,Upgrade
PH0010964,C0010927,PL008,PL013,03-08-2020,Downgrade
PH0010965,C0010928,PL005,PL007,16-11-2020,Upgrade
PH0010966,C0010928,PL007,PL024,26-12-2023,Customer Request
PH0010967,C0010932,PL008,PL002,03-07-2016,Offer Migration
PH0010968,C0010932,PL002,PL013,24-09-2023,Upgrade
PH0010969,C0010934,PL004,PL013,22-11-2018,Upgrade
PH0010970,C0010934,PL013,PL010,06-05-2021,Offer Migration
PH0010971,C0010934,PL010,PL023,09-11-2021,Upgrade
PH0010972,C0010937,PL012,PL014,15-07-2018,Upgrade
PH0010973,C0010939,PL005,PL019,25-11-2018,Customer Request
PH0010974,C0010939,PL019,PL005,19-02-2019,Offer Migration
PH0010975,C0010939,PL005,PL015,30-08-2015,Downgrade
PH0010976,C0010942,PL001,PL009,15-05-2024,Downgrade
PH0010977,C0010943,PL004,PL024,21-04-2022,Downgrade
PH0010978,C0010943,PL024,PL013,13-03-2024,Upgrade
PH0010979,C0010943,PL013,PL005,29-11-2019,Offer Migration
PH0010980,C0010944,PL001,PL016,03-08-2022,Customer Request
PH0010981,C0010948,PL008,PL014,21-11-2023,Upgrade
PH0010982,C0010948,PL014,PL003,05-09-2023,Offer Migration
PH0010983,C0010950,PL005,PL022,18-04-2022,Offer Migration
PH0010984,C0010950,PL022,PL016,13-08-2014,Upgrade
PH0010985,C0010950,PL016,PL002,04-10-2022,Downgrade
PH0010986,C0010952,PL009,PL023,18-01-2025,Offer Migration
PH0010987,C0010958,PL009,PL021,16-04-2018,Offer Migration
PH0010988,C0010958,PL021,PL001,23-08-2018,Offer Migration
PH0010989,C0010958,PL001,PL004,01-03-2017,Upgrade
PH0010990,C0010959,PL012,PL009,20-02-2017,Upgrade
PH0010991,C0010959,PL009,PL004,21-09-2020,Customer Request
PH0010992,C0010961,PL016,PL004,14-02-2014,Upgrade
PH0010993,C0010961,PL004,PL025,20-01-2020,Downgrade
