invoice_id,customer_id,billing_date,billing_period_month,base_amount_inr,gst_amount_inr,total_amount_inr,due_date,payment_status
INV00048745,C0008145,12-05-2023,05-2023,590.23,106.24,696.47,27-05-2023,Overdue
INV00048746,C0008145,12-04-2023,04-2023,603.91,108.7,712.61,27-04-2023,Overdue
INV00048747,C0008145,13-03-2023,03-2023,609.1,109.64,718.74,28-03-2023,Unpaid
INV00048748,C0008145,11-02-2023,02-2023,581.81,104.73,686.54,26-02-2023,Overdue
INV00048749,C0008145,12-01-2023,01-2023,528.9,95.2,624.1,27-01-2023,Overdue
INV00048750,C0008145,13-12-2022,12-2022,527.89,95.02,622.91,28-12-2022,Paid
INV00048751,C0008145,13-11-2022,11-2022,635.72,114.43,750.15,28-11-2022,Paid
INV00048752,C0008145,14-10-2022,10-2022,620.79,111.74,732.53,29-10-2022,Paid
INV00048753,C0008145,14-09-2022,09-2022,569.31,102.48,671.79,29-09-2022,Paid
INV00048754,C0008145,15-08-2022,08-2022,655.44,39.46,773.42,30-08-2022,Paid
INV00048755,C0008145,16-07-2022,07-2022,583.1,104.96,688.06,31-07-2022,Paid
INV00048756,C0008145,16-06-2022,06-2022,618.21,111.28,729.49,01-07-2022,Unpaid
INV00048757,C0008146,28-01-2026,01-2026,1030.76,185.54,1216.3,12-02-2026,Paid
INV00048758,C0008148,31-03-2026,03-2026,631.26,113.63,744.89,15-04-2026,Paid
INV00048759,C0008148,01-03-2026,03-2026,648.64,116.76,765.4,16-03-2026,Paid
INV00048760,C0008148,30-01-2026,01-2026,674.75,121.46,796.21,14-02-2026,Paid
INV00048761,C0008148,31-12-2025,12-2025,660.17,118.83,779.0,15-01-2026,Overdue
INV00048762,C0008148,01-12-2025,12-2025,727.83,131.01,858.84,16-12-2025,Paid
INV00048763,C0008148,01-11-2025,11-2025,701.91,126.34,828.25,16-11-2025,Paid
INV00048764,C0008148,02-10-2025,10-2025,662.49,119.25,781.74,17-10-2025,Paid
INV00048765,C0008148,02-09-2025,09-2025,689.2,124.06,813.26,17-09-2025,Overdue
INV00048766,C0008148,03-08-2025,08-2025,697.21,125.5,822.71,18-08-2025,Paid
INV00048767,C0008148,04-07-2025,07-2025,678.15,122.07,800.22,19-07-2025,Overdue
INV00048768,C0008148,04-06-2025,06-2025,721.09,129.8,850.89,19-06-2025,Overdue
INV00048769,C0008148,05-05-2025,05-2025,660.04,118.81,778.85,20-05-2025,Overdue
INV00048770,C0008149,31-03-2026,03-2026,1144.99,206.1,1351.09,15-04-2026,Unpaid
INV00048771,C0008149,01-03-2026,03-2026,1011.71,182.11,1193.82,16-03-2026,Paid
INV00048772,C0008149,30-01-2026,01-2026,1078.46,194.12,1272.58,14-02-2026,Paid
INV00048773,C0008149,31-12-2025,12-2025,875.86,157.65,1033.51,15-01-2026,Paid
INV00048774,C0008149,01-12-2025,12-2025,913.67,164.46,1078.13,16-12-2025,Unpaid
INV00048775,C0008149,01-11-2025,11-2025,971.51,174.87,1146.38,16-11-2025,Paid
INV00048776,C0008149,02-10-2025,10-2025,1010.62,181.91,1192.53,17-10-2025,Unpaid
INV00048777,C0008149,02-09-2025,09-2025,955.08,171.91,1126.99,17-09-2025,Paid
INV00048778,C0008149,03-08-2025,08-2025,1075.84,193.65,1269.49,18-08-2025,Unpaid
INV00048779,C0008149,04-07-2025,07-2025,1028.97,185.21,1214.18,19-07-2025,Overdue
INV00048780,C0008149,04-06-2025,06-2025,1093.99,196.92,1290.91,19-06-2025,Paid
INV00048781,C0008149,05-05-2025,05-2025,1018.74,183.37,1202.11,20-05-2025,Paid
INV00048782,C0008150,31-03-2026,03-2026,978.27,176.09,1154.36,15-04-2026,Overdue
INV00048783,C0008150,01-03-2026,03-2026,875.21,157.54,1032.75,16-03-2026,Paid
INV00048784,C0008150,30-01-2026,01-2026,893.06,160.75,1053.81,14-02-2026,Paid
INV00048785,C0008150,31-12-2025,12-2025,888.0,159.84,1047.84,15-01-2026,Paid
INV00048786,C0008150,01-12-2025,12-2025,899.94,161.99,1061.93,16-12-2025,Paid
INV00048787,C0008150,01-11-2025,11-2025,850.74,153.13,1003.87,16-11-2025,Paid
INV00048788,C0008150,02-10-2025,10-2025,917.38,165.13,1082.51,17-10-2025,Paid
INV00048789,C0008150,02-09-2025,09-2025,842.59,151.67,994.26,17-09-2025,Paid
INV00048790,C0008150,03-08-2025,08-2025,867.65,156.18,1023.83,18-08-2025,Paid
INV00048791,C0008150,04-07-2025,07-2025,872.83,157.11,1029.94,19-07-2025,Paid
INV00048792,C0008150,04-06-2025,06-2025,961.19,173.01,1134.2,19-06-2025,Paid
INV00048793,C0008150,05-05-2025,05-2025,915.35,164.76,1080.11,20-05-2025,Overdue
INV00048794,C0008151,31-03-2026,03-2026,934.68,168.24,1102.92,15-04-2026,Overdue
INV00048795,C0008151,01-03-2026,03-2026,924.06,166.33,1090.39,16-03-2026,Paid
INV00048796,C0008151,30-01-2026,01-2026,879.57,158.32,1037.89,14-02-2026,Paid
INV00048797,C0008151,31-12-2025,12-2025,848.71,152.77,1001.48,15-01-2026,Paid
INV00048798,C0008151,01-12-2025,12-2025,964.12,173.54,1137.66,16-12-2025,Paid
INV00048799,C0008151,01-11-2025,11-2025,900.73,162.13,1062.86,16-11-2025,Paid
INV00048800,C0008151,02-10-2025,10-2025,918.21,165.28,1083.49,17-10-2025,Overdue
INV00048801,C0008151,02-09-2025,09-2025,950.3,171.05,1121.35,17-09-2025,Paid
INV00048802,C0008151,03-08-2025,08-2025,856.93,154.25,1011.18,18-08-2025,Unpaid
INV00048803,C0008151,04-07-2025,07-2025,825.79,148.64,974.43,19-07-2025,Overdue
INV00048804,C0008151,04-06-2025,06-2025,901.7,162.31,1064.01,19-06-2025,Paid
INV00048805,C0008151,05-05-2025,05-2025,870.71,156.73,1027.44,20-05-2025,Paid
INV00048806,C0008152,31-03-2026,03-2026,1125.54,202.6,1328.14,15-04-2026,Unpaid
INV00048807,C0008152,01-03-2026,03-2026,1092.96,196.73,1289.69,16-03-2026,Paid
INV00048808,C0008152,30-01-2026,01-2026,1156.26,208.13,1364.39,14-02-2026,Paid
INV00048809,C0008152,31-12-2025,12-2025,1186.11,213.5,1399.61,15-01-2026,Paid
INV00048810,C0008152,01-12-2025,12-2025,1188.88,214.0,1402.88,16-12-2025,Overdue
INV00048811,C0008152,01-11-2025,11-2025,1249.01,219.09,1473.83,16-11-2025,Overdue
INV00048812,C0008152,02-10-2025,10-2025,1176.98,211.86,1388.84,17-10-2025,Paid
INV00048813,C0008152,02-09-2025,09-2025,1134.37,204.19,1338.56,17-09-2025,Paid
INV00048814,C0008152,03-08-2025,08-2025,1159.91,208.78,1368.69,18-08-2025,Paid
INV00048815,C0008152,04-07-2025,07-2025,1105.18,198.93,1304.11,19-07-2025,Paid
INV00048816,C0008152,04-06-2025,06-2025,1175.21,211.54,1386.75,19-06-2025,Paid
INV00048817,C0008152,05-05-2025,05-2025,1189.04,214.03,1403.07,20-05-2025,Paid
INV00048818,C0008153,31-03-2026,03-2026,1150.02,207.0,1357.02,15-04-2026,Overdue
INV00048819,C0008153,01-03-2026,03-2026,1184.59,213.23,1397.82,16-03-2026,Paid
INV00048820,C0008153,30-01-2026,01-2026,1321.59,237.89,1559.48,14-02-2026,Unpaid
INV00048821,C0008153,31-12-2025,12-2025,1335.13,240.32,1575.45,15-01-2026,Unpaid
INV00048822,C0008153,01-12-2025,12-2025,1191.49,214.47,1405.96,16-12-2025,Overdue
INV00048823,C0008153,01-11-2025,11-2025,1142.29,205.61,1347.9,16-11-2025,Unpaid
INV00048824,C0008153,02-10-2025,10-2025,1385.75,249.44,1635.19,17-10-2025,Paid
INV00048825,C0008153,02-09-2025,09-2025,1156.94,208.25,1365.19,17-09-2025,Paid
INV00048826,C0008153,03-08-2025,08-2025,1182.47,212.84,1395.31,18-08-2025,Paid
INV00048827,C0008153,04-07-2025,07-2025,1271.42,228.86,1500.28,19-07-2025,Paid
INV00048828,C0008153,04-06-2025,06-2025,1177.21,211.9,1389.11,19-06-2025,Overdue
INV00048829,C0008153,05-05-2025,05-2025,1194.9,215.08,1409.98,20-05-2025,Paid
INV00048830,C0008154,02-07-2025,07-2025,818.95,147.41,966.36,17-07-2025,Paid
INV00048831,C0008154,02-06-2025,06-2025,897.14,161.49,1058.63,17-06-2025,Paid
INV00048832,C0008154,03-05-2025,05-2025,943.65,169.86,1113.51,18-05-2025,Paid
INV00048833,C0008154,03-04-2025,04-2025,826.93,148.85,975.78,18-04-2025,Unpaid
INV00048834,C0008154,04-03-2025,03-2025,988.39,177.91,1166.3,19-03-2025,Unpaid
INV00048835,C0008154,02-02-2025,02-2025,840.69,151.32,992.01,17-02-2025,Unpaid
INV00048836,C0008154,03-01-2025,01-2025,884.44,159.2,1043.64,18-01-2025,Unpaid
INV00048837,C0008154,04-12-2024,12-2024,873.25,157.18,1030.43,19-12-2024,Paid
INV00048838,C0008154,04-11-2024,11-2024,969.4,174.49,1143.89,19-11-2024,Paid
INV00048839,C0008154,05-10-2024,10-2024,879.99,158.4,1038.39,20-10-2024,Unpaid
INV00048840,C0008154,05-09-2024,09-2024,914.07,164.53,1078.6,20-09-2024,Overdue
INV00048841,C0008154,06-08-2024,08-2024,827.41,148.93,976.34,21-08-2024,Overdue
INV00048842,C0008155,31-03-2026,03-2026,1146.7,206.41,1353.11,15-04-2026,Paid
INV00048843,C0008155,01-03-2026,03-2026,1223.24,220.18,1443.42,16-03-2026,Unpaid
INV00048844,C0008155,30-01-2026,01-2026,1174.53,211.42,1385.95,14-02-2026,Paid
INV00048845,C0008155,31-12-2025,12-2025,1266.84,228.03,1494.87,15-01-2026,Unpaid
INV00048846,C0008155,01-12-2025,12-2025,1299.15,233.85,1533.0,16-12-2025,Overdue
INV00048847,C0008155,01-11-2025,11-2025,1237.32,222.72,1460.04,16-11-2025,Overdue
INV00048848,C0008155,02-10-2025,10-2025,1340.43,241.28,1581.71,17-10-2025,Paid
INV00048849,C0008155,02-09-2025,09-2025,1130.94,203.57,1334.51,17-09-2025,Paid
INV00048850,C0008155,03-08-2025,08-2025,1152.19,207.39,1359.58,18-08-2025,Unpaid
INV00048851,C0008155,04-07-2025,07-2025,1295.93,233.27,1529.2,19-07-2025,Paid
INV00048852,C0008155,04-06-2025,06-2025,1228.98,221.22,1450.2,19-06-2025,Paid
INV00048853,C0008155,05-05-2025,05-2025,1202.6,216.47,1419.07,20-05-2025,Overdue
INV00048854,C0008157,31-03-2026,03-2026,616.58,110.98,727.56,15-04-2026,Paid
INV00048855,C0008157,01-03-2026,03-2026,609.28,109.67,718.95,16-03-2026,Paid
INV00048856,C0008157,30-01-2026,01-2026,617.25,111.1,728.35,14-02-2026,Paid
INV00048857,C0008157,31-12-2025,12-2025,569.83,102.57,672.4,15-01-2026,Paid
INV00048858,C0008157,01-12-2025,12-2025,715.13,128.72,843.85,16-12-2025,Overdue
INV00048859,C0008157,01-11-2025,11-2025,601.28,123.16,709.51,16-11-2025,Paid
INV00048860,C0008157,02-10-2025,10-2025,630.88,113.56,744.44,17-10-2025,Unpaid
INV00048861,C0008157,02-09-2025,09-2025,611.62,110.09,721.71,17-09-2025,Paid
INV00048862,C0008157,03-08-2025,08-2025,581.38,104.65,686.03,18-08-2025,Unpaid
INV00048863,C0008157,04-07-2025,07-2025,591.26,106.43,697.69,19-07-2025,Unpaid
INV00048864,C0008157,04-06-2025,06-2025,537.05,96.67,633.72,19-06-2025,Paid
INV00048865,C0008157,05-05-2025,05-2025,576.77,103.82,680.59,20-05-2025,Paid
INV00048866,C0008158,24-07-2025,07-2025,699.28,125.87,825.15,08-08-2025,Paid
INV00048867,C0008158,24-06-2025,06-2025,669.9,120.58,790.48,09-07-2025,Overdue
INV00048868,C0008158,25-05-2025,05-2025,701.17,126.21,827.38,09-06-2025,Paid
INV00048869,C0008158,25-04-2025,04-2025,686.46,123.56,810.02,10-05-2025,Paid
INV00048870,C0008158,26-03-2025,03-2025,706.31,127.14,833.45,10-04-2025,Paid
INV00048871,C0008158,24-02-2025,02-2025,696.39,125.35,821.74,11-03-2025,Paid
INV00048872,C0008158,25-01-2025,01-2025,694.62,125.03,819.65,09-02-2025,Paid
INV00048873,C0008158,26-12-2024,12-2024,677.67,121.98,799.65,10-01-2025,Paid
INV00048874,C0008158,26-11-2024,11-2024,642.39,115.63,758.02,11-12-2024,Overdue
INV00048875,C0008158,27-10-2024,10-2024,753.76,135.68,889.44,11-11-2024,Overdue
INV00048876,C0008158,27-09-2024,09-2024,681.15,122.61,803.76,12-10-2024,Overdue
INV00048877,C0008158,28-08-2024,08-2024,676.65,121.8,798.45,12-09-2024,Overdue
INV00048878,C0008159,31-03-2026,03-2026,909.13,163.64,1072.77,15-04-2026,Paid
INV00048879,C0008159,01-03-2026,03-2026,899.76,161.96,1061.72,16-03-2026,Paid
INV00048880,C0008159,30-01-2026,01-2026,847.37,152.53,999.9,14-02-2026,Paid
INV00048881,C0008160,31-03-2026,03-2026,1014.22,182.56,1196.78,15-04-2026,Paid
INV00048882,C0008160,01-03-2026,03-2026,1035.48,186.39,1221.87,16-03-2026,Paid
INV00048883,C0008160,30-01-2026,01-2026,944.58,170.02,1114.6,14-02-2026,Paid
INV00048884,C0008160,31-12-2025,12-2025,957.0,172.26,1129.26,15-01-2026,Unpaid
INV00048885,C0008160,01-12-2025,12-2025,1038.8,186.98,1225.78,16-12-2025,Unpaid
INV00048886,C0008160,01-11-2025,11-2025,958.52,172.53,1131.05,16-11-2025,Paid
INV00048887,C0008160,02-10-2025,10-2025,954.51,171.81,1126.32,17-10-2025,Unpaid
INV00048888,C0008160,02-09-2025,09-2025,1062.95,191.33,1254.28,17-09-2025,Paid
INV00048889,C0008160,03-08-2025,08-2025,1077.16,193.89,1271.05,18-08-2025,Paid
INV00048890,C0008160,04-07-2025,07-2025,985.68,177.42,1163.1,19-07-2025,Paid
INV00048891,C0008160,04-06-2025,06-2025,991.31,178.44,1169.75,19-06-2025,Unpaid
INV00048892,C0008160,05-05-2025,05-2025,1003.59,180.65,1184.24,20-05-2025,Paid
INV00048893,C0008161,03-11-2019,11-2019,514.3,92.57,606.87,18-11-2019,Paid
INV00048894,C0008161,04-10-2019,10-2019,526.25,94.72,620.97,19-10-2019,Paid
INV00048895,C0008161,04-09-2019,09-2019,493.29,88.79,582.08,19-09-2019,Overdue
INV00048896,C0008161,05-08-2019,08-2019,515.19,92.73,607.92,20-08-2019,Paid
INV00048897,C0008161,06-07-2019,07-2019,495.96,89.27,585.23,21-07-2019,Paid
INV00048898,C0008161,06-06-2019,06-2019,483.66,87.06,570.72,21-06-2019,Paid
INV00048899,C0008161,07-05-2019,05-2019,529.32,95.28,624.6,22-05-2019,Paid
INV00048900,C0008161,07-04-2019,04-2019,490.21,88.24,578.45,22-04-2019,Paid
INV00048901,C0008161,08-03-2019,03-2019,486.14,87.51,573.65,23-03-2019,Paid
INV00048902,C0008161,06-02-2019,02-2019,534.76,152.04,631.02,21-02-2019,Unpaid
INV00048903,C0008161,07-01-2019,01-2019,521.61,93.89,615.5,22-01-2019,Paid
INV00048904,C0008161,08-12-2018,12-2018,543.38,97.81,641.19,23-12-2018,Overdue
INV00048905,C0008163,31-03-2026,03-2026,651.22,117.22,768.44,15-04-2026,Paid
INV00048906,C0008163,01-03-2026,03-2026,720.44,129.68,850.12,16-03-2026,Unpaid
INV00048907,C0008163,30-01-2026,01-2026,689.55,124.12,813.67,14-02-2026,Paid
INV00048908,C0008163,31-12-2025,12-2025,700.19,126.03,826.22,15-01-2026,Paid
INV00048909,C0008163,01-12-2025,12-2025,684.37,123.19,807.56,16-12-2025,Paid
INV00048910,C0008163,01-11-2025,11-2025,682.9,122.92,805.82,16-11-2025,Paid
INV00048911,C0008163,02-10-2025,10-2025,666.73,120.01,786.74,17-10-2025,Paid
INV00048912,C0008163,02-09-2025,09-2025,673.37,121.21,794.58,17-09-2025,Overdue
INV00048913,C0008163,03-08-2025,08-2025,729.69,131.34,861.03,18-08-2025,Paid
INV00048914,C0008163,04-07-2025,07-2025,672.1,120.98,793.08,19-07-2025,Paid
INV00048915,C0008163,04-06-2025,06-2025,693.67,124.86,818.53,19-06-2025,Paid
INV00048916,C0008163,05-05-2025,05-2025,719.73,129.55,849.28,20-05-2025,Overdue
INV00048917,C0008165,31-03-2026,03-2026,587.46,105.74,693.2,15-04-2026,Paid
INV00048918,C0008165,01-03-2026,03-2026,590.81,106.35,697.16,16-03-2026,Unpaid
INV00048919,C0008165,30-01-2026,01-2026,547.39,98.53,645.92,14-02-2026,Unpaid
INV00048920,C0008165,31-12-2025,12-2025,618.53,47.59,729.87,15-01-2026,Paid
INV00048921,C0008165,01-12-2025,12-2025,630.47,113.48,743.95,16-12-2025,Paid
INV00048922,C0008165,01-11-2025,11-2025,605.95,109.07,715.02,16-11-2025,Paid
INV00048923,C0008165,02-10-2025,10-2025,578.02,104.04,682.06,17-10-2025,Paid
INV00048924,C0008165,02-09-2025,09-2025,610.12,109.82,719.94,17-09-2025,Unpaid
INV00048925,C0008165,03-08-2025,08-2025,554.25,99.76,654.01,18-08-2025,Paid
INV00048926,C0008165,04-07-2025,07-2025,517.27,93.11,610.38,19-07-2025,Paid
INV00048927,C0008165,04-06-2025,06-2025,599.35,107.88,707.23,19-06-2025,Paid
INV00048928,C0008165,05-05-2025,05-2025,660.51,118.89,779.4,20-05-2025,Overdue
INV00048929,C0008167,31-03-2026,03-2026,761.03,136.99,898.02,15-04-2026,Overdue
INV00048930,C0008167,01-03-2026,03-2026,754.13,135.74,889.87,16-03-2026,Overdue
INV00048931,C0008167,30-01-2026,01-2026,646.89,116.44,763.33,14-02-2026,Unpaid
INV00048932,C0008167,31-12-2025,12-2025,694.65,125.04,819.69,15-01-2026,Overdue
INV00048933,C0008167,01-12-2025,12-2025,688.99,124.02,813.01,16-12-2025,Paid
INV00048934,C0008167,01-11-2025,11-2025,708.3,127.49,835.79,16-11-2025,Paid
INV00048935,C0008167,02-10-2025,10-2025,675.35,121.56,796.91,17-10-2025,Unpaid
INV00048936,C0008167,02-09-2025,09-2025,706.56,127.18,833.74,17-09-2025,Overdue
INV00048937,C0008167,03-08-2025,08-2025,772.17,138.99,911.16,18-08-2025,Unpaid
INV00048938,C0008167,04-07-2025,07-2025,728.04,131.05,859.09,19-07-2025,Unpaid
INV00048939,C0008167,04-06-2025,06-2025,648.78,116.78,765.56,19-06-2025,Overdue
INV00048940,C0008167,05-05-2025,05-2025,691.33,124.44,815.77,20-05-2025,Paid
INV00048941,C0008170,31-03-2026,03-2026,478.58,86.14,564.72,15-04-2026,Paid
INV00048942,C0008172,10-05-2023,05-2023,970.98,174.78,1145.76,25-05-2023,Unpaid
INV00048943,C0008172,10-04-2023,04-2023,1091.94,196.55,1288.49,25-04-2023,Paid
INV00048944,C0008172,11-03-2023,03-2023,1065.54,191.8,1257.34,26-03-2023,Overdue
INV00048945,C0008172,09-02-2023,02-2023,1126.4,202.75,1329.15,24-02-2023,Paid
INV00048946,C0008173,31-03-2026,03-2026,971.68,174.9,1146.58,15-04-2026,Paid
INV00048947,C0008173,01-03-2026,03-2026,1055.98,190.08,1246.06,16-03-2026,Paid
INV00048948,C0008173,30-01-2026,01-2026,1099.09,197.84,1296.93,14-02-2026,Unpaid
INV00048949,C0008173,31-12-2025,12-2025,1083.2,194.98,1278.18,15-01-2026,Paid
INV00048950,C0008173,01-12-2025,12-2025,907.85,163.41,1071.26,16-12-2025,Paid
INV00048951,C0008173,01-11-2025,11-2025,1047.1,188.48,1235.58,16-11-2025,Unpaid
INV00048952,C0008173,02-10-2025,10-2025,1031.71,185.71,1217.42,17-10-2025,Unpaid
INV00048953,C0008173,02-09-2025,09-2025,965.9,173.86,1139.76,17-09-2025,Paid
INV00048954,C0008173,03-08-2025,08-2025,958.09,172.46,1130.55,18-08-2025,Paid
INV00048955,C0008173,04-07-2025,07-2025,1005.86,181.05,1186.91,19-07-2025,Paid
INV00048956,C0008173,04-06-2025,06-2025,983.16,176.97,1160.13,19-06-2025,Unpaid
INV00048957,C0008173,05-05-2025,05-2025,1082.41,194.83,1277.24,20-05-2025,Paid
INV00048958,C0008175,31-03-2026,03-2026,945.14,170.13,1115.27,15-04-2026,Overdue
INV00048959,C0008175,01-03-2026,03-2026,965.84,173.85,1139.69,16-03-2026,Overdue
INV00048960,C0008175,30-01-2026,01-2026,1080.73,194.53,1275.26,14-02-2026,Overdue
INV00048961,C0008175,31-12-2025,12-2025,984.68,177.24,1161.92,15-01-2026,Paid
INV00048962,C0008175,01-12-2025,12-2025,1022.27,184.01,1206.28,16-12-2025,Unpaid
INV00048963,C0008175,01-11-2025,11-2025,1004.0,180.72,1184.72,16-11-2025,Paid
INV00048964,C0008175,02-10-2025,10-2025,980.9,176.56,1157.46,17-10-2025,Paid
INV00048965,C0008175,02-09-2025,09-2025,949.97,170.99,1120.96,17-09-2025,Paid
INV00048966,C0008175,03-08-2025,08-2025,911.62,164.09,1075.71,18-08-2025,Paid
INV00048967,C0008175,04-07-2025,07-2025,892.82,160.71,1053.53,19-07-2025,Paid
INV00048968,C0008175,04-06-2025,06-2025,1096.75,197.42,1294.17,19-06-2025,Paid
INV00048969,C0008175,05-05-2025,05-2025,1048.55,188.74,1237.29,20-05-2025,Paid
INV00048970,C0008176,31-03-2026,03-2026,1448.74,260.77,1709.51,15-04-2026,Overdue
INV00048971,C0008176,01-03-2026,03-2026,1342.93,241.73,1584.66,16-03-2026,Paid
INV00048972,C0008176,30-01-2026,01-2026,1287.05,231.67,1518.72,14-02-2026,Paid
INV00048973,C0008176,31-12-2025,12-2025,1254.61,225.83,1480.44,15-01-2026,Unpaid
INV00048974,C0008176,01-12-2025,12-2025,1130.54,203.5,1334.04,16-12-2025,Unpaid
INV00048975,C0008176,01-11-2025,11-2025,1279.63,230.33,1509.96,16-11-2025,Paid
INV00048976,C0008176,02-10-2025,10-2025,1280.77,230.54,1511.31,17-10-2025,Paid
INV00048977,C0008176,02-09-2025,09-2025,1201.98,216.36,1418.34,17-09-2025,Paid
INV00048978,C0008176,03-08-2025,08-2025,1230.04,221.41,1451.45,18-08-2025,Paid
INV00048979,C0008176,04-07-2025,07-2025,1268.36,228.3,1496.66,19-07-2025,Paid
INV00048980,C0008176,04-06-2025,06-2025,1297.84,233.61,1531.45,19-06-2025,Paid
INV00048981,C0008176,05-05-2025,05-2025,1219.79,219.56,1439.35,20-05-2025,Overdue
INV00048982,C0008177,31-03-2026,03-2026,1019.8,183.56,1203.36,15-04-2026,Overdue
INV00048983,C0008177,01-03-2026,03-2026,1005.26,180.95,1186.21,16-03-2026,Paid
INV00048984,C0008177,30-01-2026,01-2026,1001.97,180.35,1182.32,14-02-2026,Overdue
INV00048985,C0008177,31-12-2025,12-2025,919.15,165.45,1084.6,15-01-2026,Paid
INV00048986,C0008177,01-12-2025,12-2025,949.34,170.88,1120.22,16-12-2025,Paid
INV00048987,C0008177,01-11-2025,11-2025,1014.36,182.58,1196.94,16-11-2025,Unpaid
INV00048988,C0008177,02-10-2025,10-2025,974.58,175.42,1150.0,17-10-2025,Paid
INV00048989,C0008177,02-09-2025,09-2025,1040.75,187.33,1228.08,17-09-2025,Paid
INV00048990,C0008177,03-08-2025,08-2025,931.14,167.61,1098.75,18-08-2025,Paid
INV00048991,C0008177,04-07-2025,07-2025,1061.73,191.11,1252.84,19-07-2025,Paid
INV00048992,C0008177,04-06-2025,06-2025,974.96,175.49,1150.45,19-06-2025,Overdue
INV00048993,C0008177,05-05-2025,05-2025,1047.59,188.57,1236.16,20-05-2025,Overdue
INV00048994,C0008184,10-05-2023,05-2023,1580.79,284.54,1865.33,25-05-2023,Overdue
INV00048995,C0008184,10-04-2023,04-2023,1511.68,272.1,1783.78,25-04-2023,Paid
INV00048996,C0008184,11-03-2023,03-2023,1567.49,282.15,1849.64,26-03-2023,Unpaid
INV00048997,C0008184,09-02-2023,02-2023,1495.54,269.2,1764.74,24-02-2023,Overdue
INV00048998,C0008184,10-01-2023,01-2023,1357.1,244.28,1601.38,25-01-2023,Overdue
INV00048999,C0008184,11-12-2022,12-2022,1467.93,264.23,1732.16,26-12-2022,Paid
INV00049000,C0008184,11-11-2022,11-2022,1536.64,276.6,1813.24,26-11-2022,Paid
INV00049001,C0008184,12-10-2022,10-2022,1452.94,261.53,1714.47,27-10-2022,Overdue
INV00049002,C0008184,12-09-2022,09-2022,1368.75,246.38,1615.13,27-09-2022,Unpaid
INV00049003,C0008184,13-08-2022,08-2022,1330.04,239.41,1569.45,28-08-2022,Paid
INV00049004,C0008184,14-07-2022,07-2022,1476.63,265.79,1742.42,29-07-2022,Unpaid
INV00049005,C0008184,14-06-2022,06-2022,1604.26,288.77,1893.03,29-06-2022,Paid
INV00049006,C0008185,31-03-2026,03-2026,1106.88,199.24,1306.12,15-04-2026,Paid
INV00049007,C0008185,01-03-2026,03-2026,1089.22,196.06,1285.28,16-03-2026,Paid
INV00049008,C0008185,30-01-2026,01-2026,1041.18,187.41,1228.59,14-02-2026,Unpaid
INV00049009,C0008185,31-12-2025,12-2025,1011.56,182.08,1193.64,15-01-2026,Paid
INV00049010,C0008185,01-12-2025,12-2025,1038.56,186.94,1225.5,16-12-2025,Overdue
INV00049011,C0008185,01-11-2025,11-2025,1009.36,181.68,1191.04,16-11-2025,Paid
INV00049012,C0008185,02-10-2025,10-2025,1115.69,200.82,1316.51,17-10-2025,Paid
INV00049013,C0008185,02-09-2025,09-2025,1034.11,186.14,1220.25,17-09-2025,Overdue
INV00049014,C0008185,03-08-2025,08-2025,936.35,168.54,1104.89,18-08-2025,Paid
INV00049015,C0008185,04-07-2025,07-2025,1001.89,180.34,1182.23,19-07-2025,Overdue
INV00049016,C0008185,04-06-2025,06-2025,989.75,178.16,1167.91,19-06-2025,Overdue
INV00049017,C0008185,05-05-2025,05-2025,897.3,161.51,1058.81,20-05-2025,Paid
INV00049018,C0008187,31-03-2026,03-2026,1503.97,270.71,1774.68,15-04-2026,Paid
INV00049019,C0008187,01-03-2026,03-2026,1399.82,251.97,1651.79,16-03-2026,Paid
INV00049020,C0008187,30-01-2026,01-2026,1388.64,249.96,1638.6,14-02-2026,Paid
INV00049021,C0008187,31-12-2025,12-2025,1499.84,269.97,1769.81,15-01-2026,Overdue
INV00049022,C0008187,01-12-2025,12-2025,1530.6,275.51,1806.11,16-12-2025,Paid
INV00049023,C0008187,01-11-2025,11-2025,1408.02,253.44,1661.46,16-11-2025,Unpaid
INV00049024,C0008187,02-10-2025,10-2025,1336.61,240.59,1577.2,17-10-2025,Paid
INV00049025,C0008187,02-09-2025,09-2025,1453.81,261.69,1715.5,17-09-2025,Paid
INV00049026,C0008187,03-08-2025,08-2025,1523.81,274.29,1798.1,18-08-2025,Paid
INV00049027,C0008187,04-07-2025,07-2025,1625.6,292.61,1918.21,19-07-2025,Paid
INV00049028,C0008187,04-06-2025,06-2025,1532.87,275.92,1808.79,19-06-2025,Overdue
INV00049029,C0008187,05-05-2025,05-2025,1631.24,293.62,1924.86,20-05-2025,Unpaid
INV00049030,C0008188,31-03-2026,03-2026,7994.71,1439.05,9433.76,15-04-2026,Unpaid
INV00049031,C0008188,01-03-2026,03-2026,8060.85,1450.95,9511.8,16-03-2026,Overdue
INV00049032,C0008188,30-01-2026,01-2026,7883.07,1418.95,9302.02,14-02-2026,Unpaid
INV00049033,C0008188,31-12-2025,12-2025,8630.14,1553.43,10183.57,15-01-2026,Paid
INV00049034,C0008188,01-12-2025,12-2025,8723.46,1570.22,10293.68,16-12-2025,Paid
INV00049035,C0008188,01-11-2025,11-2025,8498.64,1529.76,10028.4,16-11-2025,Paid
INV00049036,C0008188,02-10-2025,10-2025,8581.58,1544.68,10126.26,17-10-2025,Paid
