device_id,customer_id,brand,model,device_type,device_price_inr,purchase_date,imei
DEV0009493,C0009493,Voltic,V20,Smartphone,12999,30-11-2016,752302870673710
DEV0009494,C0009494,NexaTel,Smart Cam,IoT Device,2999,01-08-2017,409952995375805
DEV0009495,C0009495,NexaTel,Fiber Gateway,Router,3499,25-06-2024,292325479525161
DEV0009496,C0009496,Zenith,Z Flip,Smartphone,54999,15-06-2018,778519475512994
DEV0009497,C0009497,Lumen,L Mini,Smartphone,8499,11-06-2020,651057524235916
DEV0009498,C0009498,Nexus,Aura Pro,Smartphone,32999,24-01-2024,119346558798410
DEV0009499,C0009499,NexaTel,Smart Sensor,IoT Device,899,04-04-2018,983886261312642
DEV0009500,C0009500,Nexus,Aura 5G,Smartphone,18999,01-05-2025,511349662504436
DEV0009501,C0009501,Voltic,V20,Smartphone,12999,25-10-2016,080991913320193
DEV0009502,C0009502,NexaTel,Smart Sensor,IoT Device,899,30-10-2024,028048933164089
DEV0009503,C0009503,Lumen,L Max,Smartphone,41999,13-12-2019,990878434852716
DEV0009504,C0009504,Zenith,Z Lite,Smartphone,9999,09-05-2021,745199975418907
DEV0009505,C0009505,Lumen,L Max,Smartphone,41999,06-09-2022,639585136180704
DEV0009506,C0009506,Lumen,L Max,Smartphone,41999,05-04-2024,804290739716388
DEV0009507,C0009507,Orbit,O9 Pro,Smartphone,27999,14-12-2017,933618967920066
DEV0009508,C0009508,Lumen,L Mini,Smartphone,8499,09-01-2014,338678645103551
DEV0009509,C0009509,Zenith,Z Lite,Smartphone,9999,26-10-2023,377280924662389
DEV0009510,C0009510,Nexus,Aura 5G,Smartphone,18999,08-05-2021,903589480139651
DEV0009511,C0009511,Nexus,Aura Pro,Smartphone,32999,25-07-2018,509994611775659
DEV0009512,C0009512,NexaTel,IoT Hub,IoT Device,1999,20-12-2016,607886301867294
DEV0009513,C0009513,Voltic,V20,Smartphone,12999,30-06-2016,136429109629262
DEV0009514,C0009514,Nexus,Aura Pro,Smartphone,32999,24-10-2015,233950056181410
DEV0009515,C0009515,Orbit,O7,Smartphone,15999,24-05-2021,884247136665332
DEV0009516,C0009516,Voltic,V30 5G,Smartphone,21999,27-05-2020,274391874947002
DEV0009517,C0009517,Voltic,V30 5G,Smartphone,21999,23-09-2014,839822719983530
DEV0009518,C0009518,Orbit,O7,Smartphone,15999,01-02-2023,290895716646436
DEV0009519,C0009519,Nexus,Aura 5G,Smartphone,18999,27-10-2025,316612122280845
DEV0009520,C0009520,Orbit,O7,Smartphone,15999,26-05-2015,491130115345840
DEV0009521,C0009521,NexaTel,Fiber Gateway,Router,3499,23-01-2014,759051873239555
DEV0009522,C0009522,Nexus,Aura 5G,Smartphone,18999,19-01-2018,738366464235354
DEV0009523,C0009523,Voltic,V30 5G,Smartphone,21999,24-06-2022,753193372281546
DEV0009524,C0009524,Voltic,V30 5G,Smartphone,21999,03-05-2016,266112082329916
DEV0009525,C0009525,Lumen,L Max,Smartphone,41999,10-01-2014,765515131437483
DEV0009526,C0009526,Voltic,V20,Smartphone,12999,28-04-2018,532607368819593
DEV0009527,C0009527,Orbit,O7,Smartphone,15999,11-12-2014,671463102915187
DEV0009528,C0009528,Zenith,Z Flip,Smartphone,54999,17-07-2021,187150294518284
DEV0009529,C0009529,Zenith,Z Lite,Smartphone,9999,16-10-2025,741122001712695
DEV0009530,C0009530,NexaTel,Fiber Gateway,Router,3499,01-06-2024,726625801264976
DEV0009531,C0009531,Orbit,O7,Smartphone,15999,16-01-2014,080885071787126
DEV0009532,C0009532,Nexus,Aura Pro,Smartphone,32999,05-02-2018,327137663660872
DEV0009533,C0009533,Voltic,V20,Smartphone,12999,23-09-2024,894554898982132
DEV0009534,C0009534,Lumen,L Mini,Smartphone,8499,09-01-2016,756273280060028
DEV0009535,C0009535,Nexus,Aura 5G,Smartphone,18999,30-01-2014,138336895456952
DEV0009536,C0009536,Zenith,Z Lite,Smartphone,9999,27-10-2023,152543280385939
DEV0009537,C0009537,NexaTel,Home Router AX,Router,2499,29-08-2019,299818764737540
DEV0009538,C0009538,Zenith,Z Lite,Smartphone,9999,11-11-2019,960736306839329
DEV0009539,C0009539,NexaTel,Fiber Gateway,Router,3499,24-08-2022,044128013146936
DEV0009540,C0009540,Lumen,L Mini,Smartphone,8499,02-09-2015,598465631102037
DEV0009541,C0009541,Zenith,Z Lite,Smartphone,9999,28-04-2017,438848150305084
DEV0009542,C0009542,Nexus,Aura 5G,Smartphone,18999,29-04-2023,631663182788948
DEV0009543,C0009543,NexaTel,Home Router AX,Router,2499,04-06-2023,761667229883564
DEV0009544,C0009544,Zenith,Z Flip,Smartphone,54999,18-10-2014,323321365903838
DEV0009545,C0009545,Lumen,L Max,Smartphone,41999,21-03-2015,638422146065675
DEV0009546,C0009546,Nexus,Aura 5G,Smartphone,18999,07-07-2015,411537563696743
DEV0009547,C0009547,NexaTel,IoT Hub,IoT Device,1999,10-08-2021,306838963994029
DEV0009548,C0009548,Nexus,Aura Pro,Smartphone,32999,24-04-2015,478976241832818
DEV0009549,C0009549,Voltic,V30 5G,Smartphone,21999,19-01-2014,779724757180243
DEV0009550,C0009550,Orbit,O7,Smartphone,15999,01-05-2022,255321010411518
DEV0009551,C0009551,Voltic,V30 5G,Smartphone,21999,23-05-2021,409450708068331
DEV0009552,C0009552,Orbit,O7,Smartphone,15999,18-09-2014,845846194915438
DEV0009553,C0009553,Zenith,Z Lite,Smartphone,9999,21-11-2018,695429499544228
DEV0009554,C0009554,Voltic,V30 5G,Smartphone,21999,16-07-2016,702845250760197
DEV0009555,C0009555,Orbit,O9 Pro,Smartphone,27999,18-04-2017,445827319283734
DEV0009556,C0009556,Nexus,Aura Pro,Smartphone,32999,08-09-2016,136270845176696
DEV0009557,C0009557,Orbit,O9 Pro,Smartphone,27999,04-01-2017,744078656183061
DEV0009558,C0009558,Orbit,O7,Smartphone,15999,14-07-2022,498639020471884
DEV0009559,C0009559,Zenith,Z Flip,Smartphone,54999,10-11-2016,924942564355486
DEV0009560,C0009560,NexaTel,Home Router AX,Router,2499,09-12-2020,323474707359511
DEV0009561,C0009561,Voltic,V20,Smartphone,12999,05-11-2021,615681539839935
DEV0009562,C0009562,NexaTel,IoT Hub,IoT Device,1999,14-12-2024,070486803423126
DEV0009563,C0009563,Voltic,V20,Smartphone,12999,29-11-2014,806013977995248
DEV0009564,C0009564,NexaTel,Home Router AX,Router,2499,07-11-2019,260585263068888
DEV0009565,C0009565,Zenith,Z Flip,Smartphone,54999,15-12-2018,367770393199713
DEV0009566,C0009566,Nexus,Aura Pro,Smartphone,32999,01-09-2024,087076984737792
DEV0009567,C0009567,Voltic,V30 5G,Smartphone,21999,22-01-2014,690940914558815
DEV0009568,C0009568,Voltic,V30 5G,Smartphone,21999,03-10-2024,323111387983717
DEV0009569,C0009569,Voltic,V20,Smartphone,12999,14-11-2015,479587001316979
DEV0009570,C0009570,NexaTel,Smart Sensor,IoT Device,899,09-12-2016,857003708978501
DEV0009571,C0009571,NexaTel,Home Router AX,Router,2499,26-01-2014,921785681510140
DEV0009572,C0009572,Orbit,O7,Smartphone,15999,17-07-2017,494170175452847
DEV0009573,C0009573,Lumen,L Mini,Smartphone,8499,17-03-2015,321734905127217
DEV0009574,C0009574,Lumen,L Max,Smartphone,41999,17-10-2014,082477106176354
DEV0009575,C0009575,Lumen,L Max,Smartphone,41999,06-12-2021,504512172997357
DEV0009576,C0009576,NexaTel,Smart Cam,IoT Device,2999,28-01-2022,389544033858633
DEV0009577,C0009577,Lumen,L Max,Smartphone,41999,29-06-2015,291826933180454
DEV0009578,C0009578,Orbit,O7,Smartphone,15999,18-01-2024,235241488339451
DEV0009579,C0009579,Nexus,Aura 5G,Smartphone,18999,23-06-2023,587014489923460
DEV0009580,C0009580,Zenith,Z Flip,Smartphone,54999,15-01-2020,889373953977480
DEV0009581,C0009581,Nexus,Aura 5G,Smartphone,18999,31-01-2015,277949919240756
DEV0009582,C0009582,Lumen,L Max,Smartphone,41999,22-05-2016,165838897765882
DEV0009583,C0009583,NexaTel,Smart Sensor,IoT Device,899,01-01-2014,354600918920891
DEV0009584,C0009584,Orbit,O7,Smartphone,15999,10-01-2021,977028769027295
DEV0009585,C0009585,Voltic,V20,Smartphone,12999,03-03-2020,704096458020179
DEV0009586,C0009586,NexaTel,IoT Hub,IoT Device,1999,19-02-2021,412355144796923
DEV0009587,C0009587,Voltic,V20,Smartphone,12999,06-08-2016,415886308583840
DEV0009588,C0009588,Lumen,L Mini,Smartphone,8499,21-01-2014,330178523315813
DEV0009589,C0009589,Voltic,V20,Smartphone,12999,12-02-2021,284605050210090
DEV0009590,C0009590,Voltic,V20,Smartphone,12999,11-06-2014,103936980816181
DEV0009591,C0009591,Zenith,Z Lite,Smartphone,9999,16-10-2016,413191345181525
DEV0009592,C0009592,Nexus,Aura Pro,Smartphone,32999,18-01-2014,972418039392143
DEV0009593,C0009593,Lumen,L Mini,Smartphone,8499,28-01-2018,022080524428456
DEV0009594,C0009594,NexaTel,IoT Hub,IoT Device,1999,25-07-2025,354397860477352
DEV0009595,C0009595,Zenith,Z Lite,Smartphone,9999,09-12-2016,672627964292839
DEV0009596,C0009596,Zenith,Z Flip,Smartphone,54999,21-12-2014,693789939705958
DEV0009597,C0009597,Orbit,O9 Pro,Smartphone,27999,29-08-2015,525932271382749
DEV0009598,C0009598,Nexus,Aura 5G,Smartphone,18999,16-01-2014,526795840607774
DEV0009599,C0009599,Zenith,Z Lite,Smartphone,9999,11-10-2025,958052265104574
DEV0009600,C0009600,Voltic,V30 5G,Smartphone,21999,20-12-2022,086566739150841
DEV0009601,C0009601,Voltic,V30 5G,Smartphone,21999,09-01-2015,855379322737722
DEV0009602,C0009602,Zenith,Z Flip,Smartphone,54999,22-10-2025,172288824630601
DEV0009603,C0009603,Orbit,O7,Smartphone,15999,10-08-2014,771959334260162
DEV0009604,C0009604,Lumen,L Max,Smartphone,41999,09-03-2024,763806573289150
DEV0009605,C0009605,Voltic,V20,Smartphone,12999,10-08-2016,731004467826119
DEV0009606,C0009606,Nexus,Aura 5G,Smartphone,18999,12-05-2020,713721355985782
DEV0009607,C0009607,Lumen,L Mini,Smartphone,8499,02-11-2018,158159222843435
DEV0009608,C0009608,NexaTel,Home Router AX,Router,2499,15-04-2015,300517381792634
DEV0009609,C0009609,Lumen,L Mini,Smartphone,8499,01-12-2021,986562512815817
DEV0009610,C0009610,Orbit,O9 Pro,Smartphone,27999,11-01-2014,198392901406655
DEV0009611,C0009611,Orbit,O7,Smartphone,15999,31-01-2019,185833912730898
DEV0009612,C0009612,Orbit,O9 Pro,Smartphone,27999,07-06-2019,884245135106526
DEV0009613,C0009613,Zenith,Z Lite,Smartphone,9999,05-05-2025,859903675406288
DEV0009614,C0009614,Zenith,Z Lite,Smartphone,9999,15-01-2014,739075178416108
DEV0009615,C0009615,Zenith,Z Flip,Smartphone,54999,08-05-2020,788655683161308
DEV0009616,C0009616,Zenith,Z Lite,Smartphone,9999,20-03-2019,877246519965160
DEV0009617,C0009617,NexaTel,Fiber Gateway,Router,3499,01-01-2017,426960815579980
DEV0009618,C0009618,Nexus,Aura Pro,Smartphone,32999,06-01-2016,369388352601171
DEV0009619,C0009619,Voltic,V20,Smartphone,12999,12-11-2016,096772474393238
DEV0009620,C0009620,Zenith,Z Flip,Smartphone,54999,25-09-2014,909937695706119
DEV0009621,C0009621,NexaTel,Home Router AX,Router,2499,10-06-2022,559366896685325
DEV0009622,C0009622,Voltic,V20,Smartphone,12999,26-07-2023,383769986284651
DEV0009623,C0009623,Voltic,V20,Smartphone,12999,18-02-2018,319431413833786
DEV0009624,C0009624,Zenith,Z Flip,Smartphone,54999,09-01-2014,641529737475009
DEV0009625,C0009625,Lumen,L Max,Smartphone,41999,13-01-2014,486768750366984
DEV0009626,C0009626,Zenith,Z Lite,Smartphone,9999,04-02-2021,200104357527620
DEV0009627,C0009627,Zenith,Z Flip,Smartphone,54999,24-06-2018,036858096351806
DEV0009628,C0009628,Voltic,V30 5G,Smartphone,21999,06-05-2024,729551209810699
DEV0009629,C0009629,NexaTel,Smart Cam,IoT Device,2999,13-10-2023,690156390579588
DEV0009630,C0009630,Lumen,L Mini,Smartphone,8499,12-09-2024,901599411341270
DEV0009631,C0009631,Zenith,Z Flip,Smartphone,54999,24-08-2020,454485811915029
DEV0009632,C0009632,Zenith,Z Flip,Smartphone,54999,05-12-2018,653269417727106
DEV0009633,C0009633,Voltic,V20,Smartphone,12999,12-01-2019,185796105457435
DEV0009634,C0009634,Nexus,Aura Pro,Smartphone,32999,02-03-2016,143329207847093
DEV0009635,C0009635,Voltic,V30 5G,Smartphone,21999,28-12-2016,474369526709617
DEV0009636,C0009636,Voltic,V30 5G,Smartphone,21999,08-05-2022,579631614431740
DEV0009637,C0009637,Voltic,V20,Smartphone,12999,08-11-2014,422399077851733
DEV0009638,C0009638,NexaTel,Smart Sensor,IoT Device,899,29-11-2018,757752763937383
DEV0009639,C0009639,Zenith,Z Lite,Smartphone,9999,03-01-2014,585857046023959
DEV0009640,C0009640,Zenith,Z Flip,Smartphone,54999,04-04-2022,649535181386644
DEV0009641,C0009641,Lumen,L Max,Smartphone,41999,02-04-2017,722537191025277
DEV0009642,C0009642,Orbit,O9 Pro,Smartphone,27999,03-12-2020,732959033694742
DEV0009643,C0009643,Zenith,Z Flip,Smartphone,54999,02-02-2018,945226242768496
DEV0009644,C0009644,Voltic,V30 5G,Smartphone,21999,24-03-2023,284324340522467
DEV0009645,C0009645,Lumen,L Mini,Smartphone,8499,25-10-2018,443071278550442
DEV0009646,C0009646,NexaTel,Fiber Gateway,Router,3499,22-02-2022,393603193647203
DEV0009647,C0009647,NexaTel,Smart Sensor,IoT Device,899,08-07-2022,383982251445047
DEV0009648,C0009648,Orbit,O7,Smartphone,15999,12-11-2019,934597159889779
DEV0009649,C0009649,Voltic,V20,Smartphone,12999,02-12-2021,098266722602033
DEV0009650,C0009650,Lumen,L Max,Smartphone,41999,31-08-2014,380767609043327
DEV0009651,C0009651,Voltic,V30 5G,Smartphone,21999,06-07-2025,666267471580667
DEV0009652,C0009652,Lumen,L Max,Smartphone,41999,14-01-2015,629447082560646
DEV0009653,C0009653,Nexus,Aura Pro,Smartphone,32999,28-01-2014,764321762312302
DEV0009654,C0009654,Zenith,Z Lite,Smartphone,9999,29-05-2018,847162834089381
DEV0009655,C0009655,NexaTel,Fiber Gateway,Router,3499,05-01-2018,174671288103233
DEV0009656,C0009656,NexaTel,Smart Cam,IoT Device,2999,03-01-2014,446290799098734
DEV0009657,C0009657,Orbit,O9 Pro,Smartphone,27999,01-04-2016,382859451950763
DEV0009658,C0009658,Lumen,L Mini,Smartphone,8499,13-12-2014,904023055851978
DEV0009659,C0009659,Zenith,Z Flip,Smartphone,54999,04-05-2018,279668033292855
DEV0009660,C0009660,Lumen,L Mini,Smartphone,8499,21-04-2014,467369632793801
DEV0009661,C0009661,Nexus,Aura Pro,Smartphone,32999,06-01-2014,629367359866938
DEV0009662,C0009662,Orbit,O7,Smartphone,15999,31-12-2022,247137540664747
DEV0009663,C0009663,Orbit,O7,Smartphone,15999,08-03-2022,978673237217103
DEV0009664,C0009664,NexaTel,Fiber Gateway,Router,3499,09-07-2023,980411023192669
DEV0009665,C0009665,NexaTel,Smart Sensor,IoT Device,899,31-08-2019,650855971704869
DEV0009666,C0009666,Voltic,V20,Smartphone,12999,19-09-2020,357021061965451
DEV0009667,C0009667,Voltic,V20,Smartphone,12999,07-11-2015,786711246386305
DEV0009668,C0009668,Lumen,L Max,Smartphone,41999,24-01-2014,229479491590688
DEV0009669,C0009669,Orbit,O7,Smartphone,15999,22-11-2023,741527992211992
DEV0009670,C0009670,NexaTel,IoT Hub,IoT Device,1999,26-01-2014,221377883412423
DEV0009671,C0009671,Zenith,Z Lite,Smartphone,9999,27-01-2014,677442168162829
DEV0009672,C0009672,Voltic,V30 5G,Smartphone,21999,01-08-2015,509297551171550
DEV0009673,C0009673,Lumen,L Mini,Smartphone,8499,18-11-2015,927238715621331
DEV0009674,C0009674,Voltic,V30 5G,Smartphone,21999,12-06-2015,853703207968998
DEV0009675,C0009675,NexaTel,Smart Cam,IoT Device,2999,21-02-2016,433159920045108
DEV0009676,C0009676,Orbit,O7,Smartphone,15999,08-10-2018,226262670096916
DEV0009677,C0009677,Voltic,V30 5G,Smartphone,21999,14-02-2018,436939892529376
DEV0009678,C0009678,NexaTel,Smart Cam,IoT Device,2999,30-03-2019,570056972064986
DEV0009679,C0009679,Voltic,V30 5G,Smartphone,21999,04-08-2017,981453338162665
DEV0009680,C0009680,Zenith,Z Flip,Smartphone,54999,29-03-2025,512456359660435
DEV0009681,C0009681,Nexus,Aura 5G,Smartphone,18999,17-01-2014,536432904136596
DEV0009682,C0009682,Lumen,L Max,Smartphone,41999,28-01-2014,930304406717082
DEV0009683,C0009683,Orbit,O7,Smartphone,15999,18-02-2017,430766591080414
DEV0009684,C0009684,Zenith,Z Flip,Smartphone,54999,23-03-2025,695525530786420
DEV0009685,C0009685,Orbit,O9 Pro,Smartphone,27999,17-10-2025,634122609585379
DEV0009686,C0009686,NexaTel,Fiber Gateway,Router,3499,17-10-2023,706929203181362
DEV0009687,C0009687,Nexus,Aura Pro,Smartphone,32999,25-02-2022,417489884559530
DEV0009688,C0009688,Nexus,Aura 5G,Smartphone,18999,28-05-2023,657407309048638
DEV0009689,C0009689,Voltic,V30 5G,Smartphone,21999,26-09-2018,252132735689903
DEV0009690,C0009690,Orbit,O7,Smartphone,15999,29-06-2015,695426118186975
DEV0009691,C0009691,Orbit,O7,Smartphone,15999,12-10-2016,448261989710281
DEV0009692,C0009692,Orbit,O7,Smartphone,15999,23-02-2022,715309422077874
DEV0009693,C0009693,Lumen,L Mini,Smartphone,8499,18-03-2023,580005336774908
DEV0009694,C0009694,NexaTel,Home Router AX,Router,2499,30-10-2019,229490276602978
DEV0009695,C0009695,NexaTel,Fiber Gateway,Router,3499,02-04-2020,528234371123748
DEV0009696,C0009696,Zenith,Z Lite,Smartphone,9999,12-03-2015,986642753585365
DEV0009697,C0009697,Voltic,V30 5G,Smartphone,21999,02-06-2025,119234837660526
DEV0009698,C0009698,NexaTel,Smart Cam,IoT Device,2999,10-02-2020,062815269805698
DEV0009699,C0009699,Voltic,V30 5G,Smartphone,21999,30-05-2023,351310256396481
DEV0009700,C0009700,Zenith,Z Lite,Smartphone,9999,19-01-2021,500167566471722
DEV0009701,C0009701,Orbit,O9 Pro,Smartphone,27999,21-09-2019,540572315113959
DEV0009702,C0009702,Voltic,V30 5G,Smartphone,21999,22-06-2024,539541989022989
DEV0009703,C0009703,Nexus,Aura Pro,Smartphone,32999,17-10-2018,699905589271717
DEV0009704,C0009704,Lumen,L Mini,Smartphone,8499,27-10-2016,381302686132391
DEV0009705,C0009705,NexaTel,Smart Cam,IoT Device,2999,06-06-2025,836230750184401
DEV0009706,C0009706,Nexus,Aura Pro,Smartphone,32999,29-04-2016,807459700693410
DEV0009707,C0009707,Nexus,Aura Pro,Smartphone,32999,04-07-2015,480650141670388
DEV0009708,C0009708,Orbit,O9 Pro,Smartphone,27999,17-07-2025,095387013287298
DEV0009709,C0009709,Lumen,L Max,Smartphone,41999,18-02-2023,782812381196420
DEV0009710,C0009710,Zenith,Z Flip,Smartphone,54999,12-07-2014,368836666460672
DEV0009711,C0009711,Voltic,V30 5G,Smartphone,21999,02-04-2024,926677049046506
DEV0009712,C0009712,Nexus,Aura Pro,Smartphone,32999,29-04-2018,628473769949414
DEV0009713,C0009713,Zenith,Z Flip,Smartphone,54999,05-01-2026,404043331517876
DEV0009714,C0009714,Zenith,Z Flip,Smartphone,54999,12-11-2024,671047950733318
DEV0009715,C0009715,Lumen,L Max,Smartphone,41999,28-11-2020,551080448465986
DEV0009716,C0009716,Orbit,O7,Smartphone,15999,05-04-2024,993250606777890
DEV0009717,C0009717,Lumen,L Mini,Smartphone,8499,17-03-2024,406540905012180
DEV0009718,C0009718,Lumen,L Mini,Smartphone,8499,01-11-2014,178693682202713
DEV0009719,C0009719,Zenith,Z Flip,Smartphone,54999,16-07-2014,495467281287554
DEV0009720,C0009720,Voltic,V20,Smartphone,12999,10-08-2022,507359125302600
DEV0009721,C0009721,Nexus,Aura 5G,Smartphone,18999,16-05-2020,808370347971184
DEV0009722,C0009722,Orbit,O9 Pro,Smartphone,27999,19-11-2014,491750426640380
DEV0009723,C0009723,Zenith,Z Flip,Smartphone,54999,11-10-2018,425931330613289
DEV0009724,C0009724,NexaTel,Smart Sensor,IoT Device,899,29-01-2014,711496849070904
DEV0009725,C0009725,Orbit,O9 Pro,Smartphone,27999,17-06-2017,821501081576201
DEV0009726,C0009726,Lumen,L Max,Smartphone,41999,16-03-2016,520531283148296
DEV0009727,C0009727,Orbit,O9 Pro,Smartphone,27999,30-01-2022,172940113024862
DEV0009728,C0009728,Lumen,L Max,Smartphone,41999,13-10-2020,795470431254566
DEV0009729,C0009729,NexaTel,IoT Hub,IoT Device,1999,05-06-2023,571347459181461
DEV0009730,C0009730,Zenith,Z Lite,Smartphone,9999,16-01-2017,285823373343524
DEV0009731,C0009731,Nexus,Aura 5G,Smartphone,18999,03-01-2014,877647916809231
DEV0009732,C0009732,Lumen,L Max,Smartphone,41999,04-03-2015,033672504714472
DEV0009733,C0009733,Zenith,Z Lite,Smartphone,9999,28-03-2014,387789442681339
DEV0009734,C0009734,Lumen,L Max,Smartphone,41999,08-04-2020,028555258178321
DEV0009735,C0009735,Voltic,V20,Smartphone,12999,08-08-2015,687149476489035
DEV0009736,C0009736,Orbit,O9 Pro,Smartphone,27999,30-07-2022,754376999326838
DEV0009737,C0009737,NexaTel,IoT Hub,IoT Device,1999,15-01-2014,348696954117968
DEV0009738,C0009738,Zenith,Z Flip,Smartphone,54999,10-09-2022,187427592338204
DEV0009739,C0009739,Nexus,Aura 5G,Smartphone,18999,11-02-2015,114800886937183
DEV0009740,C0009740,Orbit,O9 Pro,Smartphone,27999,25-01-2019,785721708473249
DEV0009741,C0009741,NexaTel,Home Router AX,Router,2499,01-11-2022,427572200555308
DEV0009742,C0009742,Voltic,V30 5G,Smartphone,21999,08-05-2016,206078213960871
DEV0009743,C0009743,NexaTel,Home Router AX,Router,2499,12-01-2014,813083142542822
DEV0009744,C0009744,Voltic,V20,Smartphone,12999,07-02-2026,455019227524959
DEV0009745,C0009745,NexaTel,Smart Cam,IoT Device,2999,31-05-2020,887457232125175
DEV0009746,C0009746,Voltic,V30 5G,Smartphone,21999,20-11-2024,657691833658381
DEV0009747,C0009747,Zenith,Z Lite,Smartphone,9999,07-01-2014,489538307793169
DEV0009748,C0009748,Orbit,O7,Smartphone,15999,24-06-2024,364185316644416
DEV0009749,C0009749,Lumen,L Mini,Smartphone,8499,29-07-2025,111756520950912
DEV0009750,C0009750,Zenith,Z Flip,Smartphone,54999,26-06-2022,690785320515696
DEV0009751,C0009751,Orbit,O7,Smartphone,15999,08-01-2024,582422527634557
DEV0009752,C0009752,Zenith,Z Flip,Smartphone,54999,26-02-2024,957381553655586
DEV0009753,C0009753,NexaTel,Smart Sensor,IoT Device,899,28-01-2018,556753620492110
DEV0009754,C0009754,Lumen,L Mini,Smartphone,8499,09-07-2023,888224589261161
DEV0009755,C0009755,Zenith,Z Lite,Smartphone,9999,29-02-2020,695695682782595
DEV0009756,C0009756,Nexus,Aura 5G,Smartphone,18999,15-09-2023,789205584431210
DEV0009757,C0009757,Nexus,Aura 5G,Smartphone,18999,13-11-2023,732383929049489
DEV0009758,C0009758,Lumen,L Mini,Smartphone,8499,13-10-2015,906816977030772
DEV0009759,C0009759,NexaTel,Smart Sensor,IoT Device,899,01-12-2021,394194319688577
DEV0009760,C0009760,Nexus,Aura 5G,Smartphone,18999,02-05-2015,916449346828850
DEV0009761,C0009761,Orbit,O9 Pro,Smartphone,27999,07-10-2020,313481848687040
DEV0009762,C0009762,Lumen,L Max,Smartphone,41999,19-12-2024,266922173411603
DEV0009763,C0009763,Lumen,L Mini,Smartphone,8499,08-06-2023,097649978584253
DEV0009764,C0009764,Nexus,Aura 5G,Smartphone,18999,23-09-2014,763325080726094
DEV0009765,C0009765,Nexus,Aura Pro,Smartphone,32999,04-04-2014,614273622089597
DEV0009766,C0009766,Zenith,Z Flip,Smartphone,54999,23-11-2015,183855101537272
DEV0009767,C0009767,Lumen,L Mini,Smartphone,8499,21-06-2023,888992285853932
DEV0009768,C0009768,Zenith,Z Lite,Smartphone,9999,03-04-2024,214764790192596
DEV0009769,C0009769,Orbit,O9 Pro,Smartphone,27999,12-08-2016,316274199622987
DEV0009770,C0009770,Voltic,V30 5G,Smartphone,21999,17-11-2017,969034001860752
DEV0009771,C0009771,Lumen,L Max,Smartphone,41999,24-01-2014,567152802919011
DEV0009772,C0009772,Zenith,Z Lite,Smartphone,9999,30-10-2017,105878238932740
DEV0009773,C0009773,Lumen,L Max,Smartphone,41999,09-11-2014,089613045156220
DEV0009774,C0009774,NexaTel,Home Router AX,Router,2499,19-05-2020,499219810525604
DEV0009775,C0009775,Lumen,L Mini,Smartphone,8499,03-09-2020,217327930678169
DEV0009776,C0009776,Voltic,V30 5G,Smartphone,21999,10-08-2017,473560170380161
DEV0009777,C0009777,Lumen,L Mini,Smartphone,8499,04-12-2022,762226129539056
DEV0009778,C0009778,NexaTel,Smart Sensor,IoT Device,899,02-02-2024,421755653140087
DEV0009779,C0009779,NexaTel,Home Router AX,Router,2499,15-11-2019,304491763468350
DEV0009780,C0009780,Nexus,Aura 5G,Smartphone,18999,04-12-2025,507214471421318
DEV0009781,C0009781,Zenith,Z Flip,Smartphone,54999,08-11-2024,570163063425469
DEV0009782,C0009782,Nexus,Aura 5G,Smartphone,18999,03-11-2022,056482796104685
DEV0009783,C0009783,Lumen,L Mini,Smartphone,8499,21-07-2014,138028983082583
DEV0009784,C0009784,Nexus,Aura Pro,Smartphone,32999,18-05-2022,474072274823887
DEV0009785,C0009785,Zenith,Z Flip,Smartphone,54999,30-03-2015,547811881610529
DEV0009786,C0009786,NexaTel,Smart Sensor,IoT Device,899,14-07-2024,105967927775275
DEV0009787,C0009787,Orbit,O9 Pro,Smartphone,27999,19-04-2022,802898751500568
DEV0009788,C0009788,Orbit,O7,Smartphone,15999,27-11-2021,800231987220999
DEV0009789,C0009789,Zenith,Z Flip,Smartphone,54999,07-03-2014,551180710647152
DEV0009790,C0009790,Orbit,O7,Smartphone,15999,26-05-2019,221921693013984
DEV0009791,C0009791,Voltic,V20,Smartphone,12999,08-01-2014,693885676760559
DEV0009792,C0009792,Voltic,V20,Smartphone,12999,27-05-2016,927069049742911
DEV0009793,C0009793,Voltic,V30 5G,Smartphone,21999,05-09-2021,268965697985770
DEV0009794,C0009794,Zenith,Z Lite,Smartphone,9999,18-02-2016,078361142106216
DEV0009795,C0009795,Zenith,Z Flip,Smartphone,54999,15-04-2020,791172872405386
DEV0009796,C0009796,Orbit,O7,Smartphone,15999,27-12-2014,215077104800106
DEV0009797,C0009797,Orbit,O7,Smartphone,15999,16-08-2025,194815635911627
DEV0009798,C0009798,Orbit,O7,Smartphone,15999,12-09-2018,896162056725365
DEV0009799,C0009799,Voltic,V30 5G,Smartphone,21999,16-06-2015,556919577293389
DEV0009800,C0009800,Voltic,V20,Smartphone,12999,23-01-2014,408453564518113
DEV0009801,C0009801,Voltic,V30 5G,Smartphone,21999,20-01-2014,538736938981378
DEV0009802,C0009802,Orbit,O7,Smartphone,15999,09-01-2014,607774058867808
DEV0009803,C0009803,Nexus,Aura 5G,Smartphone,18999,17-10-2015,541963623210667
DEV0009804,C0009804,Nexus,Aura 5G,Smartphone,18999,23-06-2015,983729474147061
DEV0009805,C0009805,Nexus,Aura Pro,Smartphone,32999,24-08-2025,568759207684203
