usage_id,customer_id,usage_month,voice_minutes_used,outgoing_calls,incoming_calls
UV00023504,C0007835,02-2026,121,412,680
UV00023505,C0007835,01-2026,135,309,329
UV00023506,C0007836,03-2026,430,159,137
UV00023507,C0007836,02-2026,144,380,145
UV00023508,C0007836,01-2026,147,276,117
UV00023509,C0007837,03-2026,212,483,502
UV00023510,C0007837,02-2026,433,581,389
UV00023511,C0007837,01-2026,78,530,77
UV00023512,C0007838,03-2026,412,140,406
UV00023513,C0007838,02-2026,107,371,117
UV00023514,C0007838,01-2026,113,377,403
UV00023515,C0007839,03-2026,177,142,513
UV00023516,C0007839,02-2026,343,125,287
UV00023517,C0007839,01-2026,80,67,341
UV00023518,C0007840,03-2026,616,393,418
UV00023519,C0007840,02-2026,205,178,656
UV00023520,C0007840,01-2026,246,27,545
UV00023521,C0007841,03-2026,406,36,192
UV00023522,C0007841,02-2026,343,401,688
UV00023523,C0007841,01-2026,465,138,225
UV00023524,C0007842,03-2026,75,510,489
UV00023525,C0007842,02-2026,263,476,568
UV00023526,C0007842,01-2026,49,183,287
UV00023527,C0007843,03-2026,295,495,315
UV00023528,C0007843,02-2026,69,554,11
UV00023529,C0007843,01-2026,158,391,641
UV00023530,C0007844,03-2026,363,145,414
UV00023531,C0007844,02-2026,254,543,164
UV00023532,C0007844,01-2026,161,248,511
UV00023533,C0007845,03-2026,62,419,48
UV00023534,C0007845,02-2026,327,76,459
UV00023535,C0007845,01-2026,77,491,318
UV00023536,C0007846,03-2026,104,161,224
UV00023537,C0007846,02-2026,167,333,552
UV00023538,C0007846,01-2026,128,113,663
UV00023539,C0007847,03-2026,161,29,261
UV00023540,C0007847,02-2026,281,452,346
UV00023541,C0007847,01-2026,33,419,55
UV00023542,C0007848,03-2026,356,77,654
UV00023543,C0007848,02-2026,318,114,552
UV00023544,C0007848,01-2026,167,270,644
UV00023545,C0007849,03-2026,171,407,90
UV00023546,C0007849,02-2026,369,59,656
UV00023547,C0007849,01-2026,388,466,317
UV00023548,C0007850,03-2026,146,520,387
UV00023549,C0007850,02-2026,166,480,556
UV00023550,C0007850,01-2026,294,588,568
UV00023551,C0007851,03-2026,40,29,506
UV00023552,C0007851,02-2026,52,111,22
UV00023553,C0007851,01-2026,217,197,188
UV00023554,C0007852,03-2026,139,547,434
UV00023555,C0007852,02-2026,367,232,32
UV00023556,C0007852,01-2026,67,401,537
UV00023557,C0007853,03-2026,49,119,523
UV00023558,C0007853,02-2026,133,343,681
UV00023559,C0007853,01-2026,444,374,435
UV00023560,C0007854,03-2026,247,98,408
UV00023561,C0007854,02-2026,456,433,189
UV00023562,C0007854,01-2026,392,356,22
UV00023563,C0007855,03-2026,503,512,103
UV00023564,C0007855,02-2026,90,239,642
UV00023565,C0007855,01-2026,93,100,44
UV00023566,C0007856,03-2026,219,285,323
UV00023567,C0007856,02-2026,194,166,362
UV00023568,C0007856,01-2026,21,247,679
UV00023569,C0007857,03-2026,62,213,291
UV00023570,C0007857,02-2026,107,448,114
UV00023571,C0007857,01-2026,267,29,462
UV00023572,C0007858,03-2026,398,269,486
UV00023573,C0007858,02-2026,324,363,62
UV00023574,C0007858,01-2026,133,168,151
UV00023575,C0007859,03-2026,502,208,623
UV00023576,C0007859,02-2026,82,355,295
UV00023577,C0007859,01-2026,276,368,505
UV00023578,C0007860,03-2026,68,316,107
UV00023579,C0007860,02-2026,505,409,516
UV00023580,C0007860,01-2026,192,530,639
UV00023581,C0007861,03-2026,324,573,285
UV00023582,C0007861,02-2026,410,454,314
UV00023583,C0007861,01-2026,366,69,529
UV00023584,C0007862,03-2026,415,201,456
UV00023585,C0007862,02-2026,946,160,398
UV00023586,C0007862,01-2026,43,484,514
UV00023587,C0007863,03-2026,256,337,81
UV00023588,C0007863,02-2026,175,366,37
UV00023589,C0007863,01-2026,316,552,135
UV00023590,C0007864,03-2026,365,424,558
UV00023591,C0007864,02-2026,162,28,210
UV00023592,C0007864,01-2026,173,35,425
UV00023593,C0007865,03-2026,103,573,496
UV00023594,C0007865,02-2026,38,341,9
UV00023595,C0007865,01-2026,190,210,481
UV00023596,C0007866,03-2026,548,522,10
UV00023597,C0007866,02-2026,379,220,646
UV00023598,C0007866,01-2026,91,395,50
UV00023599,C0007867,03-2026,39,10,171
UV00023600,C0007867,02-2026,184,190,621
UV00023601,C0007867,01-2026,34,178,255
UV00023602,C0007868,03-2026,268,363,443
UV00023603,C0007868,02-2026,82,578,524
UV00023604,C0007868,01-2026,288,436,195
UV00023605,C0007869,03-2026,231,401,381
UV00023606,C0007869,02-2026,136,244,415
UV00023607,C0007869,01-2026,112,260,115
UV00023608,C0007870,03-2026,126,192,128
UV00023609,C0007870,02-2026,228,388,678
UV00023610,C0007870,01-2026,54,201,414
UV00023611,C0007871,03-2026,174,191,259
UV00023612,C0007871,02-2026,140,541,297
UV00023613,C0007871,01-2026,198,207,680
UV00023614,C0007872,03-2026,280,596,499
UV00023615,C0007872,02-2026,251,345,25
UV00023616,C0007872,01-2026,166,44,145
UV00023617,C0007873,03-2026,377,416,203
UV00023618,C0007873,02-2026,214,77,217
UV00023619,C0007873,01-2026,412,562,252
UV00023620,C0007874,03-2026,69,27,173
UV00023621,C0007874,02-2026,34,364,554
UV00023622,C0007874,01-2026,157,252,87
UV00023623,C0007875,03-2026,45,225,614
UV00023624,C0007875,02-2026,307,585,457
UV00023625,C0007875,01-2026,34,188,260
UV00023626,C0007876,03-2026,70,384,310
UV00023627,C0007876,02-2026,39,496,483
UV00023628,C0007876,01-2026,94,30,370
UV00023629,C0007877,03-2026,166,244,325
UV00023630,C0007877,02-2026,216,530,330
UV00023631,C0007877,01-2026,159,569,235
UV00023632,C0007878,03-2026,47,177,318
UV00023633,C0007878,02-2026,255,255,189
UV00023634,C0007878,01-2026,305,524,552
UV00023635,C0007879,03-2026,689,516,598
UV00023636,C0007879,02-2026,211,140,469
UV00023637,C0007879,01-2026,342,219,337
UV00023638,C0007880,03-2026,313,563,648
UV00023639,C0007880,02-2026,282,517,279
UV00023640,C0007880,01-2026,156,580,498
UV00023641,C0007881,03-2026,454,88,13
UV00023642,C0007881,02-2026,535,534,505
UV00023643,C0007881,01-2026,167,78,568
UV00023644,C0007882,03-2026,752,475,596
UV00023645,C0007882,02-2026,269,181,417
UV00023646,C0007882,01-2026,88,191,620
UV00023647,C0007883,03-2026,242,146,238
UV00023648,C0007883,02-2026,417,563,636
UV00023649,C0007883,01-2026,184,133,90
UV00023650,C0007884,03-2026,180,199,496
UV00023651,C0007884,02-2026,235,504,101
UV00023652,C0007884,01-2026,237,322,445
UV00023653,C0007885,03-2026,150,131,211
UV00023654,C0007885,02-2026,395,233,184
UV00023655,C0007885,01-2026,133,139,576
UV00023656,C0007886,03-2026,217,43,159
UV00023657,C0007886,02-2026,80,553,220
UV00023658,C0007886,01-2026,24,371,667
UV00023659,C0007887,03-2026,121,431,269
UV00023660,C0007887,02-2026,349,246,211
UV00023661,C0007887,01-2026,30,294,546
UV00023662,C0007888,03-2026,382,87,523
UV00023663,C0007888,02-2026,117,312,269
UV00023664,C0007888,01-2026,116,572,330
UV00023665,C0007889,03-2026,63,453,452
UV00023666,C0007889,02-2026,92,19,337
UV00023667,C0007889,01-2026,98,407,612
UV00023668,C0007890,03-2026,281,390,56
UV00023669,C0007890,02-2026,132,395,503
UV00023670,C0007890,01-2026,138,311,427
UV00023671,C0007891,03-2026,117,597,335
UV00023672,C0007891,02-2026,161,555,481
UV00023673,C0007891,01-2026,374,497,488
UV00023674,C0007892,03-2026,120,344,334
UV00023675,C0007892,02-2026,183,245,366
UV00023676,C0007892,01-2026,136,527,308
UV00023677,C0007893,03-2026,318,426,345
UV00023678,C0007893,02-2026,228,89,203
UV00023679,C0007893,01-2026,281,373,228
UV00023680,C0007894,03-2026,116,116,90
UV00023681,C0007894,02-2026,100,395,515
UV00023682,C0007894,01-2026,136,93,404
UV00023683,C0007895,03-2026,89,423,111
UV00023684,C0007895,02-2026,443,9,188
UV00023685,C0007895,01-2026,121,361,492
UV00023686,C0007896,03-2026,171,239,510
UV00023687,C0007896,02-2026,35,203,548
UV00023688,C0007896,01-2026,35,77,142
UV00023689,C0007897,03-2026,166,153,128
UV00023690,C0007897,02-2026,508,121,186
UV00023691,C0007897,01-2026,214,145,330
UV00023692,C0007898,03-2026,270,177,193
UV00023693,C0007898,02-2026,113,559,610
UV00023694,C0007898,01-2026,94,366,39
UV00023695,C0007899,03-2026,137,409,105
UV00023696,C0007899,02-2026,49,120,646
UV00023697,C0007899,01-2026,123,396,217
UV00023698,C0007900,03-2026,460,183,42
UV00023699,C0007900,02-2026,182,161,684
UV00023700,C0007900,01-2026,169,560,463
UV00023701,C0007901,03-2026,148,417,263
UV00023702,C0007901,02-2026,223,355,458
UV00023703,C0007901,01-2026,77,411,402
UV00023704,C0007902,03-2026,96,150,207
UV00023705,C0007902,02-2026,216,26,16
UV00023706,C0007902,01-2026,39,38,642
UV00023707,C0007903,03-2026,35,220,216
UV00023708,C0007903,02-2026,12,307,119
UV00023709,C0007903,01-2026,36,417,348
UV00023710,C0007904,03-2026,191,300,411
UV00023711,C0007904,02-2026,35,358,85
UV00023712,C0007904,01-2026,126,87,419
UV00023713,C0007905,03-2026,306,134,252
UV00023714,C0007905,02-2026,112,480,276
UV00023715,C0007905,01-2026,474,135,607
UV00023716,C0007906,03-2026,178,39,230
UV00023717,C0007906,02-2026,194,338,277
UV00023718,C0007906,01-2026,42,492,118
UV00023719,C0007907,03-2026,162,10,298
UV00023720,C0007907,02-2026,154,252,63
UV00023721,C0007907,01-2026,102,63,81
UV00023722,C0007908,03-2026,223,584,390
UV00023723,C0007908,02-2026,130,67,170
UV00023724,C0007908,01-2026,41,86,617
UV00023725,C0007909,03-2026,137,483,153
UV00023726,C0007909,02-2026,112,65,548
UV00023727,C0007909,01-2026,516,550,211
UV00023728,C0007910,03-2026,283,547,552
UV00023729,C0007910,02-2026,275,433,256
UV00023730,C0007910,01-2026,243,180,395
UV00023731,C0007911,03-2026,417,242,526
UV00023732,C0007911,02-2026,224,247,321
UV00023733,C0007911,01-2026,438,109,623
UV00023734,C0007912,03-2026,368,56,577
UV00023735,C0007912,02-2026,102,148,535
UV00023736,C0007912,01-2026,179,569,5
UV00023737,C0007913,03-2026,39,599,189
UV00023738,C0007913,02-2026,302,5,171
UV00023739,C0007913,01-2026,714,256,463
UV00023740,C0007914,03-2026,91,506,499
UV00023741,C0007914,02-2026,124,442,191
UV00023742,C0007914,01-2026,215,228,470
UV00023743,C0007915,03-2026,53,207,352
UV00023744,C0007915,02-2026,34,253,248
UV00023745,C0007915,01-2026,193,423,367
UV00023746,C0007916,03-2026,64,439,408
UV00023747,C0007916,02-2026,93,346,512
UV00023748,C0007916,01-2026,120,31,566
UV00023749,C0007917,03-2026,152,596,149
UV00023750,C0007917,02-2026,317,311,402
UV00023751,C0007917,01-2026,160,251,165
UV00023752,C0007918,03-2026,704,340,358
UV00023753,C0007918,02-2026,216,163,319
UV00023754,C0007918,01-2026,109,19,489
UV00023755,C0007919,03-2026,213,118,504
UV00023756,C0007919,02-2026,320,93,69
UV00023757,C0007919,01-2026,1484,178,676
UV00023758,C0007920,03-2026,511,186,424
UV00023759,C0007920,02-2026,139,441,356
UV00023760,C0007920,01-2026,92,245,434
UV00023761,C0007921,03-2026,267,127,499
UV00023762,C0007921,02-2026,80,302,682
UV00023763,C0007921,01-2026,226,519,606
UV00023764,C0007922,03-2026,247,416,589
UV00023765,C0007922,02-2026,47,196,255
UV00023766,C0007922,01-2026,62,588,24
UV00023767,C0007923,03-2026,104,163,105
UV00023768,C0007923,02-2026,368,597,616
UV00023769,C0007923,01-2026,216,239,112
UV00023770,C0007924,03-2026,167,289,479
UV00023771,C0007924,02-2026,84,93,468
UV00023772,C0007924,01-2026,125,377,273
UV00023773,C0007925,03-2026,57,120,537
UV00023774,C0007925,02-2026,205,90,380
UV00023775,C0007925,01-2026,170,535,679
UV00023776,C0007926,03-2026,80,356,408
UV00023777,C0007926,02-2026,115,480,153
UV00023778,C0007926,01-2026,98,197,391
UV00023779,C0007927,03-2026,83,561,144
UV00023780,C0007927,02-2026,174,496,663
UV00023781,C0007927,01-2026,89,366,619
UV00023782,C0007928,03-2026,224,396,324
UV00023783,C0007928,02-2026,155,394,304
UV00023784,C0007928,01-2026,45,562,675
UV00023785,C0007929,03-2026,97,173,347
UV00023786,C0007929,02-2026,45,180,92
UV00023787,C0007929,01-2026,173,182,92
UV00023788,C0007930,03-2026,52,361,472
UV00023789,C0007930,02-2026,63,216,685
UV00023790,C0007930,01-2026,248,310,293
UV00023791,C0007931,03-2026,283,559,678
UV00023792,C0007931,02-2026,84,168,659
UV00023793,C0007931,01-2026,227,395,125
UV00023794,C0007932,03-2026,180,507,519
UV00023795,C0007932,02-2026,53,552,81
UV00023796,C0007932,01-2026,245,30,271
UV00023797,C0007933,03-2026,92,554,286
UV00023798,C0007933,02-2026,330,482,205
UV00023799,C0007933,01-2026,222,476,205
UV00023800,C0007934,03-2026,403,14,87
UV00023801,C0007934,02-2026,139,577,572
UV00023802,C0007934,01-2026,201,490,398
UV00023803,C0007935,03-2026,185,434,227
UV00023804,C0007935,02-2026,48,276,67
UV00023805,C0007935,01-2026,130,14,553
UV00023806,C0007936,03-2026,190,477,272
UV00023807,C0007936,02-2026,198,430,349
UV00023808,C0007936,01-2026,645,471,434
UV00023809,C0007937,03-2026,164,573,412
UV00023810,C0007937,02-2026,372,402,121
UV00023811,C0007937,01-2026,49,393,586
UV00023812,C0007938,03-2026,567,242,642
UV00023813,C0007938,02-2026,221,249,421
UV00023814,C0007938,01-2026,197,437,205
UV00023815,C0007939,03-2026,133,253,125
UV00023816,C0007939,02-2026,25,439,312
UV00023817,C0007939,01-2026,454,401,686
UV00023818,C0007940,03-2026,164,575,105
UV00023819,C0007940,02-2026,387,443,636
UV00023820,C0007940,01-2026,448,303,559
UV00023821,C0007941,03-2026,177,19,145
UV00023822,C0007941,02-2026,89,75,563
UV00023823,C0007941,01-2026,609,236,437
UV00023824,C0007942,03-2026,356,119,316
UV00023825,C0007942,02-2026,159,523,475
UV00023826,C0007942,01-2026,287,287,35
UV00023827,C0007943,03-2026,37,137,601
UV00023828,C0007943,02-2026,294,125,492
UV00023829,C0007943,01-2026,49,133,290
UV00023830,C0007944,03-2026,247,157,487
UV00023831,C0007944,02-2026,137,369,32
UV00023832,C0007944,01-2026,371,237,266
UV00023833,C0007945,03-2026,85,355,238
UV00023834,C0007945,02-2026,81,122,16
UV00023835,C0007945,01-2026,231,546,107
UV00023836,C0007946,03-2026,51,498,512
UV00023837,C0007946,02-2026,165,529,226
UV00023838,C0007946,01-2026,303,381,356
UV00023839,C0007947,03-2026,263,455,93
UV00023840,C0007947,02-2026,213,184,487
UV00023841,C0007947,01-2026,272,407,178
UV00023842,C0007948,03-2026,107,377,18
UV00023843,C0007948,02-2026,282,239,499
UV00023844,C0007948,01-2026,136,338,676
UV00023845,C0007949,03-2026,555,157,334
UV00023846,C0007949,02-2026,18,555,294
UV00023847,C0007949,01-2026,1111,291,90
UV00023848,C0007950,03-2026,384,159,273
UV00023849,C0007950,02-2026,242,156,631
UV00023850,C0007950,01-2026,290,53,608
UV00023851,C0007951,03-2026,103,405,87
UV00023852,C0007951,02-2026,209,306,599
UV00023853,C0007951,01-2026,271,463,125
UV00023854,C0007952,03-2026,244,455,665
UV00023855,C0007952,02-2026,39,33,240
UV00023856,C0007952,01-2026,99,187,152
UV00023857,C0007953,03-2026,227,333,52
UV00023858,C0007953,02-2026,255,493,416
UV00023859,C0007953,01-2026,327,509,396
UV00023860,C0007954,03-2026,169,375,42
UV00023861,C0007954,02-2026,423,555,282
UV00023862,C0007954,01-2026,510,309,283
UV00023863,C0007955,03-2026,270,491,157
UV00023864,C0007955,02-2026,193,432,162
UV00023865,C0007955,01-2026,241,53,128
UV00023866,C0007956,03-2026,157,202,125
UV00023867,C0007956,02-2026,252,243,231
UV00023868,C0007956,01-2026,924,204,441
UV00023869,C0007957,03-2026,237,458,398
UV00023870,C0007957,02-2026,29,245,405
UV00023871,C0007957,01-2026,189,68,120
UV00023872,C0007958,03-2026,186,178,435
UV00023873,C0007958,02-2026,63,562,439
UV00023874,C0007958,01-2026,124,322,166
UV00023875,C0007959,03-2026,200,52,558
UV00023876,C0007959,02-2026,199,429,666
UV00023877,C0007959,01-2026,113,313,47
UV00023878,C0007960,03-2026,64,403,256
UV00023879,C0007960,02-2026,40,451,313
UV00023880,C0007960,01-2026,254,334,537
UV00023881,C0007961,03-2026,145,340,442
UV00023882,C0007961,02-2026,450,6,184
UV00023883,C0007961,01-2026,122,30,525
UV00023884,C0007962,03-2026,887,218,685
UV00023885,C0007962,02-2026,174,120,380
UV00023886,C0007962,01-2026,65,244,695
UV00023887,C0007963,03-2026,112,153,170
UV00023888,C0007963,02-2026,84,196,301
UV00023889,C0007963,01-2026,117,183,483
UV00023890,C0007964,03-2026,127,403,345
UV00023891,C0007964,02-2026,49,404,518
UV00023892,C0007964,01-2026,700,180,339
UV00023893,C0007965,03-2026,196,383,49
UV00023894,C0007965,02-2026,329,46,89
UV00023895,C0007965,01-2026,222,358,492
UV00023896,C0007966,03-2026,18,362,304
UV00023897,C0007966,02-2026,147,518,377
UV00023898,C0007966,01-2026,179,52,643
UV00023899,C0007967,03-2026,269,153,497
UV00023900,C0007967,02-2026,340,133,218
UV00023901,C0007967,01-2026,86,511,572
UV00023902,C0007968,03-2026,41,489,108
UV00023903,C0007968,02-2026,308,308,190
UV00023904,C0007968,01-2026,480,537,408
UV00023905,C0007969,03-2026,43,138,637
UV00023906,C0007969,02-2026,358,402,293
UV00023907,C0007969,01-2026,259,576,416
UV00023908,C0007970,03-2026,138,497,238
UV00023909,C0007970,02-2026,252,385,150
UV00023910,C0007970,01-2026,189,169,629
UV00023911,C0007971,03-2026,50,191,500
UV00023912,C0007971,02-2026,431,573,232
UV00023913,C0007971,01-2026,119,75,469
UV00023914,C0007972,03-2026,178,285,10
UV00023915,C0007972,02-2026,220,534,256
UV00023916,C0007972,01-2026,104,512,570
UV00023917,C0007973,03-2026,1040,370,117
UV00023918,C0007973,02-2026,369,271,487
UV00023919,C0007973,01-2026,74,372,673
UV00023920,C0007974,03-2026,155,432,623
UV00023921,C0007974,02-2026,253,21,16
UV00023922,C0007974,01-2026,340,448,682
UV00023923,C0007975,03-2026,114,353,635
UV00023924,C0007975,02-2026,387,280,657
UV00023925,C0007975,01-2026,258,206,106
UV00023926,C0007976,03-2026,60,479,67
UV00023927,C0007976,02-2026,14,485,22
UV00023928,C0007976,01-2026,80,498,17
UV00023929,C0007977,03-2026,52,484,401
UV00023930,C0007977,02-2026,532,248,263
UV00023931,C0007977,01-2026,121,253,443
UV00023932,C0007978,03-2026,81,221,134
UV00023933,C0007978,02-2026,150,219,33
UV00023934,C0007978,01-2026,98,58,620
UV00023935,C0007979,03-2026,236,456,471
UV00023936,C0007979,02-2026,91,344,287
UV00023937,C0007979,01-2026,248,307,203
UV00023938,C0007980,03-2026,66,136,119
UV00023939,C0007980,02-2026,118,225,28
UV00023940,C0007980,01-2026,115,180,513
UV00023941,C0007981,03-2026,804,498,147
UV00023942,C0007981,02-2026,400,237,523
UV00023943,C0007981,01-2026,416,138,404
UV00023944,C0007982,03-2026,312,506,219
UV00023945,C0007982,02-2026,299,119,524
UV00023946,C0007982,01-2026,208,172,402
UV00023947,C0007983,03-2026,197,502,67
UV00023948,C0007983,02-2026,184,297,284
UV00023949,C0007983,01-2026,141,435,72
UV00023950,C0007984,03-2026,83,145,451
UV00023951,C0007984,02-2026,602,241,39
UV00023952,C0007984,01-2026,355,341,433
UV00023953,C0007985,03-2026,80,372,678
UV00023954,C0007985,02-2026,747,65,22
UV00023955,C0007985,01-2026,183,421,577
UV00023956,C0007986,03-2026,148,410,507
UV00023957,C0007986,02-2026,218,174,143
UV00023958,C0007986,01-2026,336,27,107
UV00023959,C0007987,03-2026,224,596,299
UV00023960,C0007987,02-2026,284,408,179
UV00023961,C0007987,01-2026,433,27,639
UV00023962,C0007988,03-2026,369,5,572
UV00023963,C0007988,02-2026,274,251,47
UV00023964,C0007988,01-2026,354,599,363
UV00023965,C0007989,03-2026,278,177,100
UV00023966,C0007989,02-2026,119,445,38
UV00023967,C0007989,01-2026,177,309,488
UV00023968,C0007990,03-2026,276,55,696
UV00023969,C0007990,02-2026,187,579,569
UV00023970,C0007990,01-2026,29,561,121
UV00023971,C0007991,03-2026,175,431,482
UV00023972,C0007991,02-2026,313,599,655
UV00023973,C0007991,01-2026,231,490,95
UV00023974,C0007992,03-2026,478,463,425
UV00023975,C0007992,02-2026,111,41,550
UV00023976,C0007992,01-2026,399,189,449
UV00023977,C0007993,03-2026,215,474,100
UV00023978,C0007993,02-2026,232,340,192
UV00023979,C0007993,01-2026,23,273,440
UV00023980,C0007994,03-2026,165,103,95
UV00023981,C0007994,02-2026,439,474,255
UV00023982,C0007994,01-2026,160,266,49
UV00023983,C0007995,03-2026,67,96,84
UV00023984,C0007995,02-2026,54,327,690
UV00023985,C0007995,01-2026,62,580,236
UV00023986,C0007996,03-2026,426,319,44
UV00023987,C0007996,02-2026,496,76,227
UV00023988,C0007996,01-2026,20,524,589
UV00023989,C0007997,03-2026,355,469,417
UV00023990,C0007997,02-2026,214,578,383
UV00023991,C0007997,01-2026,164,490,538
UV00023992,C0007998,03-2026,275,468,567
UV00023993,C0007998,02-2026,136,407,413
UV00023994,C0007998,01-2026,491,546,509
UV00023995,C0007999,03-2026,178,566,366
UV00023996,C0007999,02-2026,155,356,133
UV00023997,C0007999,01-2026,81,379,178
UV00023998,C0008000,03-2026,35,102,36
UV00023999,C0008000,02-2026,128,112,300
UV00024000,C0008000,01-2026,188,454,233
UV00024001,C0008001,03-2026,22,297,502
UV00024002,C0008001,02-2026,94,268,212
UV00024003,C0008001,01-2026,324,372,105
UV00024004,C0008002,03-2026,25,36,292
UV00024005,C0008002,02-2026,208,237,424
UV00024006,C0008002,01-2026,35,406,26
UV00024007,C0008003,03-2026,174,496,307
UV00024008,C0008003,02-2026,72,174,199
UV00024009,C0008003,01-2026,308,214,612
UV00024010,C0008004,03-2026,67,478,216
UV00024011,C0008004,02-2026,117,322,459
UV00024012,C0008004,01-2026,28,158,624
UV00024013,C0008005,03-2026,311,440,122
UV00024014,C0008005,02-2026,173,494,371
UV00024015,C0008005,01-2026,176,489,272
UV00024016,C0008006,03-2026,149,197,390
UV00024017,C0008006,02-2026,202,285,639
UV00024018,C0008006,01-2026,117,223,266
UV00024019,C0008007,03-2026,746,476,345
UV00024020,C0008007,02-2026,188,304,124
UV00024021,C0008007,01-2026,205,457,529
UV00024022,C0008008,03-2026,156,39,166
UV00024023,C0008008,02-2026,241,399,222
UV00024024,C0008008,01-2026,138,527,92
UV00024025,C0008009,03-2026,15,417,499
UV00024026,C0008009,02-2026,67,420,509
UV00024027,C0008009,01-2026,193,351,69
UV00024028,C0008010,03-2026,142,126,197
UV00024029,C0008010,02-2026,350,219,331
UV00024030,C0008010,01-2026,216,217,434
UV00024031,C0008011,03-2026,131,12,408
UV00024032,C0008011,02-2026,80,18,630
UV00024033,C0008011,01-2026,209,225,415
UV00024034,C0008012,03-2026,87,438,659
UV00024035,C0008012,02-2026,226,369,424
UV00024036,C0008012,01-2026,153,384,41
UV00024037,C0008013,03-2026,501,173,360
UV00024038,C0008013,02-2026,192,283,145
UV00024039,C0008013,01-2026,216,74,79
UV00024040,C0008014,03-2026,135,459,367
UV00024041,C0008014,02-2026,97,375,43
UV00024042,C0008014,01-2026,312,29,626
UV00024043,C0008015,03-2026,231,561,515
UV00024044,C0008015,02-2026,80,392,645
UV00024045,C0008015,01-2026,87,302,31
UV00024046,C0008016,03-2026,156,217,371
UV00024047,C0008016,02-2026,118,72,479
UV00024048,C0008016,01-2026,483,594,44
UV00024049,C0008017,03-2026,167,483,327
UV00024050,C0008017,02-2026,181,70,622
UV00024051,C0008017,01-2026,278,175,228
UV00024052,C0008018,03-2026,92,170,501
UV00024053,C0008018,02-2026,474,99,70
UV00024054,C0008018,01-2026,101,425,641
UV00024055,C0008019,03-2026,88,19,322
UV00024056,C0008019,02-2026,450,159,132
UV00024057,C0008019,01-2026,261,167,177
UV00024058,C0008020,03-2026,295,435,336
UV00024059,C0008020,02-2026,485,21,73
UV00024060,C0008020,01-2026,284,367,368
UV00024061,C0008021,03-2026,280,507,497
UV00024062,C0008021,02-2026,156,387,605
UV00024063,C0008021,01-2026,782,181,59
UV00024064,C0008022,03-2026,125,95,530
UV00024065,C0008022,02-2026,269,138,550
UV00024066,C0008022,01-2026,157,452,299
UV00024067,C0008023,03-2026,274,128,533
UV00024068,C0008023,02-2026,279,398,458
UV00024069,C0008023,01-2026,126,509,468
UV00024070,C0008024,03-2026,319,520,642
UV00024071,C0008024,02-2026,64,385,104
UV00024072,C0008024,01-2026,384,448,580
UV00024073,C0008025,03-2026,290,263,506
UV00024074,C0008025,02-2026,84,552,417
UV00024075,C0008025,01-2026,299,292,22
UV00024076,C0008026,03-2026,159,527,685
UV00024077,C0008026,02-2026,475,566,674
UV00024078,C0008026,01-2026,68,41,367
UV00024079,C0008027,03-2026,306,106,352
UV00024080,C0008027,02-2026,115,34,411
UV00024081,C0008027,01-2026,341,77,233
UV00024082,C0008028,03-2026,218,578,601
UV00024083,C0008028,02-2026,214,257,216
UV00024084,C0008028,01-2026,148,580,189
UV00024085,C0008029,03-2026,140,82,250
UV00024086,C0008029,02-2026,261,94,523
UV00024087,C0008029,01-2026,91,443,419
UV00024088,C0008030,03-2026,79,329,675
UV00024089,C0008030,02-2026,271,472,682
UV00024090,C0008030,01-2026,93,189,418
UV00024091,C0008031,03-2026,399,487,89
UV00024092,C0008031,02-2026,872,597,55
UV00024093,C0008031,01-2026,69,470,60
UV00024094,C0008032,03-2026,62,469,570
UV00024095,C0008032,02-2026,132,372,646
UV00024096,C0008032,01-2026,342,190,666
UV00024097,C0008033,03-2026,407,485,494
UV00024098,C0008033,02-2026,75,182,91
UV00024099,C0008033,01-2026,124,256,278
UV00024100,C0008034,03-2026,325,148,454
UV00024101,C0008034,02-2026,306,371,556
UV00024102,C0008034,01-2026,130,291,370
UV00024103,C0008035,03-2026,247,366,57
UV00024104,C0008035,02-2026,1090,243,450
UV00024105,C0008035,01-2026,211,541,322
UV00024106,C0008036,03-2026,377,364,228
UV00024107,C0008036,02-2026,434,495,237
UV00024108,C0008036,01-2026,354,505,497
UV00024109,C0008037,03-2026,288,351,139
UV00024110,C0008037,02-2026,186,179,47
UV00024111,C0008037,01-2026,123,426,640
UV00024112,C0008038,03-2026,172,12,609
UV00024113,C0008038,02-2026,136,239,485
UV00024114,C0008038,01-2026,381,483,28
UV00024115,C0008039,03-2026,202,104,185
UV00024116,C0008039,02-2026,629,151,363
UV00024117,C0008039,01-2026,62,263,608
UV00024118,C0008040,03-2026,190,378,623
UV00024119,C0008040,02-2026,59,337,429
UV00024120,C0008040,01-2026,369,219,294
UV00024121,C0008041,03-2026,88,542,422
UV00024122,C0008041,02-2026,53,222,442
UV00024123,C0008041,01-2026,212,96,243
UV00024124,C0008042,03-2026,69,115,603
UV00024125,C0008042,02-2026,213,141,98
UV00024126,C0008042,01-2026,347,382,29
UV00024127,C0008043,03-2026,323,114,243
UV00024128,C0008043,02-2026,56,70,223
UV00024129,C0008043,01-2026,635,317,586
UV00024130,C0008044,03-2026,195,206,27
UV00024131,C0008044,02-2026,120,206,550
UV00024132,C0008044,01-2026,563,13,331
UV00024133,C0008045,03-2026,90,204,353
UV00024134,C0008045,02-2026,132,596,267
UV00024135,C0008045,01-2026,66,273,231
UV00024136,C0008046,03-2026,15,21,227
UV00024137,C0008046,02-2026,197,325,24
