record_id,customer_id,city_id,month,avg_signal_strength_dbm,dropped_call_rate_pct,avg_download_speed_mbps,network_downtime_hours
NQ00031413,C0010471,CT0030,01-2026,-75.4,1.71,30.3,0.51
NQ00031414,C0010472,CT0028,03-2026,-61.0,1.37,22.8,0.45
NQ00031415,C0010472,CT0028,02-2026,-61.0,1.09,92.2,0.38
NQ00031416,C0010472,CT0028,01-2026,-61.0,0.96,16.7,0.31
NQ00031417,C0010473,CT0034,03-2026,-72.9,3.89,15.5,0.79
NQ00031418,C0010473,CT0034,02-2026,-72.9,4.48,40.2,1.88
NQ00031419,C0010473,CT0034,01-2026,-72.9,4.42,52.5,1.49
NQ00031420,C0010474,CT0036,03-2026,-57.0,1.31,65.5,0.09
NQ00031421,C0010474,CT0036,02-2026,-57.0,0.51,34.5,0.78
NQ00031422,C0010474,CT0036,01-2026,-57.0,1.09,39.4,0.19
NQ00031423,C0010475,CT0004,03-2026,-71.3,3.92,32.3,0.54
NQ00031424,C0010475,CT0004,02-2026,-71.3,2.47,28.4,0.96
NQ00031425,C0010475,CT0004,01-2026,-71.3,4.25,13.6,0.89
NQ00031426,C0010476,CT0009,03-2026,-59.6,1.42,95.2,0.09
NQ00031427,C0010476,CT0009,02-2026,-59.6,1.69,22.2,0.61
NQ00031428,C0010476,CT0009,01-2026,-59.6,0.65,49.4,0.27
NQ00031429,C0010477,CT0026,03-2026,-63.5,1.1,56.6,0.17
NQ00031430,C0010477,CT0026,02-2026,-63.5,1.62,38.5,0.76
NQ00031431,C0010477,CT0026,01-2026,-63.5,1.26,19.8,0.32
NQ00031432,C0010478,CT0055,03-2026,-70.2,2.85,45.1,1.13
NQ00031433,C0010478,CT0055,02-2026,-70.2,2.88,47.5,0.47
NQ00031434,C0010478,CT0055,01-2026,-70.2,3.55,63.6,0.32
NQ00031435,C0010479,CT0011,03-2026,-63.5,1.2,43.3,1.17
NQ00031436,C0010479,CT0011,02-2026,-63.5,2.53,38.8,0.48
NQ00031437,C0010479,CT0011,01-2026,-63.5,2.03,64.7,0.61
NQ00031438,C0010480,CT0011,03-2026,-73.2,3.72,59.0,0.28
NQ00031439,C0010480,CT0011,02-2026,-73.2,3.22,20.4,1.17
NQ00031440,C0010480,CT0011,01-2026,-73.2,2.59,56.4,1.04
NQ00031441,C0010481,CT0003,03-2026,-62.6,2.02,30.5,0.15
NQ00031442,C0010481,CT0003,02-2026,-62.6,0.94,88.4,0.24
NQ00031443,C0010481,CT0003,01-2026,-62.6,1.63,45.0,0.1
NQ00031444,C0010482,CT0012,03-2026,-50.6,0.12,19.8,0.01
NQ00031445,C0010482,CT0012,02-2026,-50.6,0.08,84.5,0.01
NQ00031446,C0010482,CT0012,01-2026,-50.6,0.11,60.0,0.01
NQ00031447,C0010483,CT0031,03-2026,-84.3,4.41,38.0,2.0
NQ00031448,C0010483,CT0031,02-2026,-84.3,5.8,48.6,2.11
NQ00031449,C0010483,CT0031,01-2026,-84.3,3.53,17.3,0.91
NQ00031450,C0010484,CT0038,03-2026,-61.7,1.15,50.6,1.72
NQ00031451,C0010484,CT0038,02-2026,-61.7,0.94,90.9,0.39
NQ00031452,C0010484,CT0038,01-2026,-61.7,1.68,61.3,0.26
NQ00031453,C0010485,CT0001,03-2026,-68.2,1.51,82.7,1.24
NQ00031454,C0010485,CT0001,02-2026,-68.2,2.61,24.6,0.49
NQ00031455,C0010485,CT0001,01-2026,-68.2,3.27,33.7,0.47
NQ00031456,C0010486,CT0047,03-2026,-66.9,2.82,37.4,0.57
NQ00031457,C0010486,CT0047,02-2026,-66.9,2.66,25.1,0.02
NQ00031458,C0010486,CT0047,01-2026,-66.9,2.62,64.9,0.73
NQ00031459,C0010487,CT0027,03-2026,-66.4,2.0,66.7,0.48
NQ00031460,C0010487,CT0027,02-2026,-66.4,2.58,23.9,0.25
NQ00031461,C0010487,CT0027,01-2026,-66.4,1.81,41.2,0.75
NQ00031462,C0010488,CT0008,03-2026,-70.5,1.99,75.0,0.26
NQ00031463,C0010488,CT0008,02-2026,-70.5,3.46,31.3,0.76
NQ00031464,C0010488,CT0008,01-2026,-70.5,3.28,43.6,0.39
NQ00031465,C0010489,CT0003,03-2026,-61.6,1.87,80.2,0.56
NQ00031466,C0010489,CT0003,02-2026,-61.6,1.29,69.1,0.61
NQ00031467,C0010489,CT0003,01-2026,-61.6,0.86,72.2,0.34
NQ00031468,C0010490,CT0002,03-2026,-80.3,3.66,20.1,0.11
NQ00031469,C0010490,CT0002,02-2026,-80.3,3.12,45.6,0.89
NQ00031470,C0010490,CT0002,01-2026,-80.3,6.05,51.0,0.47
NQ00031471,C0010491,CT0023,03-2026,-64.0,1.11,54.5,0.33
NQ00031472,C0010491,CT0023,02-2026,-64.0,1.62,74.2,0.13
NQ00031473,C0010491,CT0023,01-2026,-64.0,2.53,67.9,0.6
NQ00031474,C0010492,CT0035,03-2026,-73.2,2.12,58.4,0.52
NQ00031475,C0010492,CT0035,02-2026,-73.2,2.83,32.4,0.45
NQ00031476,C0010492,CT0035,01-2026,-73.2,2.02,72.0,3.04
NQ00031477,C0010493,CT0053,03-2026,-68.3,2.08,68.5,0.67
NQ00031478,C0010493,CT0053,02-2026,-68.3,3.58,80.7,0.95
NQ00031479,C0010493,CT0053,01-2026,-68.3,1.44,68.5,1.24
NQ00031480,C0010494,CT0003,03-2026,-58.1,1.47,97.3,0.03
NQ00031481,C0010494,CT0003,02-2026,-58.1,1.28,74.2,1.07
NQ00031482,C0010494,CT0003,01-2026,-58.1,1.48,48.5,0.15
NQ00031483,C0010495,CT0033,03-2026,-69.3,1.75,56.4,1.54
NQ00031484,C0010495,CT0033,02-2026,-69.3,2.02,37.8,0.82
NQ00031485,C0010495,CT0033,01-2026,-69.3,1.63,57.5,0.06
NQ00031486,C0010496,CT0010,03-2026,-51.6,0.15,67.0,0.07
NQ00031487,C0010496,CT0010,02-2026,-51.6,0.31,103.1,0.03
NQ00031488,C0010496,CT0010,01-2026,-51.6,0.14,25.7,0.0
NQ00031489,C0010497,CT0004,03-2026,-50.6,0.07,80.5,0.03
NQ00031490,C0010497,CT0004,02-2026,-50.6,0.08,57.6,0.03
NQ00031491,C0010497,CT0004,01-2026,-50.6,0.06,84.9,0.02
NQ00031492,C0010498,CT0047,03-2026,-73.1,2.58,17.0,0.46
NQ00031493,C0010498,CT0047,02-2026,-73.1,3.09,58.1,1.38
NQ00031494,C0010498,CT0047,01-2026,-73.1,4.39,21.6,0.76
NQ00031495,C0010499,CT0021,03-2026,-71.7,2.08,37.3,1.52
NQ00031496,C0010499,CT0021,02-2026,-71.7,2.05,28.9,0.44
NQ00031497,C0010499,CT0021,01-2026,-71.7,3.78,14.5,0.4
NQ00031498,C0010500,CT0054,03-2026,-61.9,1.68,29.0,0.33
NQ00031499,C0010500,CT0054,02-2026,-61.9,0.95,91.3,0.23
NQ00031500,C0010500,CT0054,01-2026,-61.9,0.81,47.7,0.17
NQ00031501,C0010501,CT0008,03-2026,-73.7,2.82,67.1,1.64
NQ00031502,C0010501,CT0008,02-2026,-73.7,1.89,51.9,2.25
NQ00031503,C0010501,CT0008,01-2026,-73.7,3.63,13.2,1.01
NQ00031504,C0010502,CT0032,03-2026,-72.5,1.52,46.2,0.82
NQ00031505,C0010502,CT0032,02-2026,-72.5,2.94,62.5,1.25
NQ00031506,C0010502,CT0032,01-2026,-72.5,1.87,73.9,0.28
NQ00031507,C0010503,CT0001,03-2026,-64.2,2.49,32.7,0.36
NQ00031508,C0010503,CT0001,02-2026,-64.2,1.79,68.6,2.03
NQ00031509,C0010503,CT0001,01-2026,-64.2,2.49,75.2,0.91
NQ00031510,C0010504,CT0005,03-2026,-75.9,3.64,43.3,1.18
NQ00031511,C0010504,CT0005,02-2026,-75.9,2.74,66.1,0.69
NQ00031512,C0010504,CT0005,01-2026,-75.9,3.52,28.2,0.19
NQ00031513,C0010505,CT0018,03-2026,-71.2,4.05,72.8,0.52
NQ00031514,C0010505,CT0018,02-2026,-71.2,2.31,70.8,0.21
NQ00031515,C0010505,CT0018,01-2026,-71.2,3.12,35.0,1.82
NQ00031516,C0010506,CT0035,03-2026,-70.6,2.04,22.1,0.39
NQ00031517,C0010506,CT0035,02-2026,-70.6,3.64,52.1,1.03
NQ00031518,C0010506,CT0035,01-2026,-70.6,2.99,15.8,0.39
NQ00031519,C0010507,CT0028,03-2026,-72.8,2.95,66.1,0.52
NQ00031520,C0010507,CT0028,02-2026,-72.8,1.66,14.1,0.24
NQ00031521,C0010507,CT0028,01-2026,-72.8,2.25,69.7,0.07
NQ00031522,C0010508,CT0020,03-2026,-61.7,1.72,77.1,0.33
NQ00031523,C0010508,CT0020,02-2026,-61.7,1.81,74.9,0.26
NQ00031524,C0010508,CT0020,01-2026,-61.7,2.26,88.2,0.38
NQ00031525,C0010509,CT0037,03-2026,-80.7,3.39,54.8,1.11
NQ00031526,C0010509,CT0037,02-2026,-80.7,4.32,57.8,0.7
NQ00031527,C0010509,CT0037,01-2026,-80.7,3.97,10.3,0.79
NQ00031528,C0010510,CT0019,03-2026,-73.0,3.08,65.7,1.64
NQ00031529,C0010510,CT0019,02-2026,-73.0,4.45,70.6,0.55
NQ00031530,C0010510,CT0019,01-2026,-73.0,2.27,12.4,0.83
NQ00031531,C0010511,CT0050,03-2026,-75.8,4.95,26.3,0.68
NQ00031532,C0010511,CT0050,02-2026,-75.8,3.93,38.7,0.89
NQ00031533,C0010511,CT0050,01-2026,-75.8,3.34,65.1,0.84
NQ00031534,C0010512,CT0066,03-2026,-54.7,0.58,85.3,0.06
NQ00031535,C0010512,CT0066,02-2026,-54.7,0.39,71.8,0.24
NQ00031536,C0010512,CT0066,01-2026,-54.7,0.34,72.9,0.22
NQ00031537,C0010513,CT0063,03-2026,-78.9,5.07,28.7,0.95
NQ00031538,C0010513,CT0063,02-2026,-78.9,2.04,26.9,0.91
NQ00031539,C0010513,CT0063,01-2026,-78.9,2.13,24.1,0.78
NQ00031540,C0010514,CT0043,03-2026,-80.3,4.76,54.5,0.44
NQ00031541,C0010514,CT0043,02-2026,-80.3,4.62,25.1,2.73
NQ00031542,C0010514,CT0043,01-2026,-80.3,5.56,51.9,1.42
NQ00031543,C0010515,CT0001,03-2026,-67.9,1.82,26.3,1.13
NQ00031544,C0010515,CT0001,02-2026,-67.9,1.73,66.0,1.01
NQ00031545,C0010515,CT0001,01-2026,-67.9,2.47,35.7,1.37
NQ00031546,C0010516,CT0049,03-2026,-74.9,4.26,56.0,0.9
NQ00031547,C0010516,CT0049,02-2026,-74.9,3.96,35.4,0.89
NQ00031548,C0010516,CT0049,01-2026,-74.9,3.54,21.8,0.12
NQ00031549,C0010517,CT0040,03-2026,-70.8,3.04,50.3,0.36
NQ00031550,C0010517,CT0040,02-2026,-70.8,4.02,27.6,0.79
NQ00031551,C0010517,CT0040,01-2026,-70.8,2.7,47.8,0.31
NQ00031552,C0010518,CT0009,03-2026,-50.6,0.12,33.6,0.02
NQ00031553,C0010518,CT0009,02-2026,-50.6,0.05,24.0,0.01
NQ00031554,C0010518,CT0009,01-2026,-50.6,0.11,30.3,0.05
NQ00031555,C0010519,CT0022,03-2026,-62.0,1.63,89.5,0.4
NQ00031556,C0010519,CT0022,02-2026,-62.0,1.45,31.5,0.8
NQ00031557,C0010519,CT0022,01-2026,-62.0,1.68,77.6,0.3
NQ00031558,C0010520,CT0019,03-2026,-61.9,1.3,53.5,0.12
NQ00031559,C0010520,CT0019,02-2026,-61.9,1.68,43.0,0.81
NQ00031560,C0010520,CT0019,01-2026,-61.9,1.98,46.7,0.17
NQ00031561,C0010521,CT0006,03-2026,-59.9,1.59,62.7,0.4
NQ00031562,C0010521,CT0006,02-2026,-59.9,1.05,78.6,0.26
NQ00031563,C0010521,CT0006,01-2026,-59.9,1.41,27.7,0.12
NQ00031564,C0010522,CT0063,03-2026,-73.2,3.43,60.3,0.81
NQ00031565,C0010522,CT0063,02-2026,-73.2,4.49,53.6,2.08
NQ00031566,C0010522,CT0063,01-2026,-73.2,2.1,21.5,2.5
NQ00031567,C0010523,CT0046,03-2026,-69.0,3.5,44.3,1.17
NQ00031568,C0010523,CT0046,02-2026,-69.0,1.69,44.8,1.45
NQ00031569,C0010523,CT0046,01-2026,-69.0,3.54,31.8,0.12
NQ00031570,C0010524,CT0018,03-2026,-70.0,2.01,57.1,1.05
NQ00031571,C0010524,CT0018,02-2026,-70.0,1.56,49.1,0.48
NQ00031572,C0010524,CT0018,01-2026,-70.0,2.46,79.5,0.62
NQ00031573,C0010525,CT0053,03-2026,-74.3,3.09,18.5,0.62
NQ00031574,C0010525,CT0053,02-2026,-74.3,2.61,23.1,1.2
NQ00031575,C0010525,CT0053,01-2026,-74.3,3.82,28.4,0.23
NQ00031576,C0010526,CT0006,03-2026,-77.4,3.35,56.0,0.73
NQ00031577,C0010526,CT0006,02-2026,-77.4,1.91,40.6,2.18
NQ00031578,C0010526,CT0006,01-2026,-77.4,3.73,47.6,0.06
NQ00031579,C0010527,CT0032,03-2026,-69.1,2.31,49.3,0.59
NQ00031580,C0010527,CT0032,02-2026,-69.1,1.45,39.3,0.61
NQ00031581,C0010527,CT0032,01-2026,-69.1,2.25,14.3,1.06
NQ00031582,C0010528,CT0052,03-2026,-87.2,7.31,33.6,0.44
NQ00031583,C0010528,CT0052,02-2026,-87.2,4.76,12.5,1.4
NQ00031584,C0010528,CT0052,01-2026,-87.2,5.88,36.1,0.62
NQ00031585,C0010529,CT0047,03-2026,-69.2,2.57,50.7,0.37
NQ00031586,C0010529,CT0047,02-2026,-69.2,1.89,51.4,0.37
NQ00031587,C0010529,CT0047,01-2026,-69.2,2.66,43.4,0.29
NQ00031588,C0010530,CT0007,03-2026,-58.4,1.3,39.0,1.46
NQ00031589,C0010530,CT0007,02-2026,-58.4,1.5,30.7,0.05
NQ00031590,C0010530,CT0007,01-2026,-58.4,1.63,19.8,0.36
NQ00031591,C0010531,CT0018,03-2026,-63.0,1.53,85.1,0.42
NQ00031592,C0010531,CT0018,02-2026,-63.0,1.52,66.6,0.33
NQ00031593,C0010531,CT0018,01-2026,-63.0,2.16,68.4,0.2
NQ00031594,C0010532,CT0019,03-2026,-59.0,1.32,96.0,1.38
NQ00031595,C0010532,CT0019,02-2026,-59.0,1.18,91.8,0.16
NQ00031596,C0010532,CT0019,01-2026,-59.0,1.08,91.2,0.8
NQ00031597,C0010533,CT0021,03-2026,-68.3,2.95,41.6,0.15
NQ00031598,C0010533,CT0021,02-2026,-68.3,1.95,46.2,0.37
NQ00031599,C0010533,CT0021,01-2026,-68.3,2.97,83.3,1.24
NQ00031600,C0010534,CT0029,03-2026,-72.1,2.81,68.4,0.35
NQ00031601,C0010534,CT0029,02-2026,-72.1,3.93,50.6,0.41
NQ00031602,C0010534,CT0029,01-2026,-72.1,2.53,68.7,0.84
NQ00031603,C0010535,CT0046,03-2026,-62.0,1.79,73.7,1.09
NQ00031604,C0010535,CT0046,02-2026,-62.0,2.19,53.4,0.55
NQ00031605,C0010535,CT0046,01-2026,-62.0,1.85,53.8,0.17
NQ00031606,C0010536,CT0049,03-2026,-78.6,2.22,53.5,1.11
NQ00031607,C0010536,CT0049,02-2026,-78.6,5.63,36.0,1.24
NQ00031608,C0010536,CT0049,01-2026,-78.6,3.61,12.0,0.7
NQ00031609,C0010537,CT0005,03-2026,-62.7,0.95,50.3,0.27
NQ00031610,C0010537,CT0005,02-2026,-62.7,1.13,56.0,0.42
NQ00031611,C0010537,CT0005,01-2026,-62.7,2.27,18.6,0.2
NQ00031612,C0010538,CT0032,03-2026,-63.1,2.34,54.7,0.81
NQ00031613,C0010538,CT0032,02-2026,-63.1,2.03,38.7,0.77
NQ00031614,C0010538,CT0032,01-2026,-63.1,1.79,43.5,0.45
NQ00031615,C0010539,CT0043,03-2026,-63.6,1.86,88.6,0.83
NQ00031616,C0010539,CT0043,02-2026,-63.6,1.94,52.6,0.85
NQ00031617,C0010539,CT0043,01-2026,-63.6,1.71,74.6,0.3
NQ00031618,C0010540,CT0056,03-2026,-72.7,2.43,23.9,2.08
NQ00031619,C0010540,CT0056,02-2026,-72.7,3.55,52.6,1.08
NQ00031620,C0010540,CT0056,01-2026,-72.7,2.16,33.2,0.75
NQ00031621,C0010541,CT0040,03-2026,-67.3,2.48,76.1,0.38
NQ00031622,C0010541,CT0040,02-2026,-67.3,2.95,34.6,0.33
NQ00031623,C0010541,CT0040,01-2026,-67.3,3.02,15.9,0.72
NQ00031624,C0010542,CT0008,03-2026,-71.6,2.53,34.6,2.38
NQ00031625,C0010542,CT0008,02-2026,-71.6,4.1,21.5,0.76
NQ00031626,C0010542,CT0008,01-2026,-71.6,3.91,34.5,0.54
NQ00031627,C0010543,CT0037,03-2026,-80.9,4.54,45.0,0.71
NQ00031628,C0010543,CT0037,02-2026,-80.9,5.3,9.8,0.76
NQ00031629,C0010543,CT0037,01-2026,-80.9,2.61,51.7,1.71
NQ00031630,C0010544,CT0020,03-2026,-75.0,3.76,24.3,1.02
NQ00031631,C0010544,CT0020,02-2026,-75.0,4.37,29.1,0.26
NQ00031632,C0010544,CT0020,01-2026,-75.0,2.04,69.1,0.47
NQ00031633,C0010545,CT0011,03-2026,-63.2,1.27,52.3,0.62
NQ00031634,C0010545,CT0011,02-2026,-63.2,1.91,69.9,0.32
NQ00031635,C0010545,CT0011,01-2026,-63.2,2.02,86.9,1.0
NQ00031636,C0010546,CT0009,03-2026,-50.6,0.1,118.5,0.02
NQ00031637,C0010546,CT0009,02-2026,-50.6,0.11,98.4,0.01
NQ00031638,C0010546,CT0009,01-2026,-50.6,0.08,59.5,0.05
NQ00031639,C0010547,CT0009,03-2026,-68.6,3.72,39.1,1.42
NQ00031640,C0010547,CT0009,02-2026,-68.6,1.99,64.7,1.33
NQ00031641,C0010547,CT0009,01-2026,-68.6,1.8,19.1,0.75
NQ00031642,C0010548,CT0010,03-2026,-66.3,1.2,38.9,1.11
NQ00031643,C0010548,CT0010,02-2026,-66.3,1.96,17.2,1.22
NQ00031644,C0010548,CT0010,01-2026,-66.3,1.11,69.3,0.41
NQ00031645,C0010549,CT0068,03-2026,-67.8,3.32,72.3,1.53
NQ00031646,C0010549,CT0068,02-2026,-67.8,1.87,82.4,0.11
NQ00031647,C0010549,CT0068,01-2026,-67.8,2.35,74.8,0.34
NQ00031648,C0010550,CT0043,03-2026,-70.1,3.16,31.5,0.7
NQ00031649,C0010550,CT0043,02-2026,-70.1,2.69,71.5,0.32
NQ00031650,C0010550,CT0043,01-2026,-70.1,1.79,24.4,0.8
NQ00031651,C0010551,CT0042,03-2026,-73.8,3.41,28.8,0.82
NQ00031652,C0010551,CT0042,02-2026,-73.8,2.01,21.9,1.45
NQ00031653,C0010551,CT0042,01-2026,-73.8,3.65,68.6,1.38
NQ00031654,C0010552,CT0006,03-2026,-68.2,2.58,17.8,1.0
NQ00031655,C0010552,CT0006,02-2026,-68.2,1.99,41.8,0.53
NQ00031656,C0010552,CT0006,01-2026,-68.2,1.48,73.9,1.41
NQ00031657,C0010553,CT0017,03-2026,-75.7,4.47,49.4,0.28
NQ00031658,C0010553,CT0017,02-2026,-75.7,3.16,63.4,1.22
NQ00031659,C0010553,CT0017,01-2026,-75.7,3.96,65.8,0.76
NQ00031660,C0010554,CT0027,03-2026,-62.1,1.51,36.3,0.74
NQ00031661,C0010554,CT0027,02-2026,-62.1,2.2,91.1,0.39
NQ00031662,C0010554,CT0027,01-2026,-62.1,0.93,71.9,0.51
NQ00031663,C0010555,CT0002,03-2026,-67.9,1.78,18.3,0.1
NQ00031664,C0010555,CT0002,02-2026,-67.9,2.92,73.4,0.99
NQ00031665,C0010555,CT0002,01-2026,-67.9,3.25,77.8,1.25
NQ00031666,C0010556,CT0017,03-2026,-70.5,2.53,66.3,1.75
NQ00031667,C0010556,CT0017,02-2026,-70.5,3.92,55.0,0.87
NQ00031668,C0010556,CT0017,01-2026,-70.5,2.57,38.3,0.6
NQ00031669,C0010557,CT0038,03-2026,-65.7,1.81,39.1,0.62
NQ00031670,C0010557,CT0038,02-2026,-65.7,1.14,39.0,0.64
NQ00031671,C0010557,CT0038,01-2026,-65.7,1.1,17.4,0.55
NQ00031672,C0010558,CT0008,03-2026,-67.0,1.55,74.8,1.86
NQ00031673,C0010558,CT0008,02-2026,-67.0,2.66,18.7,0.39
NQ00031674,C0010558,CT0008,01-2026,-67.0,1.38,39.8,0.9
NQ00031675,C0010559,CT0050,03-2026,-71.2,1.89,50.6,0.3
NQ00031676,C0010559,CT0050,02-2026,-71.2,2.17,33.6,1.03
NQ00031677,C0010559,CT0050,01-2026,-71.2,3.15,59.6,0.15
NQ00031678,C0010560,CT0012,03-2026,-74.8,3.56,38.8,0.4
NQ00031679,C0010560,CT0012,02-2026,-74.8,3.89,53.3,1.15
NQ00031680,C0010560,CT0012,01-2026,-74.8,3.79,26.8,1.05
NQ00031681,C0010561,CT0002,03-2026,-64.4,2.35,81.8,0.39
NQ00031682,C0010561,CT0002,02-2026,-64.4,1.2,15.2,0.56
NQ00031683,C0010561,CT0002,01-2026,-64.4,1.83,48.7,0.79
NQ00031684,C0010562,CT0011,03-2026,-86.9,3.35,23.9,0.29
NQ00031685,C0010562,CT0011,02-2026,-86.9,6.61,39.0,0.2
NQ00031686,C0010562,CT0011,01-2026,-86.9,4.63,20.4,2.09
NQ00031687,C0010563,CT0012,03-2026,-68.8,1.76,29.2,0.05
NQ00031688,C0010563,CT0012,02-2026,-68.8,1.9,66.0,1.22
NQ00031689,C0010563,CT0012,01-2026,-68.8,2.37,29.9,0.66
NQ00031690,C0010564,CT0014,03-2026,-58.9,0.72,96.2,0.17
NQ00031691,C0010564,CT0014,02-2026,-58.9,1.47,91.4,0.35
NQ00031692,C0010564,CT0014,01-2026,-58.9,1.1,20.8,0.12
NQ00031693,C0010565,CT0010,03-2026,-64.7,1.91,56.2,0.29
NQ00031694,C0010565,CT0010,02-2026,-64.7,1.81,38.6,0.04
NQ00031695,C0010565,CT0010,01-2026,-64.7,1.91,37.8,0.62
NQ00031696,C0010566,CT0023,03-2026,-68.0,1.39,81.9,0.76
NQ00031697,C0010566,CT0023,02-2026,-68.0,2.81,56.9,0.51
NQ00031698,C0010566,CT0023,01-2026,-68.0,2.24,67.2,1.09
NQ00031699,C0010567,CT0026,03-2026,-71.0,2.54,41.2,1.01
NQ00031700,C0010567,CT0026,02-2026,-71.0,1.42,16.1,1.16
NQ00031701,C0010567,CT0026,01-2026,-71.0,3.83,74.3,0.2
NQ00031702,C0010568,CT0019,03-2026,-72.5,2.05,52.3,0.41
NQ00031703,C0010568,CT0019,02-2026,-72.5,4.47,42.6,0.92
NQ00031704,C0010568,CT0019,01-2026,-72.5,3.99,64.1,0.86
NQ00031705,C0010569,CT0036,03-2026,-64.3,1.25,15.6,0.39
NQ00031706,C0010569,CT0036,02-2026,-64.3,1.6,31.7,0.15
NQ00031707,C0010569,CT0036,01-2026,-64.3,2.15,50.0,0.44
NQ00031708,C0010570,CT0031,03-2026,-69.4,3.49,53.1,0.07
NQ00031709,C0010570,CT0031,02-2026,-69.4,1.39,29.4,0.84
NQ00031710,C0010570,CT0031,01-2026,-69.4,1.51,72.1,0.5
NQ00031711,C0010571,CT0013,03-2026,-63.8,2.46,43.8,0.69
NQ00031712,C0010571,CT0013,02-2026,-63.8,1.44,72.8,1.27
NQ00031713,C0010571,CT0013,01-2026,-63.8,1.87,44.3,1.06
NQ00031714,C0010572,CT0065,03-2026,-73.8,3.24,20.1,0.93
NQ00031715,C0010572,CT0065,02-2026,-73.8,2.7,14.2,0.27
NQ00031716,C0010572,CT0065,01-2026,-73.8,1.7,52.6,0.38
NQ00031717,C0010573,CT0032,03-2026,-66.8,1.73,39.5,1.22
NQ00031718,C0010573,CT0032,02-2026,-66.8,2.49,69.1,1.05
NQ00031719,C0010573,CT0032,01-2026,-66.8,3.11,50.3,0.12
NQ00031720,C0010574,CT0017,03-2026,-63.9,1.36,37.9,0.6
NQ00031721,C0010574,CT0017,02-2026,-63.9,2.59,48.8,0.06
NQ00031722,C0010574,CT0017,01-2026,-63.9,2.64,19.4,0.2
NQ00031723,C0010575,CT0002,03-2026,-56.2,1.2,57.3,0.19
NQ00031724,C0010575,CT0002,02-2026,-56.2,0.59,58.9,0.03
NQ00031725,C0010575,CT0002,01-2026,-56.2,1.17,100.0,0.18
NQ00031726,C0010576,CT0035,03-2026,-73.2,3.63,32.8,0.72
NQ00031727,C0010576,CT0035,02-2026,-73.2,3.92,45.9,0.41
NQ00031728,C0010576,CT0035,01-2026,-73.2,1.6,14.6,1.02
NQ00031729,C0010577,CT0024,03-2026,-66.2,2.96,59.0,0.41
NQ00031730,C0010577,CT0024,02-2026,-66.2,3.08,15.1,0.59
NQ00031731,C0010577,CT0024,01-2026,-66.2,2.43,17.0,0.82
NQ00031732,C0010578,CT0006,03-2026,-58.1,1.58,67.3,0.51
NQ00031733,C0010578,CT0006,02-2026,-58.1,1.13,80.8,0.38
NQ00031734,C0010578,CT0006,01-2026,-58.1,1.03,69.2,0.72
NQ00031735,C0010579,CT0052,03-2026,-76.8,2.37,23.0,1.03
NQ00031736,C0010579,CT0052,02-2026,-76.8,4.02,17.5,0.89
NQ00031737,C0010579,CT0052,01-2026,-76.8,2.93,38.4,0.33
NQ00031738,C0010580,CT0037,03-2026,-69.4,3.23,22.3,1.29
NQ00031739,C0010580,CT0037,02-2026,-69.4,1.49,80.1,1.29
NQ00031740,C0010580,CT0037,01-2026,-69.4,2.72,69.2,2.04
NQ00031741,C0010581,CT0060,03-2026,-75.7,3.91,32.5,0.3
NQ00031742,C0010581,CT0060,02-2026,-75.7,2.36,17.8,1.11
NQ00031743,C0010581,CT0060,01-2026,-75.7,1.96,37.7,1.18
NQ00031744,C0010582,CT0023,03-2026,-71.9,2.47,67.5,0.65
NQ00031745,C0010582,CT0023,02-2026,-71.9,3.14,56.7,0.95
NQ00031746,C0010582,CT0023,01-2026,-71.9,2.6,59.8,0.09
NQ00031747,C0010583,CT0042,03-2026,-75.5,3.88,21.8,1.18
NQ00031748,C0010583,CT0042,02-2026,-75.5,1.89,59.3,0.47
NQ00031749,C0010583,CT0042,01-2026,-75.5,2.5,65.4,0.57
NQ00031750,C0010584,CT0001,03-2026,-55.8,0.71,44.7,0.11
NQ00031751,C0010584,CT0001,02-2026,-55.8,0.45,30.2,0.07
NQ00031752,C0010584,CT0001,01-2026,-55.8,0.84,85.5,0.02
NQ00031753,C0010585,CT0021,03-2026,-64.5,2.41,78.8,0.65
NQ00031754,C0010585,CT0021,02-2026,-64.5,2.3,15.5,0.71
NQ00031755,C0010585,CT0021,01-2026,-64.5,1.75,90.1,0.31
NQ00031756,C0010586,CT0002,03-2026,-81.9,2.84,51.5,1.19
NQ00031757,C0010586,CT0002,02-2026,-81.9,5.28,26.4,0.53
NQ00031758,C0010586,CT0002,01-2026,-81.9,3.02,50.6,0.64
NQ00031759,C0010587,CT0063,03-2026,-74.1,2.52,44.2,1.11
NQ00031760,C0010587,CT0063,02-2026,-74.1,1.76,36.1,0.69
NQ00031761,C0010587,CT0063,01-2026,-74.1,4.13,35.3,0.49
NQ00031762,C0010588,CT0030,03-2026,-69.2,3.16,45.3,1.59
NQ00031763,C0010588,CT0030,02-2026,-69.2,1.78,71.5,0.18
NQ00031764,C0010588,CT0030,01-2026,-69.2,2.86,61.3,0.3
NQ00031765,C0010589,CT0008,03-2026,-76.4,2.74,21.5,0.45
NQ00031766,C0010589,CT0008,02-2026,-76.4,2.76,23.5,0.23
NQ00031767,C0010589,CT0008,01-2026,-76.4,2.34,13.3,0.63
NQ00031768,C0010590,CT0012,03-2026,-67.9,1.47,41.2,0.85
NQ00031769,C0010590,CT0012,02-2026,-67.9,1.67,31.2,1.93
