contract_id,customer_id,plan_id,contract_type,contract_length_months,start_date,end_date,auto_renew,renewal_status
CN005927,C0010675,PL010,Postpaid Mobile,36,31-10-2020,16-10-2023,Yes,Auto-Renewed
CN005928,C0010679,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN005929,C0010680,PL022,Enterprise,24,23-02-2022,13-02-2024,No,Renewed
CN005930,C0010682,PL022,Enterprise,12,01-01-2014,27-12-2014,Yes,Renewed
CN005931,C0010684,PL005,Prepaid Mobile,12,18-06-2021,13-06-2022,No,Auto-Renewed
CN005932,C0010685,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Pending
CN005933,C0010686,PL008,Postpaid Mobile,12,13-02-2018,08-02-2019,Yes,Renewed
CN005934,C0010690,PL006,Prepaid Mobile,12,07-02-2025,02-02-2026,Yes,Not Renewed
CN005935,C0010691,PL010,Postpaid Mobile,18,10-03-2021,01-09-2022,No,Renewed
CN005936,C0010692,PL008,Postpaid Mobile,36,21-06-2022,05-06-2025,No,Active
CN005937,C0010693,PL005,Prepaid Mobile,12,07-06-2018,02-06-2019,No,Auto-Renewed
CN005938,C0010694,PL007,Postpaid Mobile,18,06-11-2014,29-04-2016,No,Not Renewed
CN005939,C0010695,PL007,Postpaid Mobile,12,15-02-2020,09-02-2021,No,Auto-Renewed
CN005940,C0010699,PL008,Postpaid Mobile,36,25-05-2016,10-05-2019,Yes,Renewed
CN005941,C0010700,PL011,Postpaid Mobile,24,04-03-2019,21-02-2021,No,Pending
CN005942,C0010701,PL007,Postpaid Mobile,24,28-07-2023,17-07-2025,No,Cancelled
CN005943,C0010703,PL007,Postpaid Mobile,24,03-10-2017,23-09-2019,No,Not Renewed
CN005944,C0010704,PL009,Postpaid Mobile,36,01-08-2014,16-07-2017,No,Not Renewed
CN005945,C0010705,PL025,Smart Home,12,10-08-2020,05-08-2021,No,Renewed
CN005946,C0010707,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN005947,C0010708,PL023,IoT Solutions,18,24-09-2019,17-03-2021,Yes,Auto-Renewed
CN005948,C0010709,PL008,Postpaid Mobile,12,10-04-2024,05-04-2025,Yes,Auto-Renewed
CN005949,C0010711,PL005,Prepaid Mobile,12,07-07-2018,02-07-2019,No,Cancelled
CN005950,C0010712,PL007,Postpaid Mobile,18,24-09-2016,18-03-2018,No,Renewed
CN005951,C0010713,PL007,Postpaid Mobile,18,15-05-2021,06-11-2022,No,Auto-Renewed
CN005952,C0010714,PL007,Postpaid Mobile,18,26-06-2025,18-12-2026,Yes,Active
CN005953,C0010715,PL016,Fiber Broadband,18,12-06-2025,04-12-2026,Yes,Renewed
CN005954,C0010719,PL005,Prepaid Mobile,12,11-07-2018,06-07-2019,Yes,Pending
CN005955,C0010720,PL022,Enterprise,24,05-02-2021,26-01-2023,No,Pending
CN005956,C0010722,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN005957,C0010725,PL011,Postpaid Mobile,12,03-05-2024,28-04-2025,Yes,Renewed
CN005958,C0010728,PL006,Prepaid Mobile,12,10-05-2016,05-05-2017,No,Active
CN005959,C0010730,PL018,Fiber Broadband,24,03-01-2022,24-12-2023,Yes,Renewed
CN005960,C0010733,PL006,Prepaid Mobile,12,03-07-2017,28-06-2018,Yes,Pending
CN005961,C0010734,PL010,Postpaid Mobile,24,27-09-2025,17-09-2027,No,Renewed
CN005962,C0010736,PL024,IoT Solutions,12,23-05-2016,18-05-2017,Yes,Cancelled
CN005963,C0010737,PL007,Postpaid Mobile,12,16-02-2016,10-02-2017,Yes,Active
CN005964,C0010739,PL017,Fiber Broadband,12,26-08-2017,21-08-2018,Yes,Not Renewed
CN005965,C0010740,PL009,Postpaid Mobile,12,15-06-2025,10-06-2026,No,Renewed
CN005966,C0010741,PL018,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Active
CN005967,C0010742,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Pending
CN005968,C0010743,PL017,Fiber Broadband,12,29-10-2016,24-10-2017,No,Auto-Renewed
CN005969,C0010744,PL009,Postpaid Mobile,18,16-02-2019,09-08-2020,Yes,Renewed
CN005970,C0010745,PL017,Fiber Broadband,12,27-03-2022,22-03-2023,No,Active
CN005971,C0010749,PL010,Postpaid Mobile,24,30-05-2018,19-05-2020,Yes,Pending
CN005972,C0010750,PL018,Fiber Broadband,24,22-05-2021,12-05-2023,No,Auto-Renewed
CN005973,C0010751,PL008,Postpaid Mobile,24,09-12-2018,28-11-2020,Yes,Auto-Renewed
CN005974,C0010752,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN005975,C0010754,PL010,Postpaid Mobile,24,16-07-2021,06-07-2023,No,Pending
CN005976,C0010755,PL023,IoT Solutions,24,19-02-2019,08-02-2021,Yes,Pending
CN005977,C0010756,PL017,Fiber Broadband,36,13-02-2019,28-01-2022,No,Auto-Renewed
CN005978,C0010757,PL017,Fiber Broadband,36,01-01-2014,16-12-2016,No,Active
CN005979,C0010758,PL016,Fiber Broadband,24,31-12-2020,21-12-2022,Yes,Active
CN005980,C0010759,PL010,Postpaid Mobile,12,28-04-2021,23-04-2022,Yes,Cancelled
CN005981,C0010760,PL006,Prepaid Mobile,18,19-12-2017,12-06-2019,No,Active
CN005982,C0010761,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Active
CN005983,C0010762,PL024,IoT Solutions,18,07-08-2014,29-01-2016,No,Auto-Renewed
CN005984,C0010767,PL006,Prepaid Mobile,36,13-02-2019,28-01-2022,Yes,Renewed
CN005985,C0010769,PL015,Fiber Broadband,12,20-09-2025,15-09-2026,Yes,Not Renewed
CN005986,C0010770,PL005,Prepaid Mobile,12,24-04-2023,18-04-2024,No,Not Renewed
CN005987,C0010772,PL022,Enterprise,36,01-01-2014,16-12-2016,Yes,Not Renewed
CN005988,C0010773,PL023,IoT Solutions,36,17-08-2017,01-08-2020,Yes,Renewed
CN005989,C0010776,PL006,Prepaid Mobile,24,21-12-2014,10-12-2016,No,Renewed
CN005990,C0010778,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN005991,C0010780,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN005992,C0010781,PL006,Prepaid Mobile,36,30-11-2024,15-11-2027,No,Pending
CN005993,C0010784,PL017,Fiber Broadband,18,12-08-2014,03-02-2016,Yes,Renewed
CN005994,C0010785,PL006,Prepaid Mobile,12,14-01-2020,08-01-2021,Yes,Pending
CN005995,C0010787,PL011,Postpaid Mobile,12,20-06-2019,14-06-2020,Yes,Renewed
CN005996,C0010789,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,No,Renewed
CN005997,C0010790,PL011,Postpaid Mobile,18,01-01-2014,25-06-2015,Yes,Active
CN005998,C0010791,PL005,Prepaid Mobile,18,09-06-2018,01-12-2019,No,Pending
CN005999,C0010793,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN006000,C0010794,PL021,Enterprise,12,03-04-2017,29-03-2018,No,Auto-Renewed
CN006001,C0010795,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN006002,C0010801,PL009,Postpaid Mobile,36,09-07-2015,23-06-2018,Yes,Not Renewed
CN006003,C0010804,PL015,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Not Renewed
CN006004,C0010805,PL017,Fiber Broadband,12,08-02-2023,03-02-2024,Yes,Renewed
CN006005,C0010806,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,No,Not Renewed
CN006006,C0010807,PL009,Postpaid Mobile,24,22-01-2025,12-01-2027,Yes,Renewed
CN006007,C0010809,PL022,Enterprise,24,01-01-2014,22-12-2015,No,Not Renewed
CN006008,C0010810,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Renewed
CN006009,C0010812,PL008,Postpaid Mobile,18,04-04-2016,26-09-2017,No,Cancelled
CN006010,C0010818,PL016,Fiber Broadband,18,01-01-2014,25-06-2015,No,Active
CN006011,C0010823,PL006,Prepaid Mobile,12,14-03-2024,09-03-2025,Yes,Auto-Renewed
CN006012,C0010824,PL007,Postpaid Mobile,18,19-02-2020,12-08-2021,No,Pending
CN006013,C0010828,PL010,Postpaid Mobile,12,19-04-2017,14-04-2018,No,Auto-Renewed
CN006014,C0010829,PL008,Postpaid Mobile,18,08-06-2017,30-11-2018,Yes,Renewed
CN006015,C0010831,PL024,IoT Solutions,24,17-11-2017,07-11-2019,No,Renewed
CN006016,C0010832,PL021,Enterprise,18,01-01-2014,25-06-2015,No,Renewed
CN006017,C0010834,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN006018,C0010835,PL008,Postpaid Mobile,36,19-02-2018,03-02-2021,Yes,Pending
CN006019,C0010836,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Pending
CN006020,C0010837,PL009,Postpaid Mobile,24,24-09-2025,14-09-2027,No,Not Renewed
CN006021,C0010838,PL022,Enterprise,12,01-01-2014,27-12-2014,Yes,Renewed
CN006022,C0010841,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN006023,C0010844,PL010,Postpaid Mobile,36,13-11-2014,28-10-2017,Yes,Renewed
CN006024,C0010847,PL008,Postpaid Mobile,24,01-02-2022,22-01-2024,Yes,Renewed
CN006025,C0010848,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN006026,C0010851,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Active
CN006027,C0010852,PL011,Postpaid Mobile,12,15-02-2025,10-02-2026,Yes,Renewed
CN006028,C0010856,PL011,Postpaid Mobile,12,26-03-2016,21-03-2017,Yes,Active
CN006029,C0010857,PL018,Fiber Broadband,18,06-08-2016,28-01-2018,Yes,Active
CN006030,C0010858,PL022,Enterprise,12,30-06-2016,25-06-2017,Yes,Renewed
CN006031,C0010859,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN006032,C0010861,PL008,Postpaid Mobile,18,05-04-2014,27-09-2015,Yes,Active
CN006033,C0010863,PL011,Postpaid Mobile,18,11-05-2021,02-11-2022,Yes,Pending
CN006034,C0010865,PL025,Smart Home,12,17-11-2019,11-11-2020,Yes,Pending
CN006035,C0010867,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Renewed
CN006036,C0010869,PL025,Smart Home,12,18-08-2025,13-08-2026,No,Active
CN006037,C0010870,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN006038,C0010871,PL011,Postpaid Mobile,12,10-01-2020,04-01-2021,Yes,Auto-Renewed
CN006039,C0010872,PL024,IoT Solutions,18,09-04-2018,01-10-2019,No,Renewed
CN006040,C0010874,PL008,Postpaid Mobile,24,22-12-2019,11-12-2021,Yes,Cancelled
CN006041,C0010877,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN006042,C0010882,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN006043,C0010883,PL010,Postpaid Mobile,12,18-05-2022,13-05-2023,Yes,Renewed
CN006044,C0010885,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN006045,C0010886,PL011,Postpaid Mobile,12,30-07-2017,25-07-2018,Yes,Auto-Renewed
CN006046,C0010887,PL009,Postpaid Mobile,24,11-10-2018,30-09-2020,Yes,Renewed
CN006047,C0010890,PL005,Prepaid Mobile,12,30-04-2014,25-04-2015,No,Pending
CN006048,C0010891,PL005,Prepaid Mobile,24,01-05-2025,21-04-2027,No,Cancelled
CN006049,C0010892,PL011,Postpaid Mobile,24,14-04-2017,04-04-2019,Yes,Renewed
CN006050,C0010893,PL009,Postpaid Mobile,24,02-04-2024,23-03-2026,No,Renewed
CN006051,C0010896,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Renewed
CN006052,C0010897,PL006,Prepaid Mobile,12,03-11-2018,29-10-2019,Yes,Cancelled
CN006053,C0010898,PL018,Fiber Broadband,24,25-05-2023,14-05-2025,No,Renewed
CN006054,C0010899,PL021,Enterprise,12,16-11-2024,11-11-2025,Yes,Renewed
CN006055,C0010902,PL005,Prepaid Mobile,24,27-09-2023,16-09-2025,No,Auto-Renewed
CN006056,C0010904,PL022,Enterprise,18,18-03-2017,09-09-2018,No,Renewed
CN006057,C0010905,PL005,Prepaid Mobile,12,20-09-2023,14-09-2024,Yes,Active
CN006058,C0010906,PL024,IoT Solutions,24,03-04-2019,23-03-2021,Yes,Cancelled
CN006059,C0010907,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN006060,C0010909,PL005,Prepaid Mobile,36,26-10-2021,10-10-2024,No,Pending
CN006061,C0010911,PL006,Prepaid Mobile,24,30-12-2015,19-12-2017,Yes,Active
CN006062,C0010912,PL006,Prepaid Mobile,36,21-12-2025,05-12-2028,Yes,Pending
CN006063,C0010913,PL007,Postpaid Mobile,12,05-03-2023,28-02-2024,No,Cancelled
CN006064,C0010915,PL010,Postpaid Mobile,36,12-06-2016,28-05-2019,No,Pending
CN006065,C0010920,PL024,IoT Solutions,36,15-10-2019,29-09-2022,No,Active
CN006066,C0010921,PL006,Prepaid Mobile,12,16-11-2021,11-11-2022,No,Auto-Renewed
CN006067,C0010922,PL011,Postpaid Mobile,12,16-07-2016,11-07-2017,No,Pending
CN006068,C0010923,PL010,Postpaid Mobile,12,12-01-2019,07-01-2020,Yes,Active
CN006069,C0010925,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN006070,C0010926,PL010,Postpaid Mobile,24,19-04-2017,09-04-2019,Yes,Renewed
CN006071,C0010927,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Active
CN006072,C0010928,PL005,Prepaid Mobile,12,09-03-2019,03-03-2020,Yes,Pending
CN006073,C0010930,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,No,Not Renewed
CN006074,C0010931,PL010,Postpaid Mobile,12,27-01-2020,21-01-2021,No,Pending
CN006075,C0010932,PL008,Postpaid Mobile,18,09-02-2015,02-08-2016,Yes,Renewed
CN006076,C0010933,PL021,Enterprise,12,01-01-2014,27-12-2014,Yes,Active
CN006077,C0010936,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Active
CN006078,C0010938,PL011,Postpaid Mobile,12,27-12-2019,21-12-2020,Yes,Renewed
CN006079,C0010939,PL005,Prepaid Mobile,12,09-04-2014,04-04-2015,Yes,Pending
CN006080,C0010940,PL009,Postpaid Mobile,24,18-11-2025,08-11-2027,No,Renewed
CN006081,C0010941,PL015,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Cancelled
CN006082,C0010945,PL006,Prepaid Mobile,18,26-06-2025,18-12-2026,No,Cancelled
CN006083,C0010946,PL018,Fiber Broadband,24,09-11-2015,29-10-2017,No,Active
CN006084,C0010948,PL008,Postpaid Mobile,36,15-10-2022,29-09-2025,No,Renewed
CN006085,C0010950,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN006086,C0010952,PL009,Postpaid Mobile,24,26-12-2021,16-12-2023,Yes,Renewed
CN006087,C0010953,PL009,Postpaid Mobile,24,02-03-2019,19-02-2021,No,Active
CN006088,C0010955,PL008,Postpaid Mobile,12,21-01-2015,16-01-2016,Yes,Not Renewed
CN006089,C0010956,PL010,Postpaid Mobile,24,16-05-2018,05-05-2020,No,Renewed
CN006090,C0010958,PL009,Postpaid Mobile,12,07-02-2016,01-02-2017,Yes,Renewed
CN006091,C0010960,PL005,Prepaid Mobile,36,01-09-2025,16-08-2028,Yes,Active
CN006092,C0010961,PL016,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Renewed
CN006093,C0010962,PL005,Prepaid Mobile,12,17-05-2022,12-05-2023,No,Renewed
CN006094,C0010964,PL008,Postpaid Mobile,12,14-12-2023,08-12-2024,Yes,Auto-Renewed
CN006095,C0010965,PL023,IoT Solutions,12,22-04-2014,17-04-2015,Yes,Pending
CN006096,C0010968,PL006,Prepaid Mobile,12,03-05-2014,28-04-2015,Yes,Pending
CN006097,C0010970,PL021,Enterprise,12,28-01-2016,22-01-2017,Yes,Active
CN006098,C0010971,PL022,Enterprise,12,01-01-2014,27-12-2014,No,Pending
CN006099,C0010972,PL018,Fiber Broadband,12,29-12-2022,24-12-2023,Yes,Auto-Renewed
CN006100,C0010973,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Active
CN006101,C0010974,PL005,Prepaid Mobile,36,01-01-2014,16-12-2016,No,Renewed
CN006102,C0010975,PL011,Postpaid Mobile,24,26-10-2019,15-10-2021,No,Pending
CN006103,C0010977,PL007,Postpaid Mobile,24,11-04-2021,01-04-2023,Yes,Renewed
CN006104,C0010981,PL006,Prepaid Mobile,12,22-03-2023,16-03-2024,Yes,Renewed
CN006105,C0010982,PL010,Postpaid Mobile,12,19-10-2014,14-10-2015,No,Auto-Renewed
CN006106,C0010985,PL005,Prepaid Mobile,24,01-01-2020,21-12-2021,No,Renewed
CN006107,C0010987,PL005,Prepaid Mobile,12,07-02-2026,02-02-2027,Yes,Not Renewed
CN006108,C0010988,PL011,Postpaid Mobile,12,14-06-2017,09-06-2018,Yes,Pending
CN006109,C0010990,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN006110,C0010994,PL007,Postpaid Mobile,24,01-06-2022,21-05-2024,No,Cancelled
CN006111,C0010995,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Pending
CN006112,C0010996,PL009,Postpaid Mobile,12,01-07-2017,26-06-2018,Yes,Renewed
CN006113,C0010998,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN006114,C0011002,PL005,Prepaid Mobile,36,26-06-2021,10-06-2024,Yes,Auto-Renewed
CN006115,C0011004,PL006,Prepaid Mobile,36,01-01-2014,16-12-2016,No,Active
CN006116,C0011005,PL007,Postpaid Mobile,24,27-01-2020,16-01-2022,Yes,Renewed
CN006117,C0011008,PL022,Enterprise,12,08-06-2022,03-06-2023,No,Active
CN006118,C0011009,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN006119,C0011011,PL009,Postpaid Mobile,24,18-08-2016,08-08-2018,Yes,Not Renewed
CN006120,C0011013,PL025,Smart Home,18,05-01-2023,28-06-2024,No,Active
CN006121,C0011014,PL010,Postpaid Mobile,12,15-03-2018,10-03-2019,No,Not Renewed
CN006122,C0011016,PL022,Enterprise,36,01-01-2014,16-12-2016,No,Auto-Renewed
CN006123,C0011022,PL006,Prepaid Mobile,12,22-04-2014,17-04-2015,Yes,Active
CN006124,C0011023,PL007,Postpaid Mobile,36,19-08-2017,03-08-2020,Yes,Auto-Renewed
CN006125,C0011028,PL016,Fiber Broadband,36,01-01-2014,16-12-2016,No,Renewed
CN006126,C0011029,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Active
CN006127,C0011030,PL005,Prepaid Mobile,36,02-02-2016,17-01-2019,Yes,Renewed
CN006128,C0011032,PL016,Fiber Broadband,18,01-01-2014,25-06-2015,No,Not Renewed
CN006129,C0011033,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN006130,C0011038,PL022,Enterprise,12,01-01-2014,27-12-2014,Yes,Renewed
CN006131,C0011042,PL022,Enterprise,12,01-01-2014,27-12-2014,Yes,Pending
CN006132,C0011044,PL008,Postpaid Mobile,24,08-07-2017,28-06-2019,Yes,Renewed
CN006133,C0011046,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN006134,C0011051,PL021,Enterprise,12,08-02-2026,03-02-2027,Yes,Auto-Renewed
CN006135,C0011054,PL006,Prepaid Mobile,12,16-03-2020,11-03-2021,No,Active
CN006136,C0011055,PL009,Postpaid Mobile,24,29-04-2016,19-04-2018,Yes,Auto-Renewed
CN006137,C0011056,PL010,Postpaid Mobile,12,11-10-2022,06-10-2023,No,Auto-Renewed
CN006138,C0011057,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN006139,C0011058,PL006,Prepaid Mobile,12,11-01-2014,06-01-2015,No,Renewed
CN006140,C0011060,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN006141,C0011062,PL025,Smart Home,12,18-03-2019,12-03-2020,No,Active
CN006142,C0011063,PL010,Postpaid Mobile,12,09-03-2020,04-03-2021,No,Renewed
CN006143,C0011064,PL010,Postpaid Mobile,36,12-10-2024,27-09-2027,Yes,Active
CN006144,C0011066,PL010,Postpaid Mobile,12,22-01-2014,17-01-2015,Yes,Renewed
CN006145,C0011068,PL021,Enterprise,12,01-01-2014,27-12-2014,Yes,Renewed
CN006146,C0011069,PL006,Prepaid Mobile,12,30-01-2021,25-01-2022,No,Renewed
CN006147,C0011074,PL005,Prepaid Mobile,18,17-05-2022,08-11-2023,No,Auto-Renewed
CN006148,C0011075,PL010,Postpaid Mobile,24,22-05-2020,12-05-2022,No,Pending
CN006149,C0011076,PL025,Smart Home,12,20-09-2023,14-09-2024,Yes,Auto-Renewed
CN006150,C0011077,PL023,IoT Solutions,24,18-12-2020,08-12-2022,Yes,Cancelled
CN006151,C0011079,PL010,Postpaid Mobile,12,14-05-2022,09-05-2023,No,Renewed
CN006152,C0011081,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN006153,C0011083,PL018,Fiber Broadband,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN006154,C0011085,PL022,Enterprise,12,01-01-2014,27-12-2014,Yes,Pending
CN006155,C0011086,PL015,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Renewed
CN006156,C0011087,PL006,Prepaid Mobile,24,30-05-2017,20-05-2019,Yes,Active
CN006157,C0011088,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN006158,C0011089,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN006159,C0011091,PL006,Prepaid Mobile,24,19-09-2024,09-09-2026,Yes,Pending
CN006160,C0011093,PL023,IoT Solutions,12,20-03-2014,15-03-2015,Yes,Auto-Renewed
CN006161,C0011094,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Pending
CN006162,C0011096,PL005,Prepaid Mobile,12,27-11-2021,22-11-2022,Yes,Renewed
CN006163,C0011097,PL005,Prepaid Mobile,12,23-02-2025,18-02-2026,No,Auto-Renewed
CN006164,C0011101,PL024,IoT Solutions,12,08-11-2022,03-11-2023,Yes,Active
CN006165,C0011106,PL022,Enterprise,12,05-03-2020,28-02-2021,Yes,Auto-Renewed
CN006166,C0011108,PL017,Fiber Broadband,18,17-05-2015,07-11-2016,Yes,Renewed
CN006167,C0011113,PL010,Postpaid Mobile,24,13-11-2019,02-11-2021,No,Active
CN006168,C0011114,PL021,Enterprise,12,01-01-2014,27-12-2014,No,Pending
CN006169,C0011115,PL010,Postpaid Mobile,12,09-03-2025,04-03-2026,No,Auto-Renewed
CN006170,C0011116,PL025,Smart Home,12,06-04-2015,31-03-2016,Yes,Auto-Renewed
CN006171,C0011117,PL009,Postpaid Mobile,12,09-09-2020,04-09-2021,No,Not Renewed
CN006172,C0011118,PL008,Postpaid Mobile,24,02-02-2022,23-01-2024,Yes,Renewed
CN006173,C0011119,PL008,Postpaid Mobile,12,06-11-2016,01-11-2017,Yes,Pending
CN006174,C0011121,PL007,Postpaid Mobile,36,05-05-2021,19-04-2024,Yes,Not Renewed
CN006175,C0011122,PL008,Postpaid Mobile,36,12-11-2015,27-10-2018,No,Not Renewed
CN006176,C0011124,PL006,Prepaid Mobile,12,21-10-2018,16-10-2019,No,Renewed
CN006177,C0011128,PL009,Postpaid Mobile,12,09-11-2023,03-11-2024,Yes,Auto-Renewed
CN006178,C0011129,PL007,Postpaid Mobile,12,17-01-2015,12-01-2016,No,Not Renewed
CN006179,C0011130,PL018,Fiber Broadband,24,28-12-2016,18-12-2018,Yes,Auto-Renewed
CN006180,C0011131,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN006181,C0011132,PL009,Postpaid Mobile,12,07-04-2015,01-04-2016,Yes,Renewed
CN006182,C0011133,PL016,Fiber Broadband,12,05-12-2021,30-11-2022,No,Auto-Renewed
CN006183,C0011134,PL007,Postpaid Mobile,12,04-04-2025,30-03-2026,No,Renewed
CN006184,C0011136,PL010,Postpaid Mobile,18,30-09-2020,24-03-2022,Yes,Active
CN006185,C0011138,PL008,Postpaid Mobile,12,25-11-2016,20-11-2017,Yes,Active
CN006186,C0011142,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN006187,C0011144,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN006188,C0011145,PL011,Postpaid Mobile,36,28-11-2018,12-11-2021,Yes,Active
CN006189,C0011147,PL009,Postpaid Mobile,36,03-11-2015,18-10-2018,No,Auto-Renewed
CN006190,C0011148,PL009,Postpaid Mobile,18,10-10-2020,03-04-2022,No,Cancelled
CN006191,C0011151,PL007,Postpaid Mobile,12,27-03-2023,21-03-2024,Yes,Auto-Renewed
CN006192,C0011153,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Pending
CN006193,C0011154,PL008,Postpaid Mobile,24,27-08-2017,17-08-2019,No,Active
CN006194,C0011156,PL011,Postpaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN006195,C0011157,PL008,Postpaid Mobile,12,30-05-2023,24-05-2024,Yes,Not Renewed
CN006196,C0011158,PL021,Enterprise,36,13-06-2025,28-05-2028,No,Renewed
CN006197,C0011159,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Renewed
CN006198,C0011160,PL011,Postpaid Mobile,18,01-01-2014,25-06-2015,Yes,Renewed
CN006199,C0011163,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN006200,C0011167,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Pending
CN006201,C0011169,PL007,Postpaid Mobile,12,18-08-2017,13-08-2018,No,Active
CN006202,C0011172,PL005,Prepaid Mobile,12,16-09-2021,11-09-2022,Yes,Renewed
CN006203,C0011173,PL025,Smart Home,12,16-10-2025,11-10-2026,No,Not Renewed
CN006204,C0011174,PL005,Prepaid Mobile,12,17-04-2014,12-04-2015,Yes,Not Renewed
CN006205,C0011175,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Pending
CN006206,C0011178,PL010,Postpaid Mobile,18,03-01-2018,27-06-2019,Yes,Renewed
CN006207,C0011179,PL016,Fiber Broadband,18,01-01-2014,25-06-2015,Yes,Pending
CN006208,C0011180,PL016,Fiber Broadband,24,09-09-2019,29-08-2021,Yes,Not Renewed
CN006209,C0011181,PL011,Postpaid Mobile,36,01-01-2014,16-12-2016,Yes,Not Renewed
CN006210,C0011182,PL009,Postpaid Mobile,18,21-07-2023,11-01-2025,Yes,Not Renewed
CN006211,C0011184,PL017,Fiber Broadband,18,01-01-2014,25-06-2015,No,Active
CN006212,C0011186,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN006213,C0011189,PL009,Postpaid Mobile,18,18-10-2017,11-04-2019,No,Pending
CN006214,C0011191,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN006215,C0011193,PL015,Fiber Broadband,24,19-12-2015,08-12-2017,Yes,Renewed
CN006216,C0011196,PL022,Enterprise,24,26-08-2016,16-08-2018,Yes,Auto-Renewed
CN006217,C0011198,PL025,Smart Home,24,02-07-2020,22-06-2022,Yes,Renewed
