recharge_id,customer_id,recharge_date,amount_inr,plan_id,payment_method
RC00062839,C0008035,22-08-2020,322.68,PL006,RTGS
RC00062840,C0008035,02-04-2023,311.57,PL006,Cash
RC00062841,C0008035,07-12-2023,308.35,PL006,Auto Debit
RC00062842,C0008035,12-04-2024,289.66,PL006,Auto Debit
RC00062843,C0008035,22-01-2022,271.4,PL006,Debit Card
RC00062844,C0008035,05-06-2017,297.05,PL006,Debit Card
RC00062845,C0008035,09-01-2021,299.49,PL006,UPI
RC00062846,C0008035,23-01-2017,308.37,PL006,UPI
RC00062847,C0008035,03-09-2020,325.5,PL006,UPI
RC00062848,C0008035,01-09-2021,319.06,PL006,Net Banking
RC00062849,C0008035,07-02-2023,321.09,PL006,UPI
RC00062850,C0008035,15-07-2024,319.86,PL006,UPI
RC00062851,C0008035,18-09-2025,304.32,PL006,UPI
RC00062852,C0008035,25-01-2022,292.24,PL006,Credit Card
RC00062853,C0008035,25-01-2014,328.96,PL006,Net Banking
RC00062854,C0008035,21-03-2018,329.52,PL006,Debit Card
RC00062855,C0008035,20-03-2014,306.16,PL006,Credit Card
RC00062856,C0008035,10-08-2025,289.02,PL006,Wallet
RC00062857,C0008037,21-04-2016,297.68,PL006,Wallet
RC00062858,C0008037,12-06-2020,316.76,PL006,UPI
RC00062859,C0008037,18-02-2020,293.84,PL006,Debit Card
RC00062860,C0008037,21-07-2020,316.77,PL006,Debit Card
RC00062861,C0008037,20-09-2025,322.83,PL006,UPI
RC00062862,C0008037,26-07-2020,312.05,PL006,Credit Card
RC00062863,C0008037,26-01-2015,294.41,PL006,UPI
RC00062864,C0008037,16-10-2024,318.13,PL006,Credit Card
RC00062865,C0008037,23-04-2016,271.0,PL006,Net Banking
RC00062866,C0008037,22-02-2025,322.69,PL006,Credit Card
RC00062867,C0008037,07-08-2019,284.18,PL006,Credit Card
RC00062868,C0008037,11-09-2015,323.83,PL006,UPI
RC00062869,C0008037,03-11-2023,320.92,PL006,Net Banking
RC00062870,C0008037,16-07-2016,313.38,PL006,Wallet
RC00062871,C0008037,12-08-2014,272.14,PL006,UPI
RC00062872,C0008037,24-01-2019,273.36,PL006,Cash
RC00062873,C0008037,13-06-2015,315.17,PL006,Wallet
RC00062874,C0008037,21-02-2023,275.53,PL006,Cash
RC00062875,C0008038,17-06-2019,409.39,PL004,Wallet
RC00062876,C0008038,30-08-2019,431.89,PL004,UPI
RC00062877,C0008038,05-01-2019,424.53,PL004,IMPS
RC00062878,C0008038,14-12-2017,490.81,PL004,Auto Debit
RC00062879,C0008038,14-01-2019,476.15,PL004,UPI
RC00062880,C0008038,27-01-2020,460.81,PL004,Debit Card
RC00062881,C0008038,22-02-2022,478.43,PL004,Debit Card
RC00062882,C0008038,31-03-2019,453.46,PL004,Cash
RC00062883,C0008038,27-03-2018,422.84,PL004,UPI
RC00062884,C0008038,01-10-2020,444.32,PL004,IMPS
RC00062885,C0008038,16-09-2021,437.14,PL004,Net Banking
RC00062886,C0008038,14-02-2022,427.38,PL004,UPI
RC00062887,C0008038,29-01-2021,430.56,PL004,UPI
RC00062888,C0008038,02-02-2021,428.69,PL004,Net Banking
RC00062889,C0008038,06-12-2020,452.27,PL004,Auto Debit
RC00062890,C0008038,01-11-2019,475.57,PL004,Cash
RC00062891,C0008038,05-08-2020,472.3,PL004,UPI
RC00062892,C0008038,31-08-2019,473.4,PL004,UPI
RC00062893,C0008047,01-02-2023,183.52,PL001,Auto Debit
RC00062894,C0008047,13-06-2025,216.41,PL001,Credit Card
RC00062895,C0008047,19-11-2025,210.53,PL001,NEFT
RC00062896,C0008047,18-11-2022,214.32,PL001,UPI
RC00062897,C0008047,18-01-2022,192.18,PL001,NEFT
RC00062898,C0008047,15-01-2025,200.91,PL001,Auto Debit
RC00062899,C0008047,02-01-2025,199.4,PL001,UPI
RC00062900,C0008047,24-05-2025,181.01,PL001,Debit Card
RC00062901,C0008047,09-10-2022,182.22,PL001,Auto Debit
RC00062902,C0008047,24-12-2025,217.15,PL001,Debit Card
RC00062903,C0008047,24-03-2026,210.37,PL001,Net Banking
RC00062904,C0008047,17-08-2025,216.2,PL001,UPI
RC00062905,C0008047,09-09-2023,211.76,PL001,Auto Debit
RC00062906,C0008047,02-12-2023,179.51,PL001,UPI
RC00062907,C0008047,27-03-2026,184.13,PL001,Credit Card
RC00062908,C0008047,28-03-2022,210.67,PL001,UPI
RC00062909,C0008047,07-09-2023,215.41,PL001,IMPS
RC00062910,C0008047,12-01-2022,202.06,PL001,Auto Debit
RC00062911,C0008049,29-08-2025,409.1,PL003,UPI
RC00062912,C0008049,29-09-2025,429.22,PL003,Cash
RC00062913,C0008049,20-05-2025,398.63,PL003,Credit Card
RC00062914,C0008049,19-06-2025,400.44,PL003,UPI
RC00062915,C0008049,04-08-2025,374.56,PL003,UPI
RC00062916,C0008049,19-11-2025,408.16,PL003,NEFT
RC00062917,C0008049,28-05-2025,369.57,PL003,Net Banking
RC00062918,C0008049,23-02-2026,389.09,PL003,UPI
RC00062919,C0008049,17-11-2025,428.9,PL003,Net Banking
RC00062920,C0008049,04-08-2025,405.32,PL003,UPI
RC00062921,C0008049,14-07-2025,431.84,PL003,Debit Card
RC00062922,C0008049,11-12-2025,435.5,PL003,Debit Card
RC00062923,C0008049,15-01-2026,433.64,PL003,UPI
RC00062924,C0008049,08-07-2025,394.0,PL003,UPI
RC00062925,C0008049,05-03-2026,395.5,PL003,Debit Card
RC00062926,C0008049,11-10-2025,363.76,PL003,Debit Card
RC00062927,C0008054,14-08-2020,295.17,PL002,IMPS
RC00062928,C0008054,07-07-2023,328.75,PL002,UPI
RC00062929,C0008054,17-11-2023,281.32,PL002,Credit Card
RC00062930,C0008054,27-03-2024,295.5,PL002,RTGS
RC00062931,C0008054,14-01-2021,303.1,PL002,Wallet
RC00062932,C0008054,19-07-2025,278.13,PL002,Debit Card
RC00062933,C0008054,20-02-2026,307.03,PL002,Auto Debit
RC00062934,C0008054,26-02-2026,274.75,PL002,UPI
RC00062935,C0008054,03-08-2023,297.49,PL002,UPI
RC00062936,C0008054,23-08-2024,282.02,PL002,UPI
RC00062937,C0008054,05-03-2021,312.71,PL002,UPI
RC00062938,C0008054,24-12-2022,287.7,PL002,Wallet
RC00062939,C0008054,18-01-2024,278.72,PL002,Cash
RC00062940,C0008054,15-04-2024,290.14,PL002,Auto Debit
RC00062941,C0008054,14-09-2023,296.81,PL002,UPI
RC00062942,C0008054,10-10-2022,293.7,PL002,Auto Debit
RC00062943,C0008054,09-07-2022,301.91,PL002,UPI
RC00062944,C0008054,09-10-2025,320.57,PL002,Debit Card
RC00062945,C0008055,18-03-2026,264.98,PL005,Wallet
RC00062946,C0008055,23-11-2020,268.43,PL005,Auto Debit
RC00062947,C0008055,09-03-2025,225.28,PL005,IMPS
RC00062948,C0008055,27-11-2020,225.4,PL005,Debit Card
RC00062949,C0008055,17-01-2024,242.02,PL005,UPI
RC00062950,C0008055,15-11-2020,229.01,PL005,UPI
RC00062951,C0008055,29-11-2020,272.77,PL005,UPI
RC00062952,C0008055,04-12-2021,267.24,PL005,UPI
RC00062953,C0008055,05-09-2022,233.81,PL005,Debit Card
RC00062954,C0008055,30-12-2022,270.19,PL005,Auto Debit
RC00062955,C0008055,26-06-2025,236.54,PL005,Credit Card
RC00062956,C0008055,14-05-2023,274.08,PL005,Credit Card
RC00062957,C0008055,25-11-2021,254.84,PL005,Net Banking
RC00062958,C0008055,02-12-2022,258.72,PL005,UPI
RC00062959,C0008055,03-08-2022,273.14,PL005,RTGS
RC00062960,C0008055,01-04-2024,239.21,PL005,UPI
RC00062961,C0008055,17-12-2021,262.01,PL005,Debit Card
RC00062962,C0008055,01-12-2022,248.51,PL005,Credit Card
RC00062963,C0008056,16-11-2023,390.3,PL003,Auto Debit
RC00062964,C0008056,21-06-2023,416.36,PL003,UPI
RC00062965,C0008056,30-10-2024,361.54,PL003,UPI
RC00062966,C0008056,22-06-2024,359.28,PL003,UPI
RC00062967,C0008056,09-02-2024,377.21,PL003,UPI
RC00062968,C0008056,04-04-2025,362.29,PL003,UPI
RC00062969,C0008056,01-05-2024,398.84,PL003,UPI
RC00062970,C0008056,05-01-2024,382.8,PL003,Credit Card
RC00062971,C0008056,07-06-2024,411.1,PL003,Cash
RC00062972,C0008056,18-10-2023,369.66,PL003,Net Banking
RC00062973,C0008056,14-04-2025,377.47,PL003,UPI
RC00062974,C0008056,05-09-2023,383.02,PL003,UPI
RC00062975,C0008056,28-05-2023,386.52,PL003,Auto Debit
RC00062976,C0008056,08-01-2024,396.43,PL003,UPI
RC00062977,C0008056,22-02-2025,407.98,PL003,Auto Debit
RC00062978,C0008056,02-01-2024,360.17,PL003,UPI
RC00062979,C0008056,29-08-2023,397.05,PL003,Debit Card
RC00062980,C0008056,16-05-2023,421.9,PL003,Net Banking
RC00062981,C0008058,08-07-2020,392.04,PL003,UPI
RC00062982,C0008058,26-07-2025,368.28,PL003,UPI
RC00062983,C0008058,09-11-2020,412.37,PL003,IMPS
RC00062984,C0008058,17-03-2022,426.46,PL003,Credit Card
RC00062985,C0008058,16-09-2023,405.06,PL003,Debit Card
RC00062986,C0008058,24-11-2025,370.23,PL003,Debit Card
RC00062987,C0008058,11-10-2024,390.86,PL003,IMPS
RC00062988,C0008058,07-04-2023,379.04,PL003,UPI
RC00062989,C0008058,22-01-2023,393.8,PL003,UPI
RC00062990,C0008058,13-04-2022,396.76,PL003,UPI
RC00062991,C0008058,26-01-2024,394.17,PL003,Debit Card
RC00062992,C0008058,13-07-2020,406.44,PL003,Auto Debit
RC00062993,C0008058,01-07-2020,409.49,PL003,UPI
RC00062994,C0008058,08-03-2020,370.0,PL003,Credit Card
RC00062995,C0008058,07-04-2023,433.89,PL003,Debit Card
RC00062996,C0008058,27-03-2025,383.51,PL003,UPI
RC00062997,C0008058,11-02-2026,402.72,PL003,Auto Debit
RC00062998,C0008058,24-07-2022,437.36,PL003,UPI
RC00062999,C0008059,04-08-2017,300.1,PL002,UPI
RC00063000,C0008059,14-10-2022,314.34,PL002,UPI
RC00063001,C0008059,20-09-2023,324.0,PL002,UPI
RC00063002,C0008059,27-06-2018,302.58,PL002,UPI
RC00063003,C0008059,14-08-2018,302.96,PL002,Debit Card
RC00063004,C0008059,26-03-2017,322.67,PL002,Debit Card
RC00063005,C0008059,10-03-2020,299.64,PL002,UPI
RC00063006,C0008059,21-08-2025,278.79,PL002,UPI
RC00063007,C0008059,15-07-2022,282.27,PL002,UPI
RC00063008,C0008059,21-05-2022,271.04,PL002,UPI
RC00063009,C0008059,03-02-2019,322.86,PL002,IMPS
RC00063010,C0008059,09-04-2023,304.07,PL002,Net Banking
RC00063011,C0008059,20-06-2021,289.85,PL002,UPI
RC00063012,C0008059,12-01-2024,297.35,PL002,Cash
RC00063013,C0008059,06-10-2021,286.21,PL002,Debit Card
RC00063014,C0008059,20-07-2025,270.25,PL002,Debit Card
RC00063015,C0008059,23-03-2024,308.45,PL002,Debit Card
RC00063016,C0008059,19-07-2024,301.46,PL002,RTGS
RC00063017,C0008060,29-11-2019,296.11,PL002,Auto Debit
RC00063018,C0008060,04-02-2017,300.31,PL002,NEFT
RC00063019,C0008060,20-02-2026,323.5,PL002,UPI
RC00063020,C0008060,19-09-2016,280.99,PL002,UPI
RC00063021,C0008060,12-12-2025,281.73,PL002,Wallet
RC00063022,C0008060,27-07-2017,299.42,PL002,Auto Debit
RC00063023,C0008060,25-09-2025,289.98,PL002,UPI
RC00063024,C0008060,15-08-2021,316.1,PL002,Wallet
RC00063025,C0008060,16-04-2015,301.08,PL002,Credit Card
RC00063026,C0008060,18-06-2025,275.99,PL002,UPI
RC00063027,C0008060,26-10-2015,310.64,PL002,UPI
RC00063028,C0008060,13-08-2015,287.72,PL002,UPI
RC00063029,C0008060,06-10-2024,313.73,PL002,UPI
RC00063030,C0008060,03-09-2019,276.79,PL002,UPI
RC00063031,C0008060,10-10-2018,328.38,PL002,UPI
RC00063032,C0008060,12-02-2019,269.9,PL002,Credit Card
RC00063033,C0008060,05-04-2023,299.16,PL002,Cash
RC00063034,C0008060,03-11-2016,308.0,PL002,Auto Debit
RC00063035,C0008066,14-07-2025,271.86,PL006,Wallet
RC00063036,C0008066,16-04-2023,318.24,PL006,Debit Card
RC00063037,C0008066,30-12-2014,291.96,PL006,UPI
RC00063038,C0008066,17-08-2016,319.18,PL006,Debit Card
RC00063039,C0008066,11-05-2019,282.21,PL006,Net Banking
RC00063040,C0008066,18-01-2016,323.94,PL006,Debit Card
RC00063041,C0008066,07-07-2025,302.28,PL006,UPI
RC00063042,C0008066,18-01-2019,272.4,PL006,UPI
RC00063043,C0008066,02-08-2014,300.03,PL006,Credit Card
RC00063044,C0008066,15-07-2022,318.12,PL006,Debit Card
RC00063045,C0008066,28-07-2018,272.51,PL006,Net Banking
RC00063046,C0008066,28-03-2019,322.46,PL006,Credit Card
RC00063047,C0008066,11-03-2019,291.54,PL006,IMPS
RC00063048,C0008066,30-05-2020,294.35,PL006,UPI
RC00063049,C0008066,18-08-2018,278.27,PL006,Credit Card
RC00063050,C0008066,19-02-2024,329.68,PL006,UPI
RC00063051,C0008066,07-03-2026,317.48,PL006,UPI
RC00063052,C0008066,05-10-2021,305.54,PL006,UPI
RC00063053,C0008067,19-04-2023,283.6,PL006,NEFT
RC00063054,C0008067,04-11-2019,316.09,PL006,Debit Card
RC00063055,C0008067,11-09-2018,273.0,PL006,Wallet
RC00063056,C0008067,23-05-2020,281.62,PL006,UPI
RC00063057,C0008067,30-09-2022,280.6,PL006,UPI
RC00063058,C0008067,13-03-2025,310.51,PL006,Cash
RC00063059,C0008067,18-12-2018,321.51,PL006,Cash
RC00063060,C0008067,15-10-2024,305.57,PL006,Credit Card
RC00063061,C0008067,03-02-2019,324.92,PL006,Debit Card
RC00063062,C0008067,17-02-2023,279.55,PL006,Net Banking
RC00063063,C0008067,31-03-2022,279.79,PL006,Wallet
RC00063064,C0008067,20-09-2025,284.54,PL006,Debit Card
RC00063065,C0008067,05-09-2023,280.6,PL006,Net Banking
RC00063066,C0008067,07-07-2025,288.59,PL006,Credit Card
RC00063067,C0008067,28-06-2024,296.46,PL006,Credit Card
RC00063068,C0008067,18-02-2026,320.4,PL006,UPI
RC00063069,C0008067,29-09-2024,271.66,PL006,UPI
RC00063070,C0008067,24-12-2018,320.82,PL006,RTGS
RC00063071,C0008071,30-12-2025,308.03,PL002,Debit Card
RC00063072,C0008071,26-08-2024,274.25,PL002,Debit Card
RC00063073,C0008071,02-02-2022,295.2,PL002,UPI
RC00063074,C0008071,02-07-2025,321.58,PL002,Credit Card
RC00063075,C0008071,26-01-2019,327.45,PL002,UPI
RC00063076,C0008071,02-10-2021,307.23,PL002,IMPS
RC00063077,C0008071,19-05-2024,286.66,PL002,Net Banking
RC00063078,C0008071,10-05-2021,296.57,PL002,Credit Card
RC00063079,C0008071,20-09-2018,283.75,PL002,UPI
RC00063080,C0008071,24-08-2024,303.26,PL002,UPI
RC00063081,C0008071,06-09-2019,321.76,PL002,Wallet
RC00063082,C0008071,12-03-2019,280.49,PL002,Auto Debit
RC00063083,C0008071,21-11-2021,298.86,PL002,UPI
RC00063084,C0008071,26-10-2020,313.18,PL002,Debit Card
RC00063085,C0008071,20-10-2025,314.05,PL002,UPI
RC00063086,C0008071,21-04-2024,302.92,PL002,Credit Card
RC00063087,C0008071,10-12-2019,270.84,PL002,UPI
RC00063088,C0008071,25-06-2025,300.23,PL002,IMPS
RC00063089,C0008075,12-06-2020,297.71,PL002,Net Banking
RC00063090,C0008075,04-07-2024,288.96,PL002,Credit Card
RC00063091,C0008075,21-04-2020,279.07,PL002,UPI
RC00063092,C0008075,03-01-2020,293.32,PL002,Auto Debit
RC00063093,C0008075,19-05-2020,313.05,PL002,Debit Card
RC00063094,C0008075,15-03-2021,305.85,PL002,Auto Debit
RC00063095,C0008075,02-02-2019,319.28,PL002,Auto Debit
RC00063096,C0008075,29-09-2022,320.13,PL002,Credit Card
RC00063097,C0008075,10-07-2019,272.42,PL002,UPI
RC00063098,C0008075,21-08-2023,305.42,PL002,Credit Card
RC00063099,C0008075,28-07-2020,307.52,PL002,NEFT
RC00063100,C0008075,11-01-2023,272.87,PL002,UPI
RC00063101,C0008075,04-10-2022,283.48,PL002,UPI
RC00063102,C0008075,12-08-2020,279.19,PL002,IMPS
RC00063103,C0008075,04-01-2022,302.82,PL002,UPI
RC00063104,C0008075,30-03-2020,312.91,PL002,UPI
RC00063105,C0008075,30-08-2022,320.91,PL002,Cash
RC00063106,C0008075,23-10-2022,302.27,PL002,Credit Card
RC00063107,C0008076,02-06-2016,226.1,PL005,Wallet
RC00063108,C0008076,06-01-2018,243.07,PL005,UPI
RC00063109,C0008076,25-05-2017,262.35,PL005,Debit Card
RC00063110,C0008076,15-06-2015,260.93,PL005,Cash
RC00063111,C0008076,25-05-2021,253.93,PL005,UPI
RC00063112,C0008076,16-05-2014,254.08,PL005,Credit Card
RC00063113,C0008076,15-07-2015,227.16,PL005,Credit Card
RC00063114,C0008076,14-05-2022,267.9,PL005,Credit Card
RC00063115,C0008076,06-09-2024,261.56,PL005,Credit Card
RC00063116,C0008076,26-07-2022,239.22,PL005,Credit Card
RC00063117,C0008076,17-09-2023,235.23,PL005,Credit Card
RC00063118,C0008076,01-09-2024,247.11,PL005,UPI
RC00063119,C0008076,22-09-2022,231.26,PL005,Cash
RC00063120,C0008076,31-03-2025,226.0,PL005,Credit Card
RC00063121,C0008076,28-03-2015,272.49,PL005,Credit Card
RC00063122,C0008076,16-07-2021,272.4,PL005,Cash
RC00063123,C0008076,26-09-2018,259.58,PL005,Credit Card
RC00063124,C0008076,14-01-2022,228.09,PL005,Debit Card
RC00063125,C0008077,16-11-2021,473.3,PL004,UPI
RC00063126,C0008077,15-12-2021,483.83,PL004,UPI
RC00063127,C0008077,16-01-2022,409.65,PL004,IMPS
RC00063128,C0008077,18-09-2023,466.47,PL004,Credit Card
RC00063129,C0008077,15-05-2022,434.97,PL004,Credit Card
RC00063130,C0008077,06-03-2025,428.56,PL004,UPI
RC00063131,C0008077,20-10-2025,492.53,PL004,UPI
RC00063132,C0008077,15-04-2023,473.66,PL004,Credit Card
RC00063133,C0008077,02-08-2022,435.88,PL004,UPI
RC00063134,C0008077,04-01-2024,427.32,PL004,UPI
RC00063135,C0008077,16-04-2024,481.84,PL004,Credit Card
RC00063136,C0008077,04-09-2024,436.68,PL004,UPI
RC00063137,C0008077,18-11-2023,447.34,PL004,UPI
RC00063138,C0008077,10-04-2022,433.95,PL004,Debit Card
RC00063139,C0008077,04-11-2022,477.18,PL004,UPI
RC00063140,C0008077,08-07-2022,465.83,PL004,Credit Card
RC00063141,C0008077,09-12-2021,416.46,PL004,Credit Card
RC00063142,C0008077,31-07-2025,422.1,PL004,UPI
RC00063143,C0008078,03-11-2024,369.68,PL003,RTGS
RC00063144,C0008078,27-11-2024,404.71,PL003,Debit Card
RC00063145,C0008078,15-12-2024,361.87,PL003,RTGS
RC00063146,C0008078,31-08-2024,420.63,PL003,UPI
RC00063147,C0008078,09-01-2024,435.38,PL003,UPI
RC00063148,C0008078,10-09-2025,377.84,PL003,IMPS
RC00063149,C0008078,28-10-2023,399.7,PL003,Credit Card
RC00063150,C0008078,31-05-2024,426.95,PL003,UPI
RC00063151,C0008078,28-03-2026,380.24,PL003,Cash
RC00063152,C0008078,24-09-2023,382.34,PL003,Net Banking
RC00063153,C0008078,08-12-2025,407.01,PL003,Credit Card
RC00063154,C0008078,10-12-2024,402.64,PL003,Credit Card
RC00063155,C0008078,30-03-2025,377.76,PL003,Credit Card
RC00063156,C0008078,17-11-2024,365.69,PL003,Debit Card
RC00063157,C0008078,31-12-2023,411.24,PL003,Credit Card
RC00063158,C0008078,12-07-2025,364.75,PL003,Credit Card
RC00063159,C0008078,22-01-2025,366.8,PL003,Wallet
RC00063160,C0008078,27-03-2025,433.35,PL003,IMPS
RC00063161,C0008081,25-11-2018,284.4,PL006,Debit Card
RC00063162,C0008081,08-04-2021,314.95,PL006,UPI
RC00063163,C0008081,21-03-2025,293.79,PL006,Credit Card
RC00063164,C0008081,30-04-2019,318.23,PL006,UPI
RC00063165,C0008081,02-07-2022,288.64,PL006,UPI
RC00063166,C0008081,22-04-2021,296.18,PL006,Credit Card
RC00063167,C0008081,04-05-2018,282.97,PL006,UPI
RC00063168,C0008081,01-01-2019,307.9,PL006,Wallet
RC00063169,C0008081,26-09-2024,293.08,PL006,UPI
RC00063170,C0008081,15-08-2020,302.45,PL006,Debit Card
RC00063171,C0008081,20-09-2022,299.73,PL006,Debit Card
RC00063172,C0008081,14-02-2019,270.2,PL006,UPI
RC00063173,C0008081,22-12-2018,296.61,PL006,UPI
RC00063174,C0008081,16-08-2022,297.91,PL006,UPI
RC00063175,C0008081,12-02-2023,310.06,PL006,UPI
RC00063176,C0008081,11-08-2024,328.14,PL006,UPI
RC00063177,C0008081,27-02-2022,298.27,PL006,UPI
RC00063178,C0008081,08-03-2024,329.95,PL006,Debit Card
RC00063179,C0008084,29-01-2022,323.11,PL002,UPI
RC00063180,C0008084,16-03-2022,316.26,PL002,UPI
RC00063181,C0008084,17-03-2019,287.86,PL002,Wallet
RC00063182,C0008084,17-05-2022,313.21,PL002,UPI
RC00063183,C0008084,10-10-2021,302.05,PL002,Net Banking
RC00063184,C0008084,15-01-2019,315.03,PL002,Debit Card
RC00063185,C0008084,12-01-2020,328.39,PL002,Credit Card
RC00063186,C0008084,21-12-2020,291.02,PL002,UPI
RC00063187,C0008084,17-10-2021,325.61,PL002,Debit Card
RC00063188,C0008084,02-06-2019,280.66,PL002,UPI
RC00063189,C0008084,12-05-2022,277.65,PL002,Cash
RC00063190,C0008084,15-05-2020,271.9,PL002,Credit Card
RC00063191,C0008084,04-01-2021,270.71,PL002,UPI
RC00063192,C0008084,24-05-2022,278.48,PL002,NEFT
RC00063193,C0008084,18-11-2018,311.22,PL002,Cash
RC00063194,C0008084,01-06-2022,313.95,PL002,Net Banking
RC00063195,C0008084,16-02-2019,298.37,PL002,Net Banking
RC00063196,C0008084,17-12-2018,304.28,PL002,Net Banking
RC00063197,C0008090,26-09-2025,207.21,PL001,NEFT
RC00063198,C0008090,25-08-2025,190.57,PL001,Credit Card
RC00063199,C0008090,26-11-2025,207.35,PL001,Wallet
RC00063200,C0008090,02-10-2025,205.09,PL001,UPI
RC00063201,C0008090,27-12-2025,201.75,PL001,UPI
RC00063202,C0008090,23-08-2025,215.06,PL001,Debit Card
RC00063203,C0008090,11-09-2025,218.12,PL001,UPI
RC00063204,C0008090,15-11-2025,196.38,PL001,UPI
RC00063205,C0008090,11-06-2025,205.92,PL001,Wallet
RC00063206,C0008095,05-12-2025,384.09,PL003,UPI
RC00063207,C0008095,05-09-2025,382.87,PL003,Debit Card
RC00063208,C0008095,16-09-2025,396.35,PL003,Wallet
RC00063209,C0008095,23-06-2025,378.98,PL003,Net Banking
RC00063210,C0008095,10-02-2025,390.17,PL003,Auto Debit
RC00063211,C0008095,29-01-2026,433.3,PL003,NEFT
RC00063212,C0008095,11-07-2024,414.79,PL003,UPI
RC00063213,C0008095,31-07-2024,435.81,PL003,Debit Card
RC00063214,C0008095,07-02-2024,379.62,PL003,Cash
RC00063215,C0008095,05-12-2024,367.0,PL003,Debit Card
RC00063216,C0008095,10-01-2024,431.09,PL003,UPI
RC00063217,C0008095,03-02-2026,360.2,PL003,Credit Card
RC00063218,C0008095,06-12-2023,438.13,PL003,Net Banking
RC00063219,C0008095,04-01-2025,397.14,PL003,UPI
RC00063220,C0008095,03-08-2025,380.21,PL003,IMPS
RC00063221,C0008095,09-10-2024,390.93,PL003,Credit Card
RC00063222,C0008095,23-05-2024,363.39,PL003,Credit Card
RC00063223,C0008095,15-05-2024,361.3,PL003,UPI
RC00063224,C0008097,17-04-2022,296.03,PL002,UPI
RC00063225,C0008097,16-11-2020,321.47,PL002,IMPS
RC00063226,C0008097,09-03-2020,273.74,PL002,Cash
RC00063227,C0008097,11-07-2022,285.87,PL002,IMPS
RC00063228,C0008097,19-12-2018,308.73,PL002,UPI
RC00063229,C0008097,22-09-2023,307.69,PL002,Credit Card
RC00063230,C0008097,23-02-2020,281.11,PL002,Cash
RC00063231,C0008097,08-04-2018,280.68,PL002,UPI
RC00063232,C0008097,19-06-2024,319.73,PL002,RTGS
RC00063233,C0008097,13-08-2021,274.86,PL002,RTGS
RC00063234,C0008097,22-03-2017,311.87,PL002,UPI
RC00063235,C0008097,30-07-2022,306.64,PL002,Credit Card
RC00063236,C0008097,17-08-2022,272.02,PL002,RTGS
RC00063237,C0008097,28-05-2024,297.94,PL002,Credit Card
RC00063238,C0008097,30-04-2016,279.85,PL002,NEFT
RC00063239,C0008097,04-10-2024,317.55,PL002,UPI
RC00063240,C0008097,24-09-2014,289.94,PL002,Auto Debit
RC00063241,C0008097,10-02-2024,275.87,PL002,UPI
RC00063242,C0008101,11-11-2022,274.05,PL005,Wallet
RC00063243,C0008101,18-09-2024,271.24,PL005,UPI
RC00063244,C0008101,10-12-2024,263.82,PL005,RTGS
RC00063245,C0008101,11-01-2024,241.75,PL005,Wallet
RC00063246,C0008101,11-03-2025,256.97,PL005,UPI
RC00063247,C0008101,11-07-2022,258.86,PL005,Debit Card
RC00063248,C0008101,13-05-2024,230.45,PL005,NEFT
RC00063249,C0008101,09-03-2024,251.2,PL005,UPI
RC00063250,C0008101,07-06-2024,249.6,PL005,UPI
RC00063251,C0008101,23-04-2025,266.19,PL005,Wallet
RC00063252,C0008101,03-08-2022,272.59,PL005,UPI
RC00063253,C0008101,27-05-2022,237.06,PL005,UPI
RC00063254,C0008101,07-07-2022,273.51,PL005,Auto Debit
RC00063255,C0008101,31-07-2024,262.1,PL005,UPI
RC00063256,C0008101,11-11-2025,245.25,PL005,Wallet
RC00063257,C0008101,02-08-2025,243.39,PL005,UPI
RC00063258,C0008101,07-10-2023,265.27,PL005,Net Banking
RC00063259,C0008101,06-03-2023,242.87,PL005,UPI
RC00063260,C0008102,24-04-2025,267.69,PL005,UPI
RC00063261,C0008102,03-12-2025,230.32,PL005,Auto Debit
RC00063262,C0008102,16-03-2025,239.25,PL005,Auto Debit
RC00063263,C0008102,21-07-2024,246.32,PL005,UPI
RC00063264,C0008102,02-11-2024,264.05,PL005,UPI
RC00063265,C0008102,30-04-2025,271.38,PL005,UPI
RC00063266,C0008102,03-07-2025,243.85,PL005,UPI
RC00063267,C0008102,05-01-2025,264.82,PL005,Cash
RC00063268,C0008102,15-09-2025,235.38,PL005,Auto Debit
RC00063269,C0008102,08-12-2024,235.23,PL005,UPI
RC00063270,C0008102,14-09-2025,263.31,PL005,Credit Card
RC00063271,C0008102,24-08-2024,231.0,PL005,UPI
RC00063272,C0008102,08-01-2024,271.49,PL005,Net Banking
RC00063273,C0008102,15-09-2025,260.93,PL005,UPI
RC00063274,C0008102,27-05-2025,234.33,PL005,UPI
RC00063275,C0008102,13-01-2026,255.71,PL005,UPI
RC00063276,C0008102,04-05-2025,258.75,PL005,Cash
RC00063277,C0008102,24-10-2025,255.1,PL005,UPI
RC00063278,C0008104,22-12-2019,197.3,PL001,UPI
RC00063279,C0008104,09-03-2025,211.8,PL001,Cash
RC00063280,C0008104,15-10-2023,213.57,PL001,Debit Card
RC00063281,C0008104,31-01-2018,183.54,PL001,Auto Debit
RC00063282,C0008104,19-08-2022,187.49,PL001,UPI
RC00063283,C0008104,28-08-2019,215.84,PL001,NEFT
RC00063284,C0008104,19-06-2017,192.32,PL001,Credit Card
RC00063285,C0008104,07-06-2021,188.7,PL001,Auto Debit
RC00063286,C0008104,17-01-2024,185.07,PL001,Net Banking
RC00063287,C0008104,27-12-2016,188.08,PL001,UPI
