store_id,store_name,city_id,state_id,region_id,store_type,opened_date
SR0642,NexaTel New Delhi Point,CT0001,ST001,RG01,Franchise,27-11-2016
SR0643,NexaTel Surat Hub,CT0019,ST011,RG02,Franchise,18-02-2022
SR0644,NexaTel Gurugram Point,CT0009,ST002,RG01,Mini Store,07-11-2023
SR0645,NexaTel Bhagalpur Hub,CT0056,ST024,RG04,Owned,23-02-2012
SR0646,NexaTel Ajmer Store,CT0040,ST005,RG01,Franchise,12-09-2020
SR0647,NexaTel Vadodara Centre,CT0020,ST011,RG02,Mini Store,05-03-2013
SR0648,NexaTel Ludhiana Centre,CT0031,ST003,RG01,Mini Store,23-11-2014
SR0649,NexaTel Rourkela Centre,CT0055,ST023,RG04,Franchise,10-08-2018
SR0650,NexaTel Kollam Store,CT0046,ST017,RG03,Owned,03-11-2019
SR0651,NexaTel Aizawl Express,CT0067,ST032,RG04,Mini Store,01-12-2020
SR0652,NexaTel Gwalior Store,CT0048,ST012,RG02,Owned,27-06-2021
SR0653,NexaTel Chennai Store,CT0004,ST016,RG03,Experience Centre,17-08-2019
SR0654,NexaTel Vadodara Hub,CT0020,ST011,RG02,Franchise,10-06-2022
SR0655,NexaTel Durgapur Centre,CT0053,ST022,RG04,Franchise,15-05-2013
SR0656,NexaTel Gwalior Centre,CT0048,ST012,RG02,Franchise,26-05-2013
SR0657,NexaTel Noida Centre,CT0010,ST004,RG01,Franchise,20-03-2020
SR0658,NexaTel Aurangabad Centre,CT0038,ST010,RG02,Owned,18-07-2014
SR0659,NexaTel New Delhi Centre,CT0001,ST001,RG01,Mini Store,28-04-2019
SR0660,NexaTel Agra Hub,CT0039,ST004,RG01,Mini Store,05-04-2020
SR0661,NexaTel Mysuru Hub,CT0027,ST015,RG03,Owned,20-09-2013
SR0662,NexaTel Belagavi Express,CT0041,ST015,RG03,Mini Store,25-04-2021
SR0663,NexaTel Dehradun Point,CT0033,ST006,RG01,Franchise,05-10-2013
SR0664,NexaTel Gangtok Centre,CT0068,ST028,RG04,Mini Store,01-11-2013
SR0665,NexaTel Bhopal Express,CT0014,ST012,RG02,Experience Centre,28-02-2017
SR0666,NexaTel Jammu Point,CT0062,ST008,RG01,Owned,12-08-2012
SR0667,NexaTel Raipur Centre,CT0026,ST027,RG04,Franchise,27-05-2010
SR0668,NexaTel Agra Hub,CT0039,ST004,RG01,Owned,08-02-2010
SR0669,NexaTel Nagpur Express,CT0015,ST010,RG02,Franchise,03-04-2013
SR0670,NexaTel Siliguri Hub,CT0052,ST022,RG04,Owned,01-02-2014
SR0671,NexaTel Vadodara Point,CT0020,ST011,RG02,Franchise,07-12-2022
SR0672,NexaTel Jaipur Hub,CT0011,ST005,RG01,Owned,02-08-2022
SR0673,NexaTel Surat Point,CT0019,ST011,RG02,Owned,16-06-2023
SR0674,NexaTel Cuttack Point,CT0054,ST023,RG04,Experience Centre,13-12-2014
SR0675,NexaTel Mumbai Store,CT0002,ST010,RG02,Owned,16-09-2016
SR0676,NexaTel Kollam Centre,CT0046,ST017,RG03,Franchise,04-12-2016
SR0677,NexaTel Bikaner Centre,CT0051,ST005,RG01,Mini Store,29-12-2014
SR0678,NexaTel Madurai Point,CT0028,ST016,RG03,Owned,29-01-2016
SR0679,NexaTel Ahmedabad Centre,CT0008,ST011,RG02,Franchise,27-08-2021
SR0680,NexaTel Tirupati Point,CT0042,ST018,RG03,Franchise,16-09-2021
SR0681,NexaTel New Delhi Hub,CT0001,ST001,RG01,Mini Store,14-09-2020
SR0682,NexaTel Agartala Hub,CT0066,ST033,RG04,Owned,24-02-2022
SR0683,NexaTel Cuttack Hub,CT0054,ST023,RG04,Franchise,21-08-2010
SR0684,NexaTel Noida Store,CT0010,ST004,RG01,Owned,28-02-2014
SR0685,NexaTel Bhopal Express,CT0014,ST012,RG02,Franchise,25-01-2012
SR0686,NexaTel Nashik Store,CT0030,ST010,RG02,Franchise,26-11-2020
SR0687,NexaTel Jabalpur Centre,CT0049,ST012,RG02,Franchise,18-06-2020
SR0688,NexaTel Mumbai Store,CT0002,ST010,RG02,Franchise,31-08-2012
SR0689,NexaTel Warangal Centre,CT0043,ST019,RG03,Owned,29-11-2021
SR0690,NexaTel Bikaner Point,CT0051,ST005,RG01,Franchise,12-03-2025
SR0691,NexaTel Bikaner Point,CT0051,ST005,RG01,Owned,20-10-2012
SR0692,NexaTel Bilaspur Centre,CT0059,ST027,RG04,Franchise,27-02-2019
SR0693,NexaTel Surat Centre,CT0019,ST011,RG02,Owned,18-08-2013
SR0694,NexaTel Vijayawada Hub,CT0029,ST018,RG03,Experience Centre,16-11-2013
SR0695,NexaTel Jodhpur Point,CT0035,ST005,RG01,Owned,09-03-2020
SR0696,NexaTel Agartala Store,CT0066,ST033,RG04,Mini Store,19-07-2015
SR0697,NexaTel Coimbatore Store,CT0016,ST016,RG03,Franchise,15-05-2016
SR0698,NexaTel Kollam Centre,CT0046,ST017,RG03,Franchise,28-02-2013
SR0699,NexaTel Gwalior Hub,CT0048,ST012,RG02,Franchise,10-11-2012
SR0700,NexaTel Visakhapatnam Point,CT0018,ST018,RG03,Franchise,23-04-2019
SR0701,NexaTel Durgapur Express,CT0053,ST022,RG04,Franchise,20-04-2022
SR0702,NexaTel Gurugram Hub,CT0009,ST002,RG01,Owned,02-10-2011
SR0703,NexaTel Tiruchirappalli Express,CT0045,ST016,RG03,Franchise,22-07-2024
SR0704,NexaTel Agra Express,CT0039,ST004,RG01,Owned,01-05-2020
SR0705,NexaTel Gangtok Centre,CT0068,ST028,RG04,Experience Centre,12-12-2012
SR0706,NexaTel Nashik Point,CT0030,ST010,RG02,Franchise,26-04-2024
SR0707,NexaTel New Delhi Hub,CT0001,ST001,RG01,Owned,17-11-2015
SR0708,NexaTel Chennai Express,CT0004,ST016,RG03,Franchise,18-08-2016
SR0709,NexaTel Mysuru Hub,CT0027,ST015,RG03,Franchise,10-07-2012
SR0710,NexaTel Panaji Point,CT0063,ST013,RG02,Franchise,03-02-2025
SR0711,NexaTel Ludhiana Store,CT0031,ST003,RG01,Owned,08-08-2017
SR0712,NexaTel Bengaluru Point,CT0003,ST015,RG03,Franchise,21-01-2018
SR0713,NexaTel Cuttack Point,CT0054,ST023,RG04,Franchise,28-05-2016
SR0714,NexaTel Noida Store,CT0010,ST004,RG01,Franchise,29-10-2023
SR0715,NexaTel Kanpur Point,CT0036,ST004,RG01,Franchise,07-04-2020
SR0716,NexaTel Bhagalpur Centre,CT0056,ST024,RG04,Mini Store,16-11-2014
SR0717,NexaTel Ranchi Centre,CT0025,ST025,RG04,Franchise,17-09-2014
SR0718,NexaTel New Delhi Point,CT0001,ST001,RG01,Franchise,21-11-2020
SR0719,NexaTel Gangtok Centre,CT0068,ST028,RG04,Franchise,03-02-2014
SR0720,NexaTel Gwalior Express,CT0048,ST012,RG02,Owned,28-02-2011
SR0721,NexaTel Chandigarh Centre,CT0023,ST009,RG01,Franchise,09-03-2012
SR0722,NexaTel Kollam Store,CT0046,ST017,RG03,Mini Store,28-02-2024
SR0723,NexaTel Madurai Point,CT0028,ST016,RG03,Mini Store,15-03-2013
SR0724,NexaTel Shimla Store,CT0061,ST007,RG01,Mini Store,21-01-2022
SR0725,NexaTel Aizawl Express,CT0067,ST032,RG04,Mini Store,07-12-2011
SR0726,NexaTel Guwahati Store,CT0024,ST026,RG04,Owned,09-04-2015
SR0727,NexaTel Pune Store,CT0007,ST010,RG02,Owned,20-07-2020
SR0728,NexaTel Jodhpur Express,CT0035,ST005,RG01,Franchise,15-11-2018
SR0729,NexaTel Salem Express,CT0044,ST016,RG03,Franchise,31-01-2013
SR0730,NexaTel Aizawl Store,CT0067,ST032,RG04,Experience Centre,09-10-2024
SR0731,NexaTel Patna Express,CT0021,ST024,RG04,Mini Store,09-06-2016
SR0732,NexaTel Guwahati Hub,CT0024,ST026,RG04,Franchise,03-01-2013
SR0733,NexaTel Jabalpur Store,CT0049,ST012,RG02,Franchise,30-08-2013
SR0734,NexaTel Shillong Express,CT0065,ST034,RG04,Franchise,19-06-2012
SR0735,NexaTel Raipur Centre,CT0026,ST027,RG04,Mini Store,24-08-2023
SR0736,NexaTel Bikaner Store,CT0051,ST005,RG01,Franchise,17-07-2022
SR0737,NexaTel Varanasi Centre,CT0037,ST004,RG01,Owned,12-07-2019
SR0738,NexaTel Kota Express,CT0050,ST005,RG01,Owned,07-07-2013
SR0739,NexaTel Lucknow Hub,CT0012,ST004,RG01,Franchise,29-03-2010
SR0740,NexaTel Chennai Store,CT0004,ST016,RG03,Owned,03-08-2015
SR0741,NexaTel Jodhpur Store,CT0035,ST005,RG01,Owned,08-08-2019
SR0742,NexaTel Kolkata Express,CT0005,ST022,RG04,Franchise,24-12-2017
SR0743,NexaTel Madurai Point,CT0028,ST016,RG03,Franchise,13-05-2011
SR0744,NexaTel Kolkata Store,CT0005,ST022,RG04,Franchise,25-08-2013
SR0745,NexaTel Mumbai Centre,CT0002,ST010,RG02,Franchise,24-10-2022
SR0746,NexaTel Bhopal Point,CT0014,ST012,RG02,Franchise,03-06-2017
SR0747,NexaTel Chennai Store,CT0004,ST016,RG03,Owned,10-10-2010
SR0748,NexaTel Agartala Hub,CT0066,ST033,RG04,Franchise,24-05-2021
SR0749,NexaTel Vijayawada Store,CT0029,ST018,RG03,Franchise,16-09-2023
SR0750,NexaTel Belagavi Store,CT0041,ST015,RG03,Owned,25-10-2012
SR0751,NexaTel Durgapur Store,CT0053,ST022,RG04,Mini Store,04-01-2025
SR0752,NexaTel Visakhapatnam Point,CT0018,ST018,RG03,Mini Store,18-03-2019
SR0753,NexaTel Panaji Centre,CT0063,ST013,RG02,Franchise,24-09-2023
SR0754,NexaTel Shimla Point,CT0061,ST007,RG01,Mini Store,29-06-2020
SR0755,NexaTel Jodhpur Store,CT0035,ST005,RG01,Franchise,22-12-2018
SR0756,NexaTel Vadodara Express,CT0020,ST011,RG02,Owned,28-10-2016
SR0757,NexaTel Guwahati Store,CT0024,ST026,RG04,Franchise,10-07-2010
SR0758,NexaTel Aizawl Store,CT0067,ST032,RG04,Franchise,21-08-2019
SR0759,NexaTel Guwahati Store,CT0024,ST026,RG04,Experience Centre,07-07-2023
SR0760,NexaTel Gurugram Point,CT0009,ST002,RG01,Experience Centre,16-11-2016
SR0761,NexaTel Jaipur Express,CT0011,ST005,RG01,Franchise,12-03-2020
SR0762,NexaTel Visakhapatnam Centre,CT0018,ST018,RG03,Owned,23-02-2022
SR0763,NexaTel Gurugram Point,CT0009,ST002,RG01,Franchise,30-11-2020
SR0764,NexaTel Visakhapatnam Centre,CT0018,ST018,RG03,Owned,27-01-2013
SR0765,NexaTel Jaipur Point,CT0011,ST005,RG01,Mini Store,22-09-2018
SR0766,NexaTel Gaya Express,CT0057,ST024,RG04,Franchise,22-05-2014
SR0767,NexaTel Tiruchirappalli Express,CT0045,ST016,RG03,Mini Store,26-05-2014
SR0768,NexaTel Kota Store,CT0050,ST005,RG01,Franchise,30-01-2015
SR0769,NexaTel Madurai Point,CT0028,ST016,RG03,Experience Centre,18-11-2014
SR0770,NexaTel Coimbatore Hub,CT0016,ST016,RG03,Franchise,05-02-2014
SR0771,NexaTel Ahmedabad Centre,CT0008,ST011,RG02,Owned,25-07-2018
SR0772,NexaTel Jamshedpur Point,CT0058,ST025,RG04,Mini Store,09-11-2023
SR0773,NexaTel Bhopal Point,CT0014,ST012,RG02,Franchise,17-11-2020
SR0774,NexaTel Panaji Point,CT0063,ST013,RG02,Experience Centre,17-01-2018
SR0775,NexaTel Jodhpur Centre,CT0035,ST005,RG01,Owned,08-03-2014
SR0776,NexaTel Noida Point,CT0010,ST004,RG01,Owned,06-06-2015
SR0777,NexaTel Vadodara Express,CT0020,ST011,RG02,Mini Store,23-03-2019
SR0778,NexaTel Ajmer Express,CT0040,ST005,RG01,Franchise,08-09-2016
SR0779,NexaTel Chandigarh Point,CT0023,ST009,RG01,Owned,06-02-2020
SR0780,NexaTel Belagavi Point,CT0041,ST015,RG03,Franchise,06-02-2018
SR0781,NexaTel Gangtok Hub,CT0068,ST028,RG04,Franchise,08-09-2010
SR0782,NexaTel Kota Store,CT0050,ST005,RG01,Owned,25-08-2012
SR0783,NexaTel Thiruvananthapuram Centre,CT0034,ST017,RG03,Experience Centre,19-08-2023
SR0784,NexaTel Imphal Point,CT0064,ST031,RG04,Owned,21-06-2018
SR0785,NexaTel Chennai Store,CT0004,ST016,RG03,Owned,20-02-2013
SR0786,NexaTel Panaji Hub,CT0063,ST013,RG02,Franchise,29-02-2024
SR0787,NexaTel Bhubaneswar Hub,CT0022,ST023,RG04,Mini Store,29-10-2015
SR0788,NexaTel Bilaspur Express,CT0059,ST027,RG04,Owned,16-08-2011
SR0789,NexaTel Udaipur Express,CT0060,ST005,RG01,Franchise,03-03-2011
SR0790,NexaTel Tiruchirappalli Point,CT0045,ST016,RG03,Mini Store,28-06-2024
SR0791,NexaTel Noida Express,CT0010,ST004,RG01,Franchise,19-07-2017
SR0792,NexaTel Hubballi Express,CT0047,ST015,RG03,Mini Store,22-12-2021
SR0793,NexaTel Hyderabad Hub,CT0006,ST019,RG03,Franchise,07-04-2021
SR0794,NexaTel Bengaluru Hub,CT0003,ST015,RG03,Owned,26-12-2018
SR0795,NexaTel Noida Express,CT0010,ST004,RG01,Franchise,21-04-2019
SR0796,NexaTel Kolkata Point,CT0005,ST022,RG04,Franchise,19-12-2016
SR0797,NexaTel Agra Hub,CT0039,ST004,RG01,Franchise,17-05-2010
SR0798,NexaTel Ahmedabad Express,CT0008,ST011,RG02,Mini Store,27-12-2011
SR0799,NexaTel Siliguri Hub,CT0052,ST022,RG04,Mini Store,25-06-2022
SR0800,NexaTel Durgapur Store,CT0053,ST022,RG04,Franchise,10-01-2013
SR0801,NexaTel Kollam Express,CT0046,ST017,RG03,Franchise,09-12-2015
SR0802,NexaTel Belagavi Hub,CT0041,ST015,RG03,Owned,15-10-2016
SR0803,NexaTel New Delhi Store,CT0001,ST001,RG01,Franchise,15-08-2011
SR0804,NexaTel Madurai Hub,CT0028,ST016,RG03,Franchise,08-07-2021
SR0805,NexaTel Kollam Point,CT0046,ST017,RG03,Owned,23-08-2013
SR0806,NexaTel Jabalpur Store,CT0049,ST012,RG02,Mini Store,03-09-2018
SR0807,NexaTel Belagavi Point,CT0041,ST015,RG03,Franchise,10-12-2015
SR0808,NexaTel Dehradun Store,CT0033,ST006,RG01,Mini Store,02-05-2024
SR0809,NexaTel Lucknow Store,CT0012,ST004,RG01,Owned,02-04-2016
SR0810,NexaTel Bikaner Centre,CT0051,ST005,RG01,Franchise,26-02-2011
SR0811,NexaTel Aizawl Centre,CT0067,ST032,RG04,Owned,30-07-2014
SR0812,NexaTel Agartala Express,CT0066,ST033,RG04,Mini Store,29-01-2018
SR0813,NexaTel Shillong Centre,CT0065,ST034,RG04,Mini Store,28-09-2020
SR0814,NexaTel Jammu Centre,CT0062,ST008,RG01,Franchise,22-04-2012
SR0815,NexaTel Bhubaneswar Store,CT0022,ST023,RG04,Mini Store,24-11-2012
SR0816,NexaTel Kollam Hub,CT0046,ST017,RG03,Owned,13-07-2010
SR0817,NexaTel Gurugram Centre,CT0009,ST002,RG01,Owned,15-10-2015
SR0818,NexaTel Gaya Hub,CT0057,ST024,RG04,Owned,14-12-2023
SR0819,NexaTel Pune Express,CT0007,ST010,RG02,Mini Store,25-08-2016
SR0820,NexaTel Mumbai Store,CT0002,ST010,RG02,Franchise,16-08-2010
SR0821,NexaTel Visakhapatnam Centre,CT0018,ST018,RG03,Mini Store,16-11-2018
SR0822,NexaTel Kota Hub,CT0050,ST005,RG01,Experience Centre,24-03-2017
SR0823,NexaTel Guwahati Hub,CT0024,ST026,RG04,Franchise,18-05-2016
SR0824,NexaTel Noida Point,CT0010,ST004,RG01,Owned,02-06-2016
SR0825,NexaTel Gwalior Centre,CT0048,ST012,RG02,Franchise,16-01-2015
SR0826,NexaTel Kota Store,CT0050,ST005,RG01,Franchise,19-05-2015
SR0827,NexaTel Jodhpur Centre,CT0035,ST005,RG01,Experience Centre,07-09-2021
SR0828,NexaTel Kollam Hub,CT0046,ST017,RG03,Mini Store,26-11-2019
SR0829,NexaTel Lucknow Point,CT0012,ST004,RG01,Owned,06-08-2018
SR0830,NexaTel Jamshedpur Centre,CT0058,ST025,RG04,Franchise,16-01-2023
SR0831,NexaTel Vijayawada Centre,CT0029,ST018,RG03,Mini Store,21-09-2014
SR0832,NexaTel Ludhiana Store,CT0031,ST003,RG01,Franchise,13-05-2011
SR0833,NexaTel Amritsar Store,CT0032,ST003,RG01,Franchise,16-07-2012
SR0834,NexaTel Bhopal Hub,CT0014,ST012,RG02,Owned,22-02-2021
SR0835,NexaTel Bhopal Centre,CT0014,ST012,RG02,Franchise,29-07-2024
SR0836,NexaTel Durgapur Store,CT0053,ST022,RG04,Franchise,10-11-2013
SR0837,NexaTel Tirupati Hub,CT0042,ST018,RG03,Owned,01-09-2019
SR0838,NexaTel Kochi Point,CT0017,ST017,RG03,Franchise,29-05-2022
SR0839,NexaTel Mysuru Express,CT0027,ST015,RG03,Experience Centre,10-07-2021
SR0840,NexaTel Pune Store,CT0007,ST010,RG02,Franchise,05-11-2013
SR0841,NexaTel Kolkata Centre,CT0005,ST022,RG04,Mini Store,26-07-2023
SR0842,NexaTel Bhubaneswar Store,CT0022,ST023,RG04,Experience Centre,19-05-2019
SR0843,NexaTel Kollam Store,CT0046,ST017,RG03,Owned,23-03-2019
SR0844,NexaTel Kanpur Centre,CT0036,ST004,RG01,Mini Store,29-09-2015
SR0845,NexaTel Madurai Centre,CT0028,ST016,RG03,Owned,10-12-2013
SR0846,NexaTel Vadodara Centre,CT0020,ST011,RG02,Mini Store,28-06-2017
SR0847,NexaTel Amritsar Centre,CT0032,ST003,RG01,Franchise,06-08-2014
SR0848,NexaTel Ajmer Hub,CT0040,ST005,RG01,Owned,19-01-2022
SR0849,NexaTel Jabalpur Store,CT0049,ST012,RG02,Mini Store,30-07-2021
SR0850,NexaTel Nashik Point,CT0030,ST010,RG02,Owned,15-03-2023
SR0851,NexaTel Salem Point,CT0044,ST016,RG03,Mini Store,08-11-2020
SR0852,NexaTel Gangtok Point,CT0068,ST028,RG04,Franchise,05-03-2010
SR0853,NexaTel Mysuru Point,CT0027,ST015,RG03,Owned,03-04-2016
SR0854,NexaTel Ahmedabad Point,CT0008,ST011,RG02,Franchise,05-01-2023
SR0855,NexaTel Ahmedabad Hub,CT0008,ST011,RG02,Franchise,07-01-2020
SR0856,NexaTel Ranchi Store,CT0025,ST025,RG04,Franchise,25-05-2021
SR0857,NexaTel Aizawl Hub,CT0067,ST032,RG04,Mini Store,19-05-2022
SR0858,NexaTel Siliguri Store,CT0052,ST022,RG04,Franchise,03-09-2010
SR0859,NexaTel Jammu Store,CT0062,ST008,RG01,Owned,11-12-2022
SR0860,NexaTel Kochi Point,CT0017,ST017,RG03,Franchise,07-09-2021
SR0861,NexaTel Aurangabad Point,CT0038,ST010,RG02,Owned,15-04-2024
SR0862,NexaTel Rourkela Express,CT0055,ST023,RG04,Owned,08-06-2012
SR0863,NexaTel Warangal Hub,CT0043,ST019,RG03,Owned,21-10-2012
SR0864,NexaTel Kanpur Centre,CT0036,ST004,RG01,Franchise,16-02-2015
SR0865,NexaTel Kolkata Point,CT0005,ST022,RG04,Franchise,06-02-2016
SR0866,NexaTel Hubballi Point,CT0047,ST015,RG03,Owned,17-06-2017
SR0867,NexaTel Tirupati Store,CT0042,ST018,RG03,Franchise,24-06-2012
SR0868,NexaTel Udaipur Centre,CT0060,ST005,RG01,Franchise,23-05-2024
SR0869,NexaTel Raipur Centre,CT0026,ST027,RG04,Franchise,21-06-2010
SR0870,NexaTel Coimbatore Store,CT0016,ST016,RG03,Franchise,28-08-2024
SR0871,NexaTel Tiruchirappalli Express,CT0045,ST016,RG03,Franchise,02-05-2018
SR0872,NexaTel Belagavi Hub,CT0041,ST015,RG03,Franchise,03-08-2010
SR0873,NexaTel Mysuru Centre,CT0027,ST015,RG03,Owned,01-07-2015
SR0874,NexaTel New Delhi Point,CT0001,ST001,RG01,Franchise,01-12-2013
SR0875,NexaTel Raipur Point,CT0026,ST027,RG04,Owned,02-03-2016
SR0876,NexaTel Salem Express,CT0044,ST016,RG03,Owned,11-12-2020
SR0877,NexaTel Vijayawada Express,CT0029,ST018,RG03,Franchise,20-12-2021
SR0878,NexaTel Jamshedpur Centre,CT0058,ST025,RG04,Owned,18-09-2013
SR0879,NexaTel Ahmedabad Store,CT0008,ST011,RG02,Owned,06-09-2023
SR0880,NexaTel Mumbai Hub,CT0002,ST010,RG02,Franchise,03-05-2013
SR0881,NexaTel Bengaluru Express,CT0003,ST015,RG03,Owned,28-09-2013
SR0882,NexaTel Salem Hub,CT0044,ST016,RG03,Mini Store,17-04-2025
SR0883,NexaTel Gwalior Store,CT0048,ST012,RG02,Experience Centre,31-08-2019
SR0884,NexaTel Patna Hub,CT0021,ST024,RG04,Mini Store,09-11-2015
SR0885,NexaTel Surat Express,CT0019,ST011,RG02,Franchise,26-11-2021
SR0886,NexaTel Jamshedpur Point,CT0058,ST025,RG04,Franchise,18-08-2010
SR0887,NexaTel Jaipur Point,CT0011,ST005,RG01,Franchise,19-06-2014
SR0888,NexaTel Lucknow Centre,CT0012,ST004,RG01,Franchise,05-07-2019
SR0889,NexaTel Guwahati Centre,CT0024,ST026,RG04,Experience Centre,05-08-2019
SR0890,NexaTel Thiruvananthapuram Centre,CT0034,ST017,RG03,Franchise,14-10-2023
SR0891,NexaTel Ajmer Centre,CT0040,ST005,RG01,Owned,29-07-2023
SR0892,NexaTel Mumbai Centre,CT0002,ST010,RG02,Mini Store,03-11-2018
SR0893,NexaTel Lucknow Hub,CT0012,ST004,RG01,Mini Store,27-06-2011
SR0894,NexaTel Jaipur Store,CT0011,ST005,RG01,Owned,04-08-2014
SR0895,NexaTel Nagpur Express,CT0015,ST010,RG02,Mini Store,07-05-2018
SR0896,NexaTel Tirupati Point,CT0042,ST018,RG03,Franchise,04-11-2019
SR0897,NexaTel Guwahati Express,CT0024,ST026,RG04,Franchise,12-11-2023
SR0898,NexaTel Mysuru Store,CT0027,ST015,RG03,Franchise,18-12-2013
SR0899,NexaTel Bhopal Store,CT0014,ST012,RG02,Franchise,17-10-2014
SR0900,NexaTel Cuttack Express,CT0054,ST023,RG04,Franchise,13-05-2012
SR0901,NexaTel Hubballi Point,CT0047,ST015,RG03,Owned,07-02-2016
SR0902,NexaTel Durgapur Express,CT0053,ST022,RG04,Mini Store,13-06-2015
SR0903,NexaTel Cuttack Point,CT0054,ST023,RG04,Mini Store,17-09-2020
SR0904,NexaTel Kolkata Hub,CT0005,ST022,RG04,Franchise,19-06-2025
SR0905,NexaTel Bilaspur Point,CT0059,ST027,RG04,Mini Store,07-12-2013
SR0906,NexaTel Warangal Express,CT0043,ST019,RG03,Owned,24-02-2018
SR0907,NexaTel Varanasi Hub,CT0037,ST004,RG01,Franchise,26-08-2022
SR0908,NexaTel Ahmedabad Store,CT0008,ST011,RG02,Franchise,28-12-2011
SR0909,NexaTel Panaji Store,CT0063,ST013,RG02,Owned,25-11-2010
SR0910,NexaTel Kanpur Express,CT0036,ST004,RG01,Franchise,05-10-2016
SR0911,NexaTel Shillong Store,CT0065,ST034,RG04,Franchise,04-05-2011
SR0912,NexaTel Aurangabad Store,CT0038,ST010,RG02,Experience Centre,15-07-2021
SR0913,NexaTel Shimla Hub,CT0061,ST007,RG01,Franchise,21-04-2017
SR0914,NexaTel Indore Point,CT0013,ST012,RG02,Franchise,12-10-2020
SR0915,NexaTel Warangal Express,CT0043,ST019,RG03,Mini Store,15-05-2019
SR0916,NexaTel Gurugram Point,CT0009,ST002,RG01,Franchise,19-09-2014
SR0917,NexaTel Jabalpur Express,CT0049,ST012,RG02,Franchise,21-01-2010
SR0918,NexaTel Panaji Store,CT0063,ST013,RG02,Mini Store,15-07-2020
SR0919,NexaTel New Delhi Express,CT0001,ST001,RG01,Franchise,18-07-2014
SR0920,NexaTel Gwalior Store,CT0048,ST012,RG02,Owned,13-04-2024
SR0921,NexaTel Madurai Hub,CT0028,ST016,RG03,Mini Store,03-09-2011
SR0922,NexaTel Udaipur Centre,CT0060,ST005,RG01,Owned,01-03-2017
SR0923,NexaTel Tirupati Hub,CT0042,ST018,RG03,Experience Centre,11-04-2022
SR0924,NexaTel Chennai Store,CT0004,ST016,RG03,Mini Store,12-04-2012
SR0925,NexaTel Rourkela Centre,CT0055,ST023,RG04,Franchise,16-04-2018
SR0926,NexaTel Thiruvananthapuram Store,CT0034,ST017,RG03,Owned,23-08-2020
SR0927,NexaTel Ahmedabad Express,CT0008,ST011,RG02,Franchise,02-04-2015
SR0928,NexaTel Guwahati Store,CT0024,ST026,RG04,Owned,16-01-2019
SR0929,NexaTel Bhagalpur Store,CT0056,ST024,RG04,Owned,29-09-2024
SR0930,NexaTel Patna Point,CT0021,ST024,RG04,Mini Store,30-01-2024
SR0931,NexaTel Coimbatore Express,CT0016,ST016,RG03,Franchise,02-11-2023
SR0932,NexaTel Aurangabad Point,CT0038,ST010,RG02,Mini Store,22-01-2015
SR0933,NexaTel Pune Point,CT0007,ST010,RG02,Franchise,08-04-2014
SR0934,NexaTel Indore Point,CT0013,ST012,RG02,Franchise,16-02-2011
SR0935,NexaTel Warangal Express,CT0043,ST019,RG03,Mini Store,04-02-2011
SR0936,NexaTel Shimla Centre,CT0061,ST007,RG01,Owned,09-03-2022
SR0937,NexaTel Noida Hub,CT0010,ST004,RG01,Franchise,17-04-2020
SR0938,NexaTel Shillong Hub,CT0065,ST034,RG04,Franchise,23-02-2014
SR0939,NexaTel Durgapur Store,CT0053,ST022,RG04,Mini Store,17-02-2016
SR0940,NexaTel Gwalior Hub,CT0048,ST012,RG02,Mini Store,05-01-2015
SR0941,NexaTel Agra Hub,CT0039,ST004,RG01,Owned,04-01-2021
SR0942,NexaTel Ranchi Point,CT0025,ST025,RG04,Franchise,16-12-2021
SR0943,NexaTel Bhagalpur Express,CT0056,ST024,RG04,Mini Store,01-01-2011
SR0944,NexaTel Bengaluru Express,CT0003,ST015,RG03,Owned,07-03-2017
SR0945,NexaTel Nashik Centre,CT0030,ST010,RG02,Mini Store,06-09-2018
SR0946,NexaTel Shillong Store,CT0065,ST034,RG04,Franchise,18-07-2012
SR0947,NexaTel Kollam Centre,CT0046,ST017,RG03,Mini Store,28-03-2016
SR0948,NexaTel Kochi Point,CT0017,ST017,RG03,Owned,05-05-2021
SR0949,NexaTel Patna Hub,CT0021,ST024,RG04,Experience Centre,23-05-2016
SR0950,NexaTel Gwalior Store,CT0048,ST012,RG02,Owned,15-07-2024
SR0951,NexaTel Kanpur Store,CT0036,ST004,RG01,Mini Store,26-03-2010
SR0952,NexaTel Vadodara Hub,CT0020,ST011,RG02,Owned,31-08-2019
SR0953,NexaTel Kolkata Hub,CT0005,ST022,RG04,Mini Store,29-04-2022
SR0954,NexaTel Agra Store,CT0039,ST004,RG01,Franchise,08-03-2022
SR0955,NexaTel Bhubaneswar Point,CT0022,ST023,RG04,Franchise,25-04-2014
SR0956,NexaTel Bhagalpur Store,CT0056,ST024,RG04,Franchise,15-07-2011
SR0957,NexaTel Shimla Express,CT0061,ST007,RG01,Franchise,19-10-2020
SR0958,NexaTel New Delhi Hub,CT0001,ST001,RG01,Owned,05-02-2021
SR0959,NexaTel Bhubaneswar Hub,CT0022,ST023,RG04,Franchise,26-09-2022
SR0960,NexaTel Thiruvananthapuram Express,CT0034,ST017,RG03,Mini Store,06-04-2012
SR0961,NexaTel Surat Point,CT0019,ST011,RG02,Owned,06-10-2019
SR0962,NexaTel Durgapur Store,CT0053,ST022,RG04,Franchise,03-06-2021
