usage_id,customer_id,usage_month,sms_sent,sms_received
US00029046,C0009682,01-2026,14,25
US00029047,C0009683,03-2026,16,28
US00029048,C0009683,02-2026,24,23
US00029049,C0009683,01-2026,18,19
US00029050,C0009684,03-2026,21,21
US00029051,C0009684,02-2026,37,27
US00029052,C0009684,01-2026,39,32
US00029053,C0009685,03-2026,19,31
US00029054,C0009685,02-2026,20,24
US00029055,C0009685,01-2026,21,26
US00029056,C0009686,03-2026,32,18
US00029057,C0009686,02-2026,33,43
US00029058,C0009686,01-2026,43,23
US00029059,C0009687,03-2026,18,24
US00029060,C0009687,02-2026,22,26
US00029061,C0009687,01-2026,22,35
US00029062,C0009688,03-2026,14,24
US00029063,C0009688,02-2026,14,20
US00029064,C0009688,01-2026,13,22
US00029065,C0009689,03-2026,22,36
US00029066,C0009689,02-2026,15,20
US00029067,C0009689,01-2026,15,26
US00029068,C0009690,03-2026,19,21
US00029069,C0009690,02-2026,10,28
US00029070,C0009690,01-2026,28,27
US00029071,C0009691,03-2026,20,36
US00029072,C0009691,02-2026,28,26
US00029073,C0009691,01-2026,35,30
US00029074,C0009692,03-2026,22,24
US00029075,C0009692,02-2026,21,31
US00029076,C0009692,01-2026,19,17
US00029077,C0009693,03-2026,18,31
US00029078,C0009693,02-2026,28,29
US00029079,C0009693,01-2026,28,24
US00029080,C0009694,03-2026,41,20
US00029081,C0009694,02-2026,35,32
US00029082,C0009694,01-2026,27,21
US00029083,C0009695,03-2026,18,15
US00029084,C0009695,02-2026,27,26
US00029085,C0009695,01-2026,16,24
US00029086,C0009696,03-2026,31,25
US00029087,C0009696,02-2026,45,26
US00029088,C0009696,01-2026,36,24
US00029089,C0009697,03-2026,13,22
US00029090,C0009697,02-2026,13,20
US00029091,C0009697,01-2026,19,23
US00029092,C0009698,03-2026,20,22
US00029093,C0009698,02-2026,16,16
US00029094,C0009698,01-2026,24,26
US00029095,C0009699,03-2026,38,29
US00029096,C0009699,02-2026,45,27
US00029097,C0009699,01-2026,36,23
US00029098,C0009700,03-2026,40,32
US00029099,C0009700,02-2026,48,30
US00029100,C0009700,01-2026,39,19
US00029101,C0009701,03-2026,19,14
US00029102,C0009701,02-2026,20,28
US00029103,C0009701,01-2026,20,28
US00029104,C0009702,03-2026,15,30
US00029105,C0009702,02-2026,26,21
US00029106,C0009702,01-2026,23,19
US00029107,C0009703,03-2026,18,19
US00029108,C0009703,02-2026,17,20
US00029109,C0009703,01-2026,18,26
US00029110,C0009704,03-2026,35,19
US00029111,C0009704,02-2026,31,24
US00029112,C0009704,01-2026,36,25
US00029113,C0009705,03-2026,13,15
US00029114,C0009705,02-2026,13,16
US00029115,C0009705,01-2026,16,26
US00029116,C0009706,03-2026,18,27
US00029117,C0009706,02-2026,21,26
US00029118,C0009706,01-2026,14,21
US00029119,C0009707,03-2026,19,21
US00029120,C0009707,02-2026,14,32
US00029121,C0009707,01-2026,15,24
US00029122,C0009708,03-2026,16,15
US00029123,C0009708,02-2026,16,24
US00029124,C0009708,01-2026,20,28
US00029125,C0009709,03-2026,40,31
US00029126,C0009709,02-2026,30,22
US00029127,C0009709,01-2026,39,28
US00029128,C0009710,03-2026,18,20
US00029129,C0009710,02-2026,17,27
US00029130,C0009710,01-2026,22,28
US00029131,C0009711,03-2026,36,26
US00029132,C0009711,02-2026,36,24
US00029133,C0009711,01-2026,27,32
US00029134,C0009712,03-2026,15,27
US00029135,C0009712,02-2026,26,32
US00029136,C0009712,01-2026,16,25
US00029137,C0009713,03-2026,19,24
US00029138,C0009713,02-2026,25,22
US00029139,C0009713,01-2026,15,33
US00029140,C0009714,03-2026,33,27
US00029141,C0009714,02-2026,43,30
US00029142,C0009714,01-2026,47,28
US00029143,C0009715,03-2026,14,20
US00029144,C0009715,02-2026,20,20
US00029145,C0009715,01-2026,12,21
US00029146,C0009716,03-2026,17,20
US00029147,C0009716,02-2026,26,32
US00029148,C0009716,01-2026,13,21
US00029149,C0009717,03-2026,37,21
US00029150,C0009717,02-2026,30,26
US00029151,C0009717,01-2026,44,22
US00029152,C0009718,03-2026,23,24
US00029153,C0009718,02-2026,17,29
US00029154,C0009718,01-2026,13,29
US00029155,C0009719,03-2026,18,24
US00029156,C0009719,02-2026,24,26
US00029157,C0009719,01-2026,19,18
US00029158,C0009720,03-2026,26,18
US00029159,C0009720,02-2026,17,24
US00029160,C0009720,01-2026,20,27
US00029161,C0009721,03-2026,34,21
US00029162,C0009721,02-2026,33,18
US00029163,C0009721,01-2026,41,19
US00029164,C0009722,03-2026,12,20
US00029165,C0009722,02-2026,14,29
US00029166,C0009722,01-2026,20,15
US00029167,C0009723,03-2026,37,25
US00029168,C0009723,02-2026,32,29
US00029169,C0009723,01-2026,45,23
US00029170,C0009724,03-2026,33,19
US00029171,C0009724,02-2026,38,25
US00029172,C0009724,01-2026,38,22
US00029173,C0009725,03-2026,46,29
US00029174,C0009725,02-2026,29,21
US00029175,C0009725,01-2026,31,21
US00029176,C0009726,03-2026,15,29
US00029177,C0009726,02-2026,15,19
US00029178,C0009726,01-2026,17,24
US00029179,C0009727,03-2026,15,27
US00029180,C0009727,02-2026,20,29
US00029181,C0009727,01-2026,23,29
US00029182,C0009728,03-2026,24,23
US00029183,C0009728,02-2026,23,30
US00029184,C0009728,01-2026,21,24
US00029185,C0009729,03-2026,19,21
US00029186,C0009729,02-2026,23,25
US00029187,C0009729,01-2026,19,32
US00029188,C0009730,03-2026,20,26
US00029189,C0009730,02-2026,11,30
US00029190,C0009730,01-2026,15,22
US00029191,C0009731,03-2026,25,27
US00029192,C0009731,02-2026,28,27
US00029193,C0009731,01-2026,42,25
US00029194,C0009732,03-2026,33,22
US00029195,C0009732,02-2026,44,27
US00029196,C0009732,01-2026,40,34
US00029197,C0009733,03-2026,8,25
US00029198,C0009733,02-2026,17,17
US00029199,C0009733,01-2026,14,27
US00029200,C0009734,03-2026,38,31
US00029201,C0009734,02-2026,33,24
US00029202,C0009734,01-2026,36,25
US00029203,C0009735,03-2026,16,31
US00029204,C0009735,02-2026,15,21
US00029205,C0009735,01-2026,21,22
US00029206,C0009736,03-2026,20,21
US00029207,C0009736,02-2026,22,20
US00029208,C0009736,01-2026,14,29
US00029209,C0009737,03-2026,20,24
US00029210,C0009737,02-2026,13,24
US00029211,C0009737,01-2026,19,32
US00029212,C0009738,03-2026,29,24
US00029213,C0009738,02-2026,19,30
US00029214,C0009738,01-2026,18,25
US00029215,C0009739,03-2026,18,20
US00029216,C0009739,02-2026,21,23
US00029217,C0009739,01-2026,15,30
US00029218,C0009740,03-2026,8,20
US00029219,C0009740,02-2026,15,25
US00029220,C0009740,01-2026,16,14
US00029221,C0009741,03-2026,10,25
US00029222,C0009741,02-2026,22,21
US00029223,C0009741,01-2026,24,19
US00029224,C0009742,03-2026,38,23
US00029225,C0009742,02-2026,41,25
US00029226,C0009742,01-2026,27,27
US00029227,C0009743,03-2026,21,29
US00029228,C0009743,02-2026,8,18
US00029229,C0009743,01-2026,22,22
US00029230,C0009744,03-2026,36,21
US00029231,C0009744,02-2026,35,24
US00029232,C0009744,01-2026,31,29
US00029233,C0009745,03-2026,29,19
US00029234,C0009745,02-2026,30,36
US00029235,C0009745,01-2026,35,26
US00029236,C0009746,03-2026,24,18
US00029237,C0009746,02-2026,21,32
US00029238,C0009746,01-2026,15,37
US00029239,C0009747,03-2026,11,23
US00029240,C0009747,02-2026,22,21
US00029241,C0009747,01-2026,24,31
US00029242,C0009748,03-2026,22,17
US00029243,C0009748,02-2026,17,30
US00029244,C0009748,01-2026,15,24
US00029245,C0009749,03-2026,24,25
US00029246,C0009749,02-2026,16,36
US00029247,C0009749,01-2026,19,18
US00029248,C0009750,03-2026,11,19
US00029249,C0009750,02-2026,16,30
US00029250,C0009750,01-2026,11,30
US00029251,C0009751,03-2026,17,29
US00029252,C0009751,02-2026,16,20
US00029253,C0009751,01-2026,11,25
US00029254,C0009752,03-2026,13,26
US00029255,C0009752,02-2026,17,29
US00029256,C0009752,01-2026,24,34
US00029257,C0009753,03-2026,38,26
US00029258,C0009753,02-2026,32,26
US00029259,C0009753,01-2026,35,28
US00029260,C0009754,03-2026,19,32
US00029261,C0009754,02-2026,18,16
US00029262,C0009754,01-2026,12,33
US00029263,C0009755,03-2026,22,35
US00029264,C0009755,02-2026,11,19
US00029265,C0009755,01-2026,19,27
US00029266,C0009756,03-2026,20,26
US00029267,C0009756,02-2026,12,19
US00029268,C0009756,01-2026,19,23
US00029269,C0009757,03-2026,19,32
US00029270,C0009757,02-2026,15,28
US00029271,C0009757,01-2026,16,27
US00029272,C0009758,03-2026,14,24
US00029273,C0009758,02-2026,12,20
US00029274,C0009758,01-2026,13,33
US00029275,C0009759,03-2026,19,22
US00029276,C0009759,02-2026,22,24
US00029277,C0009759,01-2026,25,35
US00029278,C0009760,03-2026,21,26
US00029279,C0009760,02-2026,18,39
US00029280,C0009760,01-2026,15,32
US00029281,C0009761,03-2026,41,39
US00029282,C0009761,02-2026,31,30
US00029283,C0009761,01-2026,36,25
US00029284,C0009762,03-2026,22,19
US00029285,C0009762,02-2026,15,26
US00029286,C0009762,01-2026,20,32
US00029287,C0009763,03-2026,15,22
US00029288,C0009763,02-2026,24,30
US00029289,C0009763,01-2026,13,19
US00029290,C0009764,03-2026,23,19
US00029291,C0009764,02-2026,35,28
US00029292,C0009764,01-2026,32,32
US00029293,C0009765,03-2026,20,21
US00029294,C0009765,02-2026,19,22
US00029295,C0009765,01-2026,21,24
US00029296,C0009766,03-2026,41,21
US00029297,C0009766,02-2026,32,23
US00029298,C0009766,01-2026,24,22
US00029299,C0009767,03-2026,14,22
US00029300,C0009767,02-2026,17,30
US00029301,C0009767,01-2026,12,31
US00029302,C0009768,03-2026,37,21
US00029303,C0009768,02-2026,22,25
US00029304,C0009768,01-2026,27,11
US00029305,C0009769,03-2026,19,25
US00029306,C0009769,02-2026,18,41
US00029307,C0009769,01-2026,16,25
US00029308,C0009770,03-2026,15,20
US00029309,C0009770,02-2026,24,25
US00029310,C0009770,01-2026,10,25
US00029311,C0009771,03-2026,18,18
US00029312,C0009771,02-2026,13,21
US00029313,C0009771,01-2026,12,27
US00029314,C0009772,03-2026,35,19
US00029315,C0009772,02-2026,37,32
US00029316,C0009772,01-2026,36,23
US00029317,C0009773,03-2026,46,27
US00029318,C0009773,02-2026,33,23
US00029319,C0009773,01-2026,44,25
US00029320,C0009774,03-2026,29,28
US00029321,C0009774,02-2026,40,23
US00029322,C0009774,01-2026,30,20
US00029323,C0009775,03-2026,15,21
US00029324,C0009775,02-2026,17,28
US00029325,C0009775,01-2026,25,24
US00029326,C0009776,03-2026,37,21
US00029327,C0009776,02-2026,38,28
US00029328,C0009776,01-2026,36,36
US00029329,C0009777,03-2026,12,27
US00029330,C0009777,02-2026,18,25
US00029331,C0009777,01-2026,20,24
US00029332,C0009778,03-2026,33,28
US00029333,C0009778,02-2026,46,22
US00029334,C0009778,01-2026,34,23
US00029335,C0009779,03-2026,23,29
US00029336,C0009779,02-2026,14,21
US00029337,C0009779,01-2026,16,26
US00029338,C0009780,03-2026,42,29
US00029339,C0009780,02-2026,45,29
US00029340,C0009780,01-2026,30,24
US00029341,C0009781,03-2026,27,31
US00029342,C0009781,02-2026,20,26
US00029343,C0009781,01-2026,16,21
US00029344,C0009782,03-2026,26,21
US00029345,C0009782,02-2026,13,21
US00029346,C0009782,01-2026,26,26
US00029347,C0009783,03-2026,18,23
US00029348,C0009783,02-2026,17,31
US00029349,C0009783,01-2026,13,24
US00029350,C0009784,03-2026,18,26
US00029351,C0009784,02-2026,21,25
US00029352,C0009784,01-2026,18,28
US00029353,C0009785,03-2026,17,29
US00029354,C0009785,02-2026,14,21
US00029355,C0009785,01-2026,26,28
US00029356,C0009786,03-2026,19,20
US00029357,C0009786,02-2026,11,24
US00029358,C0009786,01-2026,20,25
US00029359,C0009787,03-2026,17,25
US00029360,C0009787,02-2026,22,14
US00029361,C0009787,01-2026,18,20
US00029362,C0009788,03-2026,21,24
US00029363,C0009788,02-2026,21,29
US00029364,C0009788,01-2026,11,24
US00029365,C0009789,03-2026,19,22
US00029366,C0009789,02-2026,15,24
US00029367,C0009789,01-2026,25,33
US00029368,C0009790,03-2026,19,29
US00029369,C0009790,02-2026,20,33
US00029370,C0009790,01-2026,18,24
US00029371,C0009791,03-2026,31,27
US00029372,C0009791,02-2026,29,24
US00029373,C0009791,01-2026,51,30
US00029374,C0009792,03-2026,23,24
US00029375,C0009792,02-2026,16,29
US00029376,C0009792,01-2026,16,23
US00029377,C0009793,03-2026,17,22
US00029378,C0009793,02-2026,19,18
US00029379,C0009793,01-2026,23,29
US00029380,C0009794,03-2026,15,23
US00029381,C0009794,02-2026,23,21
US00029382,C0009794,01-2026,17,21
US00029383,C0009795,03-2026,25,28
US00029384,C0009795,02-2026,12,32
US00029385,C0009795,01-2026,14,29
US00029386,C0009796,03-2026,24,22
US00029387,C0009796,02-2026,22,25
US00029388,C0009796,01-2026,15,29
US00029389,C0009797,03-2026,17,29
US00029390,C0009797,02-2026,18,18
US00029391,C0009797,01-2026,16,18
US00029392,C0009798,03-2026,16,22
US00029393,C0009798,02-2026,19,28
US00029394,C0009798,01-2026,13,19
US00029395,C0009799,03-2026,19,22
US00029396,C0009799,02-2026,19,15
US00029397,C0009799,01-2026,14,25
US00029398,C0009800,03-2026,31,18
US00029399,C0009800,02-2026,31,29
US00029400,C0009800,01-2026,38,32
US00029401,C0009801,03-2026,31,23
US00029402,C0009801,02-2026,33,35
US00029403,C0009801,01-2026,36,30
US00029404,C0009802,03-2026,44,23
US00029405,C0009802,02-2026,40,22
US00029406,C0009802,01-2026,20,21
US00029407,C0009803,03-2026,17,20
US00029408,C0009803,02-2026,23,24
US00029409,C0009803,01-2026,22,34
US00029410,C0009804,03-2026,18,26
US00029411,C0009804,02-2026,17,25
US00029412,C0009804,01-2026,20,29
US00029413,C0009805,03-2026,12,15
US00029414,C0009805,02-2026,24,19
US00029415,C0009805,01-2026,17,22
US00029416,C0009806,03-2026,13,24
US00029417,C0009806,02-2026,16,23
US00029418,C0009806,01-2026,25,30
US00029419,C0009807,03-2026,21,26
US00029420,C0009807,02-2026,19,28
US00029421,C0009807,01-2026,16,18
US00029422,C0009808,03-2026,13,23
US00029423,C0009808,02-2026,19,23
US00029424,C0009808,01-2026,16,16
US00029425,C0009809,03-2026,17,18
US00029426,C0009809,02-2026,22,32
US00029427,C0009809,01-2026,13,32
US00029428,C0009810,03-2026,20,18
US00029429,C0009810,02-2026,14,21
US00029430,C0009810,01-2026,16,19
US00029431,C0009811,03-2026,35,24
US00029432,C0009811,02-2026,31,27
US00029433,C0009811,01-2026,34,20
US00029434,C0009812,03-2026,18,20
US00029435,C0009812,02-2026,18,24
US00029436,C0009812,01-2026,24,28
US00029437,C0009813,03-2026,31,28
US00029438,C0009813,02-2026,34,24
US00029439,C0009813,01-2026,33,19
US00029440,C0009814,03-2026,17,27
US00029441,C0009814,02-2026,16,24
US00029442,C0009814,01-2026,18,26
US00029443,C0009815,03-2026,34,30
US00029444,C0009815,02-2026,46,23
US00029445,C0009815,01-2026,40,26
US00029446,C0009816,03-2026,16,36
US00029447,C0009816,02-2026,23,26
US00029448,C0009816,01-2026,22,36
US00029449,C0009817,03-2026,23,24
US00029450,C0009817,02-2026,26,37
US00029451,C0009817,01-2026,23,22
US00029452,C0009818,03-2026,17,26
US00029453,C0009818,02-2026,20,22
US00029454,C0009818,01-2026,17,21
US00029455,C0009819,03-2026,16,19
US00029456,C0009819,02-2026,21,20
US00029457,C0009819,01-2026,17,23
US00029458,C0009820,03-2026,38,41
US00029459,C0009820,02-2026,35,19
US00029460,C0009820,01-2026,33,39
US00029461,C0009821,03-2026,13,20
US00029462,C0009821,02-2026,29,26
US00029463,C0009821,01-2026,23,33
US00029464,C0009822,03-2026,15,19
US00029465,C0009822,02-2026,22,22
US00029466,C0009822,01-2026,21,22
US00029467,C0009823,03-2026,17,33
US00029468,C0009823,02-2026,19,18
US00029469,C0009823,01-2026,19,26
US00029470,C0009824,03-2026,15,34
US00029471,C0009824,02-2026,11,23
US00029472,C0009824,01-2026,17,30
US00029473,C0009825,03-2026,38,20
US00029474,C0009825,02-2026,51,23
US00029475,C0009825,01-2026,30,34
US00029476,C0009826,03-2026,23,18
US00029477,C0009826,02-2026,15,25
US00029478,C0009826,01-2026,21,23
US00029479,C0009827,03-2026,14,23
US00029480,C0009827,02-2026,19,27
US00029481,C0009827,01-2026,14,24
US00029482,C0009828,03-2026,15,30
US00029483,C0009828,02-2026,28,24
US00029484,C0009828,01-2026,19,32
US00029485,C0009829,03-2026,21,21
US00029486,C0009829,02-2026,19,18
US00029487,C0009829,01-2026,10,34
US00029488,C0009830,03-2026,27,16
US00029489,C0009830,02-2026,17,35
US00029490,C0009830,01-2026,18,31
US00029491,C0009831,03-2026,19,26
US00029492,C0009831,02-2026,15,29
US00029493,C0009831,01-2026,20,22
US00029494,C0009832,03-2026,21,18
US00029495,C0009832,02-2026,21,28
US00029496,C0009832,01-2026,17,29
US00029497,C0009833,03-2026,26,24
US00029498,C0009833,02-2026,20,21
US00029499,C0009833,01-2026,15,30
US00029500,C0009834,03-2026,16,23
US00029501,C0009834,02-2026,22,26
US00029502,C0009834,01-2026,18,28
US00029503,C0009835,03-2026,40,36
US00029504,C0009835,02-2026,43,23
US00029505,C0009835,01-2026,36,26
US00029506,C0009836,03-2026,18,21
US00029507,C0009836,02-2026,10,26
US00029508,C0009836,01-2026,17,30
US00029509,C0009837,03-2026,19,26
US00029510,C0009837,02-2026,16,24
US00029511,C0009837,01-2026,18,22
US00029512,C0009838,03-2026,20,19
US00029513,C0009838,02-2026,21,35
US00029514,C0009838,01-2026,20,20
US00029515,C0009839,03-2026,12,33
US00029516,C0009839,02-2026,15,27
US00029517,C0009839,01-2026,24,29
US00029518,C0009840,03-2026,43,18
US00029519,C0009840,02-2026,27,20
US00029520,C0009840,01-2026,35,24
US00029521,C0009841,03-2026,37,44
US00029522,C0009841,02-2026,32,22
US00029523,C0009841,01-2026,34,22
US00029524,C0009842,03-2026,21,25
US00029525,C0009842,02-2026,16,26
US00029526,C0009842,01-2026,18,27
US00029527,C0009843,03-2026,20,18
US00029528,C0009843,02-2026,19,23
US00029529,C0009843,01-2026,19,28
US00029530,C0009844,03-2026,9,28
US00029531,C0009844,02-2026,18,16
US00029532,C0009844,01-2026,15,27
US00029533,C0009845,03-2026,13,32
US00029534,C0009845,02-2026,25,30
US00029535,C0009845,01-2026,24,30
US00029536,C0009846,03-2026,26,29
US00029537,C0009846,02-2026,18,21
US00029538,C0009846,01-2026,11,31
US00029539,C0009847,03-2026,14,19
US00029540,C0009847,02-2026,14,24
US00029541,C0009847,01-2026,13,24
US00029542,C0009848,03-2026,18,21
US00029543,C0009848,02-2026,18,26
US00029544,C0009848,01-2026,20,31
US00029545,C0009849,03-2026,35,25
US00029546,C0009849,02-2026,38,23
US00029547,C0009849,01-2026,40,26
US00029548,C0009850,03-2026,17,27
US00029549,C0009850,02-2026,20,30
US00029550,C0009850,01-2026,23,12
US00029551,C0009851,03-2026,17,26
US00029552,C0009851,02-2026,26,26
US00029553,C0009851,01-2026,26,21
US00029554,C0009852,03-2026,28,34
US00029555,C0009852,02-2026,22,15
US00029556,C0009852,01-2026,15,36
US00029557,C0009853,03-2026,16,27
US00029558,C0009853,02-2026,16,27
US00029559,C0009853,01-2026,17,28
US00029560,C0009854,03-2026,29,25
US00029561,C0009854,02-2026,45,33
US00029562,C0009854,01-2026,34,25
US00029563,C0009855,03-2026,12,25
US00029564,C0009855,02-2026,20,30
US00029565,C0009855,01-2026,20,18
US00029566,C0009856,03-2026,42,31
US00029567,C0009856,02-2026,34,24
US00029568,C0009856,01-2026,39,23
US00029569,C0009857,03-2026,37,31
US00029570,C0009857,02-2026,33,19
US00029571,C0009857,01-2026,36,24
US00029572,C0009858,03-2026,12,21
US00029573,C0009858,02-2026,17,27
US00029574,C0009858,01-2026,21,29
US00029575,C0009859,03-2026,31,22
US00029576,C0009859,02-2026,20,23
US00029577,C0009859,01-2026,15,20
US00029578,C0009860,03-2026,13,20
US00029579,C0009860,02-2026,19,28
US00029580,C0009860,01-2026,22,24
US00029581,C0009861,03-2026,23,27
US00029582,C0009861,02-2026,16,21
US00029583,C0009861,01-2026,18,22
US00029584,C0009862,03-2026,20,26
US00029585,C0009862,02-2026,18,19
US00029586,C0009862,01-2026,20,29
US00029587,C0009863,03-2026,16,28
US00029588,C0009863,02-2026,15,25
US00029589,C0009863,01-2026,21,17
US00029590,C0009864,03-2026,20,28
US00029591,C0009864,02-2026,14,24
US00029592,C0009864,01-2026,17,24
US00029593,C0009865,03-2026,35,21
US00029594,C0009865,02-2026,37,26
US00029595,C0009865,01-2026,37,29
US00029596,C0009866,03-2026,41,20
US00029597,C0009866,02-2026,42,33
US00029598,C0009866,01-2026,30,30
US00029599,C0009867,03-2026,14,30
US00029600,C0009867,02-2026,20,21
US00029601,C0009867,01-2026,16,19
US00029602,C0009868,03-2026,28,31
US00029603,C0009868,02-2026,22,15
US00029604,C0009868,01-2026,16,26
US00029605,C0009869,03-2026,19,27
US00029606,C0009869,02-2026,12,18
US00029607,C0009869,01-2026,18,32
US00029608,C0009870,03-2026,16,24
US00029609,C0009870,02-2026,17,21
US00029610,C0009870,01-2026,22,19
US00029611,C0009871,03-2026,15,21
US00029612,C0009871,02-2026,16,35
US00029613,C0009871,01-2026,18,22
US00029614,C0009872,03-2026,22,21
US00029615,C0009872,02-2026,18,23
US00029616,C0009872,01-2026,21,27
US00029617,C0009873,03-2026,32,25
US00029618,C0009873,02-2026,33,21
US00029619,C0009873,01-2026,29,26
US00029620,C0009874,03-2026,17,28
US00029621,C0009874,02-2026,15,26
US00029622,C0009874,01-2026,21,27
US00029623,C0009875,03-2026,19,20
US00029624,C0009875,02-2026,16,15
US00029625,C0009875,01-2026,11,21
US00029626,C0009876,03-2026,23,28
US00029627,C0009876,02-2026,11,30
US00029628,C0009876,01-2026,20,30
US00029629,C0009877,03-2026,38,24
US00029630,C0009877,02-2026,30,19
US00029631,C0009877,01-2026,27,30
US00029632,C0009878,03-2026,18,28
US00029633,C0009878,02-2026,19,22
US00029634,C0009878,01-2026,15,23
US00029635,C0009879,03-2026,20,21
US00029636,C0009879,02-2026,18,28
US00029637,C0009879,01-2026,19,20
US00029638,C0009880,03-2026,18,19
US00029639,C0009880,02-2026,16,18
US00029640,C0009880,01-2026,17,35
US00029641,C0009881,03-2026,40,29
US00029642,C0009881,02-2026,43,25
US00029643,C0009881,01-2026,44,16
US00029644,C0009882,03-2026,18,20
US00029645,C0009882,02-2026,24,22
US00029646,C0009882,01-2026,15,26
US00029647,C0009883,03-2026,14,31
US00029648,C0009883,02-2026,17,31
US00029649,C0009883,01-2026,18,20
US00029650,C0009884,03-2026,21,21
US00029651,C0009884,02-2026,15,35
US00029652,C0009884,01-2026,23,16
US00029653,C0009885,03-2026,30,30
US00029654,C0009885,02-2026,36,26
US00029655,C0009885,01-2026,32,30
US00029656,C0009886,03-2026,28,24
US00029657,C0009886,02-2026,16,33
US00029658,C0009886,01-2026,15,34
US00029659,C0009887,03-2026,18,25
US00029660,C0009887,02-2026,15,24
US00029661,C0009887,01-2026,18,24
US00029662,C0009888,03-2026,37,27
US00029663,C0009888,02-2026,30,31
US00029664,C0009888,01-2026,47,26
US00029665,C0009889,03-2026,21,16
US00029666,C0009889,02-2026,18,26
US00029667,C0009889,01-2026,18,22
US00029668,C0009890,03-2026,39,21
US00029669,C0009890,02-2026,43,23
US00029670,C0009890,01-2026,39,28
US00029671,C0009891,03-2026,22,17
US00029672,C0009891,02-2026,14,27
US00029673,C0009891,01-2026,21,22
US00029674,C0009892,03-2026,19,18
US00029675,C0009892,02-2026,12,26
US00029676,C0009892,01-2026,23,27
US00029677,C0009893,03-2026,37,23
US00029678,C0009893,02-2026,34,29
US00029679,C0009893,01-2026,33,29
US00029680,C0009894,03-2026,23,30
US00029681,C0009894,02-2026,21,20
US00029682,C0009894,01-2026,18,21
US00029683,C0009895,03-2026,16,18
US00029684,C0009895,02-2026,12,24
US00029685,C0009895,01-2026,16,28
US00029686,C0009896,03-2026,22,25
US00029687,C0009896,02-2026,12,28
US00029688,C0009896,01-2026,24,26
US00029689,C0009897,03-2026,16,26
US00029690,C0009897,02-2026,17,28
US00029691,C0009897,01-2026,17,36
US00029692,C0009898,03-2026,32,24
US00029693,C0009898,02-2026,34,24
US00029694,C0009898,01-2026,19,28
US00029695,C0009899,03-2026,14,27
US00029696,C0009899,02-2026,17,28
US00029697,C0009899,01-2026,13,26
US00029698,C0009900,03-2026,14,34
US00029699,C0009900,02-2026,18,22
US00029700,C0009900,01-2026,17,23
US00029701,C0009901,03-2026,17,36
US00029702,C0009901,02-2026,19,28
US00029703,C0009901,01-2026,16,21
US00029704,C0009902,03-2026,18,28
US00029705,C0009902,02-2026,26,27
US00029706,C0009902,01-2026,12,23
US00029707,C0009903,03-2026,39,29
US00029708,C0009903,02-2026,37,26
US00029709,C0009903,01-2026,27,32
US00029710,C0009904,03-2026,20,17
US00029711,C0009904,02-2026,15,37
US00029712,C0009904,01-2026,27,17
US00029713,C0009905,03-2026,17,24
US00029714,C0009905,02-2026,12,16
US00029715,C0009905,01-2026,15,35
US00029716,C0009906,03-2026,16,26
US00029717,C0009906,02-2026,23,24
US00029718,C0009906,01-2026,22,21
US00029719,C0009907,03-2026,13,23
US00029720,C0009907,02-2026,19,23
US00029721,C0009907,01-2026,16,28
US00029722,C0009908,03-2026,22,40
US00029723,C0009908,02-2026,20,22
US00029724,C0009908,01-2026,12,30
US00029725,C0009909,03-2026,49,19
US00029726,C0009909,02-2026,32,24
US00029727,C0009909,01-2026,32,28
US00029728,C0009910,03-2026,19,19
US00029729,C0009910,02-2026,24,23
US00029730,C0009910,01-2026,15,27
US00029731,C0009911,03-2026,20,25
US00029732,C0009911,02-2026,18,19
US00029733,C0009911,01-2026,15,27
US00029734,C0009912,03-2026,16,27
US00029735,C0009912,02-2026,18,24
US00029736,C0009912,01-2026,26,19
US00029737,C0009913,03-2026,26,22
US00029738,C0009913,02-2026,19,17
US00029739,C0009913,01-2026,19,18
US00029740,C0009914,03-2026,22,26
US00029741,C0009914,02-2026,15,27
US00029742,C0009914,01-2026,15,23
US00029743,C0009915,03-2026,11,20
US00029744,C0009915,02-2026,15,18
US00029745,C0009915,01-2026,19,27
US00029746,C0009916,03-2026,13,33
US00029747,C0009916,02-2026,21,23
US00029748,C0009916,01-2026,20,27
US00029749,C0009917,03-2026,18,23
US00029750,C0009917,02-2026,15,27
US00029751,C0009917,01-2026,27,18
US00029752,C0009918,03-2026,13,20
US00029753,C0009918,02-2026,12,22
US00029754,C0009918,01-2026,17,31
US00029755,C0009919,03-2026,15,21
US00029756,C0009919,02-2026,18,22
US00029757,C0009919,01-2026,18,25
US00029758,C0009920,03-2026,21,32
US00029759,C0009920,02-2026,18,29
US00029760,C0009920,01-2026,20,28
US00029761,C0009921,03-2026,17,26
US00029762,C0009921,02-2026,19,29
US00029763,C0009921,01-2026,16,28
US00029764,C0009922,03-2026,32,29
US00029765,C0009922,02-2026,28,27
US00029766,C0009922,01-2026,19,27
US00029767,C0009923,03-2026,17,25
US00029768,C0009923,02-2026,17,21
US00029769,C0009923,01-2026,18,25
US00029770,C0009924,03-2026,26,26
US00029771,C0009924,02-2026,34,27
US00029772,C0009924,01-2026,37,25
US00029773,C0009925,03-2026,42,26
US00029774,C0009925,02-2026,28,24
US00029775,C0009925,01-2026,36,30
US00029776,C0009926,03-2026,13,16
US00029777,C0009926,02-2026,14,24
US00029778,C0009926,01-2026,16,29
US00029779,C0009927,03-2026,45,27
US00029780,C0009927,02-2026,35,20
