campaign_id,customer_id,campaign_name,offer_type,contact_date,channel,response,retained_flag
RTC0002877,C0008610,Value Retention,Cashback Voucher,20-11-2025,App,Declined,Yes
RTC0002878,C0008611,At-Risk Outreach,Loyalty Discount 10%,05-02-2025,Email,No Response,Yes
RTC0002879,C0008613,Win-Back Drive,Annual Plan Discount,19-07-2025,WhatsApp,Accepted,No
RTC0002880,C0008618,Value Retention,Bill Waiver,06-04-2025,Call,Accepted,Yes
RTC0002881,C0008620,Win-Back Drive,Free OTT 3 Months,23-12-2025,Call,Accepted,Yes
RTC0002882,C0008621,Loyalty Save,Priority Support,25-02-2026,SMS,Accepted,No
RTC0002883,C0008622,At-Risk Outreach,Free OTT 3 Months,21-07-2025,WhatsApp,Accepted,Yes
RTC0002884,C0008626,Value Retention,Extra Data 50GB,24-04-2025,WhatsApp,Declined,Yes
RTC0002885,C0008630,Renewal Nudge,Plan Upgrade Offer,23-12-2025,Email,Declined,Yes
RTC0002886,C0008639,At-Risk Outreach,Cashback Voucher,15-01-2026,WhatsApp,Accepted,Yes
RTC0002887,C0008640,At-Risk Outreach,Plan Upgrade Offer,30-03-2025,Call,Accepted,No
RTC0002888,C0008642,At-Risk Outreach,Priority Support,05-09-2025,App,Accepted,Yes
RTC0002889,C0008645,Value Retention,Bill Waiver,23-04-2025,SMS,Accepted,Yes
RTC0002890,C0008647,Win-Back Drive,Cashback Voucher,17-02-2026,Email,Accepted,Yes
RTC0002891,C0008652,Renewal Nudge,Annual Plan Discount,15-05-2025,WhatsApp,Accepted,Yes
RTC0002892,C0008654,At-Risk Outreach,Annual Plan Discount,22-06-2025,App,Accepted,Yes
RTC0002893,C0008655,Value Retention,Priority Support,04-07-2025,App,Declined,Yes
RTC0002894,C0008656,Loyalty Save,Cashback Voucher,09-09-2025,Email,Declined,Yes
RTC0002895,C0008657,Value Retention,Free OTT 3 Months,02-07-2025,App,Declined,Yes
RTC0002896,C0008659,Value Retention,Loyalty Discount 10%,25-03-2025,SMS,No Response,No
RTC0002897,C0008660,Loyalty Save,Annual Plan Discount,27-01-2025,SMS,Accepted,Yes
RTC0002898,C0008664,At-Risk Outreach,Free OTT 3 Months,08-11-2025,WhatsApp,Accepted,Yes
RTC0002899,C0008665,Loyalty Save,Priority Support,23-04-2025,App,Accepted,Yes
RTC0002900,C0008667,Loyalty Save,Plan Upgrade Offer,30-11-2025,SMS,No Response,Yes
RTC0002901,C0008668,Renewal Nudge,Cashback Voucher,30-01-2026,Call,Accepted,Yes
RTC0002902,C0008669,Win-Back Drive,Annual Plan Discount,07-11-2025,SMS,Accepted,No
RTC0002903,C0008674,Renewal Nudge,Extra Data 50GB,28-05-2025,Call,Declined,Yes
RTC0002904,C0008675,Renewal Nudge,Plan Upgrade Offer,07-09-2025,Email,No Response,Yes
RTC0002905,C0008679,Win-Back Drive,Plan Upgrade Offer,14-03-2026,App,Accepted,Yes
RTC0002906,C0008680,At-Risk Outreach,Cashback Voucher,13-09-2025,WhatsApp,No Response,Yes
RTC0002907,C0008681,Value Retention,Priority Support,23-04-2025,Call,No Response,Yes
RTC0002908,C0008683,Value Retention,Priority Support,25-01-2025,WhatsApp,Accepted,Yes
RTC0002909,C0008685,Value Retention,Bill Waiver,04-03-2025,Call,Accepted,Yes
RTC0002910,C0008687,Win-Back Drive,Plan Upgrade Offer,13-02-2025,App,Accepted,Yes
RTC0002911,C0008689,At-Risk Outreach,Plan Upgrade Offer,22-03-2026,App,Declined,Yes
RTC0002912,C0008690,Value Retention,Cashback Voucher,27-01-2026,Call,No Response,Yes
RTC0002913,C0008698,Value Retention,Cashback Voucher,14-02-2026,App,Declined,Yes
RTC0002914,C0008699,Loyalty Save,Bill Waiver,17-01-2025,SMS,No Response,Yes
RTC0002915,C0008703,At-Risk Outreach,Annual Plan Discount,20-02-2026,SMS,Accepted,Yes
RTC0002916,C0008706,Value Retention,Bill Waiver,14-09-2025,WhatsApp,Accepted,Yes
RTC0002917,C0008707,Value Retention,Annual Plan Discount,08-02-2025,Call,Declined,Yes
RTC0002918,C0008710,Loyalty Save,Loyalty Discount 10%,22-02-2026,Email,No Response,Yes
RTC0002919,C0008713,Loyalty Save,Extra Data 50GB,04-08-2025,Email,No Response,No
RTC0002920,C0008715,Loyalty Save,Plan Upgrade Offer,03-02-2026,WhatsApp,Accepted,No
RTC0002921,C0008720,Renewal Nudge,Loyalty Discount 10%,30-03-2025,App,No Response,No
RTC0002922,C0008726,Win-Back Drive,Cashback Voucher,20-10-2025,Call,No Response,Yes
RTC0002923,C0008727,At-Risk Outreach,Plan Upgrade Offer,28-11-2025,Email,Accepted,Yes
RTC0002924,C0008730,Value Retention,Annual Plan Discount,23-12-2025,SMS,Declined,No
RTC0002925,C0008735,Renewal Nudge,Cashback Voucher,11-07-2025,WhatsApp,No Response,Yes
RTC0002926,C0008736,Loyalty Save,Annual Plan Discount,12-08-2025,Email,No Response,No
RTC0002927,C0008737,Value Retention,Free OTT 3 Months,07-01-2026,WhatsApp,Declined,Yes
RTC0002928,C0008740,Renewal Nudge,Free OTT 3 Months,10-02-2026,Email,Accepted,Yes
RTC0002929,C0008746,Value Retention,Cashback Voucher,14-04-2025,Call,No Response,Yes
RTC0002930,C0008747,Loyalty Save,Loyalty Discount 10%,17-01-2026,App,Declined,No
RTC0002931,C0008749,Renewal Nudge,Loyalty Discount 10%,20-03-2025,Email,No Response,Yes
RTC0002932,C0008751,Renewal Nudge,Plan Upgrade Offer,26-08-2025,WhatsApp,Declined,Yes
RTC0002933,C0008753,Value Retention,Plan Upgrade Offer,02-06-2025,Email,Declined,Yes
RTC0002934,C0008757,Renewal Nudge,Plan Upgrade Offer,13-04-2025,SMS,Accepted,Yes
RTC0002935,C0008760,Loyalty Save,Free OTT 3 Months,03-02-2026,Call,Accepted,No
RTC0002936,C0008761,Win-Back Drive,Free OTT 3 Months,23-01-2025,Call,Declined,Yes
RTC0002937,C0008766,At-Risk Outreach,Plan Upgrade Offer,04-01-2025,SMS,No Response,No
RTC0002938,C0008768,At-Risk Outreach,Plan Upgrade Offer,19-10-2025,SMS,No Response,Yes
RTC0002939,C0008770,At-Risk Outreach,Plan Upgrade Offer,24-01-2026,WhatsApp,Declined,No
RTC0002940,C0008772,Loyalty Save,Free OTT 3 Months,08-07-2025,SMS,Declined,Yes
RTC0002941,C0008773,At-Risk Outreach,Bill Waiver,06-03-2026,SMS,Declined,Yes
RTC0002942,C0008774,Value Retention,Loyalty Discount 10%,07-07-2025,SMS,Declined,Yes
RTC0002943,C0008775,Loyalty Save,Annual Plan Discount,22-12-2025,App,No Response,Yes
RTC0002944,C0008779,Renewal Nudge,Extra Data 50GB,17-10-2025,SMS,Declined,Yes
RTC0002945,C0008785,Win-Back Drive,Free OTT 3 Months,13-09-2025,SMS,Accepted,Yes
RTC0002946,C0008787,Renewal Nudge,Plan Upgrade Offer,04-02-2025,Call,Accepted,Yes
RTC0002947,C0008788,Value Retention,Annual Plan Discount,10-09-2025,SMS,Declined,No
RTC0002948,C0008803,Win-Back Drive,Loyalty Discount 10%,03-05-2025,Email,No Response,No
RTC0002949,C0008807,Renewal Nudge,Annual Plan Discount,01-02-2025,WhatsApp,Accepted,Yes
RTC0002950,C0008808,Win-Back Drive,Plan Upgrade Offer,06-03-2026,SMS,Declined,Yes
RTC0002951,C0008811,Win-Back Drive,Extra Data 50GB,21-06-2025,WhatsApp,No Response,No
RTC0002952,C0008817,Loyalty Save,Plan Upgrade Offer,25-05-2025,SMS,Declined,Yes
RTC0002953,C0008819,Loyalty Save,Extra Data 50GB,27-11-2025,Email,Declined,No
RTC0002954,C0008820,Renewal Nudge,Loyalty Discount 10%,23-11-2025,WhatsApp,Declined,Yes
RTC0002955,C0008827,Win-Back Drive,Free OTT 3 Months,12-10-2025,SMS,No Response,Yes
RTC0002956,C0008831,Renewal Nudge,Free OTT 3 Months,27-01-2025,SMS,Declined,Yes
RTC0002957,C0008833,Renewal Nudge,Cashback Voucher,10-09-2025,Email,Accepted,Yes
RTC0002958,C0008839,At-Risk Outreach,Loyalty Discount 10%,12-02-2026,SMS,Accepted,Yes
RTC0002959,C0008841,Renewal Nudge,Loyalty Discount 10%,01-08-2025,WhatsApp,No Response,Yes
RTC0002960,C0008845,At-Risk Outreach,Free OTT 3 Months,22-10-2025,Call,Declined,Yes
RTC0002961,C0008847,Renewal Nudge,Loyalty Discount 10%,11-01-2025,App,No Response,Yes
RTC0002962,C0008848,Value Retention,Free OTT 3 Months,27-11-2025,SMS,Accepted,Yes
RTC0002963,C0008849,Value Retention,Plan Upgrade Offer,08-05-2025,Email,No Response,Yes
RTC0002964,C0008850,Win-Back Drive,Loyalty Discount 10%,02-08-2025,App,Declined,No
RTC0002965,C0008852,Loyalty Save,Loyalty Discount 10%,17-08-2025,App,Accepted,Yes
RTC0002966,C0008855,At-Risk Outreach,Priority Support,26-01-2026,SMS,Accepted,Yes
RTC0002967,C0008857,Loyalty Save,Cashback Voucher,08-02-2026,WhatsApp,Accepted,Yes
RTC0002968,C0008860,Loyalty Save,Bill Waiver,08-01-2025,SMS,Accepted,Yes
RTC0002969,C0008863,At-Risk Outreach,Extra Data 50GB,21-12-2025,App,Declined,Yes
RTC0002970,C0008864,Loyalty Save,Free OTT 3 Months,06-01-2026,SMS,No Response,Yes
RTC0002971,C0008868,Loyalty Save,Annual Plan Discount,24-02-2026,App,Declined,No
RTC0002972,C0008869,At-Risk Outreach,Priority Support,24-03-2025,WhatsApp,Accepted,Yes
RTC0002973,C0008874,At-Risk Outreach,Loyalty Discount 10%,01-03-2026,SMS,No Response,No
RTC0002974,C0008876,Renewal Nudge,Bill Waiver,25-01-2026,SMS,Accepted,Yes
RTC0002975,C0008877,At-Risk Outreach,Plan Upgrade Offer,17-01-2026,App,Declined,Yes
RTC0002976,C0008886,At-Risk Outreach,Cashback Voucher,31-12-2025,SMS,Accepted,Yes
RTC0002977,C0008889,Renewal Nudge,Loyalty Discount 10%,21-01-2025,App,Accepted,Yes
RTC0002978,C0008892,Renewal Nudge,Cashback Voucher,10-12-2025,Call,Declined,Yes
RTC0002979,C0008893,At-Risk Outreach,Plan Upgrade Offer,06-02-2025,WhatsApp,Accepted,Yes
RTC0002980,C0008895,Value Retention,Free OTT 3 Months,07-01-2026,Call,Accepted,No
RTC0002981,C0008897,Win-Back Drive,Plan Upgrade Offer,26-01-2025,SMS,No Response,Yes
RTC0002982,C0008898,At-Risk Outreach,Plan Upgrade Offer,19-06-2025,Call,Declined,Yes
RTC0002983,C0008903,Win-Back Drive,Loyalty Discount 10%,15-12-2025,App,Accepted,Yes
RTC0002984,C0008904,At-Risk Outreach,Cashback Voucher,15-11-2025,Call,Declined,Yes
RTC0002985,C0008910,At-Risk Outreach,Priority Support,23-09-2025,Email,Accepted,Yes
RTC0002986,C0008916,Renewal Nudge,Bill Waiver,04-02-2026,WhatsApp,Declined,Yes
RTC0002987,C0008918,Renewal Nudge,Annual Plan Discount,10-01-2026,Call,No Response,Yes
RTC0002988,C0008920,Win-Back Drive,Priority Support,15-01-2025,App,No Response,Yes
RTC0002989,C0008921,Renewal Nudge,Extra Data 50GB,19-03-2026,App,No Response,Yes
RTC0002990,C0008925,At-Risk Outreach,Plan Upgrade Offer,31-01-2025,WhatsApp,Declined,Yes
RTC0002991,C0008928,Value Retention,Bill Waiver,06-02-2026,Call,Accepted,Yes
RTC0002992,C0008929,Value Retention,Priority Support,13-03-2025,WhatsApp,Accepted,Yes
RTC0002993,C0008932,At-Risk Outreach,Priority Support,23-08-2025,SMS,No Response,Yes
RTC0002994,C0008936,Renewal Nudge,Bill Waiver,12-07-2025,SMS,Accepted,Yes
RTC0002995,C0008941,Loyalty Save,Plan Upgrade Offer,29-01-2026,Call,Accepted,Yes
RTC0002996,C0008945,Value Retention,Cashback Voucher,17-01-2026,App,Accepted,Yes
RTC0002997,C0008946,Value Retention,Free OTT 3 Months,03-07-2025,App,Accepted,No
RTC0002998,C0008951,Renewal Nudge,Priority Support,23-05-2025,App,Declined,Yes
RTC0002999,C0008957,At-Risk Outreach,Free OTT 3 Months,05-04-2025,WhatsApp,Declined,Yes
RTC0003000,C0008958,Loyalty Save,Bill Waiver,15-04-2025,Call,Accepted,Yes
RTC0003001,C0008960,Value Retention,Cashback Voucher,15-07-2025,App,Accepted,Yes
RTC0003002,C0008962,Value Retention,Loyalty Discount 10%,09-04-2025,Email,Declined,Yes
RTC0003003,C0008963,Win-Back Drive,Priority Support,07-06-2025,Email,Accepted,Yes
RTC0003004,C0008967,Value Retention,Free OTT 3 Months,25-03-2026,Call,No Response,Yes
RTC0003005,C0008968,Value Retention,Priority Support,31-10-2025,SMS,Accepted,Yes
RTC0003006,C0008973,Value Retention,Cashback Voucher,15-01-2025,WhatsApp,Accepted,Yes
RTC0003007,C0008978,Value Retention,Extra Data 50GB,09-12-2025,Email,No Response,Yes
RTC0003008,C0008980,At-Risk Outreach,Loyalty Discount 10%,15-09-2025,SMS,Declined,Yes
RTC0003009,C0008981,Win-Back Drive,Extra Data 50GB,15-01-2025,Call,Declined,Yes
RTC0003010,C0008982,Renewal Nudge,Plan Upgrade Offer,13-11-2025,Email,Declined,Yes
RTC0003011,C0008984,Win-Back Drive,Plan Upgrade Offer,23-08-2025,Email,Declined,Yes
RTC0003012,C0008989,Win-Back Drive,Cashback Voucher,09-08-2025,Call,Accepted,Yes
RTC0003013,C0008990,Renewal Nudge,Annual Plan Discount,10-07-2025,Email,Accepted,Yes
RTC0003014,C0008993,Loyalty Save,Loyalty Discount 10%,29-05-2025,Email,Accepted,Yes
RTC0003015,C0008998,At-Risk Outreach,Annual Plan Discount,16-09-2025,SMS,Accepted,Yes
RTC0003016,C0009002,Renewal Nudge,Bill Waiver,13-10-2025,Email,No Response,Yes
RTC0003017,C0009003,At-Risk Outreach,Cashback Voucher,07-04-2025,Email,No Response,Yes
RTC0003018,C0009006,Loyalty Save,Annual Plan Discount,03-02-2025,Email,No Response,Yes
RTC0003019,C0009007,Value Retention,Extra Data 50GB,16-06-2025,SMS,Accepted,Yes
RTC0003020,C0009011,At-Risk Outreach,Annual Plan Discount,24-10-2025,Call,Declined,Yes
RTC0003021,C0009022,Renewal Nudge,Free OTT 3 Months,14-07-2025,WhatsApp,Accepted,Yes
RTC0003022,C0009025,Win-Back Drive,Annual Plan Discount,05-01-2025,WhatsApp,Accepted,No
RTC0003023,C0009032,Renewal Nudge,Extra Data 50GB,12-07-2025,SMS,Declined,Yes
RTC0003024,C0009038,Win-Back Drive,Priority Support,10-10-2025,Email,Accepted,Yes
RTC0003025,C0009044,Win-Back Drive,Extra Data 50GB,24-11-2025,App,No Response,No
RTC0003026,C0009045,Value Retention,Extra Data 50GB,27-05-2025,Email,No Response,Yes
RTC0003027,C0009049,Value Retention,Cashback Voucher,18-10-2025,WhatsApp,Declined,Yes
RTC0003028,C0009050,At-Risk Outreach,Loyalty Discount 10%,16-07-2025,Email,Accepted,Yes
RTC0003029,C0009052,At-Risk Outreach,Plan Upgrade Offer,02-11-2025,WhatsApp,No Response,Yes
RTC0003030,C0009057,Value Retention,Loyalty Discount 10%,03-12-2025,SMS,No Response,Yes
RTC0003031,C0009062,Value Retention,Free OTT 3 Months,25-12-2025,Call,Accepted,Yes
RTC0003032,C0009066,Win-Back Drive,Annual Plan Discount,13-05-2025,SMS,Accepted,No
RTC0003033,C0009070,Loyalty Save,Cashback Voucher,01-05-2025,Email,Declined,No
RTC0003034,C0009074,Loyalty Save,Free OTT 3 Months,03-12-2025,App,No Response,No
RTC0003035,C0009075,Loyalty Save,Plan Upgrade Offer,25-08-2025,WhatsApp,Accepted,Yes
RTC0003036,C0009076,Win-Back Drive,Plan Upgrade Offer,17-04-2025,App,No Response,Yes
RTC0003037,C0009080,Renewal Nudge,Annual Plan Discount,29-07-2025,Email,Accepted,Yes
RTC0003038,C0009084,Value Retention,Extra Data 50GB,18-12-2025,App,Accepted,Yes
RTC0003039,C0009089,Loyalty Save,Loyalty Discount 10%,18-10-2025,WhatsApp,Declined,Yes
RTC0003040,C0009090,Win-Back Drive,Cashback Voucher,21-03-2026,App,Accepted,Yes
RTC0003041,C0009091,Win-Back Drive,Priority Support,03-11-2025,WhatsApp,No Response,Yes
RTC0003042,C0009094,Renewal Nudge,Bill Waiver,07-05-2025,WhatsApp,Declined,No
RTC0003043,C0009095,Loyalty Save,Free OTT 3 Months,24-03-2026,Call,Accepted,Yes
RTC0003044,C0009109,Loyalty Save,Extra Data 50GB,23-01-2025,App,No Response,No
RTC0003045,C0009114,At-Risk Outreach,Bill Waiver,06-06-2025,WhatsApp,No Response,No
RTC0003046,C0009115,Loyalty Save,Priority Support,14-02-2025,SMS,No Response,No
RTC0003047,C0009117,Loyalty Save,Bill Waiver,04-05-2025,WhatsApp,No Response,Yes
RTC0003048,C0009120,Win-Back Drive,Plan Upgrade Offer,30-03-2026,Email,No Response,No
RTC0003049,C0009129,Value Retention,Cashback Voucher,05-02-2026,WhatsApp,Accepted,Yes
RTC0003050,C0009133,Renewal Nudge,Annual Plan Discount,07-12-2025,Call,No Response,Yes
RTC0003051,C0009134,Renewal Nudge,Loyalty Discount 10%,11-02-2026,SMS,No Response,No
RTC0003052,C0009135,Renewal Nudge,Free OTT 3 Months,19-08-2025,SMS,Accepted,No
RTC0003053,C0009136,Renewal Nudge,Loyalty Discount 10%,24-11-2025,Email,Accepted,Yes
RTC0003054,C0009139,Loyalty Save,Priority Support,14-08-2025,WhatsApp,No Response,Yes
RTC0003055,C0009143,Win-Back Drive,Free OTT 3 Months,15-09-2025,App,Declined,Yes
RTC0003056,C0009144,Value Retention,Extra Data 50GB,03-12-2025,Call,Accepted,Yes
RTC0003057,C0009153,Loyalty Save,Annual Plan Discount,09-10-2025,App,Accepted,Yes
RTC0003058,C0009164,Renewal Nudge,Cashback Voucher,09-07-2025,Email,Declined,Yes
RTC0003059,C0009166,Win-Back Drive,Free OTT 3 Months,24-05-2025,Call,Declined,No
RTC0003060,C0009170,Win-Back Drive,Annual Plan Discount,13-08-2025,WhatsApp,Accepted,Yes
RTC0003061,C0009174,At-Risk Outreach,Loyalty Discount 10%,19-02-2025,App,Accepted,Yes
RTC0003062,C0009179,At-Risk Outreach,Cashback Voucher,22-01-2026,Email,Accepted,Yes
RTC0003063,C0009182,At-Risk Outreach,Extra Data 50GB,22-02-2026,SMS,No Response,Yes
RTC0003064,C0009184,Renewal Nudge,Extra Data 50GB,15-06-2025,Call,Accepted,No
RTC0003065,C0009185,Loyalty Save,Bill Waiver,21-01-2025,Call,Declined,Yes
RTC0003066,C0009191,Value Retention,Bill Waiver,12-07-2025,SMS,No Response,Yes
RTC0003067,C0009192,Loyalty Save,Loyalty Discount 10%,18-06-2025,SMS,Declined,Yes
RTC0003068,C0009194,Value Retention,Bill Waiver,31-10-2025,SMS,No Response,Yes
RTC0003069,C0009204,Renewal Nudge,Free OTT 3 Months,27-01-2026,Call,Accepted,Yes
RTC0003070,C0009210,At-Risk Outreach,Extra Data 50GB,08-07-2025,WhatsApp,No Response,Yes
RTC0003071,C0009211,Renewal Nudge,Annual Plan Discount,04-02-2025,App,Accepted,Yes
RTC0003072,C0009212,Renewal Nudge,Free OTT 3 Months,21-04-2025,App,Accepted,No
RTC0003073,C0009213,At-Risk Outreach,Bill Waiver,17-01-2025,App,Accepted,No
RTC0003074,C0009220,At-Risk Outreach,Free OTT 3 Months,29-08-2025,Email,No Response,Yes
RTC0003075,C0009225,Renewal Nudge,Free OTT 3 Months,24-10-2025,WhatsApp,Accepted,Yes
RTC0003076,C0009229,Win-Back Drive,Plan Upgrade Offer,27-08-2025,Email,Declined,Yes
RTC0003077,C0009233,Loyalty Save,Loyalty Discount 10%,20-02-2025,App,Accepted,No
RTC0003078,C0009234,Value Retention,Plan Upgrade Offer,03-03-2025,WhatsApp,No Response,Yes
RTC0003079,C0009235,At-Risk Outreach,Free OTT 3 Months,03-07-2025,WhatsApp,Accepted,Yes
RTC0003080,C0009239,Win-Back Drive,Plan Upgrade Offer,20-03-2025,App,Accepted,Yes
RTC0003081,C0009242,Renewal Nudge,Priority Support,25-02-2025,SMS,No Response,Yes
RTC0003082,C0009243,Win-Back Drive,Free OTT 3 Months,19-03-2026,Email,Accepted,Yes
RTC0003083,C0009244,Value Retention,Bill Waiver,13-11-2025,App,Declined,Yes
RTC0003084,C0009245,Loyalty Save,Priority Support,05-05-2025,Call,Accepted,Yes
RTC0003085,C0009249,Win-Back Drive,Annual Plan Discount,20-02-2025,Call,No Response,Yes
RTC0003086,C0009251,Value Retention,Annual Plan Discount,17-01-2025,Email,No Response,Yes
RTC0003087,C0009252,Value Retention,Annual Plan Discount,20-12-2025,SMS,Declined,No
RTC0003088,C0009255,Renewal Nudge,Cashback Voucher,15-10-2025,Email,Accepted,No
RTC0003089,C0009256,At-Risk Outreach,Free OTT 3 Months,07-03-2025,WhatsApp,No Response,No
RTC0003090,C0009257,At-Risk Outreach,Annual Plan Discount,26-02-2026,Email,Declined,Yes
RTC0003091,C0009259,At-Risk Outreach,Annual Plan Discount,03-03-2026,Email,Declined,Yes
RTC0003092,C0009265,Renewal Nudge,Plan Upgrade Offer,04-07-2025,Email,No Response,Yes
RTC0003093,C0009271,Renewal Nudge,Loyalty Discount 10%,27-11-2025,Call,Accepted,Yes
RTC0003094,C0009275,Value Retention,Priority Support,29-06-2025,WhatsApp,Declined,No
RTC0003095,C0009277,At-Risk Outreach,Free OTT 3 Months,22-11-2025,App,Accepted,Yes
RTC0003096,C0009282,Win-Back Drive,Bill Waiver,01-03-2025,Call,No Response,Yes
RTC0003097,C0009284,Renewal Nudge,Priority Support,23-09-2025,Call,Accepted,Yes
RTC0003098,C0009286,Value Retention,Bill Waiver,15-03-2026,App,Accepted,Yes
RTC0003099,C0009288,Win-Back Drive,Bill Waiver,12-01-2025,SMS,Accepted,Yes
RTC0003100,C0009291,Loyalty Save,Extra Data 50GB,14-11-2025,App,No Response,Yes
RTC0003101,C0009294,Renewal Nudge,Priority Support,12-09-2025,WhatsApp,No Response,Yes
RTC0003102,C0009296,Win-Back Drive,Loyalty Discount 10%,24-07-2025,SMS,Accepted,No
RTC0003103,C0009297,Renewal Nudge,Free OTT 3 Months,22-10-2025,App,Accepted,Yes
RTC0003104,C0009298,Value Retention,Priority Support,01-03-2025,Call,Declined,Yes
RTC0003105,C0009300,At-Risk Outreach,Free OTT 3 Months,15-12-2025,Call,Accepted,Yes
RTC0003106,C0009304,Win-Back Drive,Bill Waiver,10-12-2025,WhatsApp,Declined,No
RTC0003107,C0009306,Win-Back Drive,Extra Data 50GB,25-12-2025,SMS,Accepted,No
RTC0003108,C0009309,Win-Back Drive,Extra Data 50GB,08-12-2025,SMS,Declined,Yes
RTC0003109,C0009313,Win-Back Drive,Plan Upgrade Offer,13-01-2026,Call,Declined,Yes
RTC0003110,C0009316,Value Retention,Free OTT 3 Months,19-03-2025,Email,Declined,Yes
RTC0003111,C0009317,Value Retention,Cashback Voucher,14-12-2025,App,Accepted,Yes
RTC0003112,C0009321,Value Retention,Bill Waiver,06-06-2025,SMS,Declined,Yes
RTC0003113,C0009322,At-Risk Outreach,Cashback Voucher,05-03-2025,App,Declined,Yes
RTC0003114,C0009324,Value Retention,Extra Data 50GB,03-01-2026,WhatsApp,No Response,Yes
RTC0003115,C0009327,At-Risk Outreach,Extra Data 50GB,23-08-2025,Call,Accepted,Yes
RTC0003116,C0009332,At-Risk Outreach,Loyalty Discount 10%,17-11-2025,WhatsApp,Accepted,No
RTC0003117,C0009342,Value Retention,Cashback Voucher,21-06-2025,Email,Accepted,Yes
RTC0003118,C0009343,Value Retention,Extra Data 50GB,21-03-2026,WhatsApp,Accepted,Yes
RTC0003119,C0009347,Loyalty Save,Free OTT 3 Months,19-06-2025,SMS,Declined,Yes
RTC0003120,C0009353,Renewal Nudge,Extra Data 50GB,19-02-2026,WhatsApp,Declined,Yes
RTC0003121,C0009354,Value Retention,Bill Waiver,11-02-2025,WhatsApp,Accepted,Yes
RTC0003122,C0009355,Value Retention,Free OTT 3 Months,05-12-2025,WhatsApp,Accepted,Yes
RTC0003123,C0009356,Value Retention,Cashback Voucher,24-07-2025,WhatsApp,Accepted,Yes
RTC0003124,C0009357,Win-Back Drive,Annual Plan Discount,26-12-2025,SMS,Declined,Yes
RTC0003125,C0009360,Win-Back Drive,Bill Waiver,18-05-2025,SMS,No Response,Yes
RTC0003126,C0009367,Renewal Nudge,Plan Upgrade Offer,23-12-2025,Email,Declined,Yes
RTC0003127,C0009375,Value Retention,Extra Data 50GB,05-02-2025,App,Declined,Yes
RTC0003128,C0009378,Renewal Nudge,Loyalty Discount 10%,09-02-2025,WhatsApp,Declined,Yes
RTC0003129,C0009380,Value Retention,Extra Data 50GB,23-07-2025,WhatsApp,No Response,Yes
RTC0003130,C0009382,Value Retention,Free OTT 3 Months,01-04-2025,WhatsApp,No Response,Yes
RTC0003131,C0009383,Win-Back Drive,Annual Plan Discount,01-11-2025,Email,Accepted,Yes
RTC0003132,C0009385,Renewal Nudge,Bill Waiver,25-12-2025,Call,No Response,Yes
RTC0003133,C0009392,Loyalty Save,Bill Waiver,16-01-2025,SMS,Declined,No
RTC0003134,C0009394,Renewal Nudge,Extra Data 50GB,10-01-2026,WhatsApp,Declined,Yes
RTC0003135,C0009396,At-Risk Outreach,Bill Waiver,06-04-2025,App,Accepted,Yes
RTC0003136,C0009402,Value Retention,Annual Plan Discount,24-01-2025,Email,Declined,Yes
RTC0003137,C0009405,At-Risk Outreach,Free OTT 3 Months,28-05-2025,Email,No Response,Yes
RTC0003138,C0009407,Loyalty Save,Loyalty Discount 10%,27-07-2025,SMS,Declined,Yes
RTC0003139,C0009408,Value Retention,Bill Waiver,09-06-2025,Call,No Response,Yes
RTC0003140,C0009409,At-Risk Outreach,Bill Waiver,17-10-2025,Call,No Response,No
RTC0003141,C0009417,At-Risk Outreach,Extra Data 50GB,24-09-2025,WhatsApp,Declined,Yes
RTC0003142,C0009418,Loyalty Save,Loyalty Discount 10%,10-05-2025,Call,Declined,Yes
RTC0003143,C0009419,Loyalty Save,Bill Waiver,19-01-2026,SMS,Accepted,Yes
RTC0003144,C0009427,Value Retention,Bill Waiver,09-01-2025,Email,Declined,Yes
RTC0003145,C0009428,Loyalty Save,Priority Support,09-08-2025,SMS,Accepted,Yes
RTC0003146,C0009432,Loyalty Save,Loyalty Discount 10%,16-02-2026,SMS,Accepted,Yes
RTC0003147,C0009433,Renewal Nudge,Extra Data 50GB,13-04-2025,SMS,Accepted,Yes
RTC0003148,C0009434,Renewal Nudge,Bill Waiver,30-09-2025,Call,Accepted,Yes
RTC0003149,C0009435,Win-Back Drive,Free OTT 3 Months,12-02-2025,Call,Accepted,Yes
RTC0003150,C0009436,Value Retention,Extra Data 50GB,20-12-2025,App,Accepted,Yes
RTC0003151,C0009444,Win-Back Drive,Extra Data 50GB,16-05-2025,Email,Declined,Yes
RTC0003152,C0009445,Value Retention,Loyalty Discount 10%,20-04-2025,Email,Accepted,Yes
RTC0003153,C0009449,At-Risk Outreach,Annual Plan Discount,11-01-2025,Email,Declined,Yes
RTC0003154,C0009450,Win-Back Drive,Bill Waiver,22-08-2025,SMS,Accepted,Yes
RTC0003155,C0009452,Renewal Nudge,Extra Data 50GB,26-11-2025,WhatsApp,Declined,Yes
RTC0003156,C0009453,Loyalty Save,Priority Support,11-07-2025,Call,Declined,Yes
RTC0003157,C0009454,Win-Back Drive,Priority Support,17-10-2025,Email,Accepted,Yes
RTC0003158,C0009462,Loyalty Save,Extra Data 50GB,23-03-2026,Email,Accepted,Yes
RTC0003159,C0009469,At-Risk Outreach,Plan Upgrade Offer,01-02-2026,SMS,Declined,Yes
