complaint_id,customer_id,complaint_date,complaint_type,severity,status,resolution_date
CMP00006508,C0007509,01-08-2021,Service Quality,Minor,Resolved,03-08-2021
CMP00006509,C0007509,19-04-2025,Connection Down,Minor,Resolved,21-04-2025
CMP00006510,C0007511,09-08-2021,Wrongful Charge,Minor,Unresolved,
CMP00006511,C0007511,02-09-2018,Connection Down,Moderate,Resolved,07-09-2018
CMP00006512,C0007511,31-08-2019,Connection Down,Major,Resolved,07-09-2019
CMP00006513,C0007511,31-05-2023,Data Speed,Moderate,Resolved,02-06-2023
CMP00006514,C0007512,09-11-2015,Network Coverage,Minor,Unresolved,
CMP00006515,C0007513,11-08-2024,Recharge Not Credited,Minor,Unresolved,
CMP00006516,C0007513,16-09-2017,Recharge Not Credited,Minor,Resolved,21-09-2017
CMP00006517,C0007513,07-04-2019,Wrongful Charge,Minor,Resolved,17-04-2019
CMP00006518,C0007513,16-09-2018,Service Quality,Moderate,Resolved,25-09-2018
CMP00006519,C0007516,04-12-2017,Connection Down,Minor,Resolved,10-12-2017
CMP00006520,C0007519,18-12-2017,Connection Down,Minor,Resolved,22-12-2017
CMP00006521,C0007519,19-11-2018,Billing Error,Moderate,Resolved,22-11-2018
CMP00006522,C0007521,14-03-2020,Connection Down,Severe,Unresolved,
CMP00006523,C0007522,22-09-2015,Wrongful Charge,Minor,Resolved,28-09-2015
CMP00006524,C0007522,20-02-2023,Data Speed,Moderate,Resolved,23-02-2023
CMP00006525,C0007523,04-05-2021,Recharge Not Credited,Severe,Unresolved,
CMP00006526,C0007524,06-11-2024,Billing Error,Moderate,Unresolved,
CMP00006527,C0007525,03-08-2023,Service Quality,Major,Unresolved,
CMP00006528,C0007527,13-07-2017,Network Coverage,Minor,Unresolved,
CMP00006529,C0007527,08-07-2020,Network Coverage,Moderate,Resolved,16-07-2020
CMP00006530,C0007528,27-08-2018,Connection Down,Minor,Unresolved,
CMP00006531,C0007528,05-02-2021,Connection Down,Major,Unresolved,
CMP00006532,C0007528,17-05-2022,Billing Error,Moderate,Resolved,25-05-2022
CMP00006533,C0007531,02-05-2023,Data Speed,Minor,Unresolved,
CMP00006534,C0007531,02-04-2025,Network Coverage,Severe,Resolved,07-04-2025
CMP00006535,C0007531,30-11-2017,Billing Error,Minor,Resolved,06-12-2017
CMP00006536,C0007532,08-08-2018,Billing Error,Major,Unresolved,
CMP00006537,C0007533,04-08-2018,Customer Service,Moderate,Resolved,05-08-2018
CMP00006538,C0007535,18-08-2020,Data Speed,Moderate,Resolved,23-08-2020
CMP00006539,C0007537,19-09-2016,Network Coverage,Severe,Unresolved,
CMP00006540,C0007538,30-07-2021,Wrongful Charge,Minor,Unresolved,
CMP00006541,C0007538,27-06-2015,Service Quality,Major,Resolved,03-07-2015
CMP00006542,C0007539,24-04-2025,Billing Error,Minor,Unresolved,
CMP00006543,C0007539,18-07-2023,Recharge Not Credited,Major,Resolved,22-07-2023
CMP00006544,C0007540,15-03-2020,Service Quality,Major,Unresolved,
CMP00006545,C0007543,06-09-2025,Network Coverage,Major,Unresolved,
CMP00006546,C0007546,15-07-2019,Wrongful Charge,Severe,Resolved,19-07-2019
CMP00006547,C0007549,27-02-2020,Data Speed,Major,Unresolved,
CMP00006548,C0007550,30-03-2017,Billing Error,Moderate,Resolved,01-04-2017
CMP00006549,C0007551,22-03-2019,Customer Service,Minor,Unresolved,
CMP00006550,C0007553,05-03-2014,Wrongful Charge,Minor,Resolved,13-03-2014
CMP00006551,C0007555,05-04-2024,Connection Down,Major,Resolved,11-04-2024
CMP00006552,C0007556,15-07-2025,Wrongful Charge,Minor,Unresolved,
CMP00006553,C0007558,11-01-2026,Recharge Not Credited,Moderate,Resolved,15-01-2026
CMP00006554,C0007558,15-02-2021,Customer Service,Minor,Resolved,23-02-2021
CMP00006555,C0007558,19-12-2017,Billing Error,Major,Resolved,23-12-2017
CMP00006556,C0007562,06-06-2025,Billing Error,Moderate,Resolved,11-06-2025
CMP00006557,C0007565,19-10-2016,Billing Error,Moderate,Unresolved,
CMP00006558,C0007565,26-02-2025,Recharge Not Credited,Minor,Unresolved,
CMP00006559,C0007565,14-01-2023,Billing Error,Minor,Resolved,21-01-2023
CMP00006560,C0007565,21-12-2015,Network Coverage,Major,Resolved,27-12-2015
CMP00006561,C0007566,23-06-2024,Billing Error,Minor,Resolved,26-06-2024
CMP00006562,C0007567,19-04-2019,Customer Service,Minor,Resolved,28-04-2019
CMP00006563,C0007568,06-03-2019,Service Quality,Minor,Resolved,16-03-2019
CMP00006564,C0007569,30-06-2023,Data Speed,Minor,Unresolved,
CMP00006565,C0007570,01-03-2016,Service Quality,Severe,Unresolved,
CMP00006566,C0007570,05-01-2025,Wrongful Charge,Severe,Unresolved,
CMP00006567,C0007572,31-03-2023,Wrongful Charge,Severe,Resolved,03-04-2023
CMP00006568,C0007574,30-01-2025,Connection Down,Major,Unresolved,
CMP00006569,C0007577,04-01-2024,Network Coverage,Minor,Unresolved,
CMP00006570,C0007577,29-11-2025,Billing Error,Major,Unresolved,
CMP00006571,C0007580,22-08-2016,Data Speed,Minor,Resolved,24-08-2016
CMP00006572,C0007583,21-04-2015,Customer Service,Moderate,Resolved,28-04-2015
CMP00006573,C0007585,20-04-2014,Service Quality,Minor,Unresolved,
CMP00006574,C0007586,21-11-2014,Recharge Not Credited,Major,Resolved,24-11-2014
CMP00006575,C0007587,18-09-2019,Recharge Not Credited,Moderate,Unresolved,
CMP00006576,C0007588,16-04-2021,Service Quality,Moderate,Unresolved,
CMP00006577,C0007590,29-05-2025,Data Speed,Minor,Resolved,03-06-2025
CMP00006578,C0007590,19-10-2015,Wrongful Charge,Major,Resolved,21-10-2015
CMP00006579,C0007591,08-03-2026,Service Quality,Minor,Unresolved,
CMP00006580,C0007592,30-01-2025,Recharge Not Credited,Severe,Unresolved,
CMP00006581,C0007592,03-09-2019,Service Quality,Moderate,Unresolved,
CMP00006582,C0007592,18-07-2015,Customer Service,Minor,Resolved,19-07-2015
CMP00006583,C0007594,06-08-2024,Data Speed,Minor,Unresolved,
CMP00006584,C0007594,14-04-2024,Customer Service,Major,Resolved,17-04-2024
CMP00006585,C0007595,22-09-2024,Recharge Not Credited,Moderate,Unresolved,
CMP00006586,C0007600,09-03-2026,Service Quality,Major,Resolved,16-03-2026
CMP00006587,C0007602,26-04-2019,Wrongful Charge,Major,Unresolved,
CMP00006588,C0007602,14-10-2019,Service Quality,Severe,Resolved,21-10-2019
CMP00006589,C0007603,28-05-2023,Service Quality,Moderate,Resolved,02-06-2023
CMP00006590,C0007604,22-05-2015,Recharge Not Credited,Major,Unresolved,
CMP00006591,C0007604,29-08-2015,Connection Down,Minor,Resolved,30-08-2015
CMP00006592,C0007605,16-12-2016,Service Quality,Severe,Unresolved,
CMP00006593,C0007605,24-04-2023,Billing Error,Minor,Unresolved,
CMP00006594,C0007605,24-03-2018,Network Coverage,Major,Resolved,30-03-2018
CMP00006595,C0007607,15-01-2026,Service Quality,Minor,Unresolved,
CMP00006596,C0007609,12-11-2024,Recharge Not Credited,Moderate,Unresolved,
CMP00006597,C0007611,24-08-2024,Wrongful Charge,Moderate,Resolved,03-09-2024
CMP00006598,C0007612,23-10-2014,Customer Service,Moderate,Unresolved,
CMP00006599,C0007612,26-06-2023,Connection Down,Major,Resolved,03-07-2023
CMP00006600,C0007613,08-06-2020,Network Coverage,Moderate,Resolved,08-06-2020
CMP00006601,C0007613,24-11-2021,Wrongful Charge,Major,Resolved,01-12-2021
CMP00006602,C0007613,30-09-2025,Network Coverage,Moderate,Resolved,04-10-2025
CMP00006603,C0007614,13-11-2023,Recharge Not Credited,Moderate,Resolved,15-11-2023
CMP00006604,C0007615,18-11-2014,Service Quality,Severe,Resolved,19-11-2014
CMP00006605,C0007615,20-11-2025,Network Coverage,Moderate,Resolved,29-11-2025
CMP00006606,C0007616,31-03-2020,Customer Service,Minor,Resolved,09-04-2020
CMP00006607,C0007616,11-11-2020,Data Speed,Minor,Resolved,15-11-2020
CMP00006608,C0007616,15-05-2020,Service Quality,Major,Resolved,24-05-2020
CMP00006609,C0007617,31-07-2021,Customer Service,Moderate,Resolved,09-08-2021
CMP00006610,C0007617,26-04-2020,Service Quality,Major,Resolved,01-05-2020
CMP00006611,C0007618,25-12-2018,Customer Service,Moderate,Resolved,03-01-2019
CMP00006612,C0007620,19-02-2026,Customer Service,Major,Resolved,25-02-2026
CMP00006613,C0007623,27-11-2025,Connection Down,Minor,Unresolved,
CMP00006614,C0007627,12-03-2017,Recharge Not Credited,Moderate,Resolved,22-03-2017
CMP00006615,C0007627,06-05-2015,Billing Error,Moderate,Resolved,10-05-2015
CMP00006616,C0007629,13-01-2016,Billing Error,Severe,Unresolved,
CMP00006617,C0007629,07-08-2015,Service Quality,Major,Resolved,17-08-2015
CMP00006618,C0007632,10-10-2022,Connection Down,Severe,Resolved,12-10-2022
CMP00006619,C0007633,27-08-2022,Service Quality,Moderate,Unresolved,
CMP00006620,C0007633,24-12-2021,Recharge Not Credited,Severe,Resolved,03-01-2022
CMP00006621,C0007636,13-02-2026,Wrongful Charge,Minor,Unresolved,
CMP00006622,C0007636,31-12-2016,Service Quality,Major,Resolved,09-01-2017
CMP00006623,C0007636,13-06-2017,Billing Error,Minor,Resolved,21-06-2017
CMP00006624,C0007640,19-10-2019,Connection Down,Minor,Unresolved,
CMP00006625,C0007642,27-05-2025,Service Quality,Major,Unresolved,
CMP00006626,C0007642,19-03-2017,Service Quality,Moderate,Resolved,21-03-2017
CMP00006627,C0007642,22-09-2018,Wrongful Charge,Major,Resolved,28-09-2018
CMP00006628,C0007642,11-04-2025,Recharge Not Credited,Major,Resolved,18-04-2025
CMP00006629,C0007643,28-02-2021,Service Quality,Minor,Resolved,08-03-2021
CMP00006630,C0007644,28-08-2025,Connection Down,Major,Resolved,30-08-2025
CMP00006631,C0007647,21-08-2022,Service Quality,Major,Unresolved,
CMP00006632,C0007647,13-03-2020,Connection Down,Moderate,Unresolved,
CMP00006633,C0007647,23-03-2025,Data Speed,Major,Resolved,29-03-2025
CMP00006634,C0007650,15-12-2022,Data Speed,Moderate,Resolved,16-12-2022
CMP00006635,C0007650,12-02-2019,Data Speed,Moderate,Resolved,13-02-2019
CMP00006636,C0007651,15-04-2022,Wrongful Charge,Major,Resolved,21-04-2022
CMP00006637,C0007653,16-04-2024,Service Quality,Minor,Unresolved,
CMP00006638,C0007655,01-06-2025,Recharge Not Credited,Major,Unresolved,
CMP00006639,C0007655,07-11-2022,Customer Service,Moderate,Resolved,16-11-2022
CMP00006640,C0007656,02-09-2024,Billing Error,Minor,Resolved,08-09-2024
CMP00006641,C0007658,12-07-2015,Wrongful Charge,Severe,Resolved,17-07-2015
CMP00006642,C0007662,20-05-2023,Network Coverage,Major,Unresolved,
CMP00006643,C0007663,01-10-2018,Connection Down,Moderate,Unresolved,
CMP00006644,C0007663,10-07-2018,Service Quality,Minor,Unresolved,
CMP00006645,C0007666,07-02-2016,Network Coverage,Moderate,Unresolved,
CMP00006646,C0007666,09-10-2014,Data Speed,Minor,Resolved,11-10-2014
CMP00006647,C0007667,24-10-2016,Connection Down,Minor,Unresolved,
CMP00006648,C0007668,14-04-2024,Connection Down,Moderate,Resolved,22-04-2024
CMP00006649,C0007670,11-07-2022,Billing Error,Minor,Resolved,20-07-2022
CMP00006650,C0007671,18-10-2018,Wrongful Charge,Minor,Resolved,26-10-2018
CMP00006651,C0007672,15-05-2016,Network Coverage,Severe,Resolved,15-05-2016
CMP00006652,C0007673,28-07-2015,Connection Down,Major,Resolved,02-08-2015
CMP00006653,C0007676,09-06-2025,Data Speed,Moderate,Resolved,15-06-2025
CMP00006654,C0007678,06-08-2018,Recharge Not Credited,Moderate,Unresolved,
CMP00006655,C0007678,24-05-2022,Network Coverage,Major,Resolved,02-06-2022
CMP00006656,C0007679,28-04-2022,Customer Service,Moderate,Unresolved,
CMP00006657,C0007681,24-08-2019,Data Speed,Major,Unresolved,
CMP00006658,C0007681,19-04-2020,Data Speed,Major,Unresolved,
CMP00006659,C0007681,11-10-2025,Billing Error,Minor,Resolved,13-10-2025
CMP00006660,C0007683,11-01-2023,Service Quality,Moderate,Unresolved,
CMP00006661,C0007683,08-04-2017,Data Speed,Minor,Unresolved,
CMP00006662,C0007687,04-09-2022,Network Coverage,Severe,Resolved,08-09-2022
CMP00006663,C0007688,15-05-2021,Recharge Not Credited,Major,Resolved,23-05-2021
CMP00006664,C0007689,19-02-2020,Data Speed,Major,Resolved,22-02-2020
CMP00006665,C0007690,12-12-2014,Recharge Not Credited,Moderate,Unresolved,
CMP00006666,C0007690,29-08-2024,Connection Down,Major,Resolved,03-09-2024
CMP00006667,C0007692,05-10-2020,Service Quality,Moderate,Unresolved,
CMP00006668,C0007692,15-10-2022,Service Quality,Minor,Resolved,21-10-2022
CMP00006669,C0007693,12-04-2015,Customer Service,Minor,Unresolved,
CMP00006670,C0007694,27-05-2018,Billing Error,Moderate,Unresolved,
CMP00006671,C0007695,15-05-2025,Billing Error,Major,Resolved,24-05-2025
CMP00006672,C0007696,05-06-2021,Wrongful Charge,Minor,Unresolved,
CMP00006673,C0007697,23-01-2016,Network Coverage,Major,Unresolved,
CMP00006674,C0007697,20-07-2018,Data Speed,Minor,Resolved,21-07-2018
CMP00006675,C0007698,05-08-2018,Billing Error,Minor,Unresolved,
CMP00006676,C0007700,10-05-2017,Data Speed,Major,Unresolved,
CMP00006677,C0007700,30-10-2020,Data Speed,Major,Resolved,05-11-2020
CMP00006678,C0007700,13-02-2015,Data Speed,Moderate,Resolved,13-02-2015
CMP00006679,C0007701,22-05-2014,Service Quality,Moderate,Resolved,23-05-2014
CMP00006680,C0007702,24-04-2017,Wrongful Charge,Severe,Unresolved,
CMP00006681,C0007704,28-11-2017,Connection Down,Minor,Resolved,04-12-2017
CMP00006682,C0007706,11-09-2022,Recharge Not Credited,Major,Resolved,14-09-2022
CMP00006683,C0007707,22-09-2019,Wrongful Charge,Major,Unresolved,
CMP00006684,C0007710,03-03-2023,Recharge Not Credited,Severe,Unresolved,
CMP00006685,C0007710,14-09-2022,Customer Service,Moderate,Resolved,21-09-2022
CMP00006686,C0007711,05-10-2025,Customer Service,Minor,Unresolved,
CMP00006687,C0007712,30-12-2015,Recharge Not Credited,Moderate,Resolved,06-01-2016
CMP00006688,C0007713,07-08-2016,Customer Service,Moderate,Unresolved,
CMP00006689,C0007716,28-06-2018,Recharge Not Credited,Minor,Unresolved,
CMP00006690,C0007716,28-12-2014,Network Coverage,Major,Unresolved,
CMP00006691,C0007716,25-10-2015,Service Quality,Moderate,Resolved,30-10-2015
CMP00006692,C0007717,17-12-2015,Network Coverage,Moderate,Resolved,27-12-2015
CMP00006693,C0007717,11-08-2022,Wrongful Charge,Minor,Resolved,19-08-2022
CMP00006694,C0007720,29-06-2020,Network Coverage,Major,Unresolved,
CMP00006695,C0007721,03-10-2015,Customer Service,Major,Unresolved,
CMP00006696,C0007723,12-06-2022,Service Quality,Major,Resolved,19-06-2022
CMP00006697,C0007724,27-09-2024,Billing Error,Moderate,Unresolved,
CMP00006698,C0007725,12-02-2024,Data Speed,Severe,Resolved,17-02-2024
CMP00006699,C0007726,13-01-2017,Network Coverage,Severe,Unresolved,
CMP00006700,C0007727,13-09-2017,Service Quality,Moderate,Resolved,19-09-2017
CMP00006701,C0007727,10-09-2017,Connection Down,Major,Resolved,16-09-2017
CMP00006702,C0007728,08-01-2018,Customer Service,Moderate,Unresolved,
CMP00006703,C0007731,29-08-2020,Customer Service,Major,Unresolved,
CMP00006704,C0007731,15-12-2023,Recharge Not Credited,Major,Resolved,15-12-2023
CMP00006705,C0007732,04-03-2020,Connection Down,Moderate,Resolved,11-03-2020
CMP00006706,C0007733,12-05-2015,Wrongful Charge,Major,Resolved,16-05-2015
CMP00006707,C0007734,06-09-2024,Data Speed,Major,Resolved,10-09-2024
CMP00006708,C0007735,05-04-2015,Wrongful Charge,Major,Resolved,08-04-2015
CMP00006709,C0007738,05-01-2015,Connection Down,Moderate,Resolved,09-01-2015
CMP00006710,C0007739,30-12-2022,Customer Service,Minor,Resolved,08-01-2023
CMP00006711,C0007740,21-10-2016,Data Speed,Major,Unresolved,
CMP00006712,C0007740,24-01-2020,Connection Down,Severe,Resolved,30-01-2020
CMP00006713,C0007745,19-04-2020,Network Coverage,Moderate,Resolved,21-04-2020
CMP00006714,C0007746,16-04-2021,Wrongful Charge,Minor,Resolved,22-04-2021
CMP00006715,C0007746,31-03-2022,Connection Down,Moderate,Resolved,07-04-2022
CMP00006716,C0007746,03-05-2018,Wrongful Charge,Moderate,Resolved,08-05-2018
CMP00006717,C0007748,27-04-2025,Connection Down,Minor,Unresolved,
CMP00006718,C0007750,23-09-2015,Recharge Not Credited,Moderate,Resolved,02-10-2015
CMP00006719,C0007751,19-07-2024,Data Speed,Major,Unresolved,
CMP00006720,C0007753,02-02-2020,Wrongful Charge,Severe,Unresolved,
CMP00006721,C0007753,07-11-2016,Service Quality,Major,Unresolved,
CMP00006722,C0007754,10-10-2025,Billing Error,Moderate,Resolved,12-10-2025
CMP00006723,C0007755,27-07-2015,Connection Down,Major,Resolved,04-08-2015
CMP00006724,C0007756,29-01-2023,Customer Service,Minor,Unresolved,
CMP00006725,C0007759,05-06-2018,Recharge Not Credited,Moderate,Resolved,09-06-2018
CMP00006726,C0007761,02-08-2015,Billing Error,Moderate,Unresolved,
CMP00006727,C0007761,06-05-2025,Data Speed,Minor,Resolved,11-05-2025
CMP00006728,C0007762,21-07-2020,Recharge Not Credited,Moderate,Unresolved,
CMP00006729,C0007762,10-04-2015,Data Speed,Moderate,Resolved,12-04-2015
CMP00006730,C0007763,16-04-2024,Service Quality,Minor,Resolved,24-04-2024
CMP00006731,C0007764,01-10-2025,Customer Service,Moderate,Unresolved,
CMP00006732,C0007765,06-07-2017,Connection Down,Severe,Unresolved,
CMP00006733,C0007768,23-02-2022,Data Speed,Moderate,Resolved,28-02-2022
CMP00006734,C0007768,20-07-2024,Wrongful Charge,Major,Resolved,20-07-2024
CMP00006735,C0007768,08-12-2017,Recharge Not Credited,Minor,Resolved,16-12-2017
CMP00006736,C0007769,11-09-2017,Billing Error,Minor,Resolved,15-09-2017
CMP00006737,C0007770,14-03-2025,Recharge Not Credited,Major,Unresolved,
CMP00006738,C0007771,11-07-2018,Service Quality,Minor,Resolved,14-07-2018
CMP00006739,C0007771,31-05-2025,Data Speed,Minor,Resolved,10-06-2025
CMP00006740,C0007774,14-02-2022,Data Speed,Minor,Unresolved,
CMP00006741,C0007774,29-06-2025,Connection Down,Moderate,Resolved,02-07-2025
CMP00006742,C0007774,25-12-2016,Billing Error,Major,Resolved,26-12-2016
CMP00006743,C0007777,12-04-2022,Recharge Not Credited,Moderate,Unresolved,
CMP00006744,C0007781,01-10-2019,Connection Down,Major,Resolved,11-10-2019
CMP00006745,C0007782,31-07-2016,Customer Service,Minor,Resolved,06-08-2016
CMP00006746,C0007783,04-09-2019,Billing Error,Moderate,Unresolved,
CMP00006747,C0007783,05-09-2024,Service Quality,Minor,Unresolved,
CMP00006748,C0007783,26-06-2025,Customer Service,Major,Unresolved,
CMP00006749,C0007783,04-10-2017,Connection Down,Moderate,Resolved,09-10-2017
CMP00006750,C0007784,03-06-2016,Billing Error,Moderate,Unresolved,
CMP00006751,C0007784,01-05-2021,Connection Down,Major,Resolved,07-05-2021
CMP00006752,C0007785,13-09-2024,Recharge Not Credited,Moderate,Resolved,21-09-2024
CMP00006753,C0007787,08-11-2024,Wrongful Charge,Major,Unresolved,
CMP00006754,C0007787,12-10-2014,Customer Service,Minor,Resolved,13-10-2014
CMP00006755,C0007789,21-03-2026,Billing Error,Minor,Resolved,29-03-2026
CMP00006756,C0007790,24-08-2023,Customer Service,Major,Unresolved,
CMP00006757,C0007790,02-10-2020,Connection Down,Minor,Unresolved,
CMP00006758,C0007790,06-09-2022,Wrongful Charge,Moderate,Resolved,15-09-2022
CMP00006759,C0007791,22-12-2014,Billing Error,Major,Unresolved,
CMP00006760,C0007792,01-02-2025,Recharge Not Credited,Severe,Unresolved,
CMP00006761,C0007793,18-10-2023,Wrongful Charge,Major,Unresolved,
CMP00006762,C0007793,26-10-2017,Service Quality,Moderate,Unresolved,
CMP00006763,C0007794,11-01-2015,Network Coverage,Minor,Resolved,19-01-2015
CMP00006764,C0007795,08-08-2020,Connection Down,Minor,Unresolved,
CMP00006765,C0007796,05-05-2022,Data Speed,Minor,Unresolved,
CMP00006766,C0007796,19-07-2023,Billing Error,Moderate,Resolved,19-07-2023
CMP00006767,C0007796,04-10-2015,Recharge Not Credited,Major,Resolved,06-10-2015
CMP00006768,C0007797,02-12-2024,Data Speed,Moderate,Unresolved,
CMP00006769,C0007797,28-08-2024,Connection Down,Major,Resolved,04-09-2024
CMP00006770,C0007798,24-04-2017,Service Quality,Severe,Unresolved,
CMP00006771,C0007798,20-10-2016,Data Speed,Major,Unresolved,
CMP00006772,C0007799,01-11-2015,Recharge Not Credited,Major,Unresolved,
CMP00006773,C0007799,17-04-2017,Billing Error,Major,Unresolved,
CMP00006774,C0007800,05-01-2017,Recharge Not Credited,Minor,Resolved,15-01-2017
CMP00006775,C0007801,02-08-2015,Service Quality,Moderate,Resolved,05-08-2015
CMP00006776,C0007802,24-01-2017,Service Quality,Major,Unresolved,
CMP00006777,C0007804,18-09-2016,Customer Service,Moderate,Unresolved,
CMP00006778,C0007806,08-01-2017,Billing Error,Moderate,Resolved,18-01-2017
CMP00006779,C0007810,05-06-2022,Network Coverage,Minor,Unresolved,
CMP00006780,C0007811,22-01-2019,Wrongful Charge,Moderate,Resolved,22-01-2019
CMP00006781,C0007812,31-05-2020,Data Speed,Moderate,Unresolved,
CMP00006782,C0007814,16-08-2018,Billing Error,Major,Resolved,21-08-2018
CMP00006783,C0007815,20-11-2018,Billing Error,Minor,Unresolved,
CMP00006784,C0007815,22-03-2014,Connection Down,Minor,Resolved,01-04-2014
CMP00006785,C0007816,14-03-2022,Connection Down,Minor,Resolved,21-03-2022
CMP00006786,C0007817,20-12-2020,Network Coverage,Minor,Resolved,24-12-2020
CMP00006787,C0007817,02-02-2023,Recharge Not Credited,Moderate,Resolved,05-02-2023
CMP00006788,C0007818,15-10-2014,Service Quality,Moderate,Unresolved,
CMP00006789,C0007820,08-07-2020,Billing Error,Major,Resolved,17-07-2020
CMP00006790,C0007822,01-02-2020,Recharge Not Credited,Minor,Unresolved,
CMP00006791,C0007822,04-02-2017,Data Speed,Minor,Resolved,08-02-2017
CMP00006792,C0007823,25-02-2016,Recharge Not Credited,Minor,Resolved,27-02-2016
CMP00006793,C0007824,23-06-2017,Connection Down,Major,Resolved,01-07-2017
CMP00006794,C0007826,29-07-2025,Wrongful Charge,Minor,Unresolved,
CMP00006795,C0007826,27-07-2024,Billing Error,Minor,Unresolved,
CMP00006796,C0007826,09-07-2020,Service Quality,Minor,Resolved,17-07-2020
CMP00006797,C0007826,23-04-2023,Customer Service,Major,Resolved,30-04-2023
CMP00006798,C0007829,08-09-2017,Service Quality,Minor,Resolved,10-09-2017
CMP00006799,C0007832,09-11-2014,Network Coverage,Major,Resolved,15-11-2014
CMP00006800,C0007833,05-04-2025,Network Coverage,Major,Resolved,14-04-2025
CMP00006801,C0007836,07-10-2020,Wrongful Charge,Severe,Unresolved,
CMP00006802,C0007836,08-03-2024,Data Speed,Moderate,Resolved,10-03-2024
CMP00006803,C0007838,09-01-2019,Service Quality,Moderate,Resolved,13-01-2019
CMP00006804,C0007840,24-03-2026,Network Coverage,Major,Resolved,03-04-2026
CMP00006805,C0007842,13-04-2023,Data Speed,Major,Resolved,17-04-2023
CMP00006806,C0007842,18-06-2022,Billing Error,Major,Resolved,19-06-2022
CMP00006807,C0007843,26-05-2025,Connection Down,Minor,Resolved,30-05-2025
CMP00006808,C0007844,28-07-2015,Connection Down,Minor,Unresolved,
CMP00006809,C0007845,25-07-2014,Recharge Not Credited,Severe,Resolved,31-07-2014
CMP00006810,C0007845,21-08-2021,Data Speed,Moderate,Resolved,29-08-2021
CMP00006811,C0007845,07-05-2025,Connection Down,Severe,Resolved,11-05-2025
CMP00006812,C0007845,24-01-2020,Recharge Not Credited,Minor,Resolved,28-01-2020
CMP00006813,C0007846,27-01-2020,Connection Down,Major,Resolved,29-01-2020
CMP00006814,C0007846,06-03-2022,Network Coverage,Major,Resolved,11-03-2022
CMP00006815,C0007847,13-10-2015,Recharge Not Credited,Moderate,Resolved,16-10-2015
CMP00006816,C0007849,15-10-2024,Recharge Not Credited,Minor,Resolved,20-10-2024
CMP00006817,C0007851,30-03-2017,Service Quality,Minor,Unresolved,
CMP00006818,C0007851,10-05-2018,Customer Service,Severe,Unresolved,
CMP00006819,C0007851,15-09-2018,Data Speed,Moderate,Resolved,16-09-2018
CMP00006820,C0007854,15-05-2015,Customer Service,Severe,Unresolved,
CMP00006821,C0007857,11-11-2024,Wrongful Charge,Moderate,Unresolved,
CMP00006822,C0007857,07-03-2016,Billing Error,Major,Unresolved,
CMP00006823,C0007858,23-05-2023,Wrongful Charge,Moderate,Unresolved,
CMP00006824,C0007861,09-05-2014,Network Coverage,Major,Resolved,15-05-2014
CMP00006825,C0007862,12-09-2015,Wrongful Charge,Minor,Resolved,12-09-2015
CMP00006826,C0007862,27-05-2014,Service Quality,Moderate,Resolved,05-06-2014
CMP00006827,C0007863,22-05-2021,Billing Error,Major,Unresolved,
CMP00006828,C0007864,04-08-2020,Customer Service,Minor,Resolved,06-08-2020
CMP00006829,C0007864,19-10-2014,Data Speed,Moderate,Resolved,22-10-2014
CMP00006830,C0007865,14-04-2022,Recharge Not Credited,Severe,Unresolved,
CMP00006831,C0007865,27-08-2023,Recharge Not Credited,Severe,Resolved,31-08-2023
CMP00006832,C0007866,06-05-2025,Connection Down,Major,Resolved,10-05-2025
CMP00006833,C0007867,14-01-2024,Network Coverage,Major,Resolved,16-01-2024
CMP00006834,C0007870,23-05-2018,Wrongful Charge,Moderate,Unresolved,
CMP00006835,C0007871,26-11-2020,Data Speed,Minor,Unresolved,
CMP00006836,C0007872,24-11-2016,Billing Error,Moderate,Resolved,01-12-2016
CMP00006837,C0007873,02-10-2018,Recharge Not Credited,Major,Unresolved,
CMP00006838,C0007874,31-12-2022,Wrongful Charge,Minor,Unresolved,
CMP00006839,C0007874,31-05-2020,Data Speed,Major,Unresolved,
CMP00006840,C0007874,30-07-2014,Service Quality,Major,Resolved,08-08-2014
CMP00006841,C0007875,22-06-2022,Billing Error,Moderate,Unresolved,
CMP00006842,C0007879,23-12-2017,Customer Service,Minor,Unresolved,
CMP00006843,C0007880,30-08-2016,Service Quality,Major,Unresolved,
CMP00006844,C0007881,02-07-2016,Billing Error,Severe,Unresolved,
CMP00006845,C0007882,31-03-2016,Data Speed,Moderate,Unresolved,
CMP00006846,C0007884,13-03-2024,Network Coverage,Minor,Resolved,19-03-2024
CMP00006847,C0007884,09-11-2016,Billing Error,Major,Resolved,11-11-2016
CMP00006848,C0007887,05-07-2025,Recharge Not Credited,Moderate,Resolved,06-07-2025
CMP00006849,C0007888,27-03-2024,Recharge Not Credited,Major,Unresolved,
CMP00006850,C0007888,13-03-2024,Data Speed,Minor,Unresolved,
CMP00006851,C0007889,09-11-2018,Connection Down,Major,Resolved,17-11-2018
CMP00006852,C0007889,26-06-2022,Recharge Not Credited,Major,Resolved,01-07-2022
CMP00006853,C0007889,05-12-2018,Connection Down,Major,Resolved,08-12-2018
CMP00006854,C0007890,02-12-2019,Network Coverage,Major,Unresolved,
CMP00006855,C0007891,03-01-2021,Wrongful Charge,Major,Resolved,12-01-2021
CMP00006856,C0007891,06-11-2022,Connection Down,Minor,Resolved,10-11-2022
CMP00006857,C0007895,20-09-2025,Network Coverage,Major,Resolved,24-09-2025
