feedback_id,customer_id,feedback_date,csat_score,nps_score,channel,feedback_category
FB00011587,C0007738,04-11-2018,4,6,IVR Survey,Overall Experience
FB00011588,C0007740,20-07-2025,1,1,Call Centre,Billing
FB00011589,C0007740,20-06-2019,1,0,IVR Survey,Overall Experience
FB00011590,C0007741,28-11-2015,3,3,Call Centre,Billing
FB00011591,C0007743,30-05-2019,3,8,Email Survey,Network
FB00011592,C0007743,27-03-2017,3,7,Email Survey,Pricing
FB00011593,C0007743,09-10-2023,4,6,App Rating,Overall Experience
FB00011594,C0007743,08-04-2023,5,6,Call Centre,Pricing
FB00011595,C0007745,07-02-2014,2,5,Call Centre,Billing
FB00011596,C0007746,13-06-2017,5,7,Call Centre,Overall Experience
FB00011597,C0007748,13-05-2019,4,5,IVR Survey,Pricing
FB00011598,C0007749,25-03-2018,3,4,Email Survey,Billing
FB00011599,C0007750,23-02-2024,3,5,App Rating,Network
FB00011600,C0007750,29-07-2014,4,5,App Rating,Overall Experience
FB00011601,C0007751,16-07-2022,2,8,IVR Survey,Network
FB00011602,C0007752,02-08-2014,5,8,IVR Survey,Billing
FB00011603,C0007753,13-03-2021,2,5,IVR Survey,Pricing
FB00011604,C0007755,22-04-2018,5,9,IVR Survey,Overall Experience
FB00011605,C0007755,19-03-2014,4,8,Email Survey,Pricing
FB00011606,C0007757,23-11-2025,5,10,IVR Survey,App Experience
FB00011607,C0007757,13-11-2016,5,10,IVR Survey,Billing
FB00011608,C0007757,19-09-2021,4,9,IVR Survey,App Experience
FB00011609,C0007758,26-09-2016,4,5,IVR Survey,Support
FB00011610,C0007759,28-09-2016,4,5,SMS Survey,App Experience
FB00011611,C0007759,24-11-2019,2,4,IVR Survey,Support
FB00011612,C0007760,21-01-2023,4,5,Email Survey,App Experience
FB00011613,C0007761,01-01-2014,2,3,App Rating,Pricing
FB00011614,C0007761,27-07-2023,1,1,IVR Survey,Network
FB00011615,C0007761,07-08-2016,2,1,IVR Survey,Billing
FB00011616,C0007762,11-10-2022,2,7,Email Survey,Billing
FB00011617,C0007762,21-04-2025,3,8,Email Survey,App Experience
FB00011618,C0007763,15-02-2021,3,7,Call Centre,Pricing
FB00011619,C0007764,20-11-2015,3,6,IVR Survey,Support
FB00011620,C0007765,20-12-2014,2,4,SMS Survey,Support
FB00011621,C0007766,12-01-2022,5,9,App Rating,Support
FB00011622,C0007767,31-01-2021,3,6,SMS Survey,Billing
FB00011623,C0007767,10-09-2017,5,5,IVR Survey,Support
FB00011624,C0007769,02-10-2019,3,9,App Rating,Pricing
FB00011625,C0007770,27-03-2016,5,7,App Rating,Billing
FB00011626,C0007771,04-01-2015,2,5,App Rating,Network
FB00011627,C0007772,25-08-2014,2,4,IVR Survey,Support
FB00011628,C0007773,25-11-2020,4,6,SMS Survey,Network
FB00011629,C0007773,05-11-2018,2,6,IVR Survey,Network
FB00011630,C0007773,16-04-2023,3,4,Email Survey,Network
FB00011631,C0007775,23-09-2015,2,3,Call Centre,Overall Experience
FB00011632,C0007776,25-01-2024,3,2,App Rating,Support
FB00011633,C0007776,12-03-2020,2,2,App Rating,Overall Experience
FB00011634,C0007778,11-09-2016,3,8,App Rating,Pricing
FB00011635,C0007779,25-11-2018,4,8,App Rating,Support
FB00011636,C0007779,10-10-2017,5,9,SMS Survey,Billing
FB00011637,C0007779,31-10-2018,4,8,SMS Survey,Pricing
FB00011638,C0007779,17-10-2024,5,7,IVR Survey,App Experience
FB00011639,C0007779,06-07-2022,3,8,Email Survey,Network
FB00011640,C0007780,02-11-2023,4,10,SMS Survey,Pricing
FB00011641,C0007780,05-07-2017,4,9,IVR Survey,Billing
FB00011642,C0007782,26-12-2016,5,8,App Rating,App Experience
FB00011643,C0007782,19-02-2019,3,8,App Rating,Pricing
FB00011644,C0007782,08-09-2022,5,9,App Rating,Pricing
FB00011645,C0007783,31-08-2025,1,1,Email Survey,Support
FB00011646,C0007783,01-04-2020,1,0,Call Centre,Network
FB00011647,C0007785,27-12-2017,2,2,IVR Survey,Network
FB00011648,C0007785,09-12-2014,3,1,Email Survey,Support
FB00011649,C0007785,04-08-2018,2,1,SMS Survey,Pricing
FB00011650,C0007786,27-02-2024,2,8,Call Centre,Billing
FB00011651,C0007786,13-12-2014,3,7,Email Survey,Support
FB00011652,C0007787,02-12-2018,1,3,App Rating,Billing
FB00011653,C0007788,24-08-2014,3,1,Email Survey,Support
FB00011654,C0007789,29-01-2025,3,7,IVR Survey,App Experience
FB00011655,C0007790,14-11-2015,2,1,SMS Survey,App Experience
FB00011656,C0007791,22-03-2026,4,7,Email Survey,Support
FB00011657,C0007792,22-11-2018,3,6,Email Survey,Network
FB00011658,C0007792,08-10-2021,2,7,Call Centre,Network
FB00011659,C0007792,29-10-2022,3,7,Call Centre,Network
FB00011660,C0007793,26-07-2023,5,7,Call Centre,Network
FB00011661,C0007793,15-08-2025,5,8,IVR Survey,Support
FB00011662,C0007793,27-06-2015,4,6,Email Survey,App Experience
FB00011663,C0007794,06-03-2020,4,6,SMS Survey,Overall Experience
FB00011664,C0007795,21-11-2015,4,7,SMS Survey,App Experience
FB00011665,C0007796,19-07-2023,2,4,Email Survey,Overall Experience
FB00011666,C0007796,17-10-2016,3,4,IVR Survey,Overall Experience
FB00011667,C0007797,01-01-2021,2,6,SMS Survey,Network
FB00011668,C0007798,15-12-2021,3,2,App Rating,Billing
FB00011669,C0007798,19-07-2021,1,2,SMS Survey,Billing
FB00011670,C0007798,13-04-2023,3,1,App Rating,Pricing
FB00011671,C0007799,22-02-2016,1,6,App Rating,Network
FB00011672,C0007799,31-07-2018,2,5,Email Survey,App Experience
FB00011673,C0007800,15-04-2023,4,5,Email Survey,Billing
FB00011674,C0007800,06-01-2022,2,5,IVR Survey,Support
FB00011675,C0007800,28-09-2018,4,4,App Rating,Pricing
FB00011676,C0007801,23-12-2016,4,10,IVR Survey,Network
FB00011677,C0007801,15-12-2018,4,10,IVR Survey,App Experience
FB00011678,C0007802,08-01-2026,5,7,Call Centre,Support
FB00011679,C0007802,22-04-2018,4,9,Call Centre,App Experience
FB00011680,C0007802,17-10-2015,3,7,Call Centre,App Experience
FB00011681,C0007802,03-07-2020,5,8,IVR Survey,App Experience
FB00011682,C0007803,15-02-2019,3,5,IVR Survey,App Experience
FB00011683,C0007803,30-07-2019,2,5,Call Centre,Billing
FB00011684,C0007803,18-04-2023,2,5,SMS Survey,Network
FB00011685,C0007804,30-03-2015,2,3,App Rating,Support
FB00011686,C0007804,05-07-2023,3,4,SMS Survey,App Experience
FB00011687,C0007805,29-11-2021,1,1,Call Centre,App Experience
FB00011688,C0007806,21-10-2019,3,5,SMS Survey,Network
FB00011689,C0007807,29-05-2016,3,5,App Rating,Support
FB00011690,C0007807,08-04-2023,4,3,Email Survey,Support
FB00011691,C0007807,23-09-2018,2,3,IVR Survey,Support
FB00011692,C0007808,15-11-2016,3,8,IVR Survey,Billing
FB00011693,C0007809,02-01-2021,4,6,IVR Survey,Pricing
FB00011694,C0007810,11-01-2016,3,9,Call Centre,App Experience
FB00011695,C0007811,09-01-2026,2,6,App Rating,Overall Experience
FB00011696,C0007812,13-01-2019,3,0,IVR Survey,Overall Experience
FB00011697,C0007813,07-01-2019,4,8,Call Centre,Support
FB00011698,C0007813,23-11-2014,2,8,Email Survey,Overall Experience
FB00011699,C0007813,15-11-2024,3,8,Email Survey,Support
FB00011700,C0007813,13-08-2022,4,6,IVR Survey,App Experience
FB00011701,C0007814,15-07-2019,5,9,SMS Survey,Overall Experience
FB00011702,C0007815,16-11-2019,2,1,App Rating,App Experience
FB00011703,C0007815,25-02-2015,2,2,Call Centre,App Experience
FB00011704,C0007815,04-08-2017,3,1,Call Centre,Support
FB00011705,C0007817,11-01-2015,5,10,Call Centre,Overall Experience
FB00011706,C0007817,28-11-2021,5,9,SMS Survey,Overall Experience
FB00011707,C0007818,05-05-2021,5,8,App Rating,Network
FB00011708,C0007818,12-05-2016,5,8,App Rating,Support
FB00011709,C0007818,11-02-2022,4,8,App Rating,App Experience
FB00011710,C0007818,08-08-2021,5,9,SMS Survey,App Experience
FB00011711,C0007820,22-10-2014,3,6,App Rating,App Experience
FB00011712,C0007820,17-02-2023,2,6,IVR Survey,Network
FB00011713,C0007821,12-09-2023,4,7,Call Centre,Network
FB00011714,C0007824,24-09-2015,4,7,IVR Survey,Network
FB00011715,C0007824,14-11-2025,3,5,Call Centre,Overall Experience
FB00011716,C0007825,09-05-2017,3,6,Email Survey,Network
FB00011717,C0007827,31-07-2016,2,8,IVR Survey,Support
FB00011718,C0007827,03-07-2015,3,6,App Rating,App Experience
FB00011719,C0007828,07-10-2014,4,3,SMS Survey,Pricing
FB00011720,C0007829,12-04-2019,5,9,Email Survey,Network
FB00011721,C0007829,15-09-2024,3,8,Call Centre,Support
FB00011722,C0007830,09-11-2018,3,3,App Rating,Overall Experience
FB00011723,C0007832,23-01-2018,2,0,SMS Survey,Pricing
FB00011724,C0007833,11-09-2021,4,8,App Rating,Support
FB00011725,C0007834,29-08-2018,2,6,Email Survey,Pricing
FB00011726,C0007834,17-06-2018,4,4,App Rating,Network
FB00011727,C0007834,15-01-2023,3,6,IVR Survey,Overall Experience
FB00011728,C0007836,17-08-2017,5,10,App Rating,Network
FB00011729,C0007836,03-08-2024,5,10,Email Survey,Billing
FB00011730,C0007837,31-03-2024,4,7,IVR Survey,App Experience
FB00011731,C0007838,19-08-2023,3,5,SMS Survey,Support
FB00011732,C0007839,22-10-2024,3,6,Call Centre,App Experience
FB00011733,C0007841,10-10-2020,3,5,Email Survey,Network
FB00011734,C0007841,02-02-2025,5,5,IVR Survey,Support
FB00011735,C0007842,14-01-2018,2,4,App Rating,App Experience
FB00011736,C0007842,23-05-2018,1,5,SMS Survey,Billing
FB00011737,C0007843,02-11-2021,3,8,Email Survey,Billing
FB00011738,C0007843,04-06-2021,2,6,App Rating,Billing
FB00011739,C0007846,04-06-2024,5,9,Email Survey,Network
FB00011740,C0007846,19-05-2016,3,9,IVR Survey,Overall Experience
FB00011741,C0007846,02-01-2017,3,8,SMS Survey,App Experience
FB00011742,C0007847,09-07-2020,1,1,App Rating,App Experience
FB00011743,C0007847,02-01-2020,2,0,Email Survey,Support
FB00011744,C0007847,15-05-2019,2,0,App Rating,Pricing
FB00011745,C0007848,06-01-2022,4,7,Email Survey,Overall Experience
FB00011746,C0007848,18-02-2026,2,7,Call Centre,Network
FB00011747,C0007848,30-01-2024,2,6,Call Centre,Pricing
FB00011748,C0007850,11-10-2016,2,8,App Rating,Pricing
FB00011749,C0007850,14-11-2025,3,7,SMS Survey,Pricing
FB00011750,C0007851,24-04-2023,2,6,SMS Survey,Support
FB00011751,C0007851,10-04-2015,2,6,App Rating,App Experience
FB00011752,C0007854,06-08-2024,1,0,App Rating,Support
FB00011753,C0007854,18-03-2015,1,2,App Rating,Pricing
FB00011754,C0007854,26-09-2021,2,1,SMS Survey,Pricing
FB00011755,C0007855,11-02-2019,5,8,SMS Survey,Pricing
FB00011756,C0007856,27-11-2015,5,5,Email Survey,Billing
FB00011757,C0007856,24-03-2025,5,6,SMS Survey,Pricing
FB00011758,C0007857,27-09-2024,2,5,IVR Survey,App Experience
FB00011759,C0007857,13-03-2022,3,4,App Rating,Support
FB00011760,C0007857,11-08-2014,2,3,Email Survey,Support
FB00011761,C0007858,15-11-2021,5,8,Call Centre,App Experience
FB00011762,C0007859,26-05-2021,3,3,App Rating,Support
FB00011763,C0007859,09-08-2015,2,3,Email Survey,Overall Experience
FB00011764,C0007859,31-05-2022,2,4,Email Survey,Network
FB00011765,C0007859,05-06-2024,4,4,IVR Survey,Support
FB00011766,C0007859,06-04-2021,4,3,IVR Survey,Pricing
FB00011767,C0007862,06-09-2016,4,5,Call Centre,App Experience
FB00011768,C0007862,20-02-2024,3,3,SMS Survey,Overall Experience
FB00011769,C0007863,07-03-2019,1,3,Call Centre,App Experience
FB00011770,C0007867,20-08-2022,4,5,Call Centre,App Experience
FB00011771,C0007867,03-12-2017,2,6,Email Survey,Overall Experience
FB00011772,C0007868,13-09-2015,3,0,Call Centre,Network
FB00011773,C0007868,04-12-2016,2,2,Call Centre,Overall Experience
FB00011774,C0007869,08-12-2020,5,10,Call Centre,Pricing
FB00011775,C0007869,04-08-2015,5,9,Email Survey,App Experience
FB00011776,C0007870,05-09-2023,4,9,Call Centre,Support
FB00011777,C0007870,17-05-2020,5,10,SMS Survey,Pricing
FB00011778,C0007871,02-12-2015,3,4,SMS Survey,Overall Experience
FB00011779,C0007871,29-08-2017,2,4,SMS Survey,Network
FB00011780,C0007872,28-06-2018,5,8,SMS Survey,Pricing
FB00011781,C0007872,14-09-2018,3,10,IVR Survey,Pricing
FB00011782,C0007873,04-08-2025,1,4,IVR Survey,App Experience
FB00011783,C0007873,01-08-2021,2,5,Call Centre,App Experience
FB00011784,C0007875,16-04-2023,2,6,SMS Survey,Network
FB00011785,C0007875,07-01-2015,4,5,App Rating,Support
FB00011786,C0007875,08-08-2022,4,6,Call Centre,Billing
FB00011787,C0007876,25-03-2016,3,4,App Rating,Billing
FB00011788,C0007878,23-01-2024,4,4,IVR Survey,App Experience
FB00011789,C0007878,18-09-2023,4,4,Email Survey,Overall Experience
FB00011790,C0007879,22-09-2025,3,4,Call Centre,Pricing
FB00011791,C0007879,25-01-2024,2,5,Call Centre,App Experience
FB00011792,C0007880,07-03-2026,5,6,IVR Survey,Overall Experience
FB00011793,C0007882,13-10-2018,1,5,Email Survey,Overall Experience
FB00011794,C0007883,31-10-2025,3,7,App Rating,App Experience
FB00011795,C0007884,02-12-2022,3,5,App Rating,Support
FB00011796,C0007885,15-12-2019,4,5,Call Centre,Overall Experience
FB00011797,C0007885,14-04-2014,3,6,Call Centre,Network
FB00011798,C0007885,30-12-2014,3,4,App Rating,App Experience
FB00011799,C0007885,18-11-2022,3,4,App Rating,Overall Experience
FB00011800,C0007886,02-12-2024,1,2,Call Centre,Billing
FB00011801,C0007886,01-06-2020,2,1,App Rating,Pricing
FB00011802,C0007886,02-04-2016,3,0,Call Centre,Support
FB00011803,C0007886,02-03-2017,1,2,IVR Survey,Pricing
FB00011804,C0007886,30-03-2021,3,0,App Rating,Pricing
FB00011805,C0007887,25-03-2024,3,9,Email Survey,App Experience
FB00011806,C0007888,14-02-2014,2,3,IVR Survey,Support
FB00011807,C0007888,30-05-2017,1,4,App Rating,Support
FB00011808,C0007888,20-12-2017,1,5,App Rating,App Experience
FB00011809,C0007889,26-12-2017,3,6,Call Centre,App Experience
FB00011810,C0007889,02-02-2019,2,4,IVR Survey,Network
FB00011811,C0007890,21-11-2021,4,7,Call Centre,Network
FB00011812,C0007892,01-01-2016,2,4,IVR Survey,Network
FB00011813,C0007892,03-10-2017,4,4,IVR Survey,Overall Experience
FB00011814,C0007895,01-05-2016,4,6,SMS Survey,App Experience
FB00011815,C0007895,31-10-2016,4,8,Email Survey,Pricing
FB00011816,C0007895,11-04-2022,5,8,SMS Survey,Pricing
FB00011817,C0007895,08-04-2025,3,8,SMS Survey,Pricing
FB00011818,C0007896,04-04-2016,3,2,IVR Survey,App Experience
FB00011819,C0007897,12-04-2014,3,3,Call Centre,Support
FB00011820,C0007897,23-03-2019,1,3,Email Survey,Network
FB00011821,C0007900,04-03-2018,2,5,App Rating,Overall Experience
FB00011822,C0007900,20-12-2024,4,5,SMS Survey,Overall Experience
FB00011823,C0007902,30-04-2015,1,2,IVR Survey,Pricing
FB00011824,C0007904,28-07-2020,3,6,Call Centre,Billing
FB00011825,C0007904,22-02-2026,4,7,Call Centre,Pricing
FB00011826,C0007906,22-02-2025,1,5,Email Survey,Pricing
FB00011827,C0007906,25-01-2018,1,5,App Rating,Overall Experience
FB00011828,C0007907,26-06-2014,3,6,Email Survey,Network
FB00011829,C0007908,23-06-2023,2,7,IVR Survey,Billing
FB00011830,C0007908,12-04-2022,4,7,Call Centre,Support
FB00011831,C0007909,13-07-2015,4,8,SMS Survey,App Experience
FB00011832,C0007910,18-02-2022,4,4,IVR Survey,Support
FB00011833,C0007910,30-05-2014,3,5,Email Survey,Pricing
FB00011834,C0007910,04-11-2025,3,5,SMS Survey,Network
FB00011835,C0007910,05-09-2017,2,5,App Rating,Overall Experience
FB00011836,C0007910,01-03-2022,3,5,Email Survey,Billing
FB00011837,C0007911,25-01-2016,3,5,IVR Survey,Overall Experience
FB00011838,C0007911,09-09-2016,3,5,Email Survey,Pricing
FB00011839,C0007912,19-01-2022,2,6,IVR Survey,Support
FB00011840,C0007913,06-07-2022,5,10,SMS Survey,App Experience
FB00011841,C0007913,23-04-2023,5,9,App Rating,Overall Experience
FB00011842,C0007914,29-06-2018,3,6,IVR Survey,Pricing
FB00011843,C0007914,16-12-2024,3,4,Email Survey,Network
FB00011844,C0007915,15-07-2025,4,6,SMS Survey,Billing
FB00011845,C0007917,10-08-2025,3,2,Call Centre,Pricing
FB00011846,C0007917,25-04-2024,2,1,SMS Survey,Overall Experience
FB00011847,C0007918,13-02-2024,3,2,IVR Survey,Overall Experience
FB00011848,C0007918,01-01-2014,2,3,App Rating,Billing
FB00011849,C0007919,12-11-2017,3,6,IVR Survey,Support
FB00011850,C0007920,22-03-2021,4,7,IVR Survey,Pricing
FB00011851,C0007920,23-11-2022,3,5,Call Centre,Pricing
FB00011852,C0007922,29-05-2021,5,7,SMS Survey,Support
FB00011853,C0007923,30-01-2017,2,1,Call Centre,Support
FB00011854,C0007923,02-02-2020,1,1,SMS Survey,Overall Experience
FB00011855,C0007925,18-11-2025,3,5,IVR Survey,Overall Experience
FB00011856,C0007925,13-07-2018,2,4,SMS Survey,Pricing
FB00011857,C0007926,20-08-2018,3,6,App Rating,Pricing
FB00011858,C0007926,03-12-2014,4,5,IVR Survey,Network
FB00011859,C0007927,30-05-2015,4,9,SMS Survey,Overall Experience
FB00011860,C0007927,02-04-2024,3,10,Call Centre,Billing
FB00011861,C0007927,22-05-2017,4,10,Call Centre,Pricing
FB00011862,C0007927,03-10-2020,5,10,SMS Survey,App Experience
FB00011863,C0007928,14-06-2016,1,0,App Rating,App Experience
FB00011864,C0007929,02-03-2026,2,5,App Rating,App Experience
FB00011865,C0007929,28-06-2019,2,5,Email Survey,Billing
FB00011866,C0007930,17-03-2016,2,3,Call Centre,Pricing
FB00011867,C0007931,19-04-2016,3,6,App Rating,Network
FB00011868,C0007933,07-11-2023,1,3,SMS Survey,Pricing
FB00011869,C0007933,01-10-2024,2,4,SMS Survey,Network
FB00011870,C0007933,01-10-2019,3,3,Call Centre,Pricing
FB00011871,C0007934,27-02-2024,3,2,Email Survey,Pricing
FB00011872,C0007935,05-07-2017,1,1,SMS Survey,Network
FB00011873,C0007935,21-07-2024,3,1,Email Survey,Network
FB00011874,C0007936,11-08-2014,1,1,SMS Survey,Network
FB00011875,C0007937,03-12-2018,4,6,Call Centre,Overall Experience
FB00011876,C0007937,26-02-2017,5,6,App Rating,Support
FB00011877,C0007938,16-02-2015,4,6,Email Survey,Pricing
FB00011878,C0007939,02-04-2021,4,3,Email Survey,Billing
FB00011879,C0007939,01-04-2024,4,4,SMS Survey,Overall Experience
FB00011880,C0007939,08-06-2024,2,5,IVR Survey,Billing
FB00011881,C0007940,18-10-2023,2,2,Call Centre,App Experience
FB00011882,C0007940,14-10-2015,1,3,Email Survey,Pricing
FB00011883,C0007940,04-10-2020,2,2,SMS Survey,Support
FB00011884,C0007941,18-08-2024,2,4,Call Centre,Overall Experience
FB00011885,C0007942,15-05-2018,4,6,App Rating,Support
FB00011886,C0007942,14-07-2020,3,7,Call Centre,Network
FB00011887,C0007943,05-05-2014,3,7,IVR Survey,Support
FB00011888,C0007944,21-03-2017,4,9,Call Centre,App Experience
FB00011889,C0007944,26-01-2020,5,8,Email Survey,Billing
FB00011890,C0007944,15-12-2017,4,7,Email Survey,Network
FB00011891,C0007944,30-12-2018,4,9,IVR Survey,Support
FB00011892,C0007945,13-11-2021,3,5,IVR Survey,Support
FB00011893,C0007947,20-05-2014,3,4,Email Survey,Support
FB00011894,C0007947,12-08-2024,4,4,Call Centre,Overall Experience
FB00011895,C0007947,01-04-2015,4,5,IVR Survey,Overall Experience
FB00011896,C0007947,22-04-2023,4,5,IVR Survey,Pricing
FB00011897,C0007948,08-07-2023,4,5,SMS Survey,Overall Experience
FB00011898,C0007952,23-01-2018,4,8,IVR Survey,Support
FB00011899,C0007952,27-02-2017,3,9,Email Survey,Support
FB00011900,C0007952,29-06-2019,4,8,Call Centre,Billing
FB00011901,C0007953,29-12-2017,3,0,Call Centre,Billing
FB00011902,C0007953,17-12-2022,1,1,Call Centre,App Experience
FB00011903,C0007953,13-02-2019,3,1,SMS Survey,Overall Experience
FB00011904,C0007954,23-08-2014,3,5,IVR Survey,Overall Experience
FB00011905,C0007954,01-05-2017,4,5,Call Centre,Pricing
FB00011906,C0007954,05-11-2021,5,6,Email Survey,Pricing
FB00011907,C0007954,01-04-2025,4,5,Call Centre,Support
FB00011908,C0007955,23-11-2020,2,7,App Rating,Pricing
FB00011909,C0007955,14-01-2019,3,7,Email Survey,Support
FB00011910,C0007956,03-04-2022,2,6,App Rating,Network
FB00011911,C0007956,21-02-2018,3,8,Call Centre,Billing
FB00011912,C0007957,11-04-2024,5,10,Email Survey,App Experience
FB00011913,C0007957,04-02-2022,5,9,App Rating,Overall Experience
FB00011914,C0007957,04-07-2024,4,10,App Rating,Pricing
FB00011915,C0007957,14-03-2021,5,9,Email Survey,Overall Experience
FB00011916,C0007957,09-04-2018,5,9,Email Survey,Pricing
FB00011917,C0007958,03-06-2023,2,6,IVR Survey,Overall Experience
FB00011918,C0007959,01-10-2017,1,1,Call Centre,Pricing
FB00011919,C0007959,06-06-2017,1,0,App Rating,App Experience
FB00011920,C0007959,07-09-2018,2,0,IVR Survey,Overall Experience
FB00011921,C0007960,21-06-2021,2,5,Call Centre,Billing
FB00011922,C0007960,14-07-2020,2,5,Email Survey,Support
FB00011923,C0007962,25-02-2018,3,6,App Rating,Overall Experience
FB00011924,C0007962,04-09-2018,3,7,SMS Survey,Support
FB00011925,C0007964,13-04-2024,4,7,IVR Survey,Network
FB00011926,C0007965,07-02-2026,3,8,IVR Survey,Support
FB00011927,C0007969,15-11-2025,3,1,Email Survey,Billing
FB00011928,C0007970,10-03-2020,3,8,App Rating,Overall Experience
FB00011929,C0007970,13-06-2022,4,6,SMS Survey,Network
FB00011930,C0007970,01-03-2026,4,7,IVR Survey,App Experience
FB00011931,C0007971,04-08-2016,4,7,App Rating,Overall Experience
FB00011932,C0007972,16-07-2022,1,0,IVR Survey,Support
FB00011933,C0007972,24-11-2023,2,0,Email Survey,Billing
FB00011934,C0007973,07-04-2014,1,5,IVR Survey,Support
FB00011935,C0007973,21-07-2022,1,4,SMS Survey,App Experience
FB00011936,C0007974,03-06-2015,4,6,SMS Survey,Network
FB00011937,C0007975,08-06-2021,2,6,Call Centre,Pricing
FB00011938,C0007976,05-07-2016,2,6,IVR Survey,App Experience
FB00011939,C0007976,23-10-2023,2,8,Email Survey,Pricing
FB00011940,C0007976,02-04-2019,4,6,App Rating,Pricing
FB00011941,C0007976,22-08-2018,3,7,Email Survey,App Experience
FB00011942,C0007976,13-10-2018,4,8,Call Centre,App Experience
FB00011943,C0007978,27-01-2015,3,5,Call Centre,Billing
FB00011944,C0007979,25-11-2016,4,6,Email Survey,App Experience
FB00011945,C0007979,23-01-2014,3,5,IVR Survey,Support
FB00011946,C0007979,30-07-2018,3,5,Email Survey,App Experience
FB00011947,C0007980,16-12-2015,2,6,Call Centre,Billing
FB00011948,C0007980,04-08-2014,2,8,App Rating,App Experience
FB00011949,C0007980,02-01-2020,4,6,App Rating,Billing
FB00011950,C0007981,28-05-2018,2,2,App Rating,Network
FB00011951,C0007981,08-06-2022,1,3,Email Survey,Network
FB00011952,C0007981,03-04-2018,3,2,App Rating,Billing
FB00011953,C0007981,23-07-2023,3,3,Email Survey,Billing
FB00011954,C0007981,21-12-2016,1,2,SMS Survey,Pricing
FB00011955,C0007982,15-07-2017,5,7,IVR Survey,Support
FB00011956,C0007982,29-08-2017,3,6,SMS Survey,Support
FB00011957,C0007983,24-02-2018,3,4,Email Survey,App Experience
FB00011958,C0007983,24-04-2016,2,4,Call Centre,Billing
FB00011959,C0007983,11-07-2022,2,3,IVR Survey,Support
FB00011960,C0007983,14-03-2019,3,5,Call Centre,App Experience
FB00011961,C0007984,18-05-2017,5,9,Call Centre,Network
FB00011962,C0007985,15-03-2024,2,1,Call Centre,App Experience
FB00011963,C0007985,26-08-2025,3,0,Call Centre,Overall Experience
FB00011964,C0007986,11-06-2025,5,8,SMS Survey,App Experience
FB00011965,C0007986,14-01-2021,5,7,SMS Survey,Billing
FB00011966,C0007986,17-01-2023,3,7,Call Centre,Support
FB00011967,C0007989,16-04-2019,5,9,Email Survey,Billing
FB00011968,C0007989,30-03-2024,5,10,Call Centre,App Experience
FB00011969,C0007991,26-03-2020,2,7,App Rating,Overall Experience
FB00011970,C0007992,29-03-2023,5,9,IVR Survey,Support
FB00011971,C0007992,14-11-2016,4,9,SMS Survey,Support
FB00011972,C0007994,26-01-2022,2,0,SMS Survey,Network
FB00011973,C0007994,16-06-2025,1,1,SMS Survey,Pricing
FB00011974,C0007994,04-04-2021,3,2,App Rating,Pricing
FB00011975,C0007994,29-11-2020,2,2,Call Centre,Overall Experience
FB00011976,C0007995,12-05-2021,5,5,IVR Survey,Overall Experience
FB00011977,C0007996,20-08-2018,2,4,Email Survey,Pricing
FB00011978,C0007996,30-09-2018,2,5,App Rating,Overall Experience
FB00011979,C0007997,27-05-2024,3,3,Email Survey,Billing
FB00011980,C0007999,11-01-2016,3,6,IVR Survey,Support
FB00011981,C0007999,30-04-2017,4,8,SMS Survey,Pricing
FB00011982,C0007999,04-06-2019,5,8,IVR Survey,Billing
FB00011983,C0008000,25-07-2023,4,6,IVR Survey,Support
FB00011984,C0008002,31-03-2021,4,6,Email Survey,Pricing
FB00011985,C0008002,03-06-2021,3,5,IVR Survey,Overall Experience
FB00011986,C0008003,11-12-2022,5,5,IVR Survey,App Experience
FB00011987,C0008003,28-02-2026,3,6,Call Centre,App Experience
FB00011988,C0008003,05-02-2017,5,7,SMS Survey,App Experience
FB00011989,C0008005,24-06-2015,3,5,Call Centre,Network
FB00011990,C0008005,08-08-2019,2,4,SMS Survey,Network
FB00011991,C0008005,26-09-2017,4,5,Call Centre,App Experience
FB00011992,C0008005,05-01-2022,3,5,SMS Survey,Pricing
FB00011993,C0008007,05-06-2015,2,0,SMS Survey,Billing
FB00011994,C0008008,30-04-2020,3,8,Call Centre,Overall Experience
FB00011995,C0008008,26-12-2023,3,7,IVR Survey,App Experience
FB00011996,C0008008,18-12-2020,5,9,App Rating,Overall Experience
FB00011997,C0008008,10-04-2017,3,7,Call Centre,Network
FB00011998,C0008009,28-08-2015,4,5,SMS Survey,Pricing
FB00011999,C0008011,26-07-2022,5,8,App Rating,Overall Experience
FB00012000,C0008011,09-06-2015,5,7,Email Survey,Network
FB00012001,C0008012,27-02-2014,1,3,SMS Survey,Pricing
FB00012002,C0008012,10-07-2025,2,2,Email Survey,Network
FB00012003,C0008013,03-04-2024,5,6,SMS Survey,Pricing
FB00012004,C0008014,24-03-2023,4,7,SMS Survey,Network
FB00012005,C0008014,16-06-2015,2,6,Call Centre,Billing
FB00012006,C0008014,21-12-2025,2,7,Email Survey,Billing
FB00012007,C0008016,10-04-2017,4,3,Email Survey,Pricing
FB00012008,C0008016,21-04-2023,2,4,Call Centre,Support
FB00012009,C0008017,09-04-2018,2,4,IVR Survey,Overall Experience
FB00012010,C0008017,01-11-2023,2,6,Email Survey,Billing
FB00012011,C0008018,12-04-2014,3,1,Call Centre,Billing
FB00012012,C0008019,15-11-2019,4,4,App Rating,Billing
