payment_id,invoice_id,customer_id,payment_date,amount_inr,payment_method,payment_status
PAY00038846,INV00048563,C0008115,21-05-2026,1159.13,UPI,Success
PAY00038847,INV00048564,C0008115,18-03-2026,1267.11,Credit Card,Success
PAY00038848,INV00048565,C0008115,31-01-2026,1213.59,UPI,Success
PAY00038849,INV00048566,C0008115,31-12-2025,1182.7,RTGS,Success
PAY00038850,INV00048568,C0008115,02-11-2025,1084.17,UPI,Success
PAY00038851,INV00048569,C0008115,24-11-2025,1194.43,Credit Card,Success
PAY00038852,INV00048570,C0008115,08-09-2025,1208.46,Auto Debit,Success
PAY00038853,INV00048571,C0008115,13-09-2025,1168.15,Debit Card,Success
PAY00038854,INV00048572,C0008115,15-07-2025,1112.59,UPI,Success
PAY00038855,INV00048574,C0008115,16-05-2025,996.96,UPI,Success
PAY00038856,INV00048575,C0008116,04-04-2026,937.77,UPI,Success
PAY00038857,INV00048576,C0008116,06-03-2026,967.2,UPI,Success
PAY00038858,INV00048577,C0008116,28-02-2026,1152.55,NEFT,Success
PAY00038859,INV00048578,C0008116,13-01-2026,1019.45,UPI,Success
PAY00038860,INV00048579,C0008116,12-12-2025,1081.12,UPI,Success
PAY00038861,INV00048580,C0008116,14-11-2025,985.13,RTGS,Success
PAY00038862,INV00048583,C0008116,02-09-2025,1073.76,NEFT,Success
PAY00038863,INV00048584,C0008116,28-08-2025,1041.79,Net Banking,Success
PAY00038864,INV00048585,C0008116,10-06-2025,1075.24,Credit Card,Success
PAY00038865,INV00048586,C0008116,14-05-2025,971.82,Credit Card,Success
PAY00038866,INV00048587,C0008117,14-05-2026,1290.35,UPI,Success
PAY00038867,INV00048589,C0008117,16-02-2026,1453.87,UPI,Success
PAY00038868,INV00048591,C0008117,19-12-2025,1337.07,Debit Card,Success
PAY00038869,INV00048592,C0008117,01-11-2025,1584.85,UPI,Success
PAY00038870,INV00048593,C0008117,26-10-2025,1400.53,Credit Card,Success
PAY00038871,INV00048594,C0008117,09-09-2025,1292.16,Cash,Success
PAY00038872,INV00048595,C0008117,09-08-2025,1293.6,NEFT,Success
PAY00038873,INV00048596,C0008117,17-07-2025,1605.3,UPI,Success
PAY00038874,INV00048597,C0008117,22-06-2025,1560.79,Debit Card,Success
PAY00038875,INV00048598,C0008117,23-06-2025,1406.58,NEFT,Success
PAY00038876,INV00048599,C0008120,16-07-2025,419.61,Debit Card,Success
PAY00038877,INV00048600,C0008120,20-06-2025,356.5,UPI,Success
PAY00038878,INV00048601,C0008120,18-05-2025,389.81,Auto Debit,Success
PAY00038879,INV00048602,C0008120,19-04-2025,450.76,UPI,Success
PAY00038880,INV00048603,C0008120,11-03-2025,385.02,RTGS,Success
PAY00038881,INV00048604,C0008120,10-02-2025,428.65,Credit Card,Success
PAY00038882,INV00048605,C0008120,11-01-2025,466.47,UPI,Success
PAY00038883,INV00048606,C0008120,17-12-2024,445.47,UPI,Success
PAY00038884,INV00048607,C0008120,17-11-2024,387.97,Credit Card,Success
PAY00038885,INV00048609,C0008120,19-09-2024,431.09,UPI,Success
PAY00038886,INV00048610,C0008121,01-04-2026,4800.05,Net Banking,Success
PAY00038887,INV00048611,C0008121,15-03-2026,4901.86,UPI,Success
PAY00038888,INV00048612,C0008121,31-01-2026,4998.76,Cash,Success
PAY00038889,INV00048613,C0008121,06-01-2026,4882.6,Net Banking,Success
PAY00038890,INV00048614,C0008121,29-12-2025,5040.19,UPI,Success
PAY00038891,INV00048617,C0008121,13-09-2025,5050.81,Debit Card,Success
PAY00038892,INV00048618,C0008121,03-08-2025,4624.43,RTGS,Success
PAY00038893,INV00048619,C0008121,07-07-2025,4525.08,UPI,Success
PAY00038894,INV00048620,C0008121,14-06-2025,4440.92,UPI,Success
PAY00038895,INV00048621,C0008121,23-05-2025,4831.89,UPI,Success
PAY00038896,INV00048622,C0008123,03-04-2026,822.2,UPI,Success
PAY00038897,INV00048623,C0008123,12-03-2026,796.43,Credit Card,Success
PAY00038898,INV00048624,C0008123,26-03-2026,802.93,Auto Debit,Success
PAY00038899,INV00048625,C0008123,06-01-2026,785.25,Debit Card,Success
PAY00038900,INV00048626,C0008123,02-12-2025,817.3,Credit Card,Success
PAY00038901,INV00048628,C0008123,16-10-2025,875.88,UPI,Success
PAY00038902,INV00048629,C0008123,16-09-2025,811.44,Net Banking,Success
PAY00038903,INV00048630,C0008123,07-08-2025,869.4,UPI,Success
PAY00038904,INV00048631,C0008123,09-07-2025,796.59,Credit Card,Success
PAY00038905,INV00048632,C0008123,06-06-2025,852.7,UPI,Success
PAY00038906,INV00048633,C0008123,16-05-2025,794.13,Net Banking,Success
PAY00038907,INV00048634,C0008124,10-04-2026,1001.32,Debit Card,Success
PAY00038908,INV00048635,C0008124,14-04-2026,1087.72,Credit Card,Success
PAY00038909,INV00048636,C0008124,24-03-2026,1137.94,Cash,Success
PAY00038910,INV00048637,C0008124,13-01-2026,988.21,UPI,Success
PAY00038911,INV00048638,C0008124,15-12-2025,1041.42,Wallet,Success
PAY00038912,INV00048639,C0008124,01-12-2025,1023.83,UPI,Success
PAY00038913,INV00048640,C0008124,03-10-2025,1074.83,Cash,Success
PAY00038914,INV00048641,C0008124,13-09-2025,1012.14,Debit Card,Success
PAY00038915,INV00048642,C0008124,15-08-2025,1032.29,UPI,Success
PAY00038916,INV00048643,C0008124,11-07-2025,1187.65,UPI,Success
PAY00038917,INV00048644,C0008124,13-06-2025,1020.37,UPI,Success
PAY00038918,INV00048645,C0008124,06-05-2025,1018.36,Net Banking,Success
PAY00038919,INV00048648,C0008127,09-04-2020,110.07,UPI,Success
PAY00038920,INV00048650,C0008127,08-02-2020,120.7,Debit Card,Success
PAY00038921,INV00048651,C0008127,06-01-2020,111.44,UPI,Success
PAY00038922,INV00048653,C0008127,11-11-2019,119.24,Wallet,Success
PAY00038923,INV00048654,C0008127,13-11-2019,110.18,IMPS,Success
PAY00038924,INV00048655,C0008127,03-09-2019,110.83,Wallet,Success
PAY00038925,INV00048656,C0008127,15-08-2019,111.71,Net Banking,Success
PAY00038926,INV00048658,C0008130,31-03-2026,824.82,NEFT,Success
PAY00038927,INV00048659,C0008130,10-03-2026,877.14,Debit Card,Success
PAY00038928,INV00048660,C0008130,03-02-2026,795.53,UPI,Success
PAY00038929,INV00048661,C0008130,02-02-2026,848.14,Wallet,Success
PAY00038930,INV00048662,C0008130,14-12-2025,810.8,Cash,Success
PAY00038931,INV00048664,C0008130,11-10-2025,770.03,UPI,Success
PAY00038932,INV00048665,C0008130,15-09-2025,804.5,Auto Debit,Success
PAY00038933,INV00048666,C0008130,24-08-2025,782.42,UPI,Success
PAY00038934,INV00048667,C0008130,07-07-2025,817.56,Net Banking,Success
PAY00038935,INV00048669,C0008130,26-05-2025,811.69,IMPS,Success
PAY00038936,INV00048671,C0008131,20-04-2026,388.28,UPI,Success
PAY00038937,INV00048672,C0008131,06-02-2026,413.02,Cash,Success
PAY00038938,INV00048673,C0008131,09-01-2026,404.52,UPI,Success
PAY00038939,INV00048674,C0008131,12-12-2025,425.64,Cash,Success
PAY00038940,INV00048675,C0008131,11-11-2025,404.82,UPI,Success
PAY00038941,INV00048678,C0008131,14-08-2025,419.1,Credit Card,Success
PAY00038942,INV00048679,C0008131,27-07-2025,429.61,RTGS,Success
PAY00038943,INV00048682,C0008132,13-05-2026,810.41,UPI,Success
PAY00038944,INV00048683,C0008132,02-03-2026,774.41,Credit Card,Success
PAY00038945,INV00048684,C0008132,26-02-2026,839.66,UPI,Success
PAY00038946,INV00048686,C0008132,06-12-2025,929.18,UPI,Success
PAY00038947,INV00048690,C0008132,14-08-2025,865.34,Debit Card,Success
PAY00038948,INV00048692,C0008132,15-06-2025,836.71,UPI,Success
PAY00038949,INV00048693,C0008132,12-05-2025,894.62,Debit Card,Success
PAY00038950,INV00048695,C0008134,08-03-2026,1148.29,Credit Card,Success
PAY00038951,INV00048696,C0008134,08-02-2026,1207.31,UPI,Success
PAY00038952,INV00048697,C0008134,06-02-2026,1285.87,Net Banking,Success
PAY00038953,INV00048698,C0008134,09-12-2025,1191.93,Credit Card,Success
PAY00038954,INV00048699,C0008134,12-11-2025,1120.79,Debit Card,Success
PAY00038955,INV00048700,C0008134,08-10-2025,1108.04,UPI,Success
PAY00038956,INV00048701,C0008134,04-09-2025,1145.77,Credit Card,Success
PAY00038957,INV00048703,C0008134,21-08-2025,1107.26,Credit Card,Success
PAY00038958,INV00048705,C0008134,10-05-2025,1144.02,UPI,Success
PAY00038959,INV00048706,C0008135,07-08-2023,375.72,Wallet,Success
PAY00038960,INV00048707,C0008137,23-04-2026,1275.11,Auto Debit,Success
PAY00038961,INV00048708,C0008137,07-03-2026,1157.43,UPI,Success
PAY00038962,INV00048709,C0008137,09-02-2026,1292.74,IMPS,Success
PAY00038963,INV00048710,C0008137,17-02-2026,1124.41,UPI,Success
PAY00038964,INV00048712,C0008137,01-11-2025,1178.65,UPI,Success
PAY00038965,INV00048713,C0008137,20-10-2025,1203.73,UPI,Success
PAY00038966,INV00048714,C0008137,06-09-2025,1063.96,UPI,Success
PAY00038967,INV00048715,C0008137,16-08-2025,1093.62,NEFT,Success
PAY00038968,INV00048718,C0008137,07-06-2025,1142.87,IMPS,Success
PAY00038969,INV00048719,C0008139,13-04-2026,1864.69,UPI,Success
PAY00038970,INV00048720,C0008139,21-03-2026,1745.87,UPI,Success
PAY00038971,INV00048722,C0008141,22-11-2024,1009.56,UPI,Success
PAY00038972,INV00048723,C0008141,12-10-2024,1060.63,UPI,Success
PAY00038973,INV00048724,C0008141,23-09-2024,1164.42,IMPS,Success
PAY00038974,INV00048725,C0008141,18-08-2024,1029.61,Debit Card,Success
PAY00038975,INV00048726,C0008141,25-07-2024,949.11,Credit Card,Success
PAY00038976,INV00048727,C0008141,17-06-2024,1034.49,UPI,Success
PAY00038977,INV00048728,C0008141,23-05-2024,1019.99,Cash,Success
PAY00038978,INV00048729,C0008141,26-05-2024,1067.11,Credit Card,Success
PAY00038979,INV00048730,C0008141,06-05-2024,1081.84,UPI,Success
PAY00038980,INV00048731,C0008141,15-02-2024,1169.7,Debit Card,Success
PAY00038981,INV00048732,C0008141,29-02-2024,995.93,UPI,Success
PAY00038982,INV00048734,C0008142,22-04-2026,1146.19,Debit Card,Success
PAY00038983,INV00048735,C0008142,11-02-2026,942.89,UPI,Success
PAY00038984,INV00048736,C0008142,01-01-2026,1073.08,NEFT,Success
PAY00038985,INV00048740,C0008142,14-09-2025,928.67,Debit Card,Success
PAY00038986,INV00048741,C0008142,05-08-2025,1099.85,UPI,Success
PAY00038987,INV00048744,C0008142,03-06-2025,986.19,Credit Card,Success
PAY00038988,INV00048745,C0008145,08-06-2023,696.47,UPI,Success
PAY00038989,INV00048746,C0008145,22-05-2023,712.61,IMPS,Success
PAY00038990,INV00048748,C0008145,02-04-2023,686.54,UPI,Success
PAY00038991,INV00048749,C0008145,18-02-2023,624.1,UPI,Success
PAY00038992,INV00048750,C0008145,24-12-2022,622.91,Debit Card,Success
PAY00038993,INV00048751,C0008145,23-11-2022,750.15,Debit Card,Success
PAY00038994,INV00048752,C0008145,24-10-2022,732.53,UPI,Success
PAY00038995,INV00048753,C0008145,19-09-2022,671.79,UPI,Success
PAY00038996,INV00048754,C0008145,26-08-2022,773.42,Debit Card,Success
PAY00038997,INV00048755,C0008145,16-07-2022,688.06,UPI,Success
PAY00038998,INV00048757,C0008146,07-02-2026,1216.3,Debit Card,Success
PAY00038999,INV00048758,C0008148,08-04-2026,744.89,UPI,Success
PAY00039000,INV00048759,C0008148,03-03-2026,765.4,UPI,Success
PAY00039001,INV00048760,C0008148,05-02-2026,796.21,UPI,Success
PAY00039002,INV00048761,C0008148,27-02-2026,779.0,Debit Card,Success
PAY00039003,INV00048762,C0008148,10-12-2025,858.84,UPI,Success
PAY00039004,INV00048763,C0008148,13-11-2025,828.25,UPI,Success
PAY00039005,INV00048764,C0008148,03-10-2025,781.74,Wallet,Success
PAY00039006,INV00048765,C0008148,25-10-2025,813.26,UPI,Success
PAY00039007,INV00048766,C0008148,08-08-2025,822.71,Auto Debit,Success
PAY00039008,INV00048767,C0008148,13-08-2025,800.22,UPI,Success
PAY00039009,INV00048768,C0008148,26-06-2025,850.89,Debit Card,Success
PAY00039010,INV00048769,C0008148,06-06-2025,778.85,UPI,Success
PAY00039011,INV00048771,C0008149,14-03-2026,1193.82,Debit Card,Success
PAY00039012,INV00048772,C0008149,12-02-2026,1272.58,Auto Debit,Success
PAY00039013,INV00048773,C0008149,07-01-2026,1033.51,Credit Card,Success
PAY00039014,INV00048775,C0008149,13-11-2025,1146.38,UPI,Success
PAY00039015,INV00048777,C0008149,10-09-2025,1126.99,Debit Card,Success
PAY00039016,INV00048779,C0008149,21-07-2025,1214.18,Debit Card,Success
PAY00039017,INV00048780,C0008149,14-06-2025,1290.91,Debit Card,Success
PAY00039018,INV00048781,C0008149,10-05-2025,1202.11,Wallet,Success
PAY00039019,INV00048782,C0008150,20-04-2026,1154.36,UPI,Success
PAY00039020,INV00048783,C0008150,06-03-2026,1032.75,Wallet,Success
PAY00039021,INV00048784,C0008150,08-02-2026,1053.81,Cash,Success
PAY00039022,INV00048785,C0008150,10-01-2026,1047.84,Wallet,Success
PAY00039023,INV00048786,C0008150,11-12-2025,1061.93,Cash,Success
PAY00039024,INV00048787,C0008150,15-11-2025,1003.87,Net Banking,Success
PAY00039025,INV00048788,C0008150,07-10-2025,1082.51,Debit Card,Success
PAY00039026,INV00048789,C0008150,05-09-2025,994.26,Credit Card,Success
PAY00039027,INV00048790,C0008150,03-08-2025,1023.83,Debit Card,Success
PAY00039028,INV00048791,C0008150,09-07-2025,1029.94,UPI,Success
PAY00039029,INV00048792,C0008150,14-06-2025,1134.2,Debit Card,Success
PAY00039030,INV00048793,C0008150,22-05-2025,1080.11,NEFT,Success
PAY00039031,INV00048794,C0008151,03-05-2026,1102.92,UPI,Success
PAY00039032,INV00048795,C0008151,10-03-2026,1090.39,RTGS,Success
PAY00039033,INV00048796,C0008151,11-02-2026,1037.89,UPI,Success
PAY00039034,INV00048797,C0008151,04-01-2026,1001.48,IMPS,Success
PAY00039035,INV00048798,C0008151,09-12-2025,1137.66,UPI,Success
PAY00039036,INV00048799,C0008151,11-11-2025,1062.86,Cash,Success
PAY00039037,INV00048800,C0008151,01-11-2025,1083.49,Net Banking,Success
PAY00039038,INV00048801,C0008151,12-09-2025,1121.35,Debit Card,Success
PAY00039039,INV00048803,C0008151,01-09-2025,974.43,UPI,Success
PAY00039040,INV00048804,C0008151,15-06-2025,1064.01,UPI,Success
PAY00039041,INV00048805,C0008151,07-05-2025,1027.44,RTGS,Success
PAY00039042,INV00048807,C0008152,02-03-2026,1289.69,Debit Card,Success
PAY00039043,INV00048808,C0008152,05-02-2026,1364.39,UPI,Success
PAY00039044,INV00048809,C0008152,02-01-2026,1399.61,Net Banking,Success
PAY00039045,INV00048810,C0008152,22-01-2026,1402.88,UPI,Success
PAY00039046,INV00048811,C0008152,19-12-2025,1473.83,NEFT,Success
PAY00039047,INV00048812,C0008152,06-10-2025,1388.84,Net Banking,Success
PAY00039048,INV00048813,C0008152,10-09-2025,1338.56,Net Banking,Success
PAY00039049,INV00048814,C0008152,15-08-2025,1368.69,UPI,Success
PAY00039050,INV00048815,C0008152,13-07-2025,1304.11,Credit Card,Success
PAY00039051,INV00048816,C0008152,13-06-2025,1386.75,UPI,Success
PAY00039052,INV00048817,C0008152,05-05-2025,1403.07,UPI,Success
PAY00039053,INV00048818,C0008153,25-05-2026,1357.02,UPI,Success
PAY00039054,INV00048819,C0008153,04-03-2026,1397.82,Debit Card,Success
PAY00039055,INV00048822,C0008153,25-12-2025,1405.96,Wallet,Success
PAY00039056,INV00048824,C0008153,10-10-2025,1635.19,Debit Card,Success
PAY00039057,INV00048825,C0008153,14-09-2025,1365.19,Credit Card,Success
PAY00039058,INV00048826,C0008153,08-08-2025,1395.31,Auto Debit,Success
PAY00039059,INV00048827,C0008153,18-07-2025,1500.28,UPI,Success
PAY00039060,INV00048828,C0008153,22-06-2025,1389.11,Wallet,Success
PAY00039061,INV00048829,C0008153,09-05-2025,1409.98,Wallet,Success
PAY00039062,INV00048830,C0008154,08-07-2025,966.36,Auto Debit,Success
PAY00039063,INV00048831,C0008154,03-06-2025,1058.63,UPI,Success
PAY00039064,INV00048832,C0008154,03-05-2025,1113.51,Credit Card,Success
PAY00039065,INV00048837,C0008154,10-12-2024,1030.43,Credit Card,Success
PAY00039066,INV00048838,C0008154,05-11-2024,1143.89,UPI,Success
PAY00039067,INV00048840,C0008154,25-10-2024,1078.6,Auto Debit,Success
PAY00039068,INV00048841,C0008154,11-09-2024,976.34,UPI,Success
PAY00039069,INV00048842,C0008155,12-04-2026,1353.11,Credit Card,Success
PAY00039070,INV00048844,C0008155,06-02-2026,1385.95,Credit Card,Success
PAY00039071,INV00048846,C0008155,18-01-2026,1533.0,Credit Card,Success
PAY00039072,INV00048847,C0008155,26-11-2025,1460.04,UPI,Success
PAY00039073,INV00048848,C0008155,13-10-2025,1581.71,Debit Card,Success
PAY00039074,INV00048849,C0008155,03-09-2025,1334.51,IMPS,Success
PAY00039075,INV00048851,C0008155,17-07-2025,1529.2,Debit Card,Success
PAY00039076,INV00048852,C0008155,04-06-2025,1450.2,UPI,Success
PAY00039077,INV00048853,C0008155,07-06-2025,1419.07,Credit Card,Success
PAY00039078,INV00048854,C0008157,11-04-2026,727.56,Net Banking,Success
PAY00039079,INV00048855,C0008157,15-03-2026,718.95,NEFT,Success
PAY00039080,INV00048856,C0008157,30-01-2026,728.35,Credit Card,Success
PAY00039081,INV00048857,C0008157,02-01-2026,672.4,Auto Debit,Success
PAY00039082,INV00048858,C0008157,02-01-2026,843.85,NEFT,Success
PAY00039083,INV00048859,C0008157,08-11-2025,709.51,UPI,Success
PAY00039084,INV00048861,C0008157,07-09-2025,721.71,Credit Card,Success
PAY00039085,INV00048864,C0008157,12-06-2025,633.72,Debit Card,Success
PAY00039086,INV00048865,C0008157,14-05-2025,680.59,Credit Card,Success
PAY00039087,INV00048866,C0008158,06-08-2025,825.15,UPI,Success
PAY00039088,INV00048867,C0008158,04-08-2025,790.48,UPI,Success
PAY00039089,INV00048868,C0008158,05-06-2025,827.38,UPI,Success
PAY00039090,INV00048869,C0008158,03-05-2025,810.02,UPI,Success
PAY00039091,INV00048870,C0008158,01-04-2025,833.45,UPI,Success
PAY00039092,INV00048871,C0008158,09-03-2025,821.74,Net Banking,Success
PAY00039093,INV00048872,C0008158,03-02-2025,819.65,Auto Debit,Success
PAY00039094,INV00048873,C0008158,01-01-2025,799.65,UPI,Success
PAY00039095,INV00048874,C0008158,15-12-2024,758.02,Auto Debit,Success
PAY00039096,INV00048875,C0008158,10-12-2024,889.44,UPI,Success
PAY00039097,INV00048876,C0008158,23-11-2024,803.76,UPI,Success
PAY00039098,INV00048877,C0008158,09-10-2024,798.45,Net Banking,Success
PAY00039099,INV00048878,C0008159,04-04-2026,1072.77,Net Banking,Success
PAY00039100,INV00048879,C0008159,15-03-2026,1061.72,Net Banking,Success
PAY00039101,INV00048880,C0008159,30-01-2026,999.9,UPI,Success
PAY00039102,INV00048881,C0008160,04-04-2026,1196.78,Auto Debit,Success
PAY00039103,INV00048882,C0008160,01-03-2026,1221.87,UPI,Success
PAY00039104,INV00048883,C0008160,09-02-2026,1114.6,Credit Card,Success
PAY00039105,INV00048886,C0008160,03-11-2025,1131.05,Auto Debit,Success
PAY00039106,INV00048888,C0008160,08-09-2025,1254.28,NEFT,Success
PAY00039107,INV00048889,C0008160,16-08-2025,1271.05,UPI,Success
PAY00039108,INV00048890,C0008160,08-07-2025,1163.1,Debit Card,Success
PAY00039109,INV00048892,C0008160,12-05-2025,1184.24,UPI,Success
PAY00039110,INV00048893,C0008161,07-11-2019,606.87,UPI,Success
PAY00039111,INV00048894,C0008161,08-10-2019,620.97,Wallet,Success
PAY00039112,INV00048895,C0008161,22-10-2019,582.08,UPI,Success
PAY00039113,INV00048896,C0008161,05-08-2019,607.92,Credit Card,Success
PAY00039114,INV00048897,C0008161,12-07-2019,585.23,Cash,Success
PAY00039115,INV00048898,C0008161,19-06-2019,570.72,Debit Card,Success
PAY00039116,INV00048899,C0008161,11-05-2019,624.6,Net Banking,Success
PAY00039117,INV00048900,C0008161,21-04-2019,578.45,UPI,Success
PAY00039118,INV00048901,C0008161,08-03-2019,573.65,Credit Card,Success
PAY00039119,INV00048903,C0008161,12-01-2019,615.5,UPI,Success
PAY00039120,INV00048904,C0008161,26-01-2019,641.19,Credit Card,Success
PAY00039121,INV00048905,C0008163,04-04-2026,768.44,Debit Card,Success
PAY00039122,INV00048907,C0008163,07-02-2026,813.67,Credit Card,Success
PAY00039123,INV00048908,C0008163,04-01-2026,826.22,RTGS,Success
PAY00039124,INV00048909,C0008163,11-12-2025,807.56,Cash,Success
PAY00039125,INV00048910,C0008163,12-11-2025,805.82,Net Banking,Success
PAY00039126,INV00048911,C0008163,13-10-2025,786.74,UPI,Success
PAY00039127,INV00048912,C0008163,30-10-2025,794.58,UPI,Success
PAY00039128,INV00048913,C0008163,10-08-2025,861.03,UPI,Success
PAY00039129,INV00048914,C0008163,15-07-2025,793.08,Credit Card,Success
PAY00039130,INV00048915,C0008163,10-06-2025,818.53,UPI,Success
PAY00039131,INV00048916,C0008163,02-06-2025,849.28,Credit Card,Success
PAY00039132,INV00048917,C0008165,31-03-2026,693.2,UPI,Success
PAY00039133,INV00048920,C0008165,12-01-2026,729.87,Debit Card,Success
PAY00039134,INV00048921,C0008165,12-12-2025,743.95,Net Banking,Success
PAY00039135,INV00048922,C0008165,02-11-2025,715.02,Credit Card,Success
PAY00039136,INV00048923,C0008165,03-10-2025,682.06,UPI,Success
PAY00039137,INV00048925,C0008165,14-08-2025,654.01,UPI,Success
PAY00039138,INV00048926,C0008165,13-07-2025,610.38,UPI,Success
PAY00039139,INV00048927,C0008165,06-06-2025,707.23,Debit Card,Success
PAY00039140,INV00048928,C0008165,25-05-2025,779.4,UPI,Success
PAY00039141,INV00048929,C0008167,12-05-2026,898.02,Cash,Success
PAY00039142,INV00048930,C0008167,22-03-2026,889.87,UPI,Success
PAY00039143,INV00048932,C0008167,15-02-2026,819.69,UPI,Success
PAY00039144,INV00048933,C0008167,09-12-2025,813.01,UPI,Success
PAY00039145,INV00048934,C0008167,01-11-2025,835.79,Net Banking,Success
PAY00039146,INV00048936,C0008167,27-09-2025,833.74,UPI,Success
PAY00039147,INV00048939,C0008167,06-07-2025,765.56,UPI,Success
PAY00039148,INV00048940,C0008167,06-05-2025,815.77,Cash,Success
PAY00039149,INV00048941,C0008170,31-03-2026,564.72,UPI,Success
PAY00039150,INV00048943,C0008172,17-04-2023,1288.49,Debit Card,Success
PAY00039151,INV00048944,C0008172,16-04-2023,1257.34,UPI,Success
PAY00039152,INV00048945,C0008172,17-02-2023,1329.15,UPI,Success
PAY00039153,INV00048946,C0008173,09-04-2026,1146.58,UPI,Success
PAY00039154,INV00048947,C0008173,14-03-2026,1246.06,UPI,Success
PAY00039155,INV00048949,C0008173,14-01-2026,1278.18,Credit Card,Success
PAY00039156,INV00048950,C0008173,12-12-2025,1071.26,RTGS,Success
PAY00039157,INV00048953,C0008173,10-09-2025,1139.76,Credit Card,Success
PAY00039158,INV00048954,C0008173,09-08-2025,1130.55,UPI,Success
PAY00039159,INV00048955,C0008173,16-07-2025,1186.91,UPI,Success
PAY00039160,INV00048957,C0008173,15-05-2025,1277.24,Net Banking,Success
PAY00039161,INV00048958,C0008175,02-05-2026,1115.27,IMPS,Success
PAY00039162,INV00048959,C0008175,13-04-2026,1139.69,Net Banking,Success
PAY00039163,INV00048960,C0008175,23-02-2026,1275.26,UPI,Success
PAY00039164,INV00048961,C0008175,06-01-2026,1161.92,Debit Card,Success
PAY00039165,INV00048963,C0008175,03-11-2025,1184.72,Net Banking,Success
PAY00039166,INV00048964,C0008175,09-10-2025,1157.46,Wallet,Success
PAY00039167,INV00048965,C0008175,02-09-2025,1120.96,Debit Card,Success
PAY00039168,INV00048966,C0008175,16-08-2025,1075.71,RTGS,Success
PAY00039169,INV00048967,C0008175,04-07-2025,1053.53,UPI,Success
PAY00039170,INV00048968,C0008175,15-06-2025,1294.17,UPI,Success
PAY00039171,INV00048969,C0008175,16-05-2025,1237.29,Credit Card,Success
PAY00039172,INV00048970,C0008176,16-05-2026,1709.51,UPI,Success
PAY00039173,INV00048971,C0008176,15-03-2026,1584.66,UPI,Success
PAY00039174,INV00048972,C0008176,30-01-2026,1518.72,Auto Debit,Success
PAY00039175,INV00048975,C0008176,03-11-2025,1509.96,UPI,Success
PAY00039176,INV00048976,C0008176,03-10-2025,1511.31,UPI,Success
PAY00039177,INV00048977,C0008176,15-09-2025,1418.34,UPI,Success
PAY00039178,INV00048978,C0008176,10-08-2025,1451.45,Auto Debit,Success
PAY00039179,INV00048979,C0008176,13-07-2025,1496.66,Credit Card,Success
PAY00039180,INV00048980,C0008176,10-06-2025,1531.45,UPI,Success
PAY00039181,INV00048981,C0008176,16-06-2025,1439.35,UPI,Success
PAY00039182,INV00048982,C0008177,14-05-2026,1203.36,UPI,Success
PAY00039183,INV00048983,C0008177,06-03-2026,1186.21,Credit Card,Success
PAY00039184,INV00048984,C0008177,26-03-2026,1182.32,UPI,Success
PAY00039185,INV00048985,C0008177,08-01-2026,1084.6,Credit Card,Success
PAY00039186,INV00048986,C0008177,07-12-2025,1120.22,UPI,Success
PAY00039187,INV00048988,C0008177,10-10-2025,1150.0,UPI,Success
PAY00039188,INV00048989,C0008177,10-09-2025,1228.08,UPI,Success
PAY00039189,INV00048990,C0008177,15-08-2025,1098.75,UPI,Success
PAY00039190,INV00048991,C0008177,10-07-2025,1252.84,Net Banking,Success
PAY00039191,INV00048992,C0008177,24-06-2025,1150.45,UPI,Success
PAY00039192,INV00048993,C0008177,02-06-2025,1236.16,Wallet,Success
PAY00039193,INV00048994,C0008184,01-06-2023,1865.33,UPI,Success
PAY00039194,INV00048995,C0008184,19-04-2023,1783.78,UPI,Success
PAY00039195,INV00048997,C0008184,26-02-2023,1764.74,UPI,Success
PAY00039196,INV00048998,C0008184,07-02-2023,1601.38,Debit Card,Success
PAY00039197,INV00048999,C0008184,23-12-2022,1732.16,Credit Card,Success
PAY00039198,INV00049000,C0008184,22-11-2022,1813.24,UPI,Success
PAY00039199,INV00049001,C0008184,07-11-2022,1714.47,UPI,Success
PAY00039200,INV00049003,C0008184,22-08-2022,1569.45,NEFT,Success
PAY00039201,INV00049005,C0008184,19-06-2022,1893.03,Cash,Success
PAY00039202,INV00049006,C0008185,31-03-2026,1306.12,UPI,Success
PAY00039203,INV00049007,C0008185,01-03-2026,1285.28,UPI,Success
PAY00039204,INV00049009,C0008185,11-01-2026,1193.64,UPI,Success
PAY00039205,INV00049010,C0008185,29-01-2026,1225.5,UPI,Success
PAY00039206,INV00049011,C0008185,09-11-2025,1191.04,UPI,Success
PAY00039207,INV00049012,C0008185,11-10-2025,1316.51,UPI,Success
PAY00039208,INV00049013,C0008185,31-10-2025,1220.25,IMPS,Success
PAY00039209,INV00049014,C0008185,14-08-2025,1104.89,UPI,Success
PAY00039210,INV00049015,C0008185,26-08-2025,1182.23,Credit Card,Success
PAY00039211,INV00049016,C0008185,17-07-2025,1167.91,Debit Card,Success
PAY00039212,INV00049017,C0008185,07-05-2025,1058.81,UPI,Success
PAY00039213,INV00049018,C0008187,12-04-2026,1774.68,Credit Card,Success
PAY00039214,INV00049019,C0008187,08-03-2026,1651.79,UPI,Success
PAY00039215,INV00049020,C0008187,10-02-2026,1638.6,UPI,Success
PAY00039216,INV00049021,C0008187,17-02-2026,1769.81,Debit Card,Success
PAY00039217,INV00049022,C0008187,09-12-2025,1806.11,UPI,Success
