usage_id,customer_id,usage_month,data_gb_used,data_sessions
UD00022776,C0007592,01-2026,12.5,209
UD00022777,C0007593,03-2026,21.25,712
UD00022778,C0007593,02-2026,19.62,1005
UD00022779,C0007593,01-2026,13.8,198
UD00022780,C0007594,03-2026,50.56,529
UD00022781,C0007594,02-2026,23.88,865
UD00022782,C0007594,01-2026,75.49,706
UD00022783,C0007595,03-2026,139.64,786
UD00022784,C0007595,02-2026,85.06,592
UD00022785,C0007595,01-2026,46.76,20
UD00022786,C0007596,03-2026,8.29,392
UD00022787,C0007596,02-2026,5.2,383
UD00022788,C0007596,01-2026,2.38,1057
UD00022789,C0007597,03-2026,5.81,1022
UD00022790,C0007597,02-2026,15.56,258
UD00022791,C0007597,01-2026,14.9,451
UD00022792,C0007598,03-2026,9.42,207
UD00022793,C0007598,02-2026,28.32,1104
UD00022794,C0007598,01-2026,14.57,107
UD00022795,C0007599,03-2026,11.68,308
UD00022796,C0007599,02-2026,8.04,141
UD00022797,C0007599,01-2026,16.76,143
UD00022798,C0007600,03-2026,5.65,423
UD00022799,C0007600,02-2026,9.43,405
UD00022800,C0007600,01-2026,16.98,212
UD00022801,C0007601,03-2026,75.48,703
UD00022802,C0007601,02-2026,71.15,82
UD00022803,C0007601,01-2026,103.36,520
UD00022804,C0007602,03-2026,16.15,1114
UD00022805,C0007602,02-2026,4.78,191
UD00022806,C0007602,01-2026,28.35,414
UD00022807,C0007603,03-2026,24.7,765
UD00022808,C0007603,02-2026,3.14,65
UD00022809,C0007603,01-2026,30.24,233
UD00022810,C0007604,03-2026,19.5,372
UD00022811,C0007604,02-2026,16.61,364
UD00022812,C0007604,01-2026,7.27,806
UD00022813,C0007605,03-2026,9.94,442
UD00022814,C0007605,02-2026,4.87,644
UD00022815,C0007605,01-2026,27.76,1014
UD00022816,C0007606,03-2026,127.31,223
UD00022817,C0007606,02-2026,60.02,927
UD00022818,C0007606,01-2026,28.81,1115
UD00022819,C0007607,03-2026,9.67,402
UD00022820,C0007607,02-2026,21.51,636
UD00022821,C0007607,01-2026,30.6,582
UD00022822,C0007608,03-2026,32.05,626
UD00022823,C0007608,02-2026,25.82,271
UD00022824,C0007608,01-2026,15.69,598
UD00022825,C0007609,03-2026,15.69,878
UD00022826,C0007609,02-2026,11.21,707
UD00022827,C0007609,01-2026,8.63,971
UD00022828,C0007610,03-2026,24.9,712
UD00022829,C0007610,02-2026,9.8,463
UD00022830,C0007610,01-2026,17.73,756
UD00022831,C0007611,03-2026,8.0,907
UD00022832,C0007611,02-2026,42.52,301
UD00022833,C0007611,01-2026,22.75,90
UD00022834,C0007612,03-2026,26.0,655
UD00022835,C0007612,02-2026,10.3,682
UD00022836,C0007612,01-2026,7.02,1037
UD00022837,C0007613,03-2026,29.3,339
UD00022838,C0007613,02-2026,8.08,178
UD00022839,C0007613,01-2026,11.36,117
UD00022840,C0007614,03-2026,13.35,738
UD00022841,C0007614,02-2026,8.86,806
UD00022842,C0007614,01-2026,5.67,790
UD00022843,C0007615,03-2026,19.64,349
UD00022844,C0007615,02-2026,27.25,508
UD00022845,C0007615,01-2026,38.87,507
UD00022846,C0007616,03-2026,2.25,1007
UD00022847,C0007616,02-2026,4.17,310
UD00022848,C0007616,01-2026,13.2,1019
UD00022849,C0007617,03-2026,8.13,1144
UD00022850,C0007617,02-2026,16.88,44
UD00022851,C0007617,01-2026,12.05,387
UD00022852,C0007618,03-2026,103.88,863
UD00022853,C0007618,02-2026,38.7,951
UD00022854,C0007618,01-2026,63.38,918
UD00022855,C0007619,03-2026,8.32,701
UD00022856,C0007619,02-2026,16.39,525
UD00022857,C0007619,01-2026,19.38,957
UD00022858,C0007620,03-2026,37.7,78
UD00022859,C0007620,02-2026,59.66,765
UD00022860,C0007620,01-2026,38.68,564
UD00022861,C0007621,03-2026,8.29,670
UD00022862,C0007621,02-2026,51.0,587
UD00022863,C0007621,01-2026,16.07,307
UD00022864,C0007622,03-2026,6.25,480
UD00022865,C0007622,02-2026,6.65,178
UD00022866,C0007622,01-2026,3612.218578190709,471
UD00022867,C0007623,03-2026,12.97,65
UD00022868,C0007623,02-2026,15.35,39
UD00022869,C0007623,01-2026,14.65,1034
UD00022870,C0007624,03-2026,12.11,434
UD00022871,C0007624,02-2026,27.63,347
UD00022872,C0007624,01-2026,71.77,994
UD00022873,C0007625,03-2026,17.17,83
UD00022874,C0007625,02-2026,30.93,648
UD00022875,C0007625,01-2026,14.6,458
UD00022876,C0007626,03-2026,38.86,182
UD00022877,C0007626,02-2026,36.58,865
UD00022878,C0007626,01-2026,10.32,610
UD00022879,C0007627,03-2026,9.28,585
UD00022880,C0007627,02-2026,11.25,228
UD00022881,C0007627,01-2026,8.58,788
UD00022882,C0007628,03-2026,16.34,727
UD00022883,C0007628,02-2026,11.18,731
UD00022884,C0007628,01-2026,25.39,77
UD00022885,C0007629,03-2026,20.17,421
UD00022886,C0007629,02-2026,14.12,837
UD00022887,C0007629,01-2026,49.93,972
UD00022888,C0007630,03-2026,24.56,1166
UD00022889,C0007630,02-2026,14.94,878
UD00022890,C0007630,01-2026,10.43,999
UD00022891,C0007631,03-2026,20.91,919
UD00022892,C0007631,02-2026,35.41,652
UD00022893,C0007631,01-2026,14.23,778
UD00022894,C0007632,03-2026,27.33,559
UD00022895,C0007632,02-2026,16.31,903
UD00022896,C0007632,01-2026,14.2,301
UD00022897,C0007633,03-2026,12.89,352
UD00022898,C0007633,02-2026,3.82,932
UD00022899,C0007633,01-2026,8.5,691
UD00022900,C0007634,03-2026,66.96,637
UD00022901,C0007634,02-2026,26.22,758
UD00022902,C0007634,01-2026,9.45,384
UD00022903,C0007635,03-2026,22.84,303
UD00022904,C0007635,02-2026,20.94,908
UD00022905,C0007635,01-2026,10.6,547
UD00022906,C0007636,03-2026,17.12,704
UD00022907,C0007636,02-2026,31.46,950
UD00022908,C0007636,01-2026,8.29,1086
UD00022909,C0007637,03-2026,15.05,643
UD00022910,C0007637,02-2026,21.12,891
UD00022911,C0007637,01-2026,31.14,636
UD00022912,C0007638,03-2026,15.08,521
UD00022913,C0007638,02-2026,17.3,213
UD00022914,C0007638,01-2026,18.0,741
UD00022915,C0007639,03-2026,24.57,754
UD00022916,C0007639,02-2026,14.54,845
UD00022917,C0007639,01-2026,11.6,1055
UD00022918,C0007640,03-2026,13.35,542
UD00022919,C0007640,02-2026,25.0,1126
UD00022920,C0007640,01-2026,4.07,722
UD00022921,C0007641,03-2026,32.74,41
UD00022922,C0007641,02-2026,27.56,327
UD00022923,C0007641,01-2026,6.84,1165
UD00022924,C0007642,03-2026,5.38,1115
UD00022925,C0007642,02-2026,11.04,505
UD00022926,C0007642,01-2026,3.57,663
UD00022927,C0007643,03-2026,29.16,1176
UD00022928,C0007643,02-2026,21.71,1175
UD00022929,C0007643,01-2026,51.91,1131
UD00022930,C0007644,03-2026,7.84,409
UD00022931,C0007644,02-2026,23.67,713
UD00022932,C0007644,01-2026,15.49,442
UD00022933,C0007645,03-2026,23.69,919
UD00022934,C0007645,02-2026,11.55,1162
UD00022935,C0007645,01-2026,1118.1414893316644,53
UD00022936,C0007646,03-2026,28.47,1170
UD00022937,C0007646,02-2026,17.77,762
UD00022938,C0007646,01-2026,18.25,437
UD00022939,C0007647,03-2026,13.17,594
UD00022940,C0007647,02-2026,20.69,26
UD00022941,C0007647,01-2026,15.09,648
UD00022942,C0007648,03-2026,60.68,743
UD00022943,C0007648,02-2026,148.7,1032
UD00022944,C0007648,01-2026,67.87,982
UD00022945,C0007649,03-2026,21.68,646
UD00022946,C0007649,02-2026,11.2,626
UD00022947,C0007649,01-2026,23.01,258
UD00022948,C0007650,03-2026,17.7,314
UD00022949,C0007650,02-2026,23.52,1175
UD00022950,C0007650,01-2026,24.25,396
UD00022951,C0007651,03-2026,11.64,912
UD00022952,C0007651,02-2026,11.93,746
UD00022953,C0007651,01-2026,12.39,1168
UD00022954,C0007652,03-2026,51.13,407
UD00022955,C0007652,02-2026,63.6,723
UD00022956,C0007652,01-2026,39.76,1192
UD00022957,C0007653,03-2026,25.46,763
UD00022958,C0007653,02-2026,9.78,1112
UD00022959,C0007653,01-2026,6.33,1036
UD00022960,C0007654,03-2026,25.35,866
UD00022961,C0007654,02-2026,10.48,286
UD00022962,C0007654,01-2026,21.88,753
UD00022963,C0007655,03-2026,12.73,556
UD00022964,C0007655,02-2026,29.35,747
UD00022965,C0007655,01-2026,15.31,53
UD00022966,C0007656,03-2026,35.1,628
UD00022967,C0007656,02-2026,26.75,726
UD00022968,C0007656,01-2026,17.88,1191
UD00022969,C0007657,03-2026,11.14,756
UD00022970,C0007657,02-2026,20.48,801
UD00022971,C0007657,01-2026,49.08,318
UD00022972,C0007658,03-2026,9.46,1192
UD00022973,C0007658,02-2026,26.12,334
UD00022974,C0007658,01-2026,9.1,924
UD00022975,C0007659,03-2026,8.13,557
UD00022976,C0007659,02-2026,21.28,504
UD00022977,C0007659,01-2026,31.76,1009
UD00022978,C0007660,03-2026,8.72,861
UD00022979,C0007660,02-2026,35.02,505
UD00022980,C0007660,01-2026,21.87,387
UD00022981,C0007661,03-2026,17.08,331
UD00022982,C0007661,02-2026,28.13,1121
UD00022983,C0007661,01-2026,17.4,428
UD00022984,C0007662,03-2026,22.6,556
UD00022985,C0007662,02-2026,83.77,87
UD00022986,C0007662,01-2026,36.83,1156
UD00022987,C0007663,03-2026,28.67,460
UD00022988,C0007663,02-2026,30.31,101
UD00022989,C0007663,01-2026,31.54,396
UD00022990,C0007664,03-2026,11.71,888
UD00022991,C0007664,02-2026,23.12,591
UD00022992,C0007664,01-2026,29.02,1168
UD00022993,C0007665,03-2026,10.01,586
UD00022994,C0007665,02-2026,24.69,1168
UD00022995,C0007665,01-2026,8.7,364
UD00022996,C0007666,03-2026,14.7,136
UD00022997,C0007666,02-2026,17.83,205
UD00022998,C0007666,01-2026,23.9,716
UD00022999,C0007667,03-2026,13.36,850
UD00023000,C0007667,02-2026,11.1,970
UD00023001,C0007667,01-2026,21.18,1132
UD00023002,C0007668,03-2026,20.31,336
UD00023003,C0007668,02-2026,34.46,1099
UD00023004,C0007668,01-2026,35.64,1093
UD00023005,C0007669,03-2026,23.69,1161
UD00023006,C0007669,02-2026,7.24,544
UD00023007,C0007669,01-2026,36.93,930
UD00023008,C0007670,03-2026,16.55,1001
UD00023009,C0007670,02-2026,25.82,1049
UD00023010,C0007670,01-2026,19.87,1118
UD00023011,C0007671,03-2026,6.52,117
UD00023012,C0007671,02-2026,17.88,202
UD00023013,C0007671,01-2026,6.42,659
UD00023014,C0007672,03-2026,16.57,710
UD00023015,C0007672,02-2026,20.93,714
UD00023016,C0007672,01-2026,1.42,591
UD00023017,C0007673,03-2026,14.32,262
UD00023018,C0007673,02-2026,39.9,399
UD00023019,C0007673,01-2026,4.51,275
UD00023020,C0007674,03-2026,18.34,850
UD00023021,C0007674,02-2026,12.21,120
UD00023022,C0007674,01-2026,12.51,1082
UD00023023,C0007675,03-2026,31.75,499
UD00023024,C0007675,02-2026,18.01,454
UD00023025,C0007675,01-2026,11.57,771
UD00023026,C0007676,03-2026,12.49,187
UD00023027,C0007676,02-2026,10.65,411
UD00023028,C0007676,01-2026,21.93,199
UD00023029,C0007677,03-2026,26.52,1122
UD00023030,C0007677,02-2026,28.15,438
UD00023031,C0007677,01-2026,21.87,327
UD00023032,C0007678,03-2026,9.02,767
UD00023033,C0007678,02-2026,5.51,342
UD00023034,C0007678,01-2026,10.95,719
UD00023035,C0007679,03-2026,12.7,551
UD00023036,C0007679,02-2026,9.31,691
UD00023037,C0007679,01-2026,2.42,1005
UD00023038,C0007680,03-2026,54.54,1168
UD00023039,C0007680,02-2026,63.55,79
UD00023040,C0007680,01-2026,19.86,782
UD00023041,C0007681,03-2026,14.9,82
UD00023042,C0007681,02-2026,9.54,941
UD00023043,C0007681,01-2026,18.18,241
UD00023044,C0007682,03-2026,72.79,1022
UD00023045,C0007682,02-2026,32.93,867
UD00023046,C0007682,01-2026,52.48,1104
UD00023047,C0007683,03-2026,25.54,729
UD00023048,C0007683,02-2026,27.88,143
UD00023049,C0007683,01-2026,11.7,77
UD00023050,C0007684,03-2026,16.77,257
UD00023051,C0007684,02-2026,21.43,907
UD00023052,C0007684,01-2026,12.66,406
UD00023053,C0007685,03-2026,35.24,796
UD00023054,C0007685,02-2026,31.67,599
UD00023055,C0007685,01-2026,35.16,355
UD00023056,C0007686,03-2026,24.1,175
UD00023057,C0007686,02-2026,22.27,866
UD00023058,C0007686,01-2026,31.46,291
UD00023059,C0007687,03-2026,10.05,428
UD00023060,C0007687,02-2026,2.94,494
UD00023061,C0007687,01-2026,27.25,667
UD00023062,C0007688,03-2026,11.85,408
UD00023063,C0007688,02-2026,19.36,1098
UD00023064,C0007688,01-2026,30.2,525
UD00023065,C0007689,03-2026,36.59,282
UD00023066,C0007689,02-2026,31.67,1020
UD00023067,C0007689,01-2026,18.57,735
UD00023068,C0007690,03-2026,13.74,984
UD00023069,C0007690,02-2026,26.41,407
UD00023070,C0007690,01-2026,51.9,695
UD00023071,C0007691,03-2026,23.0,871
UD00023072,C0007691,02-2026,32.91,611
UD00023073,C0007691,01-2026,30.05,434
UD00023074,C0007692,03-2026,36.71,956
UD00023075,C0007692,02-2026,7.49,1055
UD00023076,C0007692,01-2026,9.44,67
UD00023077,C0007693,03-2026,8.02,535
UD00023078,C0007693,02-2026,8.8,828
UD00023079,C0007693,01-2026,26.17,930
UD00023080,C0007694,03-2026,9.05,131
UD00023081,C0007694,02-2026,10.25,1014
UD00023082,C0007694,01-2026,5.99,942
UD00023083,C0007695,03-2026,35.05,750
UD00023084,C0007695,02-2026,8.71,743
UD00023085,C0007695,01-2026,24.28,202
UD00023086,C0007696,03-2026,4.18,1068
UD00023087,C0007696,02-2026,40.05,803
UD00023088,C0007696,01-2026,27.58,672
UD00023089,C0007697,03-2026,8.5,1163
UD00023090,C0007697,02-2026,21960.635744782965,489
UD00023091,C0007697,01-2026,8.19,639
UD00023092,C0007698,03-2026,17.09,633
UD00023093,C0007698,02-2026,14.43,533
UD00023094,C0007698,01-2026,51.32,903
UD00023095,C0007699,03-2026,82.98,891
UD00023096,C0007699,02-2026,30.09,31
UD00023097,C0007699,01-2026,62.03,654
UD00023098,C0007700,03-2026,22.58,971
UD00023099,C0007700,02-2026,29.69,72
UD00023100,C0007700,01-2026,19.8,688
UD00023101,C0007701,03-2026,28.8,1098
UD00023102,C0007701,02-2026,40.8,1097
UD00023103,C0007701,01-2026,30.15,786
UD00023104,C0007702,03-2026,20.39,203
UD00023105,C0007702,02-2026,66.16,932
UD00023106,C0007702,01-2026,92.72,482
UD00023107,C0007703,03-2026,86.21,728
UD00023108,C0007703,02-2026,18.82,957
UD00023109,C0007703,01-2026,33.4,942
UD00023110,C0007704,03-2026,8.75,953
UD00023111,C0007704,02-2026,11.33,494
UD00023112,C0007704,01-2026,18.0,271
UD00023113,C0007705,03-2026,9.17,569
UD00023114,C0007705,02-2026,10.21,322
UD00023115,C0007705,01-2026,12.31,722
UD00023116,C0007706,03-2026,30.8,1079
UD00023117,C0007706,02-2026,7.52,1187
UD00023118,C0007706,01-2026,41.33,502
UD00023119,C0007707,03-2026,22.35,494
UD00023120,C0007707,02-2026,12.7,1001
UD00023121,C0007707,01-2026,13.91,60
UD00023122,C0007708,03-2026,20.87,573
UD00023123,C0007708,02-2026,12.5,162
UD00023124,C0007708,01-2026,30.28,811
UD00023125,C0007709,03-2026,17.7,1074
UD00023126,C0007709,02-2026,7.13,257
UD00023127,C0007709,01-2026,12.86,561
UD00023128,C0007710,03-2026,10.37,727
UD00023129,C0007710,02-2026,26.82,735
UD00023130,C0007710,01-2026,11.64,351
UD00023131,C0007711,03-2026,133.52,554
UD00023132,C0007711,02-2026,43.35,210
UD00023133,C0007711,01-2026,25.38,661
UD00023134,C0007712,03-2026,12.33,295
UD00023135,C0007712,02-2026,10.06,910
UD00023136,C0007712,01-2026,14.47,167
UD00023137,C0007713,03-2026,8.02,392
UD00023138,C0007713,02-2026,18.75,790
UD00023139,C0007713,01-2026,28.46,290
UD00023140,C0007714,03-2026,14.36,416
UD00023141,C0007714,02-2026,18.35,767
UD00023142,C0007714,01-2026,20.16,82
UD00023143,C0007715,03-2026,38.1,866
UD00023144,C0007715,02-2026,13.15,291
UD00023145,C0007715,01-2026,26.02,583
UD00023146,C0007716,03-2026,10.12,983
UD00023147,C0007716,02-2026,35.92,664
UD00023148,C0007716,01-2026,22.6,578
UD00023149,C0007717,03-2026,15.9,510
UD00023150,C0007717,02-2026,10.49,705
UD00023151,C0007717,01-2026,23.44,699
UD00023152,C0007718,03-2026,85.24,1019
UD00023153,C0007718,02-2026,26.97,424
UD00023154,C0007718,01-2026,32.03,823
UD00023155,C0007719,03-2026,14.51,42
UD00023156,C0007719,02-2026,21.0,147
UD00023157,C0007719,01-2026,16.24,1016
UD00023158,C0007720,03-2026,4.49,558
UD00023159,C0007720,02-2026,1.91,734
UD00023160,C0007720,01-2026,7.52,521
UD00023161,C0007721,03-2026,14.79,385
UD00023162,C0007721,02-2026,10.34,765
UD00023163,C0007721,01-2026,5.32,1065
UD00023164,C0007722,03-2026,16.69,921
UD00023165,C0007722,02-2026,11.12,1156
UD00023166,C0007722,01-2026,13.51,97
UD00023167,C0007723,03-2026,13.78,677
UD00023168,C0007723,02-2026,8.33,1114
UD00023169,C0007723,01-2026,21.53,748
UD00023170,C0007724,03-2026,29.55,255
UD00023171,C0007724,02-2026,6.22,259
UD00023172,C0007724,01-2026,13.79,1170
UD00023173,C0007725,03-2026,19.02,1086
UD00023174,C0007725,02-2026,6.48,53
UD00023175,C0007725,01-2026,10.43,30
UD00023176,C0007726,03-2026,31.63,246
UD00023177,C0007726,02-2026,13.1,1118
UD00023178,C0007726,01-2026,11.08,545
UD00023179,C0007727,03-2026,11.52,1015
UD00023180,C0007727,02-2026,32.6,731
UD00023181,C0007727,01-2026,49.98,458
UD00023182,C0007728,03-2026,16.85,200
UD00023183,C0007728,02-2026,7.44,743
UD00023184,C0007728,01-2026,9.72,145
UD00023185,C0007729,03-2026,9.8,663
UD00023186,C0007729,02-2026,68.15,995
UD00023187,C0007729,01-2026,24.46,713
UD00023188,C0007730,03-2026,25.06,634
UD00023189,C0007730,02-2026,27.36,1091
UD00023190,C0007730,01-2026,22.85,163
UD00023191,C0007731,03-2026,24.34,434
UD00023192,C0007731,02-2026,31.66,393
UD00023193,C0007731,01-2026,12.21,177
UD00023194,C0007732,03-2026,11.63,642
UD00023195,C0007732,02-2026,66.58,291
UD00023196,C0007732,01-2026,14.62,325
UD00023197,C0007733,03-2026,17.04,722
UD00023198,C0007733,02-2026,48.81,434
UD00023199,C0007733,01-2026,2.72,1198
UD00023200,C0007734,03-2026,84.19,558
UD00023201,C0007734,02-2026,13.68,81
UD00023202,C0007734,01-2026,78.37,932
UD00023203,C0007735,03-2026,67.8,854
UD00023204,C0007735,02-2026,21.41,144
UD00023205,C0007735,01-2026,102.01,1172
UD00023206,C0007736,03-2026,9.03,1195
UD00023207,C0007736,02-2026,10.11,186
UD00023208,C0007736,01-2026,27.93,1146
UD00023209,C0007737,03-2026,22.6,592
UD00023210,C0007737,02-2026,23.27,410
UD00023211,C0007737,01-2026,8.15,798
UD00023212,C0007738,03-2026,39.46,504
UD00023213,C0007738,02-2026,8.85,568
UD00023214,C0007738,01-2026,17.93,741
UD00023215,C0007739,03-2026,5.71,459
UD00023216,C0007739,02-2026,13.6,1088
UD00023217,C0007739,01-2026,3.33,605
UD00023218,C0007740,03-2026,8.42,540
UD00023219,C0007740,02-2026,14.93,1155
UD00023220,C0007740,01-2026,21.38,1133
UD00023221,C0007741,03-2026,44.89,716
UD00023222,C0007741,02-2026,40.01,896
UD00023223,C0007741,01-2026,81.56,270
UD00023224,C0007742,03-2026,5.69,835
UD00023225,C0007742,02-2026,13.69,368
UD00023226,C0007742,01-2026,4.18,782
UD00023227,C0007743,03-2026,62.11,388
UD00023228,C0007743,02-2026,35.12,764
UD00023229,C0007743,01-2026,65.11,422
UD00023230,C0007744,03-2026,8.11,376
UD00023231,C0007744,02-2026,11.91,414
UD00023232,C0007744,01-2026,13.87,1015
UD00023233,C0007745,03-2026,98.38,426
UD00023234,C0007745,02-2026,41.67,244
UD00023235,C0007745,01-2026,40.28,919
UD00023236,C0007746,03-2026,10.46,904
UD00023237,C0007746,02-2026,17.67,1105
UD00023238,C0007746,01-2026,24.47,695
UD00023239,C0007747,03-2026,22.87,411
UD00023240,C0007747,02-2026,15.58,211
UD00023241,C0007747,01-2026,15.38,211
UD00023242,C0007748,03-2026,16.75,51
UD00023243,C0007748,02-2026,38.03,879
UD00023244,C0007748,01-2026,21.76,791
UD00023245,C0007749,03-2026,8.53,415
UD00023246,C0007749,02-2026,3.12,764
UD00023247,C0007749,01-2026,16.64,1092
UD00023248,C0007750,03-2026,13.64,642
UD00023249,C0007750,02-2026,27.15,1029
UD00023250,C0007750,01-2026,26.3,944
UD00023251,C0007751,03-2026,8.35,1018
UD00023252,C0007751,02-2026,12.9,781
UD00023253,C0007751,01-2026,23.08,695
UD00023254,C0007752,03-2026,10.66,883
UD00023255,C0007752,02-2026,7.43,858
UD00023256,C0007752,01-2026,13.41,973
UD00023257,C0007753,03-2026,9.0,554
UD00023258,C0007753,02-2026,18.19,455
UD00023259,C0007753,01-2026,7.22,1020
UD00023260,C0007754,03-2026,17.74,250
UD00023261,C0007754,02-2026,9.73,366
UD00023262,C0007754,01-2026,8.03,452
UD00023263,C0007755,03-2026,24.75,420
UD00023264,C0007755,02-2026,13.23,115
UD00023265,C0007755,01-2026,20.08,714
UD00023266,C0007756,03-2026,28.41,735
UD00023267,C0007756,02-2026,19.65,1047
UD00023268,C0007756,01-2026,18.86,379
UD00023269,C0007757,03-2026,41.14,497
UD00023270,C0007757,02-2026,84.25,716
UD00023271,C0007757,01-2026,12277.077821195386,1169
UD00023272,C0007758,03-2026,23.82,883
UD00023273,C0007758,02-2026,28.01,181
UD00023274,C0007758,01-2026,15.08,647
UD00023275,C0007759,03-2026,11.61,1067
UD00023276,C0007759,02-2026,19.98,328
UD00023277,C0007759,01-2026,19.16,1068
UD00023278,C0007760,03-2026,10.13,699
UD00023279,C0007760,02-2026,13.89,880
UD00023280,C0007760,01-2026,21.27,1013
UD00023281,C0007761,03-2026,49.12,983
UD00023282,C0007761,02-2026,34.88,839
UD00023283,C0007761,01-2026,149.83,1196
UD00023284,C0007762,03-2026,25.58,1124
UD00023285,C0007762,02-2026,28.64,422
UD00023286,C0007762,01-2026,7.43,637
UD00023287,C0007763,03-2026,34.39,247
UD00023288,C0007763,02-2026,39.49,1120
UD00023289,C0007763,01-2026,22.42,140
UD00023290,C0007764,03-2026,32.68,728
UD00023291,C0007764,02-2026,30.91,621
UD00023292,C0007764,01-2026,40.28,1035
UD00023293,C0007765,03-2026,5.1,563
UD00023294,C0007765,02-2026,3.97,148
UD00023295,C0007765,01-2026,22.85,415
UD00023296,C0007766,03-2026,5.81,1054
UD00023297,C0007766,02-2026,18.3,167
UD00023298,C0007766,01-2026,8.16,127
UD00023299,C0007767,03-2026,46.47,182
UD00023300,C0007767,02-2026,86.87,588
UD00023301,C0007767,01-2026,45.25,122
UD00023302,C0007768,03-2026,4.24,741
UD00023303,C0007768,02-2026,17.25,920
UD00023304,C0007768,01-2026,40.14,304
UD00023305,C0007769,03-2026,135.26,930
UD00023306,C0007769,02-2026,74.83,689
UD00023307,C0007769,01-2026,94.01,414
UD00023308,C0007770,03-2026,90.3,992
UD00023309,C0007770,02-2026,132.93,843
UD00023310,C0007770,01-2026,57.78,460
UD00023311,C0007771,03-2026,12.05,805
UD00023312,C0007771,02-2026,6.59,116
UD00023313,C0007771,01-2026,17.28,1035
UD00023314,C0007772,03-2026,13.2,930
UD00023315,C0007772,02-2026,6.64,384
UD00023316,C0007772,01-2026,20.79,572
UD00023317,C0007773,03-2026,80.15,873
UD00023318,C0007773,02-2026,22.95,745
UD00023319,C0007773,01-2026,68.34,33
UD00023320,C0007774,03-2026,5.23,305
UD00023321,C0007774,02-2026,8.26,597
UD00023322,C0007774,01-2026,15.0,845
UD00023323,C0007775,03-2026,10.63,462
UD00023324,C0007775,02-2026,6.88,682
UD00023325,C0007775,01-2026,12.99,277
UD00023326,C0007776,03-2026,18.63,192
UD00023327,C0007776,02-2026,21.74,527
UD00023328,C0007776,01-2026,13.23,768
UD00023329,C0007777,03-2026,14.53,89
UD00023330,C0007777,02-2026,6.6,429
UD00023331,C0007777,01-2026,22.36,1063
UD00023332,C0007778,03-2026,31.32,776
UD00023333,C0007778,02-2026,7.3,453
UD00023334,C0007778,01-2026,7.76,127
UD00023335,C0007779,03-2026,34.95,790
UD00023336,C0007779,02-2026,81.54,781
UD00023337,C0007779,01-2026,45.89,228
UD00023338,C0007780,03-2026,118.75,713
UD00023339,C0007780,02-2026,70.4,750
UD00023340,C0007780,01-2026,75.38,698
UD00023341,C0007781,03-2026,24.99,214
UD00023342,C0007781,02-2026,9.36,899
UD00023343,C0007781,01-2026,17.86,162
UD00023344,C0007782,03-2026,31.51,847
UD00023345,C0007782,02-2026,11.46,526
UD00023346,C0007782,01-2026,19.19,274
UD00023347,C0007783,03-2026,4.7,365
UD00023348,C0007783,02-2026,6.97,260
UD00023349,C0007783,01-2026,14.99,641
UD00023350,C0007784,03-2026,26.89,780
UD00023351,C0007784,02-2026,10.39,1096
UD00023352,C0007784,01-2026,27.19,140
UD00023353,C0007785,03-2026,13.33,547
UD00023354,C0007785,02-2026,23.04,879
UD00023355,C0007785,01-2026,39.38,25
UD00023356,C0007786,03-2026,56.47,1169
UD00023357,C0007786,02-2026,156.1,319
UD00023358,C0007786,01-2026,75.84,934
UD00023359,C0007787,03-2026,17.36,1095
UD00023360,C0007787,02-2026,12.56,704
UD00023361,C0007787,01-2026,15.44,715
UD00023362,C0007788,03-2026,14.03,485
UD00023363,C0007788,02-2026,2.85,1155
UD00023364,C0007788,01-2026,14.43,1176
UD00023365,C0007789,03-2026,14.16,365
UD00023366,C0007789,02-2026,8.97,308
UD00023367,C0007789,01-2026,4.91,26
UD00023368,C0007790,03-2026,111.14,514
UD00023369,C0007790,02-2026,154.0,77
UD00023370,C0007790,01-2026,89.06,642
UD00023371,C0007791,03-2026,7.87,1000
UD00023372,C0007791,02-2026,10.13,138
UD00023373,C0007791,01-2026,14.16,575
UD00023374,C0007792,03-2026,5.91,721
UD00023375,C0007792,02-2026,23.15,114
UD00023376,C0007792,01-2026,8.92,488
UD00023377,C0007793,03-2026,18.69,972
UD00023378,C0007793,02-2026,39.79,448
UD00023379,C0007793,01-2026,14.61,211
UD00023380,C0007794,03-2026,82.93,436
UD00023381,C0007794,02-2026,67.91,437
UD00023382,C0007794,01-2026,32.75,463
UD00023383,C0007795,03-2026,7.53,1177
UD00023384,C0007795,02-2026,2.24,601
UD00023385,C0007795,01-2026,16.05,1095
UD00023386,C0007796,03-2026,17.05,20
UD00023387,C0007796,02-2026,5.37,574
UD00023388,C0007796,01-2026,18.44,22
UD00023389,C0007797,03-2026,12.59,553
UD00023390,C0007797,02-2026,9.28,495
UD00023391,C0007797,01-2026,26.96,634
UD00023392,C0007798,03-2026,12.37,56
UD00023393,C0007798,02-2026,3.82,34
UD00023394,C0007798,01-2026,13.31,790
UD00023395,C0007799,03-2026,3.89,1036
UD00023396,C0007799,02-2026,7.79,939
UD00023397,C0007799,01-2026,23.52,1009
UD00023398,C0007800,03-2026,59.81,446
UD00023399,C0007800,02-2026,32.55,619
UD00023400,C0007800,01-2026,27.46,426
UD00023401,C0007801,03-2026,10.99,744
UD00023402,C0007801,02-2026,22.65,910
UD00023403,C0007801,01-2026,20.68,949
UD00023404,C0007802,03-2026,10.38,385
