ticket_id,customer_id,created_date,category,priority,channel,status,first_contact_resolution,assigned_employee_id,resolution_hours,resolution_date
TK00012759,C0007721,04-01-2016,Call Drop,Low,Store,Pending,No,EM00417,,
TK00012760,C0007721,02-02-2024,Network Issue,Low,Chat,Pending,No,EM00485,,
TK00012761,C0007723,04-09-2016,SIM/Activation,Low,App,Resolved,No,EM00130,17.5,05-09-2016
TK00012762,C0007723,29-10-2021,Recharge Failure,Low,App,Pending,No,EM00251,,
TK00012763,C0007723,09-01-2023,Payment Issue,Medium,Email,Resolved,No,EM00508,14.7,10-01-2023
TK00012764,C0007724,08-06-2021,Account Update,Critical,Chat,Pending,No,EM00154,,
TK00012765,C0007724,25-01-2020,Roaming,Medium,App,Resolved,Yes,EM00426,28.7,26-01-2020
TK00012766,C0007724,15-11-2018,Fiber Downtime,Medium,App,Resolved,No,EM00504,7.3,15-11-2018
TK00012767,C0007724,27-10-2020,Slow Data Speed,Low,Store,Pending,No,EM00710,,
TK00012768,C0007725,01-05-2015,Billing Dispute,Medium,App,Resolved,No,EM00119,26.9,02-05-2015
TK00012769,C0007725,17-10-2022,Slow Data Speed,High,Chat,Resolved,Yes,EM00672,15.7,17-10-2022
TK00012770,C0007726,25-08-2022,Network Issue,Low,Call,Reopened,No,EM00293,,
TK00012771,C0007726,11-01-2019,SIM/Activation,Medium,Email,Pending,No,EM00464,,
TK00012772,C0007727,14-09-2014,Recharge Failure,Medium,Email,Resolved,Yes,EM00323,9.4,14-09-2014
TK00012773,C0007727,06-08-2023,Roaming,High,Store,Resolved,Yes,EM00184,24.7,07-08-2023
TK00012774,C0007728,16-01-2016,Slow Data Speed,High,Store,Reopened,No,EM00393,,
TK00012775,C0007728,14-10-2020,Call Drop,Medium,Email,Resolved,Yes,EM00420,36.5,15-10-2020
TK00012776,C0007728,08-08-2023,SIM/Activation,Low,Store,Resolved,Yes,EM00425,16.1,09-08-2023
TK00012777,C0007729,16-10-2015,Plan Change,Low,Chat,Resolved,Yes,EM00337,18.7,17-10-2015
TK00012778,C0007729,25-06-2021,Fiber Downtime,High,App,Resolved,Yes,EM00242,19.4,26-06-2021
TK00012779,C0007729,14-07-2015,SIM/Activation,Medium,Call,Resolved,Yes,EM00098,4.5,14-07-2015
TK00012780,C0007731,28-06-2019,Call Drop,Low,Call,Escalated,No,EM00487,,
TK00012781,C0007731,08-09-2024,Recharge Failure,Low,Store,Resolved,No,EM00183,4.9,08-09-2024
TK00012782,C0007731,28-05-2024,Account Update,Medium,App,Resolved,Yes,EM00414,18.7,29-05-2024
TK00012783,C0007732,08-08-2019,Account Update,High,App,Resolved,Yes,EM00569,4.3,08-08-2019
TK00012784,C0007732,10-02-2018,Roaming,Low,Call,Pending,No,EM00221,,
TK00012785,C0007732,03-03-2023,Plan Change,Low,Store,Resolved,Yes,EM00166,23.2,04-03-2023
TK00012786,C0007733,24-11-2019,Device Support,Critical,Store,Pending,No,EM00167,,
TK00012787,C0007734,21-06-2020,Account Update,Low,Chat,Pending,No,EM00351,,
TK00012788,C0007735,08-06-2025,Account Update,High,Email,Resolved,No,EM00565,7.8,08-06-2025
TK00012789,C0007735,09-05-2017,SIM/Activation,Low,Email,Pending,No,EM00088,,
TK00012790,C0007737,10-06-2019,SIM/Activation,High,Store,Resolved,Yes,EM00636,43.3,12-06-2019
TK00012791,C0007737,03-05-2024,Network Issue,High,Call,Pending,No,EM00453,,
TK00012792,C0007738,19-08-2021,Device Support,Medium,Email,Resolved,Yes,EM00180,15.8,20-08-2021
TK00012793,C0007738,03-03-2025,Slow Data Speed,Medium,App,Resolved,Yes,EM00167,10.4,04-03-2025
TK00012794,C0007738,26-12-2015,Device Support,Medium,App,Resolved,No,EM00453,20.9,27-12-2015
TK00012795,C0007739,18-04-2020,Payment Issue,Medium,Call,Pending,No,EM00183,,
TK00012796,C0007739,24-03-2015,Roaming,Low,Store,Pending,No,EM00185,,
TK00012797,C0007739,23-11-2020,Recharge Failure,Low,Store,Resolved,Yes,EM00194,3.6,23-11-2020
TK00012798,C0007740,27-01-2015,Recharge Failure,Medium,Store,Reopened,No,EM00450,,
TK00012799,C0007740,27-10-2016,Call Drop,Medium,Call,Resolved,No,EM00042,18.6,27-10-2016
TK00012800,C0007740,08-02-2015,Slow Data Speed,Critical,Call,Resolved,No,EM00795,26.1,09-02-2015
TK00012801,C0007741,23-05-2025,Roaming,High,Store,Resolved,Yes,EM00485,10.1,23-05-2025
TK00012802,C0007743,28-03-2025,Slow Data Speed,High,Chat,Pending,No,EM00056,,
TK00012803,C0007743,22-02-2015,Plan Change,Low,Store,Resolved,Yes,EM00377,21.2,22-02-2015
TK00012804,C0007743,22-03-2024,Recharge Failure,Medium,Store,Pending,No,EM00781,,
TK00012805,C0007744,10-08-2025,Account Update,Critical,Chat,Pending,No,EM00185,,
TK00012806,C0007745,14-09-2021,Device Support,Medium,Call,Pending,No,EM00077,,
TK00012807,C0007745,28-01-2018,Recharge Failure,Low,Email,Resolved,Yes,EM00362,25.6,29-01-2018
TK00012808,C0007745,27-02-2020,Account Update,Low,Chat,Pending,No,EM00086,,
TK00012809,C0007746,19-08-2024,Payment Issue,Medium,Email,Pending,No,EM00358,,
TK00012810,C0007746,28-07-2023,Billing Dispute,Low,Chat,Resolved,No,EM00575,30.0,29-07-2023
TK00012811,C0007746,04-07-2021,Account Update,High,Store,Resolved,No,EM00136,41.3,06-07-2021
TK00012812,C0007746,09-01-2021,Device Support,Low,Chat,Pending,No,EM00420,,
TK00012813,C0007747,14-11-2019,Roaming,Medium,Chat,Resolved,Yes,EM00110,19.5,15-11-2019
TK00012814,C0007748,14-02-2014,Call Drop,Medium,Chat,Reopened,No,EM00320,,
TK00012815,C0007750,21-09-2017,SIM/Activation,High,Email,Resolved,Yes,EM00448,37.5,23-09-2017
TK00012816,C0007751,04-04-2020,Account Update,Medium,Store,Pending,No,EM00258,,
TK00012817,C0007751,24-05-2016,Device Support,Medium,Chat,Resolved,Yes,EM00630,14.0,25-05-2016
TK00012818,C0007752,17-02-2021,Fiber Downtime,Low,Call,Resolved,No,EM00354,12.1,18-02-2021
TK00012819,C0007752,27-12-2024,Device Support,Medium,Chat,Resolved,Yes,EM00733,9.8,28-12-2024
TK00012820,C0007752,17-02-2024,Device Support,Medium,Email,Resolved,No,EM00292,16.4,17-02-2024
TK00012821,C0007752,24-11-2018,Fiber Downtime,High,Store,Resolved,No,EM00585,5.9,24-11-2018
TK00012822,C0007753,11-08-2018,Billing Dispute,Medium,Email,Escalated,No,EM00067,,
TK00012823,C0007753,25-03-2019,Account Update,Low,Email,Reopened,No,EM00495,,
TK00012824,C0007753,07-06-2017,Call Drop,Low,Chat,Resolved,Yes,EM00487,35.0,08-06-2017
TK00012825,C0007754,28-11-2019,Slow Data Speed,Low,Call,Pending,No,EM00224,,
TK00012826,C0007755,20-09-2022,Fiber Downtime,High,Chat,Pending,No,EM00430,,
TK00012827,C0007755,17-08-2023,Slow Data Speed,Low,Call,Resolved,Yes,EM00460,20.8,17-08-2023
TK00012828,C0007755,16-05-2020,Roaming,Low,App,Resolved,Yes,EM00460,14.7,16-05-2020
TK00012829,C0007756,07-03-2021,Plan Change,Medium,Email,Pending,No,EM00618,,
TK00012830,C0007758,06-10-2017,Roaming,Medium,Email,Resolved,No,EM00079,15.2,06-10-2017
TK00012831,C0007758,30-05-2017,Payment Issue,Medium,Email,Resolved,Yes,EM00631,7.7,30-05-2017
TK00012832,C0007759,24-08-2016,Account Update,Low,Chat,Pending,No,EM00755,,
TK00012833,C0007759,15-07-2014,Recharge Failure,High,Store,Resolved,Yes,EM00041,5.0,15-07-2014
TK00012834,C0007760,03-12-2020,Roaming,Medium,Store,Resolved,No,EM00163,16.0,03-12-2020
TK00012835,C0007760,17-02-2023,Fiber Downtime,Critical,Chat,Pending,No,EM00710,,
TK00012836,C0007761,02-03-2016,Device Support,High,Store,Pending,No,EM00683,,
TK00012837,C0007761,22-03-2020,Roaming,High,Email,Pending,No,EM00598,,
TK00012838,C0007761,01-04-2022,Account Update,High,App,Resolved,Yes,EM00400,3.4,01-04-2022
TK00012839,C0007762,05-08-2014,Plan Change,Medium,Call,Reopened,No,EM00009,,
TK00012840,C0007762,13-01-2020,Roaming,Low,Email,Pending,No,EM00379,,
TK00012841,C0007763,28-07-2017,Billing Dispute,Medium,Call,Pending,No,EM00715,,
TK00012842,C0007763,25-01-2022,SIM/Activation,Low,Chat,Resolved,Yes,EM00624,2.8,25-01-2022
TK00012843,C0007764,25-02-2018,Device Support,Medium,Email,Escalated,No,EM00488,,
TK00012844,C0007765,07-11-2020,Recharge Failure,High,Chat,Pending,No,EM00011,,
TK00012845,C0007767,18-08-2022,Slow Data Speed,Low,Chat,Resolved,No,EM00765,9.7,18-08-2022
TK00012846,C0007768,21-11-2019,Billing Dispute,Low,App,Resolved,Yes,EM00160,19.8,22-11-2019
TK00012847,C0007768,11-12-2023,Fiber Downtime,Medium,Call,Pending,No,EM00326,,
TK00012848,C0007768,22-01-2015,Account Update,Medium,Store,Resolved,Yes,EM00081,25.8,23-01-2015
TK00012849,C0007768,05-07-2019,Plan Change,Medium,App,Resolved,No,EM00161,6.6,06-07-2019
TK00012850,C0007768,06-09-2023,Account Update,Medium,App,Pending,No,EM00248,,
TK00012851,C0007769,30-05-2020,Slow Data Speed,Medium,App,Resolved,Yes,EM00373,10.6,30-05-2020
TK00012852,C0007769,20-08-2015,SIM/Activation,Low,Store,Resolved,Yes,EM00192,9.1,21-08-2015
TK00012853,C0007769,31-12-2024,Plan Change,Low,Call,Resolved,No,EM00255,26.9,01-01-2025
TK00012854,C0007770,21-01-2019,Fiber Downtime,Medium,Store,Pending,No,EM00112,,
TK00012855,C0007770,23-07-2016,Payment Issue,Medium,Store,Resolved,Yes,EM00256,9.1,23-07-2016
TK00012856,C0007771,13-07-2024,SIM/Activation,Low,Chat,Resolved,No,EM00235,30.9,14-07-2024
TK00012857,C0007771,21-05-2015,Slow Data Speed,High,Email,Resolved,Yes,EM00308,11.2,21-05-2015
TK00012858,C0007773,28-01-2025,Fiber Downtime,Low,Chat,Resolved,Yes,EM00595,3.0,28-01-2025
TK00012859,C0007774,27-08-2022,SIM/Activation,Low,App,Escalated,No,EM00722,,
TK00012860,C0007774,13-02-2021,Call Drop,High,Call,Resolved,No,EM00710,50.5,16-02-2021
TK00012861,C0007774,02-02-2018,Device Support,Low,App,Resolved,Yes,EM00527,17.6,03-02-2018
TK00012862,C0007774,19-03-2015,Call Drop,Medium,App,Resolved,Yes,EM00227,19.3,20-03-2015
TK00012863,C0007777,18-07-2025,Billing Dispute,Low,Call,Escalated,No,EM00458,,
TK00012864,C0007777,02-07-2023,Device Support,Low,Chat,Resolved,No,EM00404,21.2,03-07-2023
TK00012865,C0007781,14-02-2016,Account Update,High,App,Resolved,Yes,EM00723,3.5,14-02-2016
TK00012866,C0007781,09-06-2020,Call Drop,Low,App,Resolved,No,EM00613,7.0,09-06-2020
TK00012867,C0007782,29-03-2022,Call Drop,Critical,Store,Resolved,No,EM00456,43.6,31-03-2022
TK00012868,C0007782,23-05-2017,Account Update,Critical,Call,Resolved,Yes,EM00518,14.8,23-05-2017
TK00012869,C0007782,21-08-2020,Roaming,High,Chat,Resolved,Yes,EM00251,10.9,22-08-2020
TK00012870,C0007783,21-10-2019,Call Drop,Low,Call,Escalated,No,EM00438,,
TK00012871,C0007783,11-01-2018,Roaming,Low,Email,Escalated,No,EM00769,,
TK00012872,C0007783,01-04-2014,Fiber Downtime,Medium,Email,Escalated,No,EM00050,,
TK00012873,C0007783,20-10-2016,Roaming,Medium,Store,Pending,No,EM00454,,
TK00012874,C0007783,14-08-2017,SIM/Activation,Medium,Call,Resolved,No,EM00044,5.5,14-08-2017
TK00012875,C0007784,13-01-2015,Fiber Downtime,High,Email,Reopened,No,EM00272,,
TK00012876,C0007784,22-05-2021,Plan Change,Low,Call,Resolved,Yes,EM00744,23.8,23-05-2021
TK00012877,C0007784,09-12-2018,Plan Change,Medium,Chat,Resolved,No,EM00378,13.8,10-12-2018
TK00012878,C0007785,18-10-2014,Network Issue,Medium,Chat,Pending,No,EM00034,,
TK00012879,C0007786,21-11-2024,Fiber Downtime,Low,Chat,Resolved,No,EM00354,1.4,22-11-2024
TK00012880,C0007786,27-06-2018,Slow Data Speed,Low,Chat,Resolved,Yes,EM00422,8.0,27-06-2018
TK00012881,C0007787,12-09-2020,Payment Issue,High,Chat,Pending,No,EM00774,,
TK00012882,C0007787,30-06-2018,Call Drop,High,Call,Resolved,Yes,EM00465,1.5,30-06-2018
TK00012883,C0007789,25-12-2015,Device Support,High,Email,Resolved,Yes,EM00203,3.9,25-12-2015
TK00012884,C0007790,30-01-2017,Device Support,High,Chat,Pending,No,EM00154,,
TK00012885,C0007790,18-08-2024,SIM/Activation,Low,Store,Reopened,No,EM00008,,
TK00012886,C0007790,20-09-2017,Fiber Downtime,Medium,Email,Pending,No,EM00388,,
TK00012887,C0007790,02-09-2015,Fiber Downtime,Critical,Store,Pending,No,EM00465,,
TK00012888,C0007791,09-01-2017,Network Issue,Low,Store,Escalated,No,EM00571,,
TK00012889,C0007791,26-03-2023,Recharge Failure,Low,Call,Pending,No,EM00689,,
TK00012890,C0007791,20-07-2021,Billing Dispute,Medium,Store,Resolved,Yes,EM00267,10.7,20-07-2021
TK00012891,C0007792,14-09-2021,Fiber Downtime,Medium,Call,Pending,No,EM00274,,
TK00012892,C0007792,11-05-2025,Network Issue,Low,Email,Resolved,Yes,EM00218,13.3,11-05-2025
TK00012893,C0007792,21-01-2021,Network Issue,Medium,Call,Resolved,Yes,EM00639,5.4,22-01-2021
TK00012894,C0007793,05-07-2018,Payment Issue,Low,Chat,Reopened,No,EM00197,,
TK00012895,C0007793,17-03-2015,Account Update,Medium,Store,Reopened,No,EM00413,,
TK00012896,C0007793,27-09-2023,Plan Change,Medium,Chat,Resolved,Yes,EM00224,11.2,27-09-2023
TK00012897,C0007793,12-11-2015,Account Update,Critical,Store,Resolved,Yes,EM00723,14.4,13-11-2015
TK00012898,C0007794,05-09-2024,Device Support,Medium,Email,Resolved,Yes,EM00006,6.4,05-09-2024
TK00012899,C0007794,12-07-2023,Roaming,Critical,Store,Resolved,Yes,EM00207,25.3,13-07-2023
TK00012900,C0007794,08-03-2026,Network Issue,Medium,Chat,Pending,No,EM00239,,
TK00012901,C0007794,28-04-2015,Billing Dispute,Low,Chat,Pending,No,EM00469,,
TK00012902,C0007794,04-06-2023,Billing Dispute,High,Email,Pending,No,EM00663,,
TK00012903,C0007795,14-03-2014,Slow Data Speed,Medium,Email,Reopened,No,EM00558,,
TK00012904,C0007796,18-06-2018,Fiber Downtime,Medium,Chat,Escalated,No,EM00122,,
TK00012905,C0007796,21-05-2014,Payment Issue,Low,App,Resolved,No,EM00096,7.5,21-05-2014
TK00012906,C0007796,07-03-2018,Payment Issue,High,Store,Resolved,No,EM00430,9.0,08-03-2018
TK00012907,C0007796,29-07-2014,Roaming,Medium,App,Pending,No,EM00797,,
TK00012908,C0007797,28-11-2020,Roaming,Low,Chat,Escalated,No,EM00563,,
TK00012909,C0007797,02-02-2017,SIM/Activation,Low,Call,Resolved,Yes,EM00309,4.2,02-02-2017
TK00012910,C0007798,28-11-2016,Billing Dispute,Critical,Call,Escalated,No,EM00336,,
TK00012911,C0007798,24-07-2024,Recharge Failure,Low,Store,Pending,No,EM00470,,
TK00012912,C0007798,03-06-2015,Slow Data Speed,Medium,Email,Resolved,Yes,EM00624,35.1,04-06-2015
TK00012913,C0007799,05-04-2016,Call Drop,Medium,Store,Escalated,No,EM00113,,
TK00012914,C0007799,31-07-2020,Call Drop,Medium,Store,Escalated,No,EM00276,,
TK00012915,C0007799,15-09-2023,Roaming,Critical,Email,Pending,No,EM00099,,
TK00012916,C0007799,15-07-2017,Fiber Downtime,High,Email,Resolved,Yes,EM00660,8.0,15-07-2017
TK00012917,C0007800,27-10-2023,Payment Issue,Critical,Chat,Pending,No,EM00027,,
TK00012918,C0007800,03-01-2015,Device Support,Low,Chat,Resolved,No,EM00388,37.4,05-01-2015
TK00012919,C0007801,11-11-2017,Roaming,High,Store,Resolved,No,EM00316,19.6,12-11-2017
TK00012920,C0007801,09-09-2020,Billing Dispute,Low,App,Resolved,No,EM00794,14.3,09-09-2020
TK00012921,C0007802,05-09-2014,Account Update,Medium,Chat,Escalated,No,EM00538,,
TK00012922,C0007802,14-01-2016,Fiber Downtime,Critical,Store,Pending,No,EM00721,,
TK00012923,C0007802,23-05-2021,Account Update,Medium,Email,Resolved,Yes,EM00622,7.5,23-05-2021
TK00012924,C0007804,06-01-2018,Recharge Failure,Critical,Call,Pending,No,EM00055,,
TK00012925,C0007806,02-04-2024,Roaming,High,Call,Resolved,Yes,EM00371,24.3,03-04-2024
TK00012926,C0007806,08-10-2016,Device Support,Low,Call,Pending,No,EM00134,,
TK00012927,C0007807,29-08-2021,Plan Change,Medium,Chat,Pending,No,EM00322,,
TK00012928,C0007810,04-02-2017,Network Issue,Medium,App,Pending,No,EM00055,,
TK00012929,C0007810,17-10-2024,Network Issue,Medium,Email,Resolved,Yes,EM00728,26.0,18-10-2024
TK00012930,C0007811,20-10-2021,SIM/Activation,High,Store,Resolved,No,EM00634,6.7,20-10-2021
TK00012931,C0007811,18-04-2014,Call Drop,Low,Call,Pending,No,EM00233,,
TK00012932,C0007812,15-09-2022,Slow Data Speed,Medium,Store,Pending,No,EM00488,,
TK00012933,C0007814,23-01-2022,Network Issue,Low,Store,Resolved,Yes,EM00147,17.2,24-01-2022
TK00012934,C0007815,07-02-2024,Call Drop,Medium,Chat,Escalated,No,EM00142,,
TK00012935,C0007815,23-03-2019,Recharge Failure,High,App,Pending,No,EM00285,,
TK00012936,C0007815,07-07-2024,Slow Data Speed,High,Chat,Pending,No,EM00324,,
TK00012937,C0007816,02-04-2014,SIM/Activation,High,Email,Pending,No,EM00144,,
TK00012938,C0007817,02-03-2014,Roaming,Low,Store,Resolved,Yes,EM00324,10.3,03-03-2014
TK00012939,C0007817,02-06-2022,Recharge Failure,Medium,Chat,Resolved,Yes,EM00631,15.8,02-06-2022
TK00012940,C0007817,04-12-2023,Network Issue,Medium,Store,Resolved,Yes,EM00723,5.8,04-12-2023
TK00012941,C0007818,15-03-2019,Call Drop,Low,Email,Escalated,No,EM00655,,
TK00012942,C0007818,07-07-2015,Billing Dispute,Medium,Store,Resolved,Yes,EM00531,16.7,08-07-2015
TK00012943,C0007820,22-06-2022,Roaming,Medium,Call,Resolved,Yes,EM00445,10.7,23-06-2022
TK00012944,C0007820,03-04-2019,Roaming,Medium,Chat,Resolved,Yes,EM00745,23.8,04-04-2019
TK00012945,C0007820,01-05-2021,Plan Change,Medium,Email,Resolved,Yes,EM00101,3.7,01-05-2021
TK00012946,C0007821,17-06-2023,Call Drop,Medium,Call,Resolved,Yes,EM00036,2.4,17-06-2023
TK00012947,C0007822,24-06-2014,Fiber Downtime,Low,Email,Pending,No,EM00786,,
TK00012948,C0007822,11-08-2018,Billing Dispute,Low,Call,Resolved,No,EM00422,16.7,12-08-2018
TK00012949,C0007823,28-08-2018,Device Support,Critical,Call,Resolved,No,EM00473,19.6,29-08-2018
TK00012950,C0007824,17-09-2021,Call Drop,Medium,Chat,Resolved,Yes,EM00363,8.5,17-09-2021
TK00012951,C0007825,07-08-2021,Plan Change,Low,Store,Resolved,Yes,EM00026,11.0,07-08-2021
TK00012952,C0007826,24-06-2014,SIM/Activation,Low,Chat,Reopened,No,EM00092,,
TK00012953,C0007826,19-08-2015,Network Issue,Medium,App,Pending,No,EM00791,,
TK00012954,C0007826,22-01-2016,Call Drop,Critical,Chat,Resolved,Yes,EM00015,22.9,23-01-2016
TK00012955,C0007826,21-01-2026,Roaming,Medium,App,Resolved,Yes,EM00660,6.4,21-01-2026
TK00012956,C0007826,23-12-2025,Recharge Failure,High,Email,Resolved,No,EM00615,3.3,23-12-2025
TK00012957,C0007827,16-01-2019,Fiber Downtime,Low,Email,Resolved,Yes,EM00064,17.0,17-01-2019
TK00012958,C0007829,24-11-2017,Call Drop,Low,Email,Resolved,Yes,EM00370,27.8,25-11-2017
TK00012959,C0007829,18-05-2017,Network Issue,Low,Call,Resolved,No,EM00776,19.6,18-05-2017
TK00012960,C0007830,02-03-2024,Fiber Downtime,Medium,Store,Resolved,Yes,EM00179,11.3,02-03-2024
TK00012961,C0007830,16-04-2019,Device Support,Low,App,Resolved,Yes,EM00682,13.6,17-04-2019
TK00012962,C0007831,26-12-2016,SIM/Activation,Medium,Store,Resolved,Yes,EM00714,11.5,26-12-2016
TK00012963,C0007832,21-03-2024,Recharge Failure,Medium,App,Resolved,Yes,EM00490,3.4,21-03-2024
TK00012964,C0007833,23-02-2023,Slow Data Speed,High,App,Resolved,No,EM00549,23.1,24-02-2023
TK00012965,C0007833,08-07-2021,Call Drop,Low,Email,Resolved,Yes,EM00746,5.3,08-07-2021
TK00012966,C0007833,10-03-2020,Device Support,Low,Call,Resolved,Yes,EM00684,10.8,10-03-2020
TK00012967,C0007834,03-02-2018,Network Issue,High,Store,Resolved,Yes,EM00209,10.9,03-02-2018
TK00012968,C0007835,16-08-2021,Roaming,Medium,App,Resolved,No,EM00774,23.1,17-08-2021
TK00012969,C0007836,28-02-2014,Recharge Failure,Low,App,Pending,No,EM00551,,
TK00012970,C0007836,07-10-2019,SIM/Activation,High,Chat,Pending,No,EM00660,,
TK00012971,C0007836,12-07-2017,Slow Data Speed,Medium,Chat,Resolved,No,EM00378,4.4,12-07-2017
TK00012972,C0007838,01-11-2025,Device Support,Low,Chat,Resolved,No,EM00714,14.1,02-11-2025
TK00012973,C0007839,15-12-2025,Network Issue,Medium,Chat,Resolved,Yes,EM00393,22.9,16-12-2025
TK00012974,C0007840,04-03-2023,Slow Data Speed,High,App,Resolved,Yes,EM00523,11.1,04-03-2023
TK00012975,C0007840,05-10-2015,Fiber Downtime,Low,Store,Resolved,No,EM00368,40.9,06-10-2015
TK00012976,C0007841,06-11-2025,Account Update,Low,Email,Resolved,Yes,EM00008,16.3,06-11-2025
TK00012977,C0007842,19-12-2016,SIM/Activation,Low,Chat,Resolved,Yes,EM00316,19.2,20-12-2016
TK00012978,C0007842,06-02-2020,Slow Data Speed,Critical,Email,Resolved,Yes,EM00637,7.7,07-02-2020
TK00012979,C0007842,18-05-2019,Payment Issue,High,Email,Resolved,No,EM00611,32.3,19-05-2019
TK00012980,C0007842,28-03-2018,Network Issue,High,Call,Pending,No,EM00568,,
TK00012981,C0007843,19-06-2016,Account Update,Low,Chat,Pending,No,EM00624,,
TK00012982,C0007844,09-11-2018,Account Update,Low,Store,Reopened,No,EM00604,,
TK00012983,C0007845,15-06-2024,Plan Change,Medium,Email,Resolved,No,EM00625,20.0,15-06-2024
TK00012984,C0007845,03-06-2019,Plan Change,Medium,Chat,Pending,No,EM00065,,
TK00012985,C0007845,14-08-2025,Device Support,Medium,App,Resolved,Yes,EM00166,11.6,14-08-2025
TK00012986,C0007845,29-05-2022,SIM/Activation,Critical,Email,Resolved,Yes,EM00021,9.6,29-05-2022
TK00012987,C0007846,09-12-2017,Roaming,High,App,Resolved,No,EM00639,20.0,10-12-2017
TK00012988,C0007846,11-01-2021,Slow Data Speed,Medium,App,Resolved,No,EM00688,21.6,12-01-2021
TK00012989,C0007847,11-08-2022,Network Issue,Medium,Chat,Resolved,Yes,EM00707,9.3,11-08-2022
TK00012990,C0007849,17-11-2019,Slow Data Speed,Medium,App,Resolved,No,EM00153,10.5,17-11-2019
TK00012991,C0007851,15-01-2021,Roaming,Medium,App,Escalated,No,EM00064,,
TK00012992,C0007851,27-05-2019,Fiber Downtime,Critical,Email,Reopened,No,EM00605,,
TK00012993,C0007851,05-08-2024,Fiber Downtime,High,App,Pending,No,EM00266,,
TK00012994,C0007852,15-12-2019,Payment Issue,High,Store,Pending,No,EM00168,,
TK00012995,C0007853,11-10-2015,Recharge Failure,Medium,Chat,Resolved,No,EM00288,14.0,12-10-2015
TK00012996,C0007854,27-03-2019,SIM/Activation,Low,Store,Reopened,No,EM00666,,
TK00012997,C0007856,25-07-2015,Plan Change,Medium,Chat,Pending,No,EM00385,,
TK00012998,C0007856,06-04-2024,Fiber Downtime,Medium,Email,Resolved,Yes,EM00304,35.0,08-04-2024
TK00012999,C0007857,06-09-2020,Network Issue,Low,App,Escalated,No,EM00076,,
TK00013000,C0007857,13-08-2022,Fiber Downtime,High,Store,Pending,No,EM00303,,
TK00013001,C0007858,11-03-2022,Call Drop,Medium,App,Reopened,No,EM00476,,
TK00013002,C0007858,02-02-2018,Device Support,Medium,Store,Pending,No,EM00546,,
TK00013003,C0007861,16-08-2021,Fiber Downtime,Medium,Email,Resolved,Yes,EM00084,22.4,17-08-2021
TK00013004,C0007862,02-07-2022,Payment Issue,Low,Call,Resolved,Yes,EM00661,39.0,04-07-2022
TK00013005,C0007862,04-09-2024,Roaming,Low,Email,Pending,No,EM00751,,
TK00013006,C0007863,01-08-2016,Plan Change,Low,Call,Pending,No,EM00018,,
TK00013007,C0007864,01-06-2020,Fiber Downtime,Medium,Email,Resolved,Yes,EM00412,7.7,02-06-2020
TK00013008,C0007864,27-03-2020,Device Support,Medium,App,Resolved,Yes,EM00612,25.4,28-03-2020
TK00013009,C0007864,06-06-2019,Network Issue,Medium,Call,Resolved,No,EM00657,3.1,06-06-2019
TK00013010,C0007864,03-04-2023,Call Drop,Low,Store,Resolved,Yes,EM00617,6.8,03-04-2023
TK00013011,C0007865,04-11-2019,Call Drop,Low,Store,Reopened,No,EM00164,,
TK00013012,C0007865,08-12-2023,Account Update,Low,App,Resolved,Yes,EM00787,6.0,08-12-2023
TK00013013,C0007866,06-06-2023,Fiber Downtime,Medium,App,Resolved,Yes,EM00214,35.9,07-06-2023
TK00013014,C0007867,06-04-2023,Payment Issue,High,Email,Pending,No,EM00372,,
TK00013015,C0007867,10-01-2025,Fiber Downtime,High,Chat,Pending,No,EM00183,,
TK00013016,C0007867,23-02-2025,Recharge Failure,Medium,Email,Resolved,Yes,EM00038,10.9,24-02-2025
TK00013017,C0007867,26-07-2020,Slow Data Speed,Low,App,Resolved,Yes,EM00112,19.4,27-07-2020
TK00013018,C0007868,25-06-2019,Account Update,High,Store,Pending,No,EM00650,,
TK00013019,C0007869,16-04-2014,Roaming,Low,Email,Resolved,Yes,EM00472,4.3,17-04-2014
TK00013020,C0007870,29-08-2025,Slow Data Speed,Medium,Email,Reopened,No,EM00709,,
TK00013021,C0007870,17-04-2019,Billing Dispute,Low,Store,Pending,No,EM00797,,
TK00013022,C0007871,27-08-2014,Billing Dispute,Low,App,Reopened,No,EM00053,,
TK00013023,C0007872,02-08-2014,Account Update,Medium,App,Resolved,No,EM00459,5.5,02-08-2014
TK00013024,C0007872,27-01-2016,Billing Dispute,Low,Store,Resolved,No,EM00182,6.1,28-01-2016
TK00013025,C0007872,28-09-2014,Payment Issue,Medium,Chat,Resolved,No,EM00278,10.6,29-09-2014
TK00013026,C0007873,30-01-2019,Billing Dispute,Medium,Email,Pending,No,EM00486,,
TK00013027,C0007874,19-05-2020,Recharge Failure,Medium,Chat,Reopened,No,EM00337,,
TK00013028,C0007874,10-01-2015,Billing Dispute,Low,Store,Escalated,No,EM00114,,
TK00013029,C0007874,25-08-2021,Device Support,Critical,Chat,Pending,No,EM00655,,
TK00013030,C0007874,03-05-2017,Billing Dispute,Low,App,Resolved,No,EM00175,9.6,04-05-2017
TK00013031,C0007875,05-12-2023,Account Update,Medium,Call,Reopened,No,EM00362,,
TK00013032,C0007876,09-01-2021,Account Update,Low,Call,Pending,No,EM00552,,
TK00013033,C0007876,14-12-2018,Recharge Failure,Medium,Email,Resolved,Yes,EM00259,13.8,14-12-2018
